,PDCD2L (84306)
ACH-000004,-0.21316307188378714
ACH-000005,0.03998111141001261
ACH-000007,-0.2932715071841544
ACH-000009,0.023463426698089145
ACH-000011,-0.05448911773100983
ACH-000012,0.02659759759555182
ACH-000013,-0.046825230082973686
ACH-000014,-0.15194225740661296
ACH-000015,0.01821440105264217
ACH-000017,0.06620850931264552
ACH-000018,-0.017128393561833436
ACH-000019,0.1661627622885771
ACH-000021,-0.0011048375876684352
ACH-000022,0.010926972271456486
ACH-000025,-0.26964748942703703
ACH-000028,0.10566922155038284
ACH-000030,-0.04118817435334123
ACH-000035,0.02118911751427873
ACH-000036,0.03318739190196643
ACH-000037,0.06983372031658969
ACH-000039,0.14214829787926855
ACH-000040,0.04172490531884089
ACH-000041,-0.036334505771777666
ACH-000042,0.00667927166432648
ACH-000045,0.17286463659099846
ACH-000047,0.26930956948649665
ACH-000052,-0.12344291891694364
ACH-000053,-0.011969098538352535
ACH-000054,0.07745024110613327
ACH-000055,-0.26632267878024585
ACH-000060,-0.03892913990142016
ACH-000067,-0.11835997813211754
ACH-000070,0.0057974515189579395
ACH-000075,-0.24635347641553895
ACH-000078,-0.056778409486605716
ACH-000082,0.005371874894112632
ACH-000085,0.062477232132264277
ACH-000086,-0.2738603134561725
ACH-000087,0.004085274923708329
ACH-000092,-0.06368358278856341
ACH-000095,-0.0035318606774692343
ACH-000097,0.02203098407295699
ACH-000098,-0.11583396353327062
ACH-000099,0.14432016425964178
ACH-000108,0.0633525108693505
ACH-000113,0.054726767270544194
ACH-000116,0.09117004998853184
ACH-000118,0.03569398140734078
ACH-000120,0.0371595371922832
ACH-000123,-0.086404413125369
ACH-000127,-0.006009658766246303
ACH-000128,0.1651796166358991
ACH-000132,-0.005248683437522686
ACH-000133,-0.2729188529018249
ACH-000137,-0.06595846709607515
ACH-000138,-0.1133016688037962
ACH-000142,-0.10824400217583607
ACH-000143,0.15982739256072476
ACH-000146,-0.025313567347537917
ACH-000148,0.14976293111857306
ACH-000150,0.057830811444586086
ACH-000152,-0.010428995928486643
ACH-000153,-0.1760562334702994
ACH-000159,-0.049976904559863235
ACH-000160,0.09916615693959896
ACH-000163,0.051346519493574716
ACH-000167,-0.180944393242036
ACH-000168,0.1150212075833536
ACH-000169,0.23496249315809986
ACH-000178,0.03215119818362007
ACH-000183,-0.16917895720785545
ACH-000188,0.11606342853606792
ACH-000189,-0.1286351888425131
ACH-000190,-0.14919790607349576
ACH-000198,-0.10498641268375844
ACH-000203,0.7798936044038546
ACH-000204,0.2350865325929647
ACH-000206,0.032064765112230775
ACH-000207,-0.014919423605808247
ACH-000208,0.08919934822204108
ACH-000210,-0.002955223608042505
ACH-000211,-0.19332668414311102
ACH-000215,-0.08977872912663028
ACH-000221,-0.016022778260583424
ACH-000222,0.027585496558926597
ACH-000223,-0.1446472481386134
ACH-000226,-0.03716823468839794
ACH-000227,0.07981696771090048
ACH-000228,0.08722195331823322
ACH-000231,0.05883731289088536
ACH-000232,-0.025252125925106568
ACH-000233,0.07108937334635955
ACH-000234,0.09485189060721856
ACH-000235,-0.09496181878200284
ACH-000237,0.10019692845645208
ACH-000238,0.15003708841008306
ACH-000242,-0.3788153214312941
ACH-000243,-0.1591643997993928
ACH-000244,0.0674076604029085
ACH-000246,0.030813365460981495
ACH-000248,-0.06763567241514076
ACH-000250,0.10330223235403377
ACH-000251,-0.04937845349451569
ACH-000252,0.02555683561863153
ACH-000253,-0.07761403565936349
ACH-000255,-0.012880227390611872
ACH-000256,0.18847303118103453
ACH-000257,0.2191103903666793
ACH-000258,0.053780969485334604
ACH-000259,0.04921629046999047
ACH-000260,-0.009206442822537823
ACH-000261,-0.11033521320409258
ACH-000262,-0.2199921973309804
ACH-000263,0.0052963028424919956
ACH-000264,0.01647201758369292
ACH-000265,0.06248995982740376
ACH-000266,-0.06591740898304863
ACH-000272,-0.053406801286950925
ACH-000274,0.016517961356465417
ACH-000277,0.10350722945084187
ACH-000278,0.05568012067828873
ACH-000279,0.038054441100062224
ACH-000280,0.031990482970343216
ACH-000281,0.07393012955613558
ACH-000288,0.10593706869358972
ACH-000291,0.05411052052409068
ACH-000293,-0.11512980894368995
ACH-000294,-0.14103341748836914
ACH-000295,0.102839841168688
ACH-000296,0.06844853845868977
ACH-000302,-0.08265099822774452
ACH-000304,0.1159447413996443
ACH-000307,0.10967331704268067
ACH-000308,0.048997530424003566
ACH-000310,0.06817535621816984
ACH-000311,-0.16057863994382188
ACH-000312,0.12445621241527804
ACH-000315,0.1366357774352851
ACH-000316,-0.17423221250674434
ACH-000317,-0.4843737278903909
ACH-000318,-0.0035076554410239727
ACH-000319,-0.06862337232782109
ACH-000320,0.01123082263050422
ACH-000322,0.4120593057444815
ACH-000323,-0.09205847614729402
ACH-000324,0.09870758498922406
ACH-000329,0.012664399201936702
ACH-000330,-0.008901372853874876
ACH-000331,0.15495206542100545
ACH-000332,0.1403836765361842
ACH-000334,0.05688769384402865
ACH-000335,-0.20982964768812998
ACH-000336,0.07686471764189153
ACH-000337,0.055551938264415616
ACH-000338,-0.6765096628271198
ACH-000339,-0.1875866820765059
ACH-000341,-0.14261592536196116
ACH-000348,0.013654366791142163
ACH-000350,-0.06863530368834453
ACH-000352,0.09501705542651337
ACH-000356,-0.43547288375564586
ACH-000361,-0.16756636169210412
ACH-000362,0.033611024691256375
ACH-000363,0.06661654205515335
ACH-000364,0.13152207378698724
ACH-000365,0.0198627496708733
ACH-000366,-0.04033191983406023
