,LRTM2 (654429)
ACH-000004,-0.03670342263041476
ACH-000005,0.1777545748395207
ACH-000007,0.27019993163822925
ACH-000009,-0.047022173885163616
ACH-000011,0.05883359281167446
ACH-000012,0.0764199968538532
ACH-000013,0.04387818567096067
ACH-000014,-0.0006381048509150041
ACH-000015,0.11945852827637475
ACH-000017,0.14088706662099695
ACH-000018,0.0741530053424746
ACH-000019,0.1927255924585858
ACH-000021,0.1079732392373316
ACH-000022,-0.01707896076210084
ACH-000025,0.07478257876052033
ACH-000028,0.08612345986427053
ACH-000030,0.12628806319334232
ACH-000035,0.17028933643451913
ACH-000036,0.10020660291804316
ACH-000037,0.004265001151132603
ACH-000039,0.29511142420329983
ACH-000040,0.07694009048783777
ACH-000041,-0.051197876481508295
ACH-000042,0.15793699372047734
ACH-000045,0.0684899136591286
ACH-000047,0.035485175629114706
ACH-000052,0.15041570294975026
ACH-000053,-0.05071724699574159
ACH-000054,-0.07799162123539956
ACH-000055,0.01595796629099155
ACH-000060,-0.08732047054155134
ACH-000067,-0.06627811756993322
ACH-000070,0.04168726211365558
ACH-000075,0.2353426466431349
ACH-000078,-0.11647480134291735
ACH-000082,0.023113783618915203
ACH-000085,0.14286851195974926
ACH-000086,0.058810873012552924
ACH-000087,0.016044781936759442
ACH-000092,0.059403742310134476
ACH-000095,0.038308322738052236
ACH-000097,0.1241399213328337
ACH-000098,0.015613394555022994
ACH-000099,0.08759628453699668
ACH-000108,-0.046346666884167914
ACH-000113,0.0564105014988104
ACH-000116,0.0634957673451005
ACH-000118,0.0267576255685845
ACH-000120,-0.04242261597174038
ACH-000123,0.09918362620712924
ACH-000127,0.1031500714796958
ACH-000128,-0.019755056673093786
ACH-000132,0.137529411367434
ACH-000133,-0.012528640037271657
ACH-000137,-0.09580467891185997
ACH-000138,-0.0453973295082732
ACH-000142,0.04655750151183494
ACH-000143,-0.09616533989653814
ACH-000146,-0.01803585076473576
ACH-000148,-0.007580847882508297
ACH-000150,0.06868076837643787
ACH-000152,-0.0076938114913852685
ACH-000153,-0.047409854680996136
ACH-000159,0.061157813603899026
ACH-000160,0.003458912850444795
ACH-000163,-0.016664082093376213
ACH-000167,-0.00821613729905035
ACH-000168,0.11487138549080107
ACH-000169,0.01848195895190384
ACH-000178,0.04267657688462355
ACH-000183,-0.04571620879514505
ACH-000188,0.09884726462320537
ACH-000189,0.062196825966722664
ACH-000190,0.10845751455153048
ACH-000198,0.06896828609788641
ACH-000203,0.14126918857235002
ACH-000204,-0.023248939636645045
ACH-000206,0.037519864601067085
ACH-000207,-0.07950531590973403
