,GNB2 (2783)
ACH-000004,-0.10575506587315414
ACH-000005,0.0007246162724729438
ACH-000007,-0.002382217086188471
ACH-000009,-0.3311801664067889
ACH-000011,-0.3728470607758447
ACH-000012,-0.19372312044535855
ACH-000013,-0.19605527616478924
ACH-000014,-0.5108104208099001
ACH-000015,-0.06273320301442199
ACH-000017,-0.3400117450101802
ACH-000018,-0.07491851630026197
ACH-000019,0.05356150099772785
ACH-000021,-0.3553348569878108
ACH-000022,-0.11675897847190685
ACH-000025,-0.16910750680971454
ACH-000028,-0.4233740710364357
ACH-000030,-0.4097262317686332
ACH-000035,-0.39286476730729775
ACH-000036,-0.18885739290516348
ACH-000037,-0.22027222573907865
ACH-000039,-0.19265003028049227
ACH-000040,-0.4279441997011973
ACH-000041,-0.2936569747517445
ACH-000042,-0.28315917756691344
ACH-000045,-0.17361289552815656
ACH-000047,-0.1843597488428893
ACH-000052,-0.3226473153259519
ACH-000053,-0.1271280699868944
ACH-000054,-0.29565235373140714
ACH-000055,-0.33999199302867544
ACH-000060,-0.3418828521215367
ACH-000067,-0.25104763317309703
ACH-000070,-0.146137668141559
ACH-000075,-0.17178547772647107
ACH-000078,-0.16334677013519974
ACH-000082,-0.2801760391707777
ACH-000085,-0.11173065502094387
ACH-000086,-0.224866128265594
ACH-000087,-0.04746192624789248
ACH-000092,-0.3458934583785372
ACH-000095,-0.30295638049843965
ACH-000097,-0.244050937775854
ACH-000098,-0.3215832648201478
ACH-000099,-0.26021170478177263
ACH-000108,-0.2539886161763572
ACH-000113,-0.4661588557465192
ACH-000116,-0.21142533018759252
ACH-000118,-0.2671082788671253
ACH-000120,-0.25123703753728904
ACH-000123,-0.008959217977139543
ACH-000127,-0.2755003153418287
ACH-000128,-0.18500911196720066
ACH-000132,-0.31581809608171296
ACH-000133,-0.1985607812220624
ACH-000137,-0.15079573272883948
ACH-000138,-0.13178167257656512
ACH-000142,-0.13732064678570846
ACH-000143,-0.2925517230628327
ACH-000146,-0.2510227375339924
ACH-000148,-0.2721865921043789
ACH-000150,-0.18397157545884776
ACH-000152,-0.4293722042218913
ACH-000153,0.02875008652457137
ACH-000159,-0.4762958272183591
ACH-000160,-0.3627325726681213
ACH-000163,-0.3948592978993407
ACH-000167,-0.3110918504492834
ACH-000168,-0.4149348838351211
ACH-000169,-0.21849918333927507
ACH-000178,-0.33777899823218416
ACH-000183,-0.0954302249165684
ACH-000188,-0.2459833180594929
ACH-000189,-0.2866083143083044
ACH-000190,-0.212287012773258
ACH-000198,-0.16405509934839935
ACH-000203,-0.486198146070378
ACH-000204,-0.26298399526788835
ACH-000206,-0.4866297604631663
ACH-000207,-0.1569935724024987
ACH-000208,-0.2506538046359794
ACH-000210,-0.1051797689368462
ACH-000211,-0.22511425094398824
ACH-000215,-0.16613244670338087
ACH-000221,-0.2276920088695975
ACH-000222,-0.3964892979629012
ACH-000223,-0.15966638317132192
ACH-000226,-0.1129214309505792
ACH-000227,-0.14879469875704507
ACH-000228,-0.05614144745779307
ACH-000231,-0.3446252963349017
ACH-000232,-0.3473955293434053
ACH-000233,-0.10003206555991656
ACH-000234,-0.3001955201000993
ACH-000235,-0.34928806345308483
ACH-000237,-0.1286919938203914
ACH-000238,-0.4468616223540011
ACH-000242,-0.15228592124401044
ACH-000243,0.015758521268346388
ACH-000244,-0.19634677139743487
ACH-000246,-0.5249748444541672
ACH-000248,-0.30641825481511314
ACH-000250,-0.4729776179070518
ACH-000251,-0.4547331637234238
ACH-000252,-0.2524604131569076
ACH-000253,-0.2627746055622986
ACH-000255,-0.3189754121161957
ACH-000256,-0.12118451679108423
ACH-000257,-0.24449156629653784
ACH-000258,-0.1961549191383428
ACH-000259,-0.26103709161602884
ACH-000260,-0.1972583367434209
ACH-000261,-0.2465368688342624
ACH-000262,-0.38514222459885616
ACH-000263,-0.18073264897464408
ACH-000264,-0.1313699119093939
ACH-000265,-0.1744997567073744
ACH-000266,-0.3074449029099833
ACH-000272,-0.4909533646048587
ACH-000274,-0.232915751419442
ACH-000277,-0.21733852090608288
ACH-000278,-0.2202590326449215
ACH-000279,-0.2444439047767929
ACH-000280,-0.2621725058418699
ACH-000281,-0.4522042786347673
ACH-000288,-0.4224394772195938
ACH-000291,-0.3148425956588775
ACH-000293,-0.3206455598172977
ACH-000294,-0.018697911082720155
ACH-000295,0.010608768127934641
ACH-000296,-0.17393361917390204
ACH-000302,-0.2369165554124877
ACH-000304,-0.5356316610491418
