,PAG1 (55824)
ACH-000004,0.13299873006483154
ACH-000005,0.19266504325547887
ACH-000007,-0.059177636477267
ACH-000009,0.024340539095126776
ACH-000011,-0.10536728955495052
ACH-000012,-0.21841231445450532
ACH-000013,0.007166687974219765
ACH-000014,0.1214151589537718
ACH-000015,0.1508303436034053
ACH-000017,-0.0002566229849205684
ACH-000018,0.04554716290713609
ACH-000019,0.08301976985690554
ACH-000021,0.17368074366326813
ACH-000022,0.014366837558529385
ACH-000025,-0.08811029243630139
ACH-000028,-0.04403428687045325
ACH-000030,0.06780064937030138
ACH-000035,-0.0996707422342647
ACH-000036,0.010279269516100132
ACH-000037,-0.044150332898836034
ACH-000039,0.00940733858519952
ACH-000040,0.2078167247206973
ACH-000041,-0.0775573306449946
ACH-000042,0.0944856734965111
ACH-000045,0.13663393701891646
ACH-000047,-0.1140856965238575
ACH-000052,-0.0665075126470369
ACH-000053,0.02628641750147212
ACH-000054,-0.008652088619550963
ACH-000055,-0.0668778564498101
ACH-000060,-0.10421711789667697
ACH-000067,0.14533064253626235
ACH-000070,-0.06386094653859999
ACH-000075,0.2248302948913848
ACH-000078,0.0795775123868438
ACH-000082,0.09215431154650294
ACH-000085,0.09727956956915737
ACH-000086,0.08685439270832701
ACH-000087,0.14407748152080324
ACH-000092,0.07973314995158205
ACH-000095,0.12761350396008575
ACH-000097,0.12323754621511172
ACH-000098,0.07550460041181947
ACH-000099,0.005014569337320756
ACH-000108,-0.013563306719486691
ACH-000113,0.032051285045213346
ACH-000116,0.06850199979954585
ACH-000118,-0.015517639287129403
ACH-000120,0.04920384518745837
ACH-000123,-0.05929957272089665
ACH-000127,0.0344709005743007
ACH-000128,-0.021895661596597667
ACH-000132,0.09612171607526834
ACH-000133,0.08179114697796658
ACH-000137,-0.020193027343429325
ACH-000138,0.11001955058083623
ACH-000142,0.05530884328265394
ACH-000143,0.04666064905038042
ACH-000146,0.08141182130046583
ACH-000148,-0.02838248432819622
ACH-000150,-0.14892552949498522
ACH-000152,-0.07590803090959515
ACH-000153,0.03690886374345307
ACH-000159,0.02741641978656309
ACH-000160,0.0004056657759262471
ACH-000163,-0.12443674268167595
ACH-000167,0.28737678526128035
ACH-000168,0.0650052309988965
ACH-000169,-0.0013279751705137096
ACH-000178,-0.004792771138148278
ACH-000183,0.07915427772902336
ACH-000188,0.09482334682530523
ACH-000189,0.13442262463710386
ACH-000190,0.15063649391227746
ACH-000198,0.01727628416326095
ACH-000203,0.2997028560511928
ACH-000204,0.2314456714063096
ACH-000206,0.31196137478869346
ACH-000207,0.17059973048254487
ACH-000208,-0.1130348379802199
ACH-000210,0.04370919108684677
ACH-000211,-0.03904643099049925
ACH-000215,0.07223311487216913
ACH-000221,0.16303076892275506
ACH-000222,0.3062683865888128
ACH-000223,-0.02423318594644625
ACH-000226,-0.24334846480759698
ACH-000227,-0.09249701015748102
ACH-000228,0.12008485581397195
ACH-000231,0.1261116458426869
ACH-000232,0.031235796037735623
ACH-000233,0.0915301866163062
ACH-000234,0.05624130209286008
ACH-000235,0.02375258929968261
ACH-000237,0.06181891036945979
ACH-000238,0.01429198007970276
ACH-000242,0.2208221378665554
ACH-000243,-0.011808457826472843
ACH-000244,0.05194641798210976
ACH-000246,0.09054541693641044
ACH-000248,0.07628040032720028
ACH-000250,-0.0331694802709951
ACH-000251,-0.04341882482638785
ACH-000252,0.11462188498680807
ACH-000253,0.020375489524685576
ACH-000255,0.05369439979681255
ACH-000256,-0.2064044354065292
ACH-000257,0.15735257934892596
ACH-000258,-0.10014679892027008
ACH-000259,-0.061567725249192636
ACH-000260,0.033115274840965575
ACH-000261,0.09316130057978082
ACH-000262,0.1821868039028892
ACH-000263,0.24119360662791686
ACH-000264,0.08943051040115839
ACH-000265,0.0414963313885361
ACH-000266,0.05694149444270974
ACH-000272,0.10528645111312132
ACH-000274,0.06651213812503885
ACH-000277,-0.2373049141551249
ACH-000278,-0.04065433906071243
ACH-000279,-0.010698683458934674
