,CMAS (55907)
ACH-000004,-0.06808862356058795
ACH-000005,-0.2657122113006021
ACH-000007,-0.2559105571424713
ACH-000009,-0.13494194481299346
ACH-000011,-0.03205168152208778
ACH-000012,0.00749632815570588
ACH-000013,-0.073646806027454
ACH-000014,0.08656135430710506
ACH-000015,-0.13638580047491689
ACH-000017,-0.12081787030097828
ACH-000018,-0.22035376538285104
ACH-000019,-0.09855706249433838
ACH-000021,-0.10942168333488553
ACH-000022,-0.17637715334524698
ACH-000025,-0.2435217094784885
ACH-000028,-0.05835696451484783
ACH-000030,-0.18314518610550715
ACH-000035,-0.06320294656722912
ACH-000036,0.01942365954714521
ACH-000037,-0.06293223585990908
ACH-000039,-0.056921832009140735
ACH-000040,0.023722890294364564
ACH-000041,0.027715738846686714
ACH-000042,-0.05739661998921189
ACH-000045,-0.42787188405220944
ACH-000047,-0.05094416800480893
ACH-000052,-0.14160479697707273
ACH-000053,-0.1488383466627584
ACH-000054,-0.20648023028413104
ACH-000055,-0.0465656660247934
ACH-000060,0.0313407345444994
ACH-000067,0.014364371681195712
ACH-000070,-0.5412074287564939
ACH-000075,-0.02267792077397601
ACH-000078,-0.16644336744386318
ACH-000082,-0.1876657137461923
ACH-000085,-0.20585371957080315
ACH-000086,-0.1933978951813192
ACH-000087,0.03297023079269933
ACH-000092,-0.22498462761971302
ACH-000095,0.014318202343787802
ACH-000097,-0.21511892025949328
ACH-000098,-0.04029271551473795
ACH-000099,-0.07816155656305841
ACH-000108,-0.1647858822841045
ACH-000113,0.4408153567303023
ACH-000116,-0.17487806669570907
ACH-000118,-0.16434111703080978
ACH-000120,0.015645188115508163
ACH-000123,-0.023324702883485232
ACH-000127,-0.06260153039353146
ACH-000128,-0.14207097949662725
ACH-000132,0.01759739614709073
ACH-000133,-0.2640295375897813
ACH-000137,-0.06900545241244509
ACH-000138,-0.2396503398046946
ACH-000142,-0.0669588545346601
ACH-000143,-0.1058140219648147
ACH-000146,-0.194673565416204
ACH-000148,-0.1128195014003096
ACH-000150,-0.003526315528956938
ACH-000152,-0.19909384462132734
ACH-000153,-0.1840509857759084
ACH-000159,-0.18334930830764706
ACH-000160,-0.1915498192512362
ACH-000163,-0.045132293800062666
ACH-000167,-0.379474515374223
ACH-000168,0.3437763269672677
ACH-000169,-0.08126219592185215
ACH-000178,0.009913107844800394
ACH-000183,-0.10770311261527876
ACH-000188,0.003986993512137532
ACH-000189,-0.23449350289307466
ACH-000190,-0.014936367715990247
ACH-000198,0.17296068459719868
ACH-000203,0.1122368720992854
ACH-000204,-0.2397162565434549
ACH-000206,-0.2325117335955101
ACH-000207,-0.12247576774324513
ACH-000208,-0.3434265640063891
ACH-000210,-0.026693870635453025
ACH-000211,-0.10934735574361278
ACH-000215,-0.06304327984284584
ACH-000221,-0.0142881860661671
ACH-000222,-0.1885350043186433
ACH-000223,-0.3504287808138472
ACH-000226,-0.242223134775316
ACH-000227,0.019051121465769885
ACH-000228,-0.19585831365396586
ACH-000231,-0.06527403961819635
ACH-000232,-0.0682588322133309
ACH-000233,-0.1514980353987088
ACH-000234,-0.2915034023832853
ACH-000235,-0.2349759205876465
ACH-000237,-0.06770533489418586
ACH-000238,-0.20953794384194527
ACH-000242,-0.3128278842691637
ACH-000243,-0.12454545676131998
ACH-000244,-0.012925026698825623
ACH-000246,-0.3682086217658509
ACH-000248,0.02384505296041011
ACH-000250,-0.04830771070398294
ACH-000251,-0.5428461714575764
ACH-000252,-0.26167454503478954
ACH-000253,-0.3657715400523818
ACH-000255,-0.27878699008669616
ACH-000256,-0.12045926289009758
ACH-000257,0.08357747733365639
ACH-000258,-0.16125611021769093
ACH-000259,0.060984279289183235
ACH-000260,0.16771105244982404
ACH-000261,-0.14817142169981676
ACH-000262,-0.30368583761850104
ACH-000263,-0.3299188423016145
ACH-000264,-0.10705532837427664
ACH-000265,-0.19076795342045372
ACH-000266,-0.04734382788708758
ACH-000272,-0.16273272443039238
ACH-000274,-0.13288442020840469
ACH-000277,-0.09560905328262108
ACH-000278,-0.1327011359508681
ACH-000279,-0.12275516737671838
ACH-000280,0.233244666934226
ACH-000281,-0.18795831562312065
ACH-000288,-0.13118649129134555
ACH-000291,-0.042653088218844976
ACH-000293,-0.3236245029578133
ACH-000294,-0.3392550093767065
ACH-000295,-0.25099450945874296
ACH-000296,-0.2818753672985028
ACH-000302,-0.23882926971503685
ACH-000304,0.13716279674972146
ACH-000307,-0.0694893568459758
ACH-000308,-0.20836005281270886
ACH-000310,-0.2094697585982847
ACH-000311,-0.20073438927840095
ACH-000312,0.20552614198671101
ACH-000315,-0.256831349829887
ACH-000316,-0.03414407383887638
ACH-000317,-0.33192298674530035
ACH-000318,-0.01163312942154727
ACH-000319,-0.1761057283394804
ACH-000320,0.07930874391033108
ACH-000322,-0.17424496252197058
ACH-000323,0.013325377768233736
ACH-000324,-0.056528388348993264
ACH-000329,-0.0803533517765278
ACH-000330,-0.09763331382666507
ACH-000331,-0.2614251855633897
ACH-000332,-0.1814839002968736
ACH-000334,0.011801907876883766
ACH-000335,-0.06823766864137852
ACH-000336,-0.14114487693691088
ACH-000337,-0.1508551918199302
ACH-000338,-0.4076824021276385
ACH-000339,-0.2252676523245103
ACH-000341,-0.04468292729211834
ACH-000348,-0.10898391183906744
ACH-000350,-0.23348464751626055
ACH-000352,-0.08661697698741898
ACH-000356,-0.014809248134724432
ACH-000361,-0.07638238629276725
ACH-000362,-0.24865503941341915
ACH-000363,-0.018789586981457763
ACH-000364,-0.07353452769783764
ACH-000365,-0.1983702034350712
ACH-000366,0.08228845961389887
ACH-000368,-0.2088381442912942
ACH-000374,0.036402850212110566
ACH-000375,0.12262565673098365
ACH-000376,0.028345127607691367
ACH-000381,-0.11461918968725515
ACH-000383,-0.11444907573820876
ACH-000387,-0.13819112120273672
ACH-000389,-0.03333243327661133
ACH-000390,-0.08402911828079203
ACH-000393,-0.10411472459877984
ACH-000395,-0.25165925376614684
ACH-000396,-0.1680547274888721
ACH-000397,-0.07585219220031401
ACH-000401,-0.34195968210319344
ACH-000402,-0.004469707878255657
ACH-000403,-0.004557171518186903
ACH-000404,-0.6327068706136909
ACH-000406,-0.14250879803610916
ACH-000407,-0.3605627879264416
ACH-000408,0.04087755722586802
ACH-000410,-0.07203513467422784
ACH-000411,-0.3456605142446208
ACH-000414,-0.11490095339098115
ACH-000415,-0.04211647560913633
ACH-000416,-0.4007684660989799
ACH-000420,0.15169775460421048
ACH-000421,-0.12316849591305787
ACH-000424,-0.0048603801515433405
ACH-000425,-0.4405503751898372
ACH-000426,-0.13758988927719165
ACH-000427,-0.16688305403992107
ACH-000433,-0.10766105759795837
ACH-000435,-0.5180954002349856
ACH-000436,-0.1464826727917939
ACH-000444,-0.11563737859047353
ACH-000445,-0.02064282504498465
ACH-000448,-0.19132214149466975
ACH-000450,-0.2473798050590788
ACH-000452,-0.10052613854316013
ACH-000454,0.019891987224845833
ACH-000458,-0.2169888424426906
ACH-000459,-0.20746191192641728
ACH-000460,-0.6065774924424397
ACH-000461,-0.13567375404156748
ACH-000463,-0.1051895039972256
ACH-000464,-0.020432995357152244
ACH-000466,-0.1620727353069182
ACH-000467,-0.095698477135526
ACH-000468,-0.15731253943393808
ACH-000469,0.06286186045605015
ACH-000470,-0.2775477807591074
ACH-000471,-0.17047295596253226
ACH-000472,-0.14786798097373804
ACH-000473,-0.05578050714391959
ACH-000475,-0.05795200192336108
ACH-000476,-0.0740736357881858
ACH-000477,-0.3336654770722652
ACH-000479,-0.10175652469871438
ACH-000480,-0.22451355759450284
ACH-000481,-0.09315054433873904
ACH-000483,-0.19200758242663896
ACH-000484,-0.19132103160317032
ACH-000485,0.03149938803211631
ACH-000486,-0.18370009966886425
ACH-000487,-0.8561251250647737
ACH-000488,-0.021774710895977826
ACH-000490,-0.2075996097425281
ACH-000491,-0.05258344571872167
ACH-000495,-0.14106326900751942
ACH-000496,0.037910426349847016
ACH-000499,0.027446861999751916
ACH-000500,-0.13760804540071794
ACH-000502,-0.004859630496712975
ACH-000503,-0.2430515198891217
ACH-000505,-0.4032786472530907
ACH-000507,-0.227907591451056
ACH-000510,-0.08639291836444107
ACH-000511,-0.17230557815804626
ACH-000512,-0.2521289380466463
ACH-000516,-0.0415363532083213
ACH-000517,-0.08809273201733815
ACH-000518,-0.13600876514114787
ACH-000520,-0.158139399673947
ACH-000521,-0.1446099506269649
ACH-000522,-0.02953519850466613
ACH-000524,-0.11734096979517165
ACH-000527,-0.08216857736313801
ACH-000528,-0.02266667346281928
ACH-000537,-0.1657385743689207
ACH-000541,-0.4353877438512424
ACH-000542,-0.10206454871550788
ACH-000544,-0.2402689834374528
ACH-000545,-0.1562228305272146
ACH-000547,0.04801612606706085
ACH-000548,-0.15426512786642488
ACH-000549,-0.36873343890282906
ACH-000550,-0.15449108320402632
ACH-000552,-0.1043097673128868
ACH-000556,-0.3157143171521504
ACH-000557,-0.15920726280865258
ACH-000569,0.11642138122422843
ACH-000570,-0.08077261228913891
ACH-000571,-0.10668774154073432
ACH-000573,-0.30665146390782216
ACH-000576,-0.19926876873650987
ACH-000579,-0.1960295401243504
ACH-000580,-0.17744918988786684
ACH-000584,-0.12094386750161623
ACH-000585,-0.12256585767430735
ACH-000588,-0.04905742514454644
ACH-000589,-0.04188424673967791
ACH-000591,-0.09137989334760033
ACH-000593,-0.13199523025045784
ACH-000600,-0.07082481776562022
ACH-000601,0.009577433895435682
ACH-000605,-0.037893879271201095
ACH-000606,-0.23230645068655864
ACH-000608,-0.03262481887555649
ACH-000614,-0.3739942152366583
ACH-000616,-0.02144041582191744
ACH-000618,-0.1624771391710733
ACH-000619,-0.2708390751638878
ACH-000620,-0.12417322740723992
ACH-000621,-0.3947151016821815
ACH-000622,-0.06519162064262203
ACH-000623,-0.05727224275239951
ACH-000624,-0.038746926606917684
ACH-000627,0.021290828392845625
ACH-000630,-0.1689743558735913
ACH-000631,-0.06271671527257586
ACH-000632,0.040287033899607874
ACH-000633,-0.045135114460306526
ACH-000637,-0.007889923538213082
ACH-000638,-0.0860755550666257
ACH-000646,0.08038699571344445
ACH-000647,-0.10214945758762048
ACH-000648,-0.1716722386194215
ACH-000649,-0.10924691337159068
ACH-000651,-0.1466508245328591
ACH-000652,-0.2598228714691133
ACH-000653,-0.2801936153120286
ACH-000657,0.08467568284268387
ACH-000658,-0.0012968163194418258
ACH-000661,0.046358127079569406
ACH-000662,-0.3250728453317549
ACH-000663,-0.1525811292219367
ACH-000665,-0.1666676746097672
ACH-000671,-0.033282088904920036
ACH-000672,-0.0639874175919481
ACH-000673,-0.136134536748096
ACH-000676,-0.12632569377142436
ACH-000677,-0.1813571468775965
ACH-000681,-0.09884486995028488
ACH-000683,-0.2934601504970361
ACH-000684,-0.15488843591072074
ACH-000688,-0.2288673343826167
ACH-000693,-0.04219218633158964
ACH-000694,-0.1556662241262748
ACH-000695,0.2168379289961537
ACH-000696,-0.1498185545763777
ACH-000697,-0.3693746460410961
ACH-000699,-0.1257070080522815
ACH-000701,-0.006974658755037544
ACH-000706,-0.30287638955780777
ACH-000711,-0.2120588750534092
ACH-000713,-0.192586877136213
ACH-000714,0.07222861018454703
ACH-000718,-0.050407011894606425
ACH-000720,-0.012609354420928786
ACH-000721,-0.2823530889583609
ACH-000724,-0.09673391776540953
ACH-000725,-0.11467223556508915
ACH-000732,-0.14502062388814246
ACH-000734,0.03391614877599225
ACH-000735,-0.17127746566360727
ACH-000736,-0.32390048514880904
ACH-000738,-0.02243189348397811
ACH-000746,0.01602744930903809
ACH-000747,-0.22232923305835636
ACH-000748,0.018315025446113083
ACH-000753,-0.12779967733580871
ACH-000756,-0.07305735180569702
ACH-000757,-0.09085175864360376
ACH-000758,-0.2989397199680787
ACH-000760,-0.06811979744300709
ACH-000762,-0.09032531811737024
ACH-000763,-0.07575278225682333
ACH-000764,-0.2427133300039777
ACH-000765,-0.2355022601799711
ACH-000766,0.1300471831029944
ACH-000767,-0.0987982715867192
ACH-000768,-0.489475605512559
ACH-000769,-0.06502107532868939
ACH-000770,-0.3365267787907363
ACH-000771,-0.16677421036175194
ACH-000773,-0.19445490418685332
ACH-000776,0.06543754013682337
ACH-000777,0.009436064370442391
ACH-000778,-0.07735454009973701
ACH-000781,0.01596484245350654
ACH-000782,-0.03126554046423526
ACH-000783,-0.1802549081163818
ACH-000784,-0.1175745118711103
ACH-000785,-0.24035421698340576
ACH-000787,-0.14034349545195546
ACH-000788,0.07964864946095468
ACH-000791,-0.10643607585467098
ACH-000792,-0.18224868398085425
ACH-000794,-0.051007689448748415
ACH-000796,-0.3642485773696893
ACH-000798,0.008854210614231207
ACH-000799,-0.26387616797254976
ACH-000800,-0.06889042220626522
ACH-000802,-0.1241510859430388
ACH-000804,0.008420808278386167
ACH-000805,0.09199150144032436
ACH-000809,-0.1239436525161659
ACH-000810,-0.40817851083847945
ACH-000811,-0.08980722742026855
ACH-000817,0.1795476116333303
ACH-000819,-0.2461220699054544
ACH-000820,-0.3630308503020107
ACH-000821,-0.21329411094876366
ACH-000822,-0.17785147784579713
ACH-000823,-0.4146858113562751
ACH-000824,-0.12831653185078465
ACH-000827,-0.13771985106032164
ACH-000829,-0.5541287093665532
ACH-000831,-0.09889030406018576
ACH-000832,-0.2716858511631371
ACH-000833,0.0006156680677196301
ACH-000834,0.006916709849687303
ACH-000835,-0.2511968485992312
ACH-000836,-0.034423763721587064
ACH-000837,-0.15369823244042666
ACH-000838,-0.2320280229652732
ACH-000839,-0.0649562061988839
ACH-000840,0.20748495650853696
ACH-000841,-0.20466629514470255
ACH-000843,0.006563691098564178
ACH-000846,0.10994754137510047
ACH-000847,-0.2174605993848908
ACH-000848,-0.18720526166929666
ACH-000849,-0.1836540631241058
ACH-000851,-0.6037714049665173
ACH-000855,-0.06562982392766324
ACH-000856,-0.11752700014704832
ACH-000858,0.019675440319642152
ACH-000859,-0.3746208639035231
ACH-000861,-0.07738209102123335
ACH-000862,-0.07193325284094272
ACH-000865,-0.09856071569660914
ACH-000866,-0.036155764096989285
ACH-000867,-0.2505850326138654
ACH-000869,-0.19845588493542524
ACH-000872,-0.3015080799064164
ACH-000873,-0.02613546619310379
ACH-000876,-0.3124471546891656
ACH-000878,-0.19375244783934592
ACH-000880,-0.12725607159145844
ACH-000881,-0.03716952685928375
ACH-000882,-0.03769069409153706
ACH-000884,0.04905146907509037
ACH-000885,-0.2536150376364842
ACH-000887,-0.06096012732499916
ACH-000889,-0.32649332291982186
ACH-000896,-0.1894029470623908
ACH-000898,-0.08024924759842307
ACH-000900,0.09161477625036492
ACH-000901,-0.19459186295234
ACH-000905,-0.14717493165038947
ACH-000906,-0.07636036359735224
ACH-000907,-0.2604811606350809
ACH-000910,-0.2454576943531646
ACH-000911,-0.010992854534742929
ACH-000912,0.06344350939552698
ACH-000913,-0.012172650371828688
ACH-000915,0.07692331180346511
ACH-000916,0.024170958817175552
ACH-000917,-0.012080293898176022
ACH-000920,-0.4168659741443029
ACH-000921,-0.5515096183248369
ACH-000924,-0.03213402093142717
ACH-000926,-0.08837614255488667
ACH-000928,-0.15844050546210395
ACH-000929,-0.08299033710985032
ACH-000932,-0.2168214755186164
ACH-000935,-0.11804074092113764
ACH-000936,-0.14514256290109928
ACH-000937,-0.2866104745878266
ACH-000938,-0.003845139135916746
ACH-000939,0.0870057321003867
ACH-000941,-0.23043118699314916
