,CYP4F2 (8529)
ACH-000004,-0.2703975749673541
ACH-000005,-0.3950368949937491
ACH-000007,-0.03023166965504536
ACH-000009,-0.09093417864288976
ACH-000011,-0.03688843818596735
ACH-000012,-0.12187542929224107
ACH-000013,-0.34056678397174195
ACH-000014,-0.11776571168046635
ACH-000015,-0.2615867756822973
ACH-000017,-0.2788110352083983
ACH-000018,-0.3317408279848865
ACH-000019,-0.3027106372093051
ACH-000021,-0.37919406321753896
ACH-000022,-0.3390563740629079
ACH-000025,-0.36093295268108266
ACH-000028,-0.39753113926004
ACH-000030,-0.1906419832165351
ACH-000035,-0.2360645830748831
ACH-000036,-0.23039217623627545
ACH-000037,-0.29998770690656873
ACH-000039,-0.2872293742099369
ACH-000040,-0.5226761472210508
ACH-000041,-0.16298403176460755
ACH-000042,-0.30243515617740346
ACH-000045,-0.06419334428348457
ACH-000047,-0.1055091083268164
ACH-000052,-0.305915944949104
ACH-000053,-0.3225258019935968
ACH-000054,-0.32054761584348584
ACH-000055,-0.3572258412893687
ACH-000060,-0.17059025563514668
ACH-000067,-0.2268003563260197
ACH-000070,-0.3630380472968744
ACH-000075,-0.24365070107335784
ACH-000078,-0.31638294956398
ACH-000082,-0.3374046200494965
ACH-000085,-0.1817686350935108
ACH-000086,-0.309835691339373
ACH-000087,-0.2386672109428439
ACH-000092,-0.18815084589628686
ACH-000095,-0.3644062495155557
ACH-000097,-0.2170000377635413
ACH-000098,-0.3765990852437312
ACH-000099,-0.2949760719839571
ACH-000108,-0.3260683871529644
ACH-000113,-0.2957060212727648
ACH-000116,-0.2714724074556505
ACH-000118,-0.26064690140859514
ACH-000120,-0.20373632943059092
ACH-000123,-0.09683285643708936
ACH-000127,-0.55227308314474
ACH-000128,-0.4879360965049685
ACH-000132,-0.3295233186491186
ACH-000133,-0.2483840777836931
ACH-000137,-0.3022077016345261
ACH-000138,-0.4523660289383074
ACH-000142,-0.18584404135969024
ACH-000143,-0.3714789741313509
ACH-000146,-0.325894079859868
ACH-000148,-0.2210798272916615
ACH-000150,-0.16395872584710985
ACH-000152,-0.2918813124629546
ACH-000153,-0.3069853170864014
ACH-000159,-0.2797218246186062
ACH-000160,-0.336955376450995
ACH-000163,-0.6904331629574938
ACH-000167,-0.6859975773152578
ACH-000168,-0.364667713644436
ACH-000169,-0.2079972494182965
ACH-000178,-0.33577920826074753
ACH-000183,-0.15985356525223507
ACH-000188,-0.38274725313894414
ACH-000189,-0.2735732511181388
ACH-000190,-0.3330118539660011
ACH-000198,-0.3596613120637132
ACH-000203,-0.4238446563114989
ACH-000204,-0.5242258928415597
ACH-000206,-0.5096678117493
ACH-000207,-0.2998659338126686
ACH-000208,-0.038986841258107516
ACH-000210,-0.6896195656798918
ACH-000211,-0.17848896199206066
ACH-000215,-0.38135394425593705
ACH-000221,-0.2098819991117891
ACH-000222,-0.5482990719137207
ACH-000223,-0.3223802598336297
ACH-000226,-0.0956179857691533
ACH-000227,-0.09299313211128056
ACH-000228,-0.5026399925073335
ACH-000231,-0.2090911831046838
ACH-000232,-0.18353749080901904
ACH-000233,-0.2727854593658827
ACH-000234,-0.4109560329080705
ACH-000235,-0.2925419381090473
ACH-000237,-0.35321086449439176
ACH-000238,-0.30907983220627994
ACH-000242,-0.10242605744054807
ACH-000243,-0.399807430124586
ACH-000244,-0.18053338023356968
ACH-000246,-0.29420297484486124
ACH-000248,-0.5302279023989777
ACH-000250,-0.2828709859259533
ACH-000251,-0.481473025883935
ACH-000252,-0.4082208031313649
ACH-000253,-0.3576845979527073
ACH-000255,-0.13943006223570847
ACH-000256,-0.011590603880100593
ACH-000257,-0.15527839088391265
ACH-000258,-0.24823545372983946
ACH-000259,-0.2483083111666307
ACH-000260,-0.20277748112194044
ACH-000261,-0.2990118810126893
ACH-000262,-0.31937783311047235
ACH-000263,0.10423964415116882
ACH-000264,-0.2217295396223932
ACH-000265,-0.21311008147245794
ACH-000266,-0.3114630581665385
ACH-000272,-0.3633750866258508
ACH-000274,-0.2330944869155141
ACH-000277,-0.18069229284990804
ACH-000278,-0.19387196023641987
ACH-000279,-0.16883131097282172
ACH-000280,-0.3144738211848071
ACH-000281,-0.3622789889918091
ACH-000288,-0.13770084337458566
ACH-000291,-0.4628450135826519
ACH-000293,-0.2277341237991729
ACH-000294,-0.3954689945574843
ACH-000295,-0.17744247206752525
ACH-000296,-0.2840584285658077
ACH-000302,-0.2922229347534852
ACH-000304,-0.517883529561624
ACH-000307,-0.3483909304949589
ACH-000308,-0.2881012851888792
ACH-000310,-0.1636202310589598
ACH-000311,-0.27423871807657424
ACH-000312,-0.2602356755664548
ACH-000315,-0.3724909158858536
ACH-000316,-0.21657994924471288
ACH-000317,-0.2304123375441695
ACH-000318,-0.6468859373866199
ACH-000319,-0.3432881241283943
ACH-000320,-0.5927015089023769
ACH-000322,-0.21751207180855406
