,WNT9A (7483)
ACH-000004,-0.037714474064140566
ACH-000005,0.1973472434380168
ACH-000007,0.2887243906039513
ACH-000009,0.06975925090177229
ACH-000011,0.006624695912438001
ACH-000012,-0.006293132045907508
ACH-000013,-0.021278191244377756
ACH-000014,0.010790961393175608
ACH-000015,0.14330074614142746
ACH-000017,0.1628615530333105
ACH-000018,0.12400132555476845
ACH-000019,0.06545482760409546
ACH-000021,-0.040060884531955936
ACH-000022,0.12306481360236267
ACH-000025,0.06987072728512049
ACH-000028,0.15758889217465927
ACH-000030,0.010296686297432462
ACH-000035,0.13408620216983766
ACH-000036,-0.01653511732534995
ACH-000037,-0.04285658330268595
ACH-000039,0.06510148764101124
ACH-000040,-0.03678908073305388
ACH-000041,0.04858723449834187
ACH-000042,-0.006247315853567182
ACH-000045,0.09899887795556264
ACH-000047,0.18597922469593134
ACH-000052,0.12917140999214222
ACH-000053,0.09999761118931112
ACH-000054,0.04352691621934273
ACH-000055,0.07929900604118452
ACH-000060,-0.04667874353603106
ACH-000067,-0.06065131485281298
ACH-000070,-0.06151249293848394
ACH-000075,-0.1190400184120031
ACH-000078,0.04999633549073265
ACH-000082,-0.04410811924378004
ACH-000085,-0.03294293925621435
ACH-000086,-0.11710391890838155
ACH-000087,0.14818939999183472
ACH-000092,0.10032163738516478
ACH-000095,0.03246585215290557
ACH-000097,0.18436952751397176
ACH-000098,0.05043774990420306
ACH-000099,0.1189279873683372
ACH-000108,-0.06076092359648817
ACH-000113,0.18562550592681812
ACH-000116,0.011013809629354929
ACH-000118,0.08063156756852416
ACH-000120,0.05313743621828148
ACH-000123,0.10260859442840888
ACH-000127,0.08940318355845177
ACH-000128,0.1878901392614691
ACH-000132,0.021709932298243226
ACH-000133,-0.12651471299533346
ACH-000137,0.027689007280765426
ACH-000138,0.09670363684740488
ACH-000142,0.01834777665406848
ACH-000143,0.1498203484044294
ACH-000146,0.13762610077226947
ACH-000148,0.02262888348336468
ACH-000150,0.09113383605361593
ACH-000152,-0.07110022935947997
ACH-000153,0.1359346215108469
ACH-000159,0.06977457642928356
ACH-000160,0.16622057043021302
ACH-000163,0.0020300700825289586
ACH-000167,-0.1338657995186785
ACH-000168,0.06672790146505071
ACH-000169,-0.07199054385433205
ACH-000178,-0.030185339401866594
ACH-000183,-0.036125339003485434
ACH-000188,0.08039142417603075
ACH-000189,0.1680355789556172
ACH-000190,0.0744629781907177
ACH-000198,0.1859259564073619
ACH-000203,-0.01743280272859666
ACH-000204,0.034825986306324115
ACH-000206,0.21672273015381815
ACH-000207,-0.02870836239760506
ACH-000208,-0.1043288011950828
ACH-000210,0.03018891451815984
ACH-000211,0.113110091264856
ACH-000215,0.01971478902253861
ACH-000221,-0.07612228620211146
ACH-000222,0.03526955683495573
ACH-000223,0.02262141283444415
ACH-000226,0.04341629211584073
ACH-000227,0.007982041848755395
ACH-000228,-0.011207705483337464
ACH-000231,0.10245486474204088
ACH-000232,0.020184877479847537
ACH-000233,0.3136128286266508
ACH-000234,-0.0979376904239682
ACH-000235,0.05554155488122068
ACH-000237,0.06149055912059812
ACH-000238,0.021451249587473232
ACH-000242,0.016167127798608686
ACH-000243,-0.059157810836792724
ACH-000244,-0.17190176163971518
ACH-000246,-0.007274200973734677
ACH-000248,-0.01766416734379693
ACH-000250,0.046676072147384944
ACH-000251,-0.16250491432436415
ACH-000252,-0.0615341561859912
ACH-000253,0.11779166066317548
ACH-000255,0.0625782794157744
ACH-000256,0.14201768208078314
ACH-000257,0.07351390300173131
ACH-000258,0.16100017158527813
ACH-000259,0.07657994601102988
ACH-000260,-0.07484212318885809
ACH-000261,0.11364566911852665
ACH-000262,0.13286480371324974
ACH-000263,0.2285153458937564
ACH-000264,0.03543741118923783
ACH-000265,0.09110934728836237
ACH-000266,-0.044198707653715766
ACH-000272,0.014553361378725932
ACH-000274,0.07467402925628197
ACH-000277,-0.13093585053231505
ACH-000278,0.15832479461341398
ACH-000279,0.04891993907163685
ACH-000280,0.007683594838410567
ACH-000281,-0.0027182996030027484
ACH-000288,0.09274866460917323
ACH-000291,0.2264272097543301
ACH-000293,0.0918784678990299
ACH-000294,0.13442566072744316
ACH-000295,-0.11573551605752715
ACH-000296,-0.052085802607459264
ACH-000302,0.07376468527987158
ACH-000304,0.034914647431955166
ACH-000307,0.030847057561183014
ACH-000308,0.11066800716713393
ACH-000310,-0.0034330353598839287
ACH-000311,0.05638998441534385
ACH-000312,-0.09440842783703844
ACH-000315,0.16731946085400295
ACH-000316,-0.08222480334744472
ACH-000317,-0.03152179837374346
ACH-000318,0.14532325032200058
ACH-000319,0.1180770890192996
ACH-000320,0.10265826815907768
ACH-000322,-0.11726558270540005
ACH-000323,-0.03036416664809357
ACH-000324,0.10135162624127364
ACH-000329,0.01841937383497513
ACH-000330,0.02188545007727905
ACH-000331,0.06417576233680729
ACH-000332,0.02548068294408912
ACH-000334,-0.026154433843722225
ACH-000335,-0.031769564477973494
ACH-000336,0.009861357828732209
