,LRRC37B (114659)
ACH-000004,-0.5678459096442873
ACH-000005,-0.991161423704128
ACH-000007,-0.3488658217770749
ACH-000009,-0.464896555826858
ACH-000011,-0.5595708699108815
ACH-000012,-0.5342530040238375
ACH-000013,-0.6466501947274843
ACH-000014,-0.4884903020495441
ACH-000015,-0.3547534598123657
ACH-000017,-0.6400302543211841
ACH-000018,-0.3326742168619876
ACH-000019,-0.5697953938033172
ACH-000021,-0.4929596575020579
ACH-000022,-0.5462405531960778
ACH-000025,-0.4195756906860629
ACH-000028,-0.5145053332875824
ACH-000030,-0.5652841538045572
ACH-000035,-0.5569405767183743
ACH-000036,-0.4532944464809516
ACH-000037,-0.4086072329374442
ACH-000039,-0.7463973556864205
ACH-000040,-0.5884409729264554
ACH-000041,-0.387701624549839
ACH-000042,-0.4512443766475328
ACH-000045,-0.3750828496233022
ACH-000047,-0.4577221202140554
ACH-000052,-0.366210871483788
ACH-000053,-0.5215164948800562
ACH-000054,-0.6233049068108053
ACH-000055,-0.4948521759372679
ACH-000060,-0.5778888440655149
ACH-000067,-0.4865812572252672
ACH-000070,-0.3684949399364427
ACH-000075,-0.7485666707563342
ACH-000078,-0.4538312612479521
ACH-000082,-0.4637264008271816
ACH-000085,-0.4487672462696945
ACH-000086,-0.6098467178336463
ACH-000087,-0.4793925155692709
ACH-000092,-0.5020826134576675
ACH-000095,-0.5478647158036142
ACH-000097,-0.6620529503351812
ACH-000098,-0.4992680181741639
ACH-000099,-0.4159004720285188
ACH-000108,-0.42848355876596894
ACH-000113,-0.478567989923498
ACH-000116,-0.5747442722456229
ACH-000118,-0.4439883437220561
ACH-000120,-0.4733238146501592
ACH-000123,-0.4544256239532483
ACH-000127,-0.482569092362093
ACH-000128,-0.5860067751126874
ACH-000132,-0.4936021341025025
ACH-000133,-0.3741716291996751
ACH-000137,-0.6087075188055767
ACH-000138,-0.4538660542896553
ACH-000142,-0.4573626114947664
ACH-000143,-0.5119596337962016
ACH-000146,-0.5018228397702179
ACH-000148,-0.5389335606969635
ACH-000150,-0.4549331364751317
ACH-000152,-0.4265243315997518
ACH-000153,-0.3738664673842758
ACH-000159,-0.5170674348217505
ACH-000160,-0.5881129172572509
ACH-000163,-0.5809599186583275
ACH-000167,-0.4680044132804602
ACH-000168,-0.4113314861896145
ACH-000169,-0.3350771174547233
ACH-000178,-0.4188215363189667
ACH-000183,-0.7146701312556469
ACH-000188,-0.6350447081599546
ACH-000189,-0.6996771638421023
ACH-000190,-0.6063657207313835
ACH-000198,-0.5359141938309939
ACH-000203,-0.6038098199239276
ACH-000204,-0.2416492541167963
ACH-000206,-0.637930500231647
ACH-000207,-0.4221655418283843
ACH-000208,-0.4467016000581595
ACH-000210,-0.5462321395518627
ACH-000211,-0.6820875697556208
ACH-000215,-0.4805643566541424
ACH-000221,-0.6879224025723167
ACH-000222,-0.4345695919784569
ACH-000223,-0.4657845459949839
ACH-000226,-0.47368481472099394
ACH-000227,-0.6491461521703201
ACH-000228,-0.6062111756889583
ACH-000231,-0.5963700932463104
ACH-000232,-0.4607325451654925
ACH-000233,-0.4540478533230151
ACH-000234,-0.5751471140436302
ACH-000235,-0.5516594682761453
ACH-000237,-0.399719383975068
ACH-000238,-0.4841734473021401
ACH-000242,-0.4825958056486335
ACH-000243,-0.514140741529152
ACH-000244,-0.5767243830124482
ACH-000246,-0.5291942426232652
ACH-000248,-0.6136416001700161
ACH-000250,-0.5403251051078276
ACH-000251,-0.635472759074667
ACH-000252,-0.5448861675328295
ACH-000253,-0.4118089794417665
ACH-000255,-0.6792568443109419
ACH-000256,-0.5112421889230714
ACH-000257,-0.4712397996931084
ACH-000258,-0.6741587597259566
ACH-000259,-0.4534435964399139
ACH-000260,-0.530778286400881
ACH-000261,-0.4319269558576812
ACH-000262,-0.5136075115388762
ACH-000263,-0.4539911092137792
ACH-000264,-0.5237996129579218
ACH-000265,-0.4881608065911915
ACH-000266,-0.4970955945219174
ACH-000272,-0.5145252218426827
ACH-000274,-0.6574804053418705
ACH-000277,-0.4654069894950972
ACH-000278,-0.4646944890778956
ACH-000279,-0.4580197420877596
ACH-000280,-0.4753491105719124
ACH-000281,-0.3288556964974259
ACH-000288,-0.6610718789982134
ACH-000291,-0.4905958137949925
ACH-000293,-0.5218719930922807
ACH-000294,-0.6903752941090413
ACH-000295,-0.4879780971211426
ACH-000296,-0.897079985560902
ACH-000302,-0.4313696782234425
ACH-000304,-0.4611722773183429
ACH-000307,-0.4536092659124811
ACH-000308,-0.41683775398518197
ACH-000310,-0.4756431636231742
ACH-000311,-0.3435713181834778
ACH-000312,-0.4326904409381599
ACH-000315,-0.2679704796186616
ACH-000316,-0.6393364289326098
ACH-000317,-0.6419688151996522
ACH-000318,-0.4682695342263198
ACH-000319,-0.5356318978975995
ACH-000320,-0.4771485772364253
ACH-000322,-0.2705147700459427
