,COMMD5 (28991)
ACH-000004,-0.0391436674945547
ACH-000005,0.03772520776588164
ACH-000007,-0.11285655498750648
ACH-000009,-0.07848828954354786
ACH-000011,-0.2633560966764387
ACH-000012,-0.13943108934514387
ACH-000013,-0.048420085855469634
ACH-000014,-0.2354675782388922
ACH-000015,-0.2923993383757211
ACH-000017,-0.08343799307809413
ACH-000018,-0.2600700812495168
ACH-000019,-0.09090491610422402
ACH-000021,-0.2538574199617396
ACH-000022,-0.21633255656624328
ACH-000025,-0.1370037219595663
ACH-000028,-0.03719830359869972
ACH-000030,-0.2825397731039516
ACH-000035,-0.18396838175041744
ACH-000036,-0.4030141094072209
ACH-000037,-0.1345222657352351
ACH-000039,-0.002230275796295554
ACH-000040,-0.2793814229216823
ACH-000041,-0.0715137984674777
ACH-000042,-0.2915324958982871
ACH-000045,0.02984251789113777
ACH-000047,-0.27524195459757955
ACH-000052,-0.04979841362708611
ACH-000053,-0.3318720275226621
ACH-000054,-0.14860770699878167
ACH-000055,-0.17381146804676295
ACH-000060,-0.3836374949886308
ACH-000067,-0.193293169471466
ACH-000070,-0.28105732249774595
ACH-000075,-0.1032794119729094
ACH-000078,-0.25975929581377577
ACH-000082,-0.13704107849273373
ACH-000085,-0.06121853056636685
ACH-000086,-0.1985982003063463
ACH-000087,-0.2508360831792489
ACH-000092,-0.14920582039949146
ACH-000095,0.01812250512013304
ACH-000097,-0.18546054623462385
ACH-000098,-0.17903356304000295
ACH-000099,-0.2919109763772089
ACH-000108,-0.4090446393485264
ACH-000113,-0.2432273576741133
ACH-000116,-0.1098859569796262
ACH-000118,-0.2314607821202285
ACH-000120,-0.15217518293722246
ACH-000123,-0.15221494035846614
ACH-000127,-0.11222583237836248
ACH-000128,-0.1817563151111264
ACH-000132,-0.037468281401745226
ACH-000133,-0.2865462976258742
ACH-000137,-0.0670472962987085
ACH-000138,-0.07150105964391673
ACH-000142,-0.4867682498361748
ACH-000143,-0.1915253184947596
ACH-000146,-0.12503303943559607
ACH-000148,-0.27560977845461554
ACH-000150,-0.1590827990449064
ACH-000152,-0.24784587899124544
ACH-000153,-0.24809134806933106
ACH-000159,-0.22507179346151407
ACH-000160,-0.12129936614815988
ACH-000163,-0.4652699826833088
ACH-000167,0.11734462088491085
ACH-000168,-0.3003464080211169
ACH-000169,-0.07704815810632243
ACH-000178,-0.33432165824784393
ACH-000183,-0.2124005936102752
ACH-000188,-0.3076603005840128
ACH-000189,-0.3203966454977555
ACH-000190,-0.15323350939257374
ACH-000198,-0.11916200589826448
ACH-000203,-0.14716198972766095
ACH-000204,-0.14547973456481292
ACH-000206,-0.20548474618113802
ACH-000207,-0.25459727802237003
ACH-000208,0.052802466273429535
ACH-000210,-0.2458424210679219
ACH-000211,-0.11654275098235566
ACH-000215,-0.21686794394932346
ACH-000221,-0.09912565526857553
ACH-000222,-0.25616165168354943
ACH-000223,-0.34641631616786195
ACH-000226,-0.18410899387203836
ACH-000227,-0.3617611617109091
ACH-000228,-0.21848707969088813
ACH-000231,-0.09485479484708384
ACH-000232,-0.42664599877069104
ACH-000233,-0.1598563733150982
ACH-000234,-0.19573349287350933
ACH-000235,-0.1184294530996011
ACH-000237,-0.16898184694817273
ACH-000238,-0.18075707604831664
ACH-000242,-0.08410825084826606
ACH-000243,-0.15660043182240313
ACH-000244,0.004053282272867585
ACH-000246,-0.21814608832743068
ACH-000248,-0.14661585310807568
ACH-000250,-0.16000278975932278
ACH-000251,-0.03589104836250705
ACH-000252,-0.25675345644369296
ACH-000253,-0.17562329981163938
ACH-000255,-0.2951155983617709
ACH-000256,-0.3392140930920277
ACH-000257,-0.1452469372524101
ACH-000258,-0.08012415883277968
ACH-000259,-0.11435268909660562
ACH-000260,-0.16917546393415034
ACH-000261,-0.22320937793211407
ACH-000262,-0.05720518110915514
ACH-000263,-0.4331840862515111
ACH-000264,-0.15344501060527693
ACH-000265,-0.1282988131479405
ACH-000266,-0.24988773057729105
ACH-000272,-0.09180907506050696
ACH-000274,-0.18296536285391107
ACH-000277,-0.07772543663718316
ACH-000278,-0.3308297794590107
ACH-000279,-0.14340436940137674
ACH-000280,-0.1909638911681696
ACH-000281,-0.22408614108915895
ACH-000288,0.04949112614883365
ACH-000291,-0.16816196851477386
ACH-000293,-0.1311538644044095
ACH-000294,-0.3818534611474555
ACH-000295,0.08453475212455126
ACH-000296,-0.3192294774142409
ACH-000302,-0.26533825438116315
ACH-000304,-0.1135604010682814
ACH-000307,-0.2741923766724153
ACH-000308,-0.15141839051576247
ACH-000310,-0.267023500510917
ACH-000311,-0.123061267484214
ACH-000312,-0.1702266165582685
ACH-000315,-0.28337913982449936
ACH-000316,-0.469077480531409
ACH-000317,-0.09691875704016033
ACH-000318,-0.2152521239268922
ACH-000319,-0.16854306928941282
ACH-000320,0.00952523404978707
ACH-000322,0.000899474008838794
ACH-000323,-0.4239969867170184
ACH-000324,-0.24843087459627386
ACH-000329,-0.3373982426021397
ACH-000330,-0.17903514856665434
ACH-000331,-0.29626140385845073
ACH-000332,-0.1603387796756192
ACH-000334,-0.21555421249103784
ACH-000335,-0.10325105907221904
ACH-000336,-0.7821491965735521
ACH-000337,-0.17968880059688003
ACH-000338,-0.016418307783612113
ACH-000339,-0.15610323090976072
ACH-000341,-0.1836101613801573
ACH-000348,-0.18093465697468106
ACH-000350,-0.11484632518164922
ACH-000352,-0.1613355435011724
ACH-000356,-0.12295719618857825
ACH-000361,-0.1558114218278438
ACH-000362,-0.27809374813509763
ACH-000363,-0.2690831866459372
ACH-000364,-0.20319643377640312
ACH-000365,-0.16615963398294936
ACH-000366,-0.2451862017119904
ACH-000368,-0.1742263261549904
ACH-000374,-0.29337571973354826
ACH-000375,-0.5661277653722174
ACH-000376,-0.07282286698574003
ACH-000381,-0.24843386186803865
ACH-000383,-0.1248040431667904
ACH-000387,-0.2554091691350784
ACH-000389,-0.2174357277966769
ACH-000390,-0.12599259557527645
ACH-000393,-0.24771617920565325
ACH-000395,-0.5130547438534692
ACH-000396,-0.43279295700916
ACH-000397,-0.2338844309541845
ACH-000401,-0.1916210581759607
ACH-000402,-0.14818200768674109
ACH-000403,-0.16210331423007554
ACH-000404,-0.4687335579167391
ACH-000406,-0.0910380798189014
ACH-000407,-0.22312549783834276
ACH-000408,-0.1481009480043926
ACH-000410,-0.1927795866109296
ACH-000411,-0.2924224164266709
ACH-000414,-0.22884175280129265
ACH-000415,-0.22856361354044866
ACH-000416,-0.33586157564898866
ACH-000420,-0.1880434194246672
ACH-000421,-0.2360297946499665
ACH-000424,-0.1054999714748778
ACH-000425,-0.21093103731436955
ACH-000426,-0.0991106536519579
ACH-000427,-0.20231465842678326
ACH-000433,-0.19118389932873275
ACH-000435,0.004727003253139114
ACH-000436,-0.1942905623841812
ACH-000444,-0.1868107987556484
ACH-000445,-0.3789123011861032
ACH-000448,-0.12226158005597135
ACH-000450,-0.26387287826355554
ACH-000452,-0.2700863008027825
ACH-000454,-0.17820617722549306
