,RFPL4B (442247)
ACH-000189,0.2805390288346539
ACH-000190,-0.18802185626008905
ACH-000198,-0.0913936135323918
ACH-000203,-0.18814249111898468
ACH-000204,-0.17976496592453026
ACH-000206,-0.03617892842763416
ACH-000207,-0.027041948316676133
ACH-000208,-0.27603455358137585
ACH-000210,-0.2586960475560318
ACH-000211,-0.05733069008261343
ACH-000215,-0.09104503885177287
ACH-000221,-0.01983975759445191
ACH-000222,-0.1890611396415531
ACH-000223,-0.059446029886829524
ACH-000226,-0.3039141520716111
ACH-000227,-0.2315891614290602
ACH-000228,0.05008484259970522
ACH-000231,-0.11781350675628705
ACH-000232,-0.14756233468271365
ACH-000233,-0.07785283169411755
ACH-000234,-0.04023393599907549
ACH-000235,-0.18429527673985374
ACH-000237,-0.0017133491571145654
ACH-000238,-0.17120696129969268
ACH-000242,-0.01590204467664175
ACH-000243,-0.0756893355166869
ACH-000244,0.015116215857745504
ACH-000246,-0.1110908235540132
ACH-000248,-0.042877885680148
ACH-000250,-0.1781046347655967
ACH-000251,-0.018244488811127956
ACH-000252,-0.27628795935017186
ACH-000253,-0.01765986474139793
ACH-000255,-0.11713641600510145
ACH-000256,-0.1709953266495692
ACH-000257,-0.1839885573944064
ACH-000258,0.03915561948519626
ACH-000259,-0.15074299443453704
ACH-000260,-0.03926175296025016
ACH-000261,-0.03558789865275204
ACH-000262,-0.14392371710796512
ACH-000263,-0.002639332816079044
ACH-000264,-0.09439437788649137
ACH-000265,-0.12165158169621824
ACH-000266,-0.13380587353161014
ACH-000272,-0.1373672864745537
ACH-000274,-0.07600331202657229
ACH-000277,-0.03703452742201452
ACH-000278,-0.05417221286006115
ACH-000279,-0.14398179432904734
ACH-000280,-0.11970996112938274
ACH-000281,-0.03466430383401881
ACH-000288,-0.1665259986741871
ACH-000291,-0.14751361807611696
ACH-000293,-0.12414180658617785
ACH-000294,-0.18328108703453785
ACH-000295,-0.09056569184779
ACH-000296,-0.09255984828517676
ACH-000302,-0.12863230708388046
ACH-000304,0.014340840856809868
ACH-000307,-0.12704629452775254
ACH-000308,-0.12955807179230378
ACH-000310,-0.16817095646466024
ACH-000311,-0.16883756759265944
ACH-000312,-0.22401458729273102
ACH-000315,-0.14557219951659248
ACH-000316,0.04647328816684946
ACH-000317,-0.17182693105813762
ACH-000318,-0.06688800445568657
ACH-000319,-0.17343948754690142
ACH-000320,-0.03697662456850598
ACH-000322,-0.14426239915929415
ACH-000323,-0.05575133204839281
ACH-000324,-0.0700282364244894
ACH-000329,-0.14337113862907153
ACH-000330,-0.15009161222947842
ACH-000331,0.05678764824334706
ACH-000332,-0.062082335284027984
ACH-000334,0.10520703546112617
ACH-000335,-0.4737849250214754
ACH-000336,-0.0862973501914691
ACH-000337,-0.032476755840746545
ACH-000338,-0.19893466517670036
ACH-000339,-0.15852418471020233
ACH-000341,-0.040717720289350334
ACH-000348,-0.09885123489233844
ACH-000350,0.033737474757487444
ACH-000352,-0.10333640198312896
ACH-000356,-0.10122913932553676
ACH-000361,0.09772485255445816
ACH-000362,-0.0126330046208772
ACH-000363,-0.038511635371953866
ACH-000364,0.0342245414171173
ACH-000365,-0.07895326484678042
ACH-000366,-0.1960235013223328
ACH-000368,-0.09423699799848197
ACH-000374,-0.02440995513556532
ACH-000375,-0.052336640751281735
ACH-000376,-0.19252443501586927
ACH-000381,-0.18243891829427736
ACH-000383,-0.025631171008158368
ACH-000387,-0.02252525645849495
ACH-000389,-0.04455004241569695
ACH-000390,-0.13110590926016102
ACH-000393,-0.13690761382502498
ACH-000395,-0.19164235331462465
ACH-000396,-0.3230186427604553
ACH-000397,-0.10948291568429848
ACH-000401,-0.15697652676848045
ACH-000402,0.1323826845000189
ACH-000403,-0.1666402005241624
ACH-000404,-0.4643889494180785
ACH-000406,-0.11742565685814695
ACH-000407,-0.1568823408381996
ACH-000408,-0.2530204409807879
ACH-000410,-0.22897567572975044
ACH-000411,-0.08121972207162945
ACH-000414,-0.05126233022297378
ACH-000415,-0.22030826220824615
ACH-000416,-0.17259165757370906
ACH-000420,0.09741984449263376
ACH-000421,-0.00785251197925459
ACH-000424,0.019397803235701085
ACH-000425,-0.08146768091187008
ACH-000426,-0.4201785891587185
ACH-000427,0.022529150729920462
ACH-000433,-0.2655865568914588
ACH-000435,0.057395211835940436
ACH-000436,-0.08298730421559017
ACH-000444,-0.14061602380369273
ACH-000445,-0.20647921063545466
ACH-000448,-0.09791765307794999
ACH-000450,0.014873784071978056
ACH-000452,-0.08408967797778012
ACH-000454,-0.05908304127401489
ACH-000458,-0.05272243303991842
ACH-000459,-0.13597301241398013
ACH-000460,-0.01666083666681267
ACH-000461,-0.09224176302744913
ACH-000463,-0.019663362721516597
ACH-000464,0.05162590911676846
ACH-000466,-0.035972706358796736
ACH-000467,-0.2439585235281728
ACH-000468,-0.17811632680160386
ACH-000469,-0.2262500408566295
ACH-000470,-0.04584325507644808
ACH-000471,-0.1521729552071889
ACH-000472,-0.10871985927559888
ACH-000473,-0.1601611117112968
ACH-000475,-0.15363308031596146
ACH-000476,0.006354506299393506
ACH-000477,0.018139607363789667
ACH-000479,-0.13535758895726424
ACH-000480,-0.24543191983029275
ACH-000481,-0.1425787525464243
ACH-000483,-0.2142082795833303
ACH-000484,-0.01762241474632743
ACH-000485,-0.06886802031021641
ACH-000486,-0.1167608420003454
ACH-000487,-0.07477439763745199
ACH-000488,-0.1154680710093944
ACH-000490,-0.10990294424555787
ACH-000491,-0.08741938795913518
ACH-000495,-0.08759679225249134
ACH-000496,-0.058194327251522064
ACH-000499,-0.22772915941811436
ACH-000500,-0.4639253977529655
ACH-000502,-0.09401513311286837
ACH-000503,-0.09778186930031092
ACH-000505,-0.08990222858334493
ACH-000507,-0.1568557078170604
ACH-000510,-0.12422197020605967
ACH-000511,-0.04831617464222325
ACH-000512,-0.2701572681533005
ACH-000516,-0.046900910854995016
ACH-000517,-0.11825379470894146
ACH-000518,-0.13363479310659931
ACH-000520,-0.024254128552332898
ACH-000521,-0.17281809925668593
ACH-000522,-0.08435151198825254
ACH-000524,-0.028761873656301562
ACH-000527,-0.1434999524027296
ACH-000528,-0.07939930922120114
ACH-000537,-0.11905113244742857
ACH-000541,-0.3481878571334345
ACH-000542,-0.07562210256372814
ACH-000544,0.03775410802614518
ACH-000545,-0.12633742673693038
ACH-000547,-0.4660796362235918
ACH-000548,-0.09034587566770592
ACH-000549,-0.06859610412374684
ACH-000550,-0.1276843927249937
ACH-000552,-0.14402376691540755
ACH-000556,-0.3065237244068361
ACH-000557,-0.11024962009091648
ACH-000569,-0.02120976051640949
ACH-000570,-0.08899078635038615
ACH-000571,-0.04982926081894989
ACH-000573,-0.08429262265297789
ACH-000576,-0.05460814904354156
ACH-000579,-0.2075190449538235
ACH-000580,0.1855026940559452
ACH-000584,-0.12873678034629574
ACH-000585,-0.0829746067695479
ACH-000588,-0.13092185530185807
ACH-000589,-0.0580646315456255
ACH-000591,-0.14909190426507785
ACH-000593,-0.10760293155820497
ACH-000600,-0.08462662915650616
ACH-000601,-0.1794921926364856
ACH-000605,-0.10920429246799457
ACH-000606,-0.07913303477956354
ACH-000608,-0.13477382826070125
ACH-000614,-0.0480447848066533
ACH-000616,-0.1514702346828033
ACH-000618,-0.045356457970429656
ACH-000619,-0.2353481138402534
ACH-000620,-0.06491672616369139
ACH-000621,-0.07593962878896611
ACH-000622,-0.18090908898592695
ACH-000623,-0.16811798577216228
ACH-000624,-0.03351017562487025
ACH-000627,-0.19788683706544674
ACH-000630,-0.16621477631533765
ACH-000631,0.011789822353473213
ACH-000632,-0.11420901130975228
ACH-000633,-0.022807948430459298
ACH-000637,-0.00155713343862392
ACH-000638,-0.12124857489956413
ACH-000646,-0.16393438570651664
ACH-000647,-0.052187021802854144
ACH-000648,-0.2274328078256974
ACH-000649,-0.056006154509036885
ACH-000651,0.05713132987623236
ACH-000652,-0.1451349979353324
ACH-000653,-0.14196292619561784
ACH-000657,-0.12047975048114486
ACH-000658,-0.1488197817540773
ACH-000661,-0.10638173876505154
ACH-000662,-0.4522818938745504
ACH-000663,0.04743272479790663
ACH-000665,-0.05113532696804752
ACH-000671,-0.18569900022282804
ACH-000672,0.05559235243414287
ACH-000673,-0.11465519076351267
ACH-000676,-0.1458551606884573
ACH-000677,-0.08468651382636239
ACH-000681,-0.17346468259037648
ACH-000683,-0.16649836984332952
ACH-000684,-0.11936222160706535
ACH-000688,-0.05240144941549706
ACH-000693,-0.17969759624494075
ACH-000694,-0.1841343243062517
ACH-000695,-0.02612256242199399
ACH-000696,-0.09573014949499564
ACH-000697,0.10329454030383106
ACH-000699,-0.09829556950108348
ACH-000701,-0.020612446770719613
ACH-000706,-0.09211917571371228
ACH-000711,-0.0914085896061056
ACH-000713,0.018143337925136102
ACH-000714,0.051091685298262135
ACH-000718,-0.1727106175021927
ACH-000720,-0.10952866196029032
ACH-000721,-0.12553764800231268
ACH-000724,-0.13235160122494374
ACH-000725,-0.127902751597606
ACH-000732,-0.07849568255741167
ACH-000734,-0.06264198259538792
ACH-000735,-0.12517397407669167
ACH-000736,-0.013337510918407715
ACH-000738,-0.169198827616072
ACH-000746,-0.2517448941193992
ACH-000747,-0.13060908918472605
ACH-000748,0.16020292056478833
ACH-000753,-0.16080105766971806
ACH-000756,-0.2002694080706988
ACH-000757,-0.08598063812393737
ACH-000758,-0.17462380137750966
ACH-000760,-0.1513793178127672
ACH-000762,-0.09061556531870026
ACH-000763,0.02395604395116576
ACH-000764,-0.15646383138715114
ACH-000765,-0.2734489131161959
ACH-000766,-0.17608491385288358
ACH-000767,-0.06533322302081758
ACH-000768,-0.15399517746073751
ACH-000769,-0.06813953571102563
ACH-000770,-0.1950921008185531
ACH-000771,-0.1824834604873804
ACH-000773,0.03805949673062257
ACH-000776,-0.13291363137498888
ACH-000777,-0.08387800554778076
ACH-000778,0.0004404983679271566
ACH-000781,-0.12796037544441385
ACH-000782,-0.17125785467292426
ACH-000783,-0.0930527488305789
ACH-000784,-0.11691715684666153
ACH-000785,-0.0863360688981884
ACH-000787,-0.05359645299732108
ACH-000788,-0.1344819481221225
ACH-000791,-0.12274065675417438
ACH-000792,-0.016049730925931354
ACH-000794,-0.08352795547823835
ACH-000796,-0.13570751311828522
ACH-000798,0.13335721172583714
ACH-000799,0.01001114986094367
ACH-000800,-0.12854987373163054
ACH-000802,-0.21044798977284693
ACH-000804,-0.020974476475221045
ACH-000805,0.022640973376434986
ACH-000809,-0.12899496819301515
ACH-000810,0.0724724391312405
ACH-000811,0.0021016702183842013
ACH-000817,-0.010013371907218344
ACH-000819,-0.2675431290035169
ACH-000820,-0.3176358717069059
ACH-000821,-0.12097978141787115
ACH-000822,-0.12074139467413098
ACH-000823,-0.0632634728431716
ACH-000824,-0.07146639267717991
ACH-000827,-0.12161893434500108
ACH-000829,-0.14748892525102014
ACH-000831,-0.0946958019089763
ACH-000832,-0.08487239326564577
ACH-000833,-0.1311937870247767
ACH-000834,-0.08599223042376622
ACH-000835,-0.12824446082257154
ACH-000836,-0.13623073522750226
ACH-000837,0.000997675079443027
ACH-000838,-0.02577044960007719
ACH-000839,-0.13057928055015622
ACH-000840,-0.3571084125666927
ACH-000841,-0.09835016676532282
ACH-000843,-0.048429996720735495
ACH-000846,-0.04311484641095379
ACH-000847,-0.18822296602266456
ACH-000848,-0.07735177103646834
ACH-000849,-0.13338883220657946
ACH-000851,-0.022210208982719616
ACH-000855,0.009463297160578659
ACH-000856,-0.020204918548121863
ACH-000858,-0.10138523410480904
ACH-000859,-0.023024208763677324
ACH-000861,-0.12252400819177985
ACH-000862,-0.09929874926100753
ACH-000865,-0.024459375156555024
ACH-000866,-0.06606428737350721
ACH-000867,-0.10644854971751908
ACH-000869,-0.3065001232566812
ACH-000872,-0.03823663194781002
ACH-000873,-0.0030342866578868385
ACH-000876,-0.11240023799725313
ACH-000878,-0.056001196288289264
ACH-000880,-0.04910397092495981
ACH-000881,0.018400302357823386
ACH-000882,-0.06244982173804073
ACH-000884,-0.021543034004762644
ACH-000885,-0.0564377410004141
ACH-000887,-0.0162196037178125
ACH-000889,-0.2254346725369052
ACH-000896,-0.15365286208280446
ACH-000898,-0.039063449378499066
ACH-000900,-0.12026469653484595
ACH-000901,-0.09455025624511493
ACH-000905,-0.11392174422399713
ACH-000906,-0.037496858817307084
ACH-000907,-0.17917283285923338
ACH-000910,-0.2232567927284918
ACH-000911,-0.08852335962756007
ACH-000912,-0.022390252028345044
ACH-000913,-0.19328221113447094
ACH-000915,-0.007905097702578679
ACH-000916,-0.1863395944913573
ACH-000917,0.026658237022504926
ACH-000920,0.08490275430274412
ACH-000921,-0.031081824775955957
ACH-000924,-0.06020082159267037
ACH-000926,-0.2933240236981039
ACH-000928,-0.1537479201167602
ACH-000929,0.13624281356492454
ACH-000932,-0.11575010869112345
ACH-000935,-0.16174336639305514
ACH-000936,-0.1377484761844838
ACH-000937,-0.11695368325554772
ACH-000938,-0.16538225372837595
ACH-000939,-0.24111531755698398
ACH-000941,-0.2389367610325693
ACH-000943,-0.1002875465787068
ACH-000946,-0.021174416047755232
ACH-000947,-0.1471800258307588
ACH-000948,-0.07391598347299573
ACH-000950,-0.08009815259698204
ACH-000953,-0.049605778541200934
ACH-000954,-0.335536065427203
ACH-000957,-0.029352655858301036
ACH-000958,-0.038103965932227514
ACH-000960,-0.10060432061615557
ACH-000963,0.0006948682389087936
ACH-000968,-0.11016928532172512
ACH-000969,-0.0003713908924130464
ACH-000972,0.08544746576116778
ACH-000973,-0.031433750242965484
ACH-000974,-0.08307067094379993
ACH-000978,-0.019265417891069357
ACH-000984,-0.1372499000697792
ACH-000986,-0.18367462204349672
ACH-000988,-0.15202496725239995
ACH-000993,-0.1521462089657722
ACH-000994,-0.21930890918518567
ACH-000996,0.027851876683028142
ACH-001001,-0.14939243895242474
ACH-001020,-0.011104950373945531
ACH-001028,-0.03969676480085702
ACH-001031,-0.13059267227889745
ACH-001038,-0.19358447144487936
ACH-001048,-0.06945776280382532
ACH-001050,-0.11773721121500835
ACH-001053,-0.10843152626461117
ACH-001054,-0.1748543402616056
ACH-001061,-0.16676273938712635
ACH-001067,0.040964931381663384
ACH-001075,-0.23054242089045734
ACH-001096,-0.2054563490407368
ACH-001111,-0.2189835128938568
ACH-001119,-0.2119535288326808
ACH-001128,-0.4757562582983122
ACH-001134,0.00043429860424044734
ACH-001151,-0.06009970002813176
ACH-001163,-0.1968388569518648
ACH-001164,-0.014142413910796231
ACH-001183,-0.028291082710456838
ACH-001192,-0.2359128152144475
ACH-001193,-0.21537349590662774
ACH-001196,-0.28935300028464944
ACH-001197,0.01387047283954358
ACH-001205,-0.09282537695212263
ACH-001211,0.0034649551426170462
ACH-001212,-0.3021541536170704
ACH-001228,-0.2375393204642783
ACH-001232,-0.15768942001797392
ACH-001239,-0.00927360055770274
ACH-001270,-0.02267432282206005
ACH-001274,-0.1851551977523576
ACH-001275,-0.23229139909880425
ACH-001277,0.06917104228382205
ACH-001278,-0.11063960015467816
ACH-001280,-0.026550228835636645
ACH-001283,-0.06620509091314908
ACH-001289,-1.934173332007501e-05
ACH-001300,-0.15143781192684386
ACH-001301,-0.08334892072636263
ACH-001302,-0.2102614977091324
ACH-001306,-0.15423408446078538
ACH-001318,-0.02357009134869912
ACH-001322,-0.1903904593952394
ACH-001328,-0.06156676562663772
ACH-001332,-0.1915672845888928
ACH-001336,-0.14899132768942178
ACH-001346,-0.2515948862330417
ACH-001353,-0.13320400028785592
ACH-001354,0.01422266112163119
ACH-001367,-0.0666625915743358
ACH-001368,-0.13248683182287965
ACH-001374,-0.3110003306609233
ACH-001377,-0.034886998091649
ACH-001380,-0.0830888242806685
ACH-001391,-0.02199542033402776
ACH-001408,-0.082486356711763
ACH-001430,-0.2302669624634448
ACH-001431,-0.17317403196124073
ACH-001450,-0.1313971761010458
ACH-001496,-0.14497186692329644
ACH-001500,-0.03708342063376256
ACH-001523,-0.03624008942438995
ACH-001532,-0.13307108921146518
ACH-001550,-0.03647308179556655
ACH-001552,-0.14720141848661686
ACH-001554,-0.12526470604420994
ACH-001654,-0.10890169343444472
ACH-001735,-0.10781054396430496
ACH-001736,-0.07933715591218116
ACH-001737,0.2375491401603573
ACH-001740,-0.14264158530363125
ACH-001745,-0.0906642296395284
ACH-001765,-0.14167669805364674
