,DEGS2 (123099)
ACH-000004,0.109144953630244
ACH-000005,0.03879850928249128
ACH-000007,0.21772399659895844
ACH-000009,0.17360806974815424
ACH-000011,0.018932935897665874
ACH-000012,0.2296408512963934
ACH-000013,0.14679481601446118
ACH-000014,0.1516099944658714
ACH-000015,0.20065654919302253
ACH-000017,0.16893401374550948
ACH-000018,0.17185361008312175
ACH-000019,0.022974910516376613
ACH-000021,0.12818154441572865
ACH-000022,0.17979596952991372
ACH-000025,0.23603173586136836
ACH-000028,0.2319302490197583
ACH-000030,0.07263228018885047
ACH-000035,0.1874355005632221
ACH-000036,0.22869577511183764
ACH-000037,0.09600626850754873
ACH-000039,-0.02378462814242924
ACH-000040,0.033947479551643366
ACH-000041,0.035822073043755384
ACH-000042,0.044002061755167986
ACH-000045,0.1994155738424576
ACH-000047,-0.05358447700770348
ACH-000052,0.15788098370083534
ACH-000053,0.095554469185637
ACH-000054,0.05513642626903952
ACH-000055,0.12734142176719648
ACH-000060,-0.041443016897497235
ACH-000067,0.1756435595305121
ACH-000070,0.1139731958856443
ACH-000075,-0.2207186631768626
ACH-000078,0.2748797031638606
ACH-000082,0.07066879472524848
ACH-000085,0.07950942347456277
ACH-000086,0.15198970160825592
ACH-000087,-0.02287173028854714
ACH-000092,0.10706400483333177
ACH-000095,0.07321739001471607
ACH-000097,0.17772021950949474
ACH-000098,0.1724385668670724
ACH-000099,0.1052508393050159
ACH-000108,0.1372177811773949
ACH-000113,0.17199611873124465
ACH-000116,0.1495284803454531
ACH-000118,0.1958718428587952
ACH-000120,0.0104296031944153
ACH-000123,0.16646408253037515
ACH-000127,0.07340136454893784
ACH-000128,-0.044840546372261036
ACH-000132,0.14413380442771487
ACH-000133,0.03651979990863244
ACH-000137,0.10196377418673794
ACH-000138,0.12704082067306174
ACH-000142,0.0933268052648315
ACH-000143,0.13218164357951587
ACH-000146,0.15948095645538554
ACH-000148,-0.0029543923719761236
ACH-000150,0.09602907324437758
ACH-000152,0.0711396542960848
ACH-000153,0.17220951801092704
ACH-000159,0.14524333372815926
ACH-000160,0.07140864983802113
ACH-000163,0.0625879140726126
ACH-000167,-0.33267482471824233
ACH-000168,0.15770212327849506
ACH-000169,0.10354039560735127
ACH-000178,0.12735518071224874
ACH-000183,-0.005834488618145047
ACH-000188,0.21226781146730314
ACH-000189,0.17777939081454566
ACH-000190,0.22876550770783055
ACH-000198,0.08210071327450844
ACH-000203,0.30765053683390425
ACH-000204,0.19455746930289072
ACH-000206,0.14366762152082374
ACH-000207,-0.0016884891565049685
ACH-000208,0.04342796340813457
ACH-000210,0.20529822879535434
ACH-000211,0.06822615259764267
ACH-000215,0.13747866946921253
ACH-000221,0.06646988504684087
ACH-000222,0.04964641059956256
ACH-000223,0.19610056878034368
ACH-000226,0.13828578553360776
ACH-000227,0.12772736598993106
ACH-000228,0.11465278845730953
ACH-000231,0.11800999898016297
ACH-000232,0.0012519800439897662
ACH-000233,0.1141398141100459
ACH-000234,0.04301681856333457
ACH-000235,0.09881190662848724
ACH-000237,0.1147095180083779
ACH-000238,0.08306532065114526
ACH-000242,0.2919837607251605
ACH-000243,0.08343319578376558
ACH-000244,0.021728949123838798
ACH-000246,0.0988479719129228
ACH-000248,0.17438737805973378
ACH-000250,0.20027209302458604
ACH-000251,0.05942170128984145
ACH-000252,0.1217694387017332
ACH-000253,0.1538333781365732
ACH-000255,0.114536535970456
ACH-000256,0.09489996131923913
ACH-000257,0.07706307134895497
ACH-000258,0.021522682458743343
ACH-000259,0.01969543896574567
ACH-000260,0.04204351298689272
ACH-000261,0.11097206127267577
ACH-000262,0.13691949510328266
ACH-000263,-0.039318733019177605
ACH-000264,0.15147735970427947
ACH-000265,0.2327888264928681
ACH-000266,0.09802541184705124
ACH-000272,0.057643957627316576
ACH-000274,-0.015065025349610543
ACH-000277,0.19961364183648905
ACH-000278,0.03453229040445239
ACH-000279,0.13742040283314938
ACH-000280,0.14480581160987405
ACH-000281,-0.06324028741138045
ACH-000288,0.12893377069027825
ACH-000291,0.1830213929463383
ACH-000293,-0.006475931634014438
ACH-000294,0.01925896803898105
ACH-000295,0.0004041706656383516
ACH-000296,0.10443847744986336
ACH-000302,0.09523349053773282
ACH-000304,-0.041945518742395126
ACH-000307,0.08289179174533877
ACH-000308,0.054628318135558664
ACH-000310,0.011332134975551713
ACH-000311,0.04365629902821112
ACH-000312,0.08369169943434646
ACH-000315,0.34304582468995465
ACH-000316,0.03239874751940994
ACH-000317,-0.06585587844067378
ACH-000318,0.09159791436697934
ACH-000319,0.14391235375030634
ACH-000320,0.1935830076861592
ACH-000322,0.13604125078953389
ACH-000323,0.0024904488758438923
ACH-000324,0.16830592136650208
ACH-000329,0.14733674304780053
ACH-000330,0.0546100811637767
ACH-000331,0.07020081504180684
ACH-000332,0.1160704170248796
ACH-000334,0.1329611082346066
ACH-000335,0.2430423543124205
ACH-000336,0.400738307661149
ACH-000337,0.15931084256222494
ACH-000338,0.3944927486470008
ACH-000339,0.027469341419462088
ACH-000341,0.06701595239402837
ACH-000348,0.10731001427935087
ACH-000350,-0.023220411922468483
ACH-000352,0.10388668859496177
ACH-000356,0.20078448371762625
ACH-000361,0.059492665033609275
ACH-000362,0.1518695220396502
ACH-000363,0.08106951106416943
ACH-000364,0.08974426016614237
ACH-000365,0.07292485045458726
ACH-000366,0.08448082234098231
ACH-000368,0.0824848893887824
ACH-000374,0.18376902547871365
ACH-000375,0.295824562409373
ACH-000376,0.13170025770984392
ACH-000381,0.16374114967762654
ACH-000383,0.02851948245167577
ACH-000387,0.0032254468872892424
ACH-000389,0.07400840291262603
ACH-000390,0.12185821684346144
ACH-000393,0.04502433742606314
ACH-000395,0.15453631499329445
ACH-000396,0.044463907152280636
ACH-000397,0.12218159448650658
ACH-000401,0.04474035640302747
ACH-000402,-0.025565127286792257
ACH-000403,0.0565357483871865
ACH-000404,0.1301392571312723
ACH-000406,0.08240778478700947
ACH-000407,0.04651164821295852
ACH-000408,0.08679460993905205
ACH-000410,0.12921429854932234
ACH-000411,-0.05400598800007927
ACH-000414,0.17002134250378326
ACH-000415,0.15839159631345714
ACH-000416,0.09832333055686038
ACH-000420,0.07269094894309695
ACH-000421,0.039829375322043226
ACH-000424,-0.12030525280695062
ACH-000425,0.2125292771890092
ACH-000426,0.07991498444525785
ACH-000427,0.07830382273693096
ACH-000433,0.11948395443006228
ACH-000435,0.020491390026588733
ACH-000436,0.10003635798498947
ACH-000444,0.14434536864791295
ACH-000445,0.2707095052034584
ACH-000448,0.028963939995427276
ACH-000450,0.19988878741891933
ACH-000452,0.12397230238805472
ACH-000454,0.05107550045155284
ACH-000458,0.14646698769658448
ACH-000459,0.10639746566508852
ACH-000460,0.047191331456356525
ACH-000461,0.2540235121782257
ACH-000463,0.1303541038236521
ACH-000464,0.2567285539804103
ACH-000466,0.16379050652484795
ACH-000467,0.052883336343874314
