,HENMT1 (113802)
ACH-000004,0.016668052808976087
ACH-000005,-0.12596904351886698
ACH-000007,-0.1154520002174462
ACH-000009,-0.1357731932243295
ACH-000011,-0.0033544904976160997
ACH-000012,-0.08832237040992139
ACH-000013,-0.21478879957806452
ACH-000014,-0.10920663383331036
ACH-000015,-0.15723366316380386
ACH-000017,-0.11435082691633584
ACH-000018,-0.13891940458497234
ACH-000019,-0.2376881095077917
ACH-000021,0.029605791916624314
ACH-000022,0.02506183633569008
ACH-000025,-0.0006854923549115463
ACH-000028,-0.4729933774886579
ACH-000030,-0.15576638722457534
ACH-000035,-0.2786418519566791
ACH-000036,-0.15535983500639525
ACH-000037,-0.03281035234360386
ACH-000039,-0.12795008859301074
ACH-000040,-0.17257934414259565
ACH-000041,-0.013952019965236422
ACH-000042,0.005995210227306243
ACH-000045,-0.2409712702853427
ACH-000047,0.01954553932681393
ACH-000052,-0.08456688785300083
ACH-000053,-0.08494324564756417
ACH-000054,0.03201706736013212
ACH-000055,-0.0801169074248436
ACH-000060,-0.09138643002751233
ACH-000067,-0.14361311366920534
ACH-000070,-0.09470742227717922
ACH-000075,-0.16348653721129475
ACH-000078,-0.1615184811985814
ACH-000082,-0.09337884781844566
ACH-000085,-0.13111074808889028
ACH-000086,-0.11499814186524318
ACH-000087,-0.06379590193287983
ACH-000092,-0.2584964596843899
ACH-000095,-0.04982541046456933
ACH-000097,-0.11457408627197088
ACH-000098,-0.1164513037467531
ACH-000099,-0.03592178971342325
ACH-000108,0.006420258529454346
ACH-000113,-0.15866615569937495
ACH-000116,-0.09725466776942904
ACH-000118,-0.05251914255764942
ACH-000120,0.0844323657876869
ACH-000123,0.023559918698066992
ACH-000127,-0.13922097273856696
ACH-000128,-0.1379442069516688
ACH-000132,-0.20023160349578611
ACH-000133,-0.18259767284512568
ACH-000137,-0.3364698083108423
ACH-000138,0.030529749190283482
ACH-000142,-0.2021364972884908
ACH-000143,-0.057266166469455426
ACH-000146,-0.06902049501090181
ACH-000148,-0.04685020812431077
ACH-000150,0.01920105560950748
ACH-000152,-0.0878338623104056
ACH-000153,0.0015421265488410956
ACH-000159,-0.10324890653140184
ACH-000160,0.06211936075329477
ACH-000163,-0.2019817141468737
ACH-000167,-0.03822866280705565
ACH-000168,-0.08662198432839198
ACH-000169,-0.16794812331618697
ACH-000178,0.017970561096679133
ACH-000183,-0.05444160493682852
ACH-000188,-0.1049306525687446
ACH-000189,0.12327785436067047
ACH-000190,-0.11367589912899145
ACH-000198,-0.13275208331294286
ACH-000203,-0.461494370979557
ACH-000204,0.0056130343561504965
ACH-000206,-0.14811781454669504
ACH-000207,-0.29173002075304044
ACH-000208,-0.0025086104788411053
ACH-000210,-0.17498507477276712
ACH-000211,0.022763067166058998
ACH-000215,-0.19951922115784707
ACH-000221,-0.12815651649078288
ACH-000222,-0.142784403126535
ACH-000223,0.008115257445509502
ACH-000226,-0.1524218523218881
ACH-000227,-0.2497451356008753
ACH-000228,-0.14398897673976488
ACH-000231,-0.07216146307854371
ACH-000232,-0.102608660491663
ACH-000233,-0.007599687012679546
ACH-000234,-0.09147060389052747
ACH-000235,-0.08431922636838413
ACH-000237,-0.06256478094309216
ACH-000238,-0.17774767911155395
ACH-000242,0.00039027930871363733
ACH-000243,-0.08575946330250149
ACH-000244,-0.20318048155390853
ACH-000246,-0.012847091779336631
ACH-000248,0.0597419127254358
ACH-000250,-0.08510837805945104
ACH-000251,-0.06147775404808401
ACH-000252,0.06396719968921548
ACH-000253,-0.02319805031844141
ACH-000255,-0.1516007034725411
ACH-000256,-0.042242049500773225
ACH-000257,-0.2303222976102329
ACH-000258,0.015150982297381856
ACH-000259,-0.08656037220647315
ACH-000260,-0.14315254813880304
ACH-000261,-0.1472925260384179
ACH-000262,-0.0894038102516184
ACH-000263,0.031797679894462264
ACH-000264,-0.02199274184221576
ACH-000265,-0.12044314179253635
ACH-000266,-0.004683923178100321
ACH-000272,-0.0457947018107689
ACH-000274,-0.05257318685155254
ACH-000277,-0.06968411143165885
ACH-000278,-0.15058881932179347
ACH-000279,-0.06956411940203577
ACH-000280,-0.10363586570964012
ACH-000281,0.08702880485789162
ACH-000288,-0.09842628453399424
ACH-000291,-0.044822971913133815
ACH-000293,-0.08128809509438659
ACH-000294,-0.07402896721077132
ACH-000295,0.1190985141638533
ACH-000296,-0.05120995499606225
ACH-000302,-0.10341820022522287
ACH-000304,-0.12619978845783245
ACH-000307,-0.05928399205121895
ACH-000308,-0.07911858299333413
ACH-000310,-0.1319735412761255
ACH-000311,-0.09175823493277968
ACH-000312,-0.09801465846536114
ACH-000315,-0.1854857305250136
ACH-000316,-0.0577000001246105
ACH-000317,-0.06490926810826397
ACH-000318,-0.13979390781527307
ACH-000319,-0.14254147605436612
ACH-000320,-0.0994959935474078
ACH-000322,-0.08548483456318648
ACH-000323,-0.12983374702138886
ACH-000324,-0.018215182636988188
ACH-000329,-0.1880520619064287
ACH-000330,-0.26323134393510955
ACH-000331,-0.22431479751058087
ACH-000332,-0.01625395588350523
ACH-000334,-0.018868348519546163
ACH-000335,-0.2253295110183602
ACH-000336,-0.27837120427752565
ACH-000337,-0.07702756189369156
ACH-000338,0.3622334677163397
ACH-000339,-0.10981740910850613
ACH-000341,-0.1132233324055492
ACH-000348,-0.12831690674990634
ACH-000350,0.01388052509426829
ACH-000352,-0.19808564653432614
ACH-000356,0.08522280258839388
ACH-000361,0.008460664479857669
ACH-000362,-0.1154626970076022
ACH-000363,-0.1070500860775064
