,NPPA (4878)
ACH-000004,-0.12693919033933454
ACH-000005,-0.026557960182472896
ACH-000007,-0.1839861930677188
ACH-000009,-0.2335885759493722
ACH-000011,-0.04853190628815798
ACH-000012,-0.1862460921576881
ACH-000013,-0.10261951235438296
ACH-000014,-0.21898478446107025
ACH-000015,-0.15460643819304695
ACH-000017,-0.1721675885065577
ACH-000018,-0.19374514633252835
ACH-000019,0.2506325961072753
ACH-000021,-0.030283588324486292
ACH-000022,0.02708536505503162
ACH-000025,-0.12282806939287433
ACH-000028,-0.030954658133562938
ACH-000030,-0.08688700906369724
ACH-000035,-0.228371815726414
ACH-000036,-0.003986632245442154
ACH-000037,-0.11065852305851152
ACH-000039,-0.1560311029178165
ACH-000040,-0.21181350041900926
ACH-000041,-0.2272444068495661
ACH-000042,-0.15485316085386694
ACH-000045,-0.15480069239721378
ACH-000047,-0.14247631310447878
ACH-000052,0.02003197496661435
ACH-000053,-0.1268427200600045
ACH-000054,-0.0639724758184189
ACH-000055,0.006655362904792296
ACH-000060,-0.09775685621718624
ACH-000067,-0.010118742625668371
ACH-000070,0.08713956259724931
ACH-000075,-0.3621087535850511
ACH-000078,-0.11733507400410227
ACH-000082,-0.007521067166891816
ACH-000085,-0.16467729664900402
ACH-000086,-0.07980414284298368
ACH-000087,-0.021467793257343742
ACH-000092,-0.15315375387691124
ACH-000095,-0.04232473345195198
ACH-000097,-0.05816950678081121
ACH-000098,-0.08870157384117139
ACH-000099,-0.0996249713505243
ACH-000108,-0.12922742166070636
ACH-000113,-0.058339508823636414
ACH-000116,-0.0068758737891564115
ACH-000118,-0.02150638428710011
ACH-000120,0.030285828491606413
ACH-000123,0.008282527845322891
ACH-000127,-0.022247678225291445
ACH-000128,-0.4039279545707243
ACH-000132,-0.05119787185311609
ACH-000133,-0.05473182076401748
ACH-000137,0.03634175634580248
ACH-000138,-0.19445948965521484
ACH-000142,-0.046512128758563635
ACH-000143,-0.0668922960665407
ACH-000146,-0.11380897595957665
ACH-000148,-0.06807538661068299
ACH-000150,-0.2869217908257384
ACH-000152,-0.24990819253145136
ACH-000153,-0.1191078378123305
ACH-000159,-0.04958563797439988
ACH-000160,-0.15913863631158487
ACH-000163,-0.1678465947709325
ACH-000167,-0.193119275134752
ACH-000168,0.01998800144431911
ACH-000169,-0.03852017946006546
ACH-000178,-0.1774804089104689
ACH-000183,-0.12153050887068055
ACH-000188,-0.0471321806306783
ACH-000189,-0.09511620720172737
ACH-000190,-0.12741571113344075
ACH-000198,-0.05569171798776807
ACH-000203,0.12900800346430105
ACH-000204,-0.14079936765109374
ACH-000206,-0.04484939240755878
ACH-000207,-0.17103796524620585
ACH-000208,-0.0016999323715394244
ACH-000210,-0.2588651993327
ACH-000211,-0.07551403336843031
ACH-000215,-0.10439885616963927
ACH-000221,-0.10235745292164863
ACH-000222,-0.0056367892723147
ACH-000223,-0.12600549616930504
ACH-000226,0.006317541300364309
ACH-000227,-0.1753279830283761
ACH-000228,-0.08838860712640903
ACH-000231,0.014471272044286419
ACH-000232,-0.05723692620157735
ACH-000233,-0.09469470863650103
ACH-000234,0.01629429820038145
ACH-000235,-0.0613772743523616
ACH-000237,-0.2220856462970904
ACH-000238,-0.12749199807193182
ACH-000242,0.04284589275159042
ACH-000243,-0.05758854871642111
ACH-000244,0.051460448383733925
ACH-000246,-0.10176628463570413
ACH-000248,0.0008558615733227944
ACH-000250,-0.030864293723238744
ACH-000251,-0.06493605835936549
ACH-000252,-0.3078054601393509
ACH-000253,-0.08364177590603568
ACH-000255,-0.16760544292766394
ACH-000256,-0.24593341493162385
ACH-000257,-0.013376864499768387
ACH-000258,-0.10364933375841397
ACH-000259,-0.1144332738404178
ACH-000260,-0.1642935967704832
ACH-000261,-0.07587969676873478
ACH-000262,-0.08067375394737303
ACH-000263,-0.2535300956266167
ACH-000264,-0.10914109322047366
ACH-000265,-0.033648190203334684
ACH-000266,-0.062410792447794225
ACH-000272,-0.07158049484774964
ACH-000274,-0.11824527357032925
ACH-000277,-0.045228178285378735
ACH-000278,-0.16262854076850458
ACH-000279,-0.16155804817537694
ACH-000280,-0.10736766381152572
ACH-000281,-0.16303158142013333
ACH-000288,-0.25476175596863393
ACH-000291,-0.15130996899403998
ACH-000293,-0.13219160244407754
ACH-000294,-0.09834443279539376
ACH-000295,-0.3239167759690028
ACH-000296,0.05008374697306733
ACH-000302,-0.14725443975302513
ACH-000304,-0.024748912976926503
ACH-000307,-0.030163396077758826
ACH-000308,-0.11856484658805293
ACH-000310,-0.1891549189949356
ACH-000311,-0.003961955874473965
ACH-000312,-0.2031676908756102
ACH-000315,-0.18345960355945276
ACH-000316,-0.1823214333280214
ACH-000317,-0.28139298351385345
ACH-000318,0.07363104194951099
ACH-000319,-0.1864677339491049
ACH-000320,-0.15756744869310782
ACH-000322,-0.1524113887253013
ACH-000323,-0.07340592381451255
ACH-000324,-0.10252177769655076
ACH-000329,-0.09754740447629982
ACH-000330,-0.06035224360394334
ACH-000331,-0.0887779729868428
ACH-000332,-0.0750413175528017
ACH-000334,-0.03168518203610663
ACH-000335,0.0681419153325974
ACH-000336,-0.24549942251240195
ACH-000337,-0.08892601489191389
ACH-000338,-0.6113302455480972
ACH-000339,-0.08483135914802611
ACH-000341,-0.014940303822926824
ACH-000348,-0.0838823361208985
ACH-000350,-0.0863689789594904
ACH-000352,-0.12492903132531236
ACH-000356,0.09520525391815624
ACH-000361,-0.09021382759806068
ACH-000362,-0.04253365006121868
ACH-000363,-0.20872532300994087
ACH-000364,0.040897441224745736
ACH-000365,-0.13123742789328294
ACH-000366,-0.1642841332273819
ACH-000368,-0.10450597843343512
ACH-000374,-0.002351556696788749
ACH-000375,-0.16573293605250766
ACH-000376,-0.15188830812997056
ACH-000381,-0.1251227170542621
ACH-000383,-0.17690357902116935
ACH-000387,-0.23410676166870195
ACH-000389,-0.09553646155416484
ACH-000390,-0.0045997241262513075
ACH-000393,-0.07891413769304638
ACH-000395,-0.14606515390566854
ACH-000396,0.14517360708172716
ACH-000397,0.01719058337703281
ACH-000401,0.02688992893663937
ACH-000402,-0.12178776370098275
ACH-000403,-0.048909540053035896
ACH-000404,-0.26439757072610004
