,NINL (22981)
ACH-000004,0.21878964322829145
ACH-000005,-0.0023111556851054247
ACH-000007,0.033668417931386745
ACH-000009,0.15542600384750022
ACH-000011,0.17968169737542736
ACH-000012,0.009706005211527443
ACH-000013,0.08710994406253203
ACH-000014,0.15515141757470294
ACH-000015,0.085541495805911
ACH-000017,0.10463085779021676
ACH-000018,0.13947819294267752
ACH-000019,-0.06726047921433424
ACH-000021,0.12807736010379273
ACH-000022,0.12487865146396845
ACH-000025,0.2998737364435397
ACH-000028,0.1215804283217565
ACH-000030,0.165353451382837
ACH-000035,-0.13240965984352768
ACH-000036,0.13981881941607655
ACH-000037,0.13111067092473924
ACH-000039,0.17537721647718618
ACH-000040,0.07144088138653314
ACH-000041,0.11909343960832038
ACH-000042,0.062308783386726636
ACH-000045,0.08297781714465015
ACH-000047,-0.03474091995493814
ACH-000052,-0.013445976986602314
ACH-000053,0.1845976487458251
ACH-000054,0.11315680829344005
ACH-000055,0.1430346464395983
ACH-000060,0.05855509701637612
ACH-000067,0.2028329332157139
ACH-000070,0.09742628002949387
ACH-000075,-0.06637837459226041
ACH-000078,0.22047626626952432
ACH-000082,0.1232659525140325
ACH-000085,0.1191579352928446
ACH-000086,0.2501806446753397
ACH-000087,-0.045524559078704736
ACH-000092,0.056930788595427065
ACH-000095,0.039168992945259724
ACH-000097,0.012828706475632851
ACH-000098,0.20435341714511224
ACH-000099,0.03591628021885911
ACH-000108,-0.032078101861307
ACH-000113,0.15504178351358858
ACH-000116,0.05301033871186727
ACH-000118,0.11529568019004685
ACH-000120,-0.02683201413940544
ACH-000123,0.10785771835043244
ACH-000127,0.07999763037683721
ACH-000128,0.08005237997215413
ACH-000132,0.17847103521656127
ACH-000133,0.13187289568061394
ACH-000137,0.08864691209171935
ACH-000138,0.21368277470330335
ACH-000142,0.22313361332487192
ACH-000143,0.061658232200387963
ACH-000146,0.10811502697055866
ACH-000148,0.13475562587901133
ACH-000150,0.16579373818100113
ACH-000152,0.131258559139942
ACH-000153,0.3337077805369119
ACH-000159,0.16927064572222822
ACH-000160,-0.10619999246057783
ACH-000163,-0.020547211467315283
ACH-000167,0.0942181400359372
ACH-000168,0.2095925057321769
ACH-000169,0.03129879243263454
ACH-000178,0.1711028884435871
ACH-000183,0.16539831233169333
ACH-000188,0.17935800554776507
ACH-000189,0.03154128780016517
ACH-000190,0.061448769492920725
ACH-000198,0.10952544745510276
ACH-000203,0.221844862993244
ACH-000204,0.1648603392844341
ACH-000206,0.03493283021189993
ACH-000207,-0.0019022163507723226
ACH-000208,0.06976413590715097
ACH-000210,-0.04387286952989492
ACH-000211,0.07739188864025882
ACH-000215,0.059160248756168377
ACH-000221,0.24870856705345906
ACH-000222,-0.012641569475038798
ACH-000223,0.17344004349664016
ACH-000226,0.09162397180925133
ACH-000227,0.17599035683793587
ACH-000228,0.18498798831250649
ACH-000231,0.06198133947666117
ACH-000232,-0.0053802230480000145
ACH-000233,0.12476060163930455
ACH-000234,0.17771632820352054
ACH-000235,0.021441373106663587
ACH-000237,0.17655915733478872
ACH-000238,0.09160704837471638
ACH-000242,0.3587040675641905
ACH-000243,0.046510448600390164
ACH-000244,0.043828042932281416
ACH-000246,0.11158818330390076
ACH-000248,0.17730898295487155
ACH-000250,0.16582599526590838
ACH-000251,-0.14825570393048315
ACH-000252,0.07041143224189926
ACH-000253,0.1872511294694265
ACH-000255,0.10440056097425338
ACH-000256,0.1827955921195883
ACH-000257,0.0040336384699461965
ACH-000258,-0.07251939659505395
ACH-000259,0.11855469933529672
ACH-000260,0.08072847375229378
ACH-000261,0.018360094267818858
ACH-000262,0.26358982131629416
ACH-000263,0.4890123744463893
ACH-000264,0.11978910014093845
ACH-000265,0.08505006940456084
ACH-000266,0.16860331233202885
ACH-000272,-0.019842832261108227
ACH-000274,0.14719881216608846
ACH-000277,0.14001789391064334
ACH-000278,0.18253923995194626
ACH-000279,0.18019977696286327
ACH-000280,0.20859405689363936
ACH-000281,0.17602737361674686
ACH-000288,0.1886468395899436
ACH-000291,0.2408824314316848
ACH-000293,0.16472250087480955
ACH-000294,0.055060403044395884
ACH-000295,0.2630769350897032
ACH-000296,0.109441464708231
ACH-000302,0.1438476455886541
ACH-000304,0.2029580462821678
ACH-000307,0.09808099502867802
ACH-000308,0.040912302191158594
ACH-000310,0.06453189394098048
ACH-000311,0.002376786003355681
ACH-000312,0.04787940366147533
ACH-000315,0.1503360189903575
ACH-000316,0.048678613165119934
ACH-000317,0.15004206834613698
ACH-000318,0.19111204530798054
ACH-000319,0.13922385770989873
ACH-000320,0.21380884002833647
ACH-000322,-0.059582995442062275
ACH-000323,0.3322763434073933
ACH-000324,0.2363287965699574
ACH-000329,0.05873909657287051
ACH-000330,0.0936484597816014
ACH-000331,0.21894584688076532
ACH-000332,0.12371285685707625
ACH-000334,0.013030826186641718
ACH-000335,0.10180722818445144
ACH-000336,0.15361377802594095
