,MFHAS1 (9258)
ACH-000004,0.19560779112172866
ACH-000005,0.25363180951124265
ACH-000007,0.0054872682481822595
ACH-000009,0.19662439817306931
ACH-000011,0.0015543392464728398
ACH-000012,0.19516508935004853
ACH-000013,0.07994550237697723
ACH-000014,-0.0585453523977164
ACH-000015,0.2618213525304965
ACH-000017,0.10936506536823552
ACH-000018,0.27389230553909805
ACH-000019,0.04537686982393571
ACH-000021,0.15459868178528055
ACH-000022,0.13229471655953906
ACH-000025,0.1477746729980864
ACH-000028,0.034672480692250734
ACH-000030,0.15322182629607906
ACH-000035,0.0016137688153453928
ACH-000036,0.16948667743313034
ACH-000037,0.12619979924956087
ACH-000039,0.2921526644974295
ACH-000040,0.24044045773247866
ACH-000041,0.005063786214337118
ACH-000042,0.16269159436137673
ACH-000045,0.04158676194737457
ACH-000047,0.19636034750663
ACH-000052,0.1988690843766716
ACH-000053,0.0827682893762252
ACH-000054,0.12871482260803704
ACH-000055,0.08794693597201624
ACH-000060,0.15463326267127325
ACH-000067,0.21320166942388247
ACH-000070,0.34506245688358844
ACH-000075,0.16752740844915254
ACH-000078,0.21329469253194688
ACH-000082,0.11980602767555172
ACH-000085,0.25675286709969963
ACH-000086,0.20461186382464344
ACH-000087,0.11326866396370527
ACH-000092,0.15186741216147376
ACH-000095,0.1176587531984646
ACH-000097,0.06455636991207976
ACH-000098,0.17375462153303434
ACH-000099,0.11707923420678044
ACH-000108,-0.004691088250072981
ACH-000113,0.18331625644964789
ACH-000116,0.11801555404144945
ACH-000118,0.05348057255695083
ACH-000120,0.11464415911852435
ACH-000123,0.1446742110375885
ACH-000127,0.13113533874751268
ACH-000128,0.1719138976095515
ACH-000132,0.061650183096806865
ACH-000133,0.043858936472940584
ACH-000137,0.05939903307117408
ACH-000138,0.14868846123609678
ACH-000142,0.1214369889218713
ACH-000143,0.2530922469508292
ACH-000146,0.16056497431038638
ACH-000148,0.11616456672474837
ACH-000150,-0.00040174908002955917
ACH-000152,0.10129771258783332
ACH-000153,-0.01400225380964612
ACH-000159,0.05292479794341064
ACH-000160,0.16661825648565196
ACH-000163,0.14187501413029213
ACH-000167,0.2538495385490733
ACH-000168,0.13815220905261394
ACH-000169,0.11668729614705955
ACH-000178,0.21338963642200892
ACH-000183,0.0487425878484092
ACH-000188,0.1610299431147329
ACH-000189,0.14487846548946573
ACH-000190,0.05424018183070916
ACH-000198,0.10436380505550456
ACH-000203,0.06704413596876575
ACH-000204,0.07287612699083537
ACH-000206,0.09979544483268528
ACH-000207,0.20389643781998226
ACH-000208,0.4233665891856551
ACH-000210,0.15493899589368715
ACH-000211,0.06298301975024279
ACH-000215,0.17992351488415334
ACH-000221,0.02644494379665184
ACH-000222,-0.10337482204632176
ACH-000223,0.1463423812680444
ACH-000226,0.21185142996127726
ACH-000227,0.3880666442755269
ACH-000228,0.06043778280877109
ACH-000231,0.18236166532630205
ACH-000232,0.07020621169956344
ACH-000233,0.2227937305230404
ACH-000234,0.11916829017969555
ACH-000235,0.08072154596878528
ACH-000237,0.29727551716376244
ACH-000238,0.06454266461542614
ACH-000242,0.1231500020302376
ACH-000243,0.14907349823061242
ACH-000244,0.14445562345996918
ACH-000246,0.06046271461814497
ACH-000248,0.08248257842540739
ACH-000250,0.0943128290754843
ACH-000251,0.2496842514852497
ACH-000252,0.10442611542303304
ACH-000253,0.21908838506649408
ACH-000255,0.2180183558212156
ACH-000256,0.21507795659656115
ACH-000257,0.2397704640068332
ACH-000258,0.10333330864674596
ACH-000259,0.1861875558632358
ACH-000260,0.06250837720937799
ACH-000261,0.056493231764854365
ACH-000262,0.21715831440992955
ACH-000263,-0.17402755800044198
ACH-000264,0.018106727406850667
ACH-000265,0.17036810788163104
ACH-000266,0.11051857211395008
ACH-000272,0.14147393871077474
ACH-000274,0.10521592911199988
ACH-000277,0.10150866472592507
ACH-000278,0.05199054337943362
ACH-000279,0.24198249731262095
ACH-000280,0.13476242684957154
ACH-000281,0.03929824342087919
ACH-000288,0.2718766638246653
ACH-000291,0.04500197599249255
ACH-000293,0.2307889084238922
ACH-000294,0.1439323342822255
ACH-000295,0.364969825047455
ACH-000296,0.05330212779757718
ACH-000302,0.23243966062972826
ACH-000304,0.12794932600517486
ACH-000307,0.08109906812353915
ACH-000308,0.1516465092177669
ACH-000310,-0.008057174157925489
ACH-000311,-0.007994718144733213
ACH-000312,0.05984742768939244
ACH-000315,0.029336105175795293
ACH-000316,0.006208718824556296
ACH-000317,-0.026775212015217938
ACH-000318,0.13573518207131105
ACH-000319,0.12500883191045933
ACH-000320,0.222010591982668
ACH-000322,0.1683062870303536
ACH-000323,0.1030407503627616
ACH-000324,0.20915335259322276
ACH-000329,0.11360121072284285
ACH-000330,0.05613044269199605
ACH-000331,0.026129394676535883
ACH-000332,0.12437823189759392
ACH-000334,0.026510865000567062
ACH-000335,0.09640825808247773
ACH-000336,-0.1453629296106433
ACH-000337,0.2189992099017399
ACH-000338,-0.1385096074464606
ACH-000339,0.11202076972822944
ACH-000341,0.0596477149336349
ACH-000348,0.13430502051638205
ACH-000350,0.11139007359331013
ACH-000352,0.1011253140289963
ACH-000356,0.16776961751956107
ACH-000361,0.13623749252173115
ACH-000362,-0.03323419534337475
