,CREBBP (1387)
ACH-000004,-0.5219355596008967
ACH-000005,-0.2955394254889929
ACH-000007,0.17384689736961273
ACH-000009,-0.34490039721592103
ACH-000011,-0.009825153459802326
ACH-000012,-0.2111188758120051
ACH-000013,-0.05013727008913805
ACH-000014,0.1038965521535977
ACH-000015,-0.23774048225257854
ACH-000017,-0.25630272664328163
ACH-000018,-0.7306295047058957
ACH-000019,-0.3996431568502839
ACH-000021,-0.184060356389539
ACH-000022,-0.10788523371673676
ACH-000025,0.3924442801878485
ACH-000028,-0.33379975766512393
ACH-000030,-0.008443899971718506
ACH-000035,-0.4168709065129542
ACH-000036,0.037930423875387385
ACH-000037,-0.0600864351009543
ACH-000039,0.09889824204631664
ACH-000040,-0.5753868462487921
ACH-000041,0.12688908039059715
ACH-000042,-0.4424786019072569
ACH-000045,-0.1905701945231398
ACH-000047,-0.3880063799349439
ACH-000052,-0.057242626349088874
ACH-000053,-0.3189987552888988
ACH-000054,0.043401016878660326
ACH-000055,-0.0829040800364208
ACH-000060,-0.9529078124808094
ACH-000067,-0.2880445905501873
ACH-000070,-0.2516237621732858
ACH-000075,-0.16936714200849035
ACH-000078,0.4663630544573576
ACH-000082,-0.2647252456709453
ACH-000085,0.20602804044896966
ACH-000086,-0.0489693920051274
ACH-000087,0.1554725189104366
ACH-000092,-0.17369322332750392
ACH-000095,-0.17837193075157146
ACH-000097,-0.5304677261095723
ACH-000098,-0.4724208029621105
ACH-000099,-0.5056523007452693
ACH-000108,-0.2042816453244629
ACH-000113,-0.5031740582896436
ACH-000116,-0.4779157810429293
ACH-000118,-0.8658223402292162
ACH-000120,-0.4944723126941079
ACH-000123,-0.3890414380401593
ACH-000127,-1.0331678829273343
ACH-000128,0.3473916856991811
ACH-000132,-0.24482645904424005
ACH-000133,0.11349867790223005
ACH-000137,-0.103491654831016
ACH-000138,-0.1069083483332229
ACH-000142,-0.2889562924013592
ACH-000143,-0.17487560256996695
ACH-000146,-0.2541936070681861
ACH-000148,-0.245776345989628
ACH-000150,-0.08135613393270602
ACH-000152,0.20260308860641726
ACH-000153,-0.37440695931245066
ACH-000159,0.00789679144739721
ACH-000160,0.10242554733464007
ACH-000163,-0.6613940181974847
ACH-000167,0.4373585237411606
ACH-000168,0.1582248180614604
ACH-000169,0.06901758343939025
ACH-000178,-0.3512345611884116
ACH-000183,-0.056551252616099584
ACH-000188,0.0876111535799229
ACH-000189,-0.31392248249679955
ACH-000190,-0.1866637902837372
ACH-000198,0.057464691633553486
ACH-000203,-0.4248895186702679
ACH-000204,-0.5460994439632159
ACH-000206,-0.7444611020163551
ACH-000207,-0.3817206884320099
ACH-000208,0.12875045585732686
ACH-000210,0.2227825127843994
ACH-000211,0.1930978364232224
ACH-000215,-0.11628653565613425
ACH-000221,-0.2301778841123457
ACH-000222,-0.0550835643810149
ACH-000223,-0.09275746682785288
ACH-000226,0.026884933319358446
ACH-000227,-0.2605606570205361
ACH-000228,-0.10000596695523874
ACH-000231,-0.2280715484082739
ACH-000232,0.03245115427961591
