,TBCCD1 (55171)
ACH-000004,0.20457609648482847
ACH-000005,-0.009839600744454323
ACH-000007,0.2215688609545676
ACH-000009,0.011745010141057692
ACH-000011,0.08424189419801978
ACH-000012,0.11005444805465338
ACH-000013,0.09431576489888643
ACH-000014,0.05100539589494015
ACH-000015,0.1202331269275935
ACH-000017,0.13379227377262534
ACH-000018,0.1459905209791193
ACH-000019,0.07032299115511723
ACH-000021,0.1653233556378171
ACH-000022,0.12669190788722656
ACH-000025,0.2643842633408328
ACH-000028,0.11952832903277096
ACH-000030,0.044906558359475116
ACH-000035,0.14759437495530167
ACH-000036,0.08708765822416033
ACH-000037,-0.022119382444108972
ACH-000039,-0.0006732050262438169
ACH-000040,-0.062335447526642315
ACH-000041,0.07268636292958149
ACH-000042,0.11818234025115253
ACH-000045,0.07753537846012351
ACH-000047,0.01685959731014499
ACH-000052,0.13305740736115607
ACH-000053,0.07510814372702802
ACH-000054,-0.0014798158668696492
ACH-000055,0.19389179041457028
ACH-000060,0.06686642818729116
ACH-000067,0.1029911499569493
ACH-000070,0.25512528007658736
ACH-000075,0.08696268502491271
ACH-000078,0.09011602623755163
ACH-000082,0.13400577190769225
ACH-000085,0.1297418445681767
ACH-000086,0.16368577276115634
ACH-000087,-0.23411536337904784
ACH-000092,-0.008616283366032927
ACH-000095,0.04601549233564968
ACH-000097,0.046428752098340624
ACH-000098,0.1256949705875505
ACH-000099,0.12337877653596213
ACH-000108,0.1821601705870025
ACH-000113,0.15716484949938506
ACH-000116,0.06366033590133477
ACH-000118,0.13639522884180932
ACH-000120,0.16161215795258718
ACH-000123,0.08774857674588432
ACH-000127,0.10591458795173826
ACH-000128,0.0449691664776381
ACH-000132,0.14414904030749665
ACH-000133,0.13364198261361726
ACH-000137,0.09955592990970252
ACH-000138,0.09238831123625456
ACH-000142,0.07663941665078378
ACH-000143,0.02695107111762275
ACH-000146,0.11663117426144815
ACH-000148,0.07822910115906183
ACH-000150,0.12232558494256834
ACH-000152,0.09287354343885512
ACH-000153,0.16463272483063476
ACH-000159,0.09026516857903356
ACH-000160,0.06390504453881762
ACH-000163,0.026763419088165645
ACH-000167,-0.14902107628772815
ACH-000168,0.06326611994084702
ACH-000169,0.09066672422222373
ACH-000178,0.09250295351132627
ACH-000183,-0.08800400515475637
ACH-000188,0.09139327500554112
ACH-000189,-0.1425929226885413
ACH-000190,-0.017371635915453418
ACH-000198,0.1466100208314451
ACH-000203,-0.2284602813126275
ACH-000204,-0.037058700765819526
ACH-000206,0.18426374506662976
ACH-000207,0.09783582575985447
ACH-000208,0.2561433087973302
ACH-000210,0.15109256098706828
ACH-000211,0.13068974629398036
ACH-000215,0.08713255296671939
ACH-000221,-0.040591018363435406
ACH-000222,0.0728027711920576
ACH-000223,-0.03747647484379256
ACH-000226,0.2656014077761199
ACH-000227,0.017531984980753392
ACH-000228,0.12320872906919952
ACH-000231,0.07207902715294691
ACH-000232,0.02085013421279285
ACH-000233,0.10002267774419682
ACH-000234,0.06748124806165731
ACH-000235,0.10806146746522736
ACH-000237,0.07852436214793844
ACH-000238,0.10425227477570076
ACH-000242,0.24936577224326
ACH-000243,0.12455649724459596
ACH-000244,-0.11677469315920415
ACH-000246,-0.00017743973353117845
ACH-000248,0.16335159964890147
ACH-000250,0.09971153779780413
ACH-000251,0.07020647265191256
ACH-000252,-0.0965960517258349
ACH-000253,0.04084012574943305
ACH-000255,0.0072206991413569285
ACH-000256,-0.022481737317810915
ACH-000257,0.06610436934155656
ACH-000258,0.0660224098510898
ACH-000259,0.13694252526704154
ACH-000260,0.018857018822137774
ACH-000261,0.04679499507716988
ACH-000262,0.07692979244222313
ACH-000263,-0.1898368484925126
ACH-000264,0.122193736418644
ACH-000265,0.0936527224544406
ACH-000266,0.06986946923132399
ACH-000272,0.07279204102981213
ACH-000274,0.0101572826812052
ACH-000277,0.05755977501177479
ACH-000278,-0.08170483243010071
ACH-000279,-0.007057716658314191
ACH-000280,0.07815747178294533
ACH-000281,0.2346758942426742
ACH-000288,0.046487167594157656
ACH-000291,0.07290512032186372
ACH-000293,0.06127581533203809
ACH-000294,0.06942737126828423
ACH-000295,0.06931422654835458
ACH-000296,0.2256418192662689
ACH-000302,0.07985437432745472
ACH-000304,0.2685572266252635
ACH-000307,0.023838357070846458
ACH-000308,0.1153422130478643
ACH-000310,0.20470909473149204
ACH-000311,0.1827230752071778
ACH-000312,0.16407562595245115
ACH-000315,0.2919096112186877
ACH-000316,0.23168419523697265
ACH-000317,0.1404145431399389
ACH-000318,0.17092994879975082
ACH-000319,0.20574062548851832
ACH-000320,0.07029823319728598
ACH-000322,-0.17301251945622811
ACH-000323,0.1485681641736909
ACH-000324,0.0075066422002100786
ACH-000329,0.09512036783751604
ACH-000330,0.17896282211700767
ACH-000331,0.06490464050021202
ACH-000332,0.11481236625840245
ACH-000334,-0.16119009179692506
ACH-000335,0.16712104896488006
ACH-000336,-0.06861644689518992
