,EFHC1 (114327)
ACH-000839,-0.22473884613050926
ACH-000840,-0.1990127679439516
ACH-000841,-0.22203450719560536
ACH-000843,-0.2093247194813271
ACH-000846,-0.08217638153152464
ACH-000847,-0.28345802784635504
ACH-000848,-0.2452457482027716
ACH-000849,-0.055286457277898264
ACH-000851,-0.18484375737906145
ACH-000855,-0.26889742468076605
ACH-000856,-0.06363953522589685
ACH-000858,-0.1332681698915427
ACH-000859,-0.364458395541332
ACH-000861,-0.2173970067094886
ACH-000862,-0.0641120734452411
ACH-000865,-0.2262247804704921
ACH-000866,-0.1589919776813179
ACH-000867,-0.23117889253031115
ACH-000869,-0.3194430617517622
ACH-000872,0.03780367428478791
ACH-000873,-0.23605626523689574
ACH-000876,-0.3635576329450953
ACH-000878,-0.084220490976978
ACH-000880,-0.047043310546313034
ACH-000881,0.08395677323556289
ACH-000882,-0.23719231752254466
ACH-000884,-0.12996786979933048
ACH-000885,-0.30118790803179124
ACH-000887,-0.1668881631369093
ACH-000889,-0.30136814885975666
ACH-000896,-0.11602734216119773
ACH-000898,-0.19129219949103712
ACH-000900,-0.21631670857053945
ACH-000901,-0.16815810361120276
ACH-000905,-0.2276949069331584
ACH-000906,-0.21125871502342025
ACH-000907,-0.0032508508101879363
ACH-000910,-0.19213158134573124
ACH-000911,-0.20395165423399672
ACH-000912,-0.14597731389223034
ACH-000913,-0.14118249193538449
ACH-000915,-0.16360464673801287
ACH-000916,-0.23543849651234874
ACH-000917,-0.20875712648776548
ACH-000920,-0.1253822386706128
ACH-000921,-0.13600406700862314
ACH-000924,-0.12831925083067292
ACH-000926,-0.2378752094114617
ACH-000928,-0.20418207607572555
ACH-000929,-0.1808881243824788
ACH-000932,-0.1512860553450806
ACH-000935,-0.1631527480993081
ACH-000936,-0.3136471178708885
ACH-000937,-0.2378383551327244
ACH-000938,-0.16760407926844548
ACH-000939,-0.3150853881482936
ACH-000941,-0.3526151741191901
ACH-000943,-0.2405952827231744
ACH-000946,-0.4357433819245531
ACH-000947,-0.3429297574800585
ACH-000948,-0.05251540653522405
ACH-000950,-0.1186087170901998
ACH-000953,-0.2516865301905641
ACH-000954,-0.36496555458383023
ACH-000957,0.09756355494216247
ACH-000958,-0.1927591173699232
ACH-000960,-0.15660617580212813
ACH-000963,-0.45503013707972706
ACH-000968,0.07837565232497652
ACH-000969,-0.2718196665356774
ACH-000972,0.005286649519164645
ACH-000973,-0.216989048025542
ACH-000974,-0.27432549480323554
ACH-000978,-0.07924168365940172
ACH-000984,-0.22357395074316733
ACH-000986,-0.2661067883165727
ACH-000988,-0.18116454610187327
ACH-000993,-0.36809380221335664
ACH-000994,-0.058201480676957414
ACH-000996,-0.044643874771047636
ACH-001001,-0.1068876251881778
ACH-001020,-0.1468482607469914
ACH-001028,-0.1856098772857492
ACH-001031,-0.12511837033786966
ACH-001038,-0.2526782750036785
ACH-001048,-0.28438078775679165
ACH-001050,-0.15662717113284153
ACH-001053,-0.4290421252949638
ACH-001054,-0.12909696781688088
ACH-001061,-0.18397416886108928
ACH-001067,-0.2309819244101657
ACH-001075,-0.333041086090187
ACH-001096,-0.14044408592604474
ACH-001111,-0.28659261309653744
ACH-001119,-0.2165623394176634
ACH-001128,-0.2457775270961125
ACH-001134,-0.3411909734378672
ACH-001151,-0.25667804771584113
ACH-001163,-0.17692692553791028
ACH-001164,-0.06383451153879749
ACH-001183,-0.4129567823964617
ACH-001192,-0.2648994696622599
ACH-001193,-0.6515238123135357
ACH-001196,-0.216257001805464
ACH-001197,-0.5909353069440766
ACH-001205,-0.12705159519103953
ACH-001211,-0.07980600515632671
ACH-001212,-0.117429178550565
ACH-001228,-0.22135872539931076
ACH-001232,-0.0904440417703851
ACH-001239,-0.16315805852062
ACH-001270,-0.17045368149502946
ACH-001274,-0.3544678211611065
ACH-001275,-0.17911603954413874
ACH-001277,-0.13393675328422916
ACH-001278,0.016610941646818422
ACH-001280,-0.12397639807271953
ACH-001283,-0.048041266630716936
ACH-001289,-0.09665280620887667
ACH-001300,-0.2156632871688439
ACH-001301,-0.16230933484397714
ACH-001302,-0.2841402784532557
ACH-001306,-0.002588655596311445
ACH-001318,-0.14570513794303586
ACH-001322,-0.3420746517489769
ACH-001328,-0.20466454617361707
ACH-001332,0.13114859205610455
ACH-001336,-0.18112139620321102
ACH-001346,-0.17524114891583764
ACH-001353,-0.2250248652155823
ACH-001354,-0.10489484677372124
ACH-001367,-0.17023720235777118
ACH-001368,-0.17796524214896922
ACH-001374,-0.35118618395397433
ACH-001377,-0.257026879483168
ACH-001380,-0.04326055105392609
ACH-001391,-0.4804197387583113
ACH-001408,-0.19182597841484367
ACH-001430,-0.2350772304441661
ACH-001431,-0.19645408076883725
ACH-001450,-0.25003749795374863
ACH-001496,-0.21081834460443447
ACH-001500,-0.02406851082860599
ACH-001523,-0.14755714255017385
ACH-001532,-0.01911708247069829
ACH-001550,-0.2519798394227878
ACH-001552,-0.07968808781218352
ACH-001554,-0.24643122860951824
ACH-001654,-0.1419904613050925
ACH-001735,-0.3251488409462677
ACH-001736,-0.24511905028280126
ACH-001737,0.4401186484325792
ACH-001740,-0.2566925126231198
ACH-001745,-0.1958223948574335
ACH-001765,-0.35606492935024103
