,CENPE (1062)
ACH-000937,-0.4930958894720257
ACH-000938,-0.6943940004385722
ACH-000939,-0.4690669002989178
ACH-000941,-0.7742213776029677
ACH-000943,-0.4175549788149656
ACH-000946,-0.6540992890297341
ACH-000947,-0.5633144342873027
ACH-000948,-0.27810387780247603
ACH-000950,-0.7051889676764919
ACH-000953,-0.3552735258724387
ACH-000954,-0.19351126920535566
ACH-000957,-0.33750600658910124
ACH-000958,-0.3880189892355079
ACH-000960,-0.5957621105217228
ACH-000963,-0.4517392618372848
ACH-000968,-0.4355326804602568
ACH-000969,-0.5034264889054124
ACH-000972,-0.3787103429882742
ACH-000973,-0.4506200620246186
ACH-000974,-0.5152010110969236
ACH-000978,-0.31230391670612884
ACH-000984,-0.4106292073500399
ACH-000986,-0.8010640356943112
ACH-000988,-0.5746522566848189
ACH-000993,-0.4173956090959595
ACH-000994,-0.6870897696020323
ACH-000996,-0.5660932731508842
ACH-001001,-0.4035449082031213
ACH-001020,-0.6443068405144098
ACH-001028,-0.32964392019390043
ACH-001031,-0.821326935486529
ACH-001038,-0.4891208424636134
ACH-001048,-0.6362441526725789
ACH-001050,-0.7545728294837438
ACH-001053,-0.587589403486072
ACH-001054,-0.5169075942517796
ACH-001061,-0.5601222832856938
ACH-001067,-0.7596113987132735
ACH-001075,-0.6724352449662758
ACH-001096,-0.5872459381606133
ACH-001111,-0.19822746150841514
ACH-001119,-0.4393616448899617
ACH-001128,-0.6019674699198152
ACH-001134,-0.4656629686041385
ACH-001151,-0.5155412615366435
ACH-001163,-0.4224458332357333
ACH-001164,-0.7310693996561192
ACH-001183,-0.7943805396298851
ACH-001192,-0.5594782985817657
ACH-001193,-0.6494109284936214
ACH-001196,-0.4538064821107346
ACH-001197,-0.527915366123869
ACH-001205,-0.6343034559588188
ACH-001211,-0.6285449179508028
ACH-001212,-0.568966291221563
ACH-001228,-0.6197119160701497
ACH-001232,-0.6403268709642899
ACH-001239,-0.668586543756989
ACH-001270,-0.4032290735809965
ACH-001274,-0.4511983627789024
ACH-001275,-0.4419353932582024
ACH-001277,-0.33653848224333816
ACH-001278,-0.8142946727613508
ACH-001280,-0.3703500401109561
ACH-001283,-0.367007908759474
ACH-001289,-0.7761757245201448
ACH-001300,-0.5387103740822766
ACH-001301,-0.6586767490903049
ACH-001302,-0.6808069578790149
ACH-001306,-0.5708681122686012
ACH-001318,-0.5319350096282148
ACH-001322,-0.5321300097359176
ACH-001328,-0.6320068468410619
ACH-001332,-0.4485537056203863
ACH-001336,-0.6412450199534042
ACH-001346,-0.5399047850008971
ACH-001353,-0.3579938389207621
ACH-001354,-0.6429042931420191
ACH-001367,-0.29262033907378776
ACH-001368,-0.25955014954773314
ACH-001374,-0.6389097255670004
ACH-001377,-0.5594058678554948
ACH-001380,-0.6517253296863214
ACH-001391,-0.3946472582612162
ACH-001408,-0.5840735297622746
ACH-001430,-0.6402101420718627
ACH-001431,-0.3666806078063243
ACH-001450,-0.2461318645992613
ACH-001496,-0.2574936543243892
ACH-001500,-0.5927773924703913
ACH-001523,-0.6290928957649236
ACH-001532,-0.8164356664299026
ACH-001550,-0.5885775097093036
ACH-001552,-0.5609046963797842
ACH-001554,-0.4587130683294976
ACH-001654,-0.4307519359144879
ACH-001735,-0.3094103187629051
ACH-001736,-0.5727437921853281
ACH-001737,-0.38483850449449664
ACH-001740,-0.3966906546958253
ACH-001745,-0.3942331032556897
ACH-001765,-0.41381054078842
