,CENPE (1062)
ACH-000004,-0.5388201859049959
ACH-000005,-0.31145929488571866
ACH-000007,-0.758919616032466
ACH-000009,-0.4317963187153192
ACH-000011,-0.5972693481830922
ACH-000012,-0.451133138735916
ACH-000013,-0.4962342632535875
ACH-000014,-0.7470841980254752
ACH-000015,-0.6554281366595485
ACH-000017,-0.3437254346033297
ACH-000018,-0.44452332433965497
ACH-000019,-0.2563441179392084
ACH-000021,-0.4588913317802671
ACH-000022,-0.4236043294387271
ACH-000025,-0.5137127762746161
ACH-000028,-0.5455121822270309
ACH-000030,-0.5304282171524497
ACH-000035,-0.28893373711552445
ACH-000036,-0.4412951649671261
ACH-000037,-0.6766754272558153
ACH-000039,-0.43998914487247576
ACH-000040,-0.5886353974791279
ACH-000041,-0.17297405662490387
ACH-000042,-0.2888273035875297
ACH-000045,-0.5423212808440467
ACH-000047,-0.43168234308745895
ACH-000052,-0.3231745583110126
ACH-000053,-0.3312356824107184
ACH-000054,-0.5028793586149296
ACH-000055,-0.4207491117150216
ACH-000060,-0.5566870749195447
ACH-000067,-0.5114068168180615
ACH-000070,-0.6265717887569777
ACH-000075,-0.3075003533391789
ACH-000078,-0.8448464068907912
ACH-000082,-0.5661282551671721
ACH-000085,-0.6245932207663993
ACH-000086,-0.572942856801959
ACH-000087,-0.31451224498919866
ACH-000092,-0.6565783181515689
ACH-000095,-0.4988298244571423
ACH-000097,-0.5718439419352389
ACH-000098,-0.5832376388445736
ACH-000099,-0.5353598435952641
ACH-000108,-0.4382087606536427
ACH-000113,-0.5557172736553031
ACH-000116,-0.7595639816397767
ACH-000118,-0.34490702366512804
ACH-000120,-0.6191561483294509
ACH-000123,-0.5574052316800229
ACH-000127,-0.4952880380517735
ACH-000128,-0.5633046085027444
ACH-000132,-0.6077370005104312
ACH-000133,-0.4459812525523068
ACH-000137,-0.6129621510582861
ACH-000138,-0.3981495942549648
ACH-000142,-0.4077334601650092
ACH-000143,-0.5753925926692287
ACH-000146,-0.38474908517297984
ACH-000148,-0.6546567234482641
ACH-000150,-0.6099095388872502
ACH-000152,-0.5874039636752751
ACH-000153,-0.6206876827059971
ACH-000159,-0.675646626067087
ACH-000160,-0.530137187094193
ACH-000163,-0.33366544132749315
ACH-000167,-0.8034656207813378
ACH-000168,-0.4982763471924968
ACH-000169,-0.6426699588838578
ACH-000178,-0.6021441563517951
ACH-000183,-0.17184716491735486
ACH-000188,-0.4496068607090623
ACH-000189,-0.8151979067780398
ACH-000190,-0.6777118228177968
ACH-000198,-0.4772876058968052
ACH-000203,-0.7788011097921446
ACH-000204,-0.4310862386973217
ACH-000206,-0.6332212512418411
ACH-000207,-0.11827579014338173
ACH-000208,-0.3700460749444988
ACH-000210,-1.0599141948502362
ACH-000211,-0.7913306451205723
ACH-000215,-0.4635951728723835
ACH-000221,-0.6763314454782156
ACH-000222,-0.3328357922158791
ACH-000223,-0.4750181918629612
ACH-000226,-0.6194462062236745
ACH-000227,-0.6544233355144239
ACH-000228,-0.3721637020375015
ACH-000231,-0.6030493988956299
ACH-000232,-0.4997342417168625
ACH-000233,-0.36017524385366523
ACH-000234,-0.8152096119075614
ACH-000235,-0.4633147961228843
ACH-000237,-0.7595877990280496
ACH-000238,-0.6442329959296985
ACH-000242,-0.07497340620049175
ACH-000243,-0.4554454175182786
ACH-000244,-0.8080454739606227
ACH-000246,-0.6001012077090578
ACH-000248,-0.4982014111437628
ACH-000250,-0.5924688609039821
ACH-000251,-0.3935636920519547
ACH-000252,-0.6716084039128862
ACH-000253,-0.4135242807792098
ACH-000255,-0.6453927374838614
ACH-000256,-0.5137620875995084
ACH-000257,-0.7686197841691642
ACH-000258,-0.2265336138382552
ACH-000259,-0.563976681241278
ACH-000260,-0.5248418496761043
ACH-000261,-0.42203185070790505
ACH-000262,-0.3356803459113101
ACH-000263,-0.4679264813017053
ACH-000264,-0.5586726356951248
ACH-000265,-0.6595146025947981
ACH-000266,-0.494788241707624
ACH-000272,-0.7221750079054763
ACH-000274,-0.5648891585967685
ACH-000277,-0.5432690502397873
ACH-000278,-0.7062976346989209
ACH-000279,-0.5137449380056917
ACH-000280,-0.7048672158855271
ACH-000281,-0.5249472263195769
ACH-000288,-0.4120772129710245
ACH-000291,-0.3537329415595852
ACH-000293,-0.6073323684508521
ACH-000294,-0.5506111217603404
ACH-000295,-0.4629505540744712
ACH-000296,-0.4306090068157367
ACH-000302,-0.7097474326187931
ACH-000304,-0.18666626170388026
ACH-000307,-0.42148170085743053
ACH-000308,-0.6311366231064851
ACH-000310,-0.6818641215443608
ACH-000311,-0.4444272123859647
ACH-000312,-0.491743304232044
ACH-000315,-0.08188995180841661
ACH-000316,-0.675373138763125
ACH-000317,-0.8300602823663171
ACH-000318,-0.4345718302093793
ACH-000319,-0.6192236289234935
ACH-000320,-0.5826972859291766
ACH-000322,-0.7434280482517704
ACH-000323,-0.5675730980015582
ACH-000324,-0.7365744801728509
ACH-000329,-0.3447199985720643
ACH-000330,-0.3438658508276351
ACH-000331,-0.6827619142598554
ACH-000332,-0.5126719947517826
ACH-000334,-0.15371750523624353
ACH-000335,-0.3234640087962214
ACH-000336,-0.4208019740724307
ACH-000337,-0.18958552916679772
ACH-000338,-0.2865551792071773
ACH-000339,-0.3333931562043091
ACH-000341,-0.6676051925952508
ACH-000348,-0.4974088533571658
ACH-000350,-0.524251413880327
ACH-000352,-0.4395109300470866
ACH-000356,-0.3555698441512229
ACH-000361,-0.5418191588352218
ACH-000362,-0.5334302288505802
ACH-000363,-0.1692719782165348
ACH-000364,-0.4929866173849637
ACH-000365,-0.3486418552884586
ACH-000366,-0.6214180796410682
ACH-000368,-0.7095014155353824
ACH-000374,-0.4348294710839379
ACH-000375,-0.7233502699868763
ACH-000376,-0.4416417864380097
ACH-000381,-0.7090059194825484
ACH-000383,-0.35416708634220306
ACH-000387,-0.5274333002634093
ACH-000389,-0.6116555984767013
ACH-000390,-0.3796878910224679
ACH-000393,-0.7335658962360008
ACH-000395,-0.4513993866286313
ACH-000396,-0.3898991731001527
ACH-000397,-0.7969228191660429
ACH-000401,-0.5944425732859809
ACH-000402,-0.6944719034312563
ACH-000403,-0.5099262952008654
ACH-000404,-0.5795718250736162
ACH-000406,-0.6890190522279279
ACH-000407,-0.8061754825647901
ACH-000408,-0.65468566450067
ACH-000410,-0.509651326300309
ACH-000411,-0.6521317644035713
ACH-000414,-0.6586631459442142
ACH-000415,-0.4660627154325244
ACH-000416,-0.4858541434667018
ACH-000420,-0.7036782833391211
ACH-000421,-0.3996727065931435
ACH-000424,-0.4219746677723709
ACH-000425,-0.7176779451650817
ACH-000426,-0.9297853064952628
ACH-000427,-0.4123610494518197
ACH-000433,-0.5949027185111287
ACH-000435,-0.8912803960984552
ACH-000436,-0.4941745146351508
ACH-000444,-0.6696675863918039
ACH-000445,-0.6291892188489265
ACH-000448,-0.4935520883228477
ACH-000450,-0.4017784789559845
ACH-000452,-0.46360473856929896
ACH-000454,-0.4444032295733225
ACH-000458,-0.4243845947832927
ACH-000459,-0.6178058746035114
ACH-000460,-0.718385315053734
ACH-000461,-0.37423581095144576
ACH-000463,-0.4811071035873601
ACH-000464,-0.5224528891245759
ACH-000466,-0.5081736104330924
ACH-000467,-0.5398039611454001
ACH-000468,-0.6170922799913597
ACH-000469,-0.6001600125610344
ACH-000470,-0.7674157659583106
ACH-000471,-0.5587467602091591
ACH-000472,-0.4796787665610845
ACH-000473,-0.871243922104343
ACH-000475,-0.513033302130921
ACH-000476,-0.6462522644602984
ACH-000477,-0.5541663756778945
ACH-000479,-0.4625862682865418
ACH-000480,-0.5122491638124974
ACH-000481,-0.7087352865086771
ACH-000483,-0.5505719052011611
ACH-000484,-0.53864552451005
ACH-000485,-0.7107526043969384
ACH-000486,-0.5441092466885933
ACH-000487,-0.4683936874019722
ACH-000488,-0.6009043071660977
ACH-000490,-0.5101213668397303
ACH-000491,-0.2909831240057222
ACH-000495,-0.7533297769291284
ACH-000496,-0.2934089251570957
ACH-000499,-0.42582875605627785
ACH-000500,-0.8063380670366547
ACH-000502,-0.5944793909245524
ACH-000503,-0.6253731313466679
ACH-000505,-0.6034261258672619
ACH-000507,-0.5914329405918463
ACH-000510,-0.5364676691513932
ACH-000511,-0.5312785520410318
ACH-000512,-0.2569955515525888
ACH-000516,-0.4146335173235123
ACH-000517,-0.6262735541778446
ACH-000518,-0.4657537204742805
ACH-000520,-0.5172270388686433
ACH-000521,-0.5578698371927178
ACH-000522,-0.5066001350954952
ACH-000524,-0.5773996795284421
ACH-000527,-0.6473547415376131
ACH-000528,-0.3685637818828316
ACH-000537,-0.38207820578012397
ACH-000541,-0.21014913504896346
ACH-000542,-0.6129231345337363
ACH-000544,-0.7273533699544688
ACH-000545,-0.6287799518045696
ACH-000547,-0.7415264973729285
ACH-000548,-0.4786450609196963
ACH-000549,-0.7523289396000691
ACH-000550,-0.8246206779173391
ACH-000552,-0.7012005330747962
ACH-000556,-0.6744655704639416
ACH-000557,-0.2786063423284888
ACH-000569,-0.7524372446101409
ACH-000570,-0.6587660981586758
ACH-000571,-0.28722378455759456
ACH-000573,-0.4156673561315562
ACH-000576,-0.22317533941807188
ACH-000579,-0.6709175350388825
ACH-000580,-0.6258878754042972
ACH-000584,-0.6627152682746985
ACH-000585,-0.6910211060431313
ACH-000588,-0.3669570447481281
ACH-000589,-0.5334304139196792
ACH-000591,-0.5504878895176492
ACH-000593,-0.40979370655147257
ACH-000600,-0.5580811973875769
ACH-000601,-0.5057121964320506
ACH-000605,-0.531917881710508
ACH-000606,-0.6824503832397186
ACH-000608,-0.4022072245191863
ACH-000614,-0.7187963074257191
ACH-000616,-0.6968031614381627
ACH-000618,-0.5240545540962825
ACH-000619,-0.6816728256295456
ACH-000620,-0.5991972158565592
ACH-000621,-0.6580618887902255
ACH-000622,-0.6466627029355608
ACH-000623,-0.476478397440808
ACH-000624,-0.5302790527081481
ACH-000627,-0.5435815574136645
ACH-000630,-0.6038488427079032
ACH-000631,-0.7194553472463613
ACH-000632,-0.4835034882107398
ACH-000633,-0.5272740544271518
ACH-000637,-0.6122930863877226
ACH-000638,-0.42100816512486455
ACH-000646,-0.4223610305298541
ACH-000647,-0.6688835386977997
ACH-000648,-0.7667288710449442
ACH-000649,-0.48604950030650507
ACH-000651,-0.7630704231958791
ACH-000652,-0.2578049505436256
ACH-000653,-0.5573940140902092
ACH-000657,-0.5782529182455453
ACH-000658,-0.2307863530268405
ACH-000661,-0.6798294508526436
ACH-000662,-0.5934582442725707
ACH-000663,-0.5967868487856294
ACH-000665,-0.3339284988660661
ACH-000671,-0.4942546293196731
ACH-000672,-0.4815643637816263
ACH-000673,-0.3883613469951175
ACH-000676,-0.4597698858791324
ACH-000677,-0.7182937822003042
ACH-000681,-0.5971013577734933
ACH-000683,-0.5177216730498473
ACH-000684,-0.5534494192152585
ACH-000688,-0.5334287353117151
ACH-000693,-0.4384873204137633
ACH-000694,-0.5300544014312604
ACH-000695,-0.2812849896562046
ACH-000696,-0.6598176142039072
ACH-000697,-0.5033376861257984
ACH-000699,-0.4393233810881576
ACH-000701,-0.4755765452299824
ACH-000706,-0.60850768678062
ACH-000711,-0.5552538657922365
ACH-000713,-0.6058420748228955
ACH-000714,-0.25784461651297425
ACH-000718,-0.5900133685836868
ACH-000720,-0.6656586341497318
ACH-000721,-0.4688101538479861
ACH-000724,-0.390758316980375
ACH-000725,-0.4351445394047356
ACH-000732,-0.5067666835206629
ACH-000734,-0.42747826243470505
ACH-000735,-0.5717409521986299
ACH-000736,-0.4979051704519688
ACH-000738,-0.6402656374308708
ACH-000746,-0.5692639818168244
ACH-000747,-0.5870013716122696
ACH-000748,-0.4119259507100013
ACH-000753,-0.4238037551676304
ACH-000756,-0.3006561518238009
ACH-000757,-0.2488403782894185
ACH-000758,-0.6003745519594889
ACH-000760,-0.4358837828856325
ACH-000762,-0.4549620870906566
ACH-000763,-0.601169164886602
ACH-000764,-0.3969124030799313
ACH-000765,-0.5022367802520751
ACH-000766,-0.3317495217552517
ACH-000767,-0.3542941434965525
ACH-000768,-0.4316832174586519
ACH-000769,-0.6418647390445406
ACH-000770,-0.2723934272255627
ACH-000771,-0.6588764520123712
ACH-000773,-0.6230633504498377
ACH-000776,-0.6812466981647856
ACH-000777,-0.7512359716481942
ACH-000778,-0.6431403549228859
ACH-000781,-0.6308807421145326
ACH-000782,-0.4422245983606152
ACH-000783,-0.2954447019851343
ACH-000784,-0.5818123293367138
ACH-000785,-0.4951758233032357
ACH-000787,-0.6344744211816484
ACH-000788,-0.5280475887112174
ACH-000791,-0.752506646155603
ACH-000792,-0.4954325550865107
ACH-000794,-0.4963962717592309
ACH-000796,-0.6129701309059326
ACH-000798,-0.3860185164964285
ACH-000799,-0.7097486141440541
ACH-000800,-0.5203392601625696
ACH-000802,-0.6495321639611017
ACH-000804,-0.6257841337119897
ACH-000805,-0.4597493154073572
ACH-000809,-0.3682846309509048
ACH-000810,-0.7390916732562777
ACH-000811,-0.6587026671746751
ACH-000817,-0.4037457935465097
ACH-000819,-0.7693538480348907
ACH-000820,-0.3766707813201564
ACH-000821,-0.3607046109729419
ACH-000822,-0.4691316896601429
ACH-000823,-0.5959532872840781
ACH-000824,-0.5890495319614016
ACH-000827,-0.5737296399775158
ACH-000829,-0.5118805053591179
ACH-000831,-0.7498645729430422
ACH-000832,-0.8557430275346951
ACH-000833,-0.5055425592822428
ACH-000834,-0.5053448879744386
ACH-000835,-0.5510109405709868
ACH-000836,-0.6074601876598167
ACH-000837,-0.3987879865049928
ACH-000838,-0.24889813344349904
ACH-000839,-0.4769986423305762
ACH-000840,-0.5345963428184215
ACH-000841,-0.5918301972750376
ACH-000843,-0.3605730051735593
ACH-000846,-0.5994310810756892
ACH-000847,-0.7481846253065307
ACH-000848,-0.6718904399825455
ACH-000849,-0.37710781879951855
ACH-000851,-0.3806510720615104
ACH-000855,-0.7482959182449445
ACH-000856,-0.5629843066219682
ACH-000858,-0.5373123632606034
ACH-000859,-0.5829289378571367
ACH-000861,-0.5222663263336844
ACH-000862,-0.5449033290303521
ACH-000865,-0.7170182181531234
ACH-000866,-0.4694553214440201
ACH-000867,-0.5524009645479093
ACH-000869,-0.5070795898383599
ACH-000872,-0.3775000172043561
ACH-000873,-0.6051566552325705
ACH-000876,-0.6474789563099336
ACH-000878,-0.4254357217519499
ACH-000880,-0.5409174715352831
ACH-000881,-0.6142116483455929
ACH-000882,-0.6395530339863211
ACH-000884,-0.3586497709872569
ACH-000885,-0.5667842397844208
ACH-000887,-0.4408947669045719
ACH-000889,-0.3710982499508561
ACH-000896,-0.4501075095142593
ACH-000898,-0.4123429861649762
ACH-000900,-0.4887346019214126
ACH-000901,-0.5359027380888701
ACH-000905,-0.4913963919270328
ACH-000906,-0.6617175641347386
ACH-000907,-0.5700973063541891
ACH-000910,-0.3844953985281094
ACH-000911,-0.6174328233806848
ACH-000912,-0.5478114940927578
ACH-000913,-0.3368044482881049
ACH-000915,-0.38503321237817695
ACH-000916,-0.6012755921890697
ACH-000917,-0.4864239973001482
ACH-000920,-0.4676451778368003
ACH-000921,-0.4447539085524663
ACH-000924,-0.5621986628386989
ACH-000926,-0.3840490878270731
ACH-000928,-0.5426555817483101
ACH-000929,-0.6879882567710087
ACH-000932,-0.5261354951428384
ACH-000935,-0.6189245261772547
ACH-000936,-0.530921632017665
