,PIP5K1A (8394)
ACH-000004,-0.2771091528144799
ACH-000005,-0.3922560521323207
ACH-000007,-0.17899977704962197
ACH-000009,-0.5119377033600221
ACH-000011,-0.3387884633460166
ACH-000012,-0.5621320791921592
ACH-000013,-0.4860166841924603
ACH-000014,-0.050204763873275056
ACH-000015,-0.16857986662213514
ACH-000017,-0.381977377863816
ACH-000018,-0.5822306193566056
ACH-000019,-0.3657361442866676
ACH-000021,-0.2716336312363072
ACH-000022,-0.4107472112305901
ACH-000025,-0.3808085610607295
ACH-000028,-0.3179525922123371
ACH-000030,-0.3153044044551772
ACH-000035,-0.27301906814612537
ACH-000036,-0.38037410646728653
ACH-000037,-0.3936095115283651
ACH-000039,-0.35966974663876705
ACH-000040,-0.31945667623095986
ACH-000041,-0.29055769510499063
ACH-000042,-0.110395184214441
ACH-000045,-0.1706217686881417
ACH-000047,-0.4360520072802691
ACH-000052,-0.4120304716193081
ACH-000053,-0.5195891136667768
ACH-000054,-0.20489954911294808
ACH-000055,-0.3353978149704796
ACH-000060,-0.11706138803708925
ACH-000067,-0.5012240306290632
ACH-000070,-0.1503774117990033
ACH-000075,-0.2998005960360945
ACH-000078,-0.15991802346307687
ACH-000082,-0.2794677068924539
ACH-000085,-0.17976987015121473
ACH-000086,-0.4598071810941674
ACH-000087,-0.22340581975520185
ACH-000092,-0.2432813733411872
ACH-000095,-0.2984459634184892
ACH-000097,-0.24956783374910885
ACH-000098,-0.4514310208241639
ACH-000099,-0.35234444955978234
ACH-000108,-0.3484685994991813
ACH-000113,-0.2800253580002673
ACH-000116,-0.38457823681690384
ACH-000118,-0.06037931813881875
ACH-000120,-0.2837327911565474
ACH-000123,-0.3218946105923597
ACH-000127,-0.3830804043363204
ACH-000128,-0.2794730535288489
ACH-000132,-0.2936267933716987
ACH-000133,-0.2541162358135861
ACH-000137,-0.2071007176154637
ACH-000138,-0.3336185761078964
ACH-000142,-0.5119254096924057
ACH-000143,-0.2541098701911098
ACH-000146,-0.20271695839293566
ACH-000148,-0.22562083897471985
ACH-000150,-0.3785825254641566
ACH-000152,-0.20616078883046404
ACH-000153,-0.22235764341056896
ACH-000159,-0.44230874511286383
ACH-000160,-0.25266844962327745
ACH-000163,-0.19345042694808132
ACH-000167,-0.5460417824240837
ACH-000168,-0.09847883760940207
ACH-000169,-0.3385505845279284
ACH-000178,-0.2320532299924597
ACH-000183,-0.1168424650381913
ACH-000188,-0.3165160691640234
ACH-000189,-0.4803687739318748
ACH-000190,-0.12589857179897754
ACH-000198,-0.4886862802490333
ACH-000203,-0.1768329194594116
ACH-000204,-0.3874276553886089
ACH-000206,-0.24799898190952946
ACH-000207,-0.3574387103861122
ACH-000208,-0.2381562249890967
ACH-000210,-0.5112009472462857
ACH-000211,-0.2820950687722389
ACH-000215,-0.4045100607221426
ACH-000221,-0.14225755344271093
ACH-000222,-0.23815644173729425
ACH-000223,-0.24281369716713186
ACH-000226,-0.26651509336425244
ACH-000227,-0.24274293151986534
ACH-000228,-0.3604534253821788
ACH-000231,-0.13577746248052455
ACH-000232,-0.3785315790401338
ACH-000233,-0.3540974590899739
ACH-000234,-0.2998853939253237
ACH-000235,-0.5706262880315895
ACH-000237,-0.6232116773863723
ACH-000238,-0.4508239581043911
ACH-000242,-0.4607819130029419
ACH-000243,-0.40924639725387735
ACH-000244,-0.4183264149949864
ACH-000246,-0.4924833252562146
ACH-000248,-0.4548730019243674
ACH-000250,-0.5193863114248991
ACH-000251,-0.2561501858171226
