,AHSA2 (130872)
ACH-000004,-0.059212299026946774
ACH-000005,-0.1102344747517175
ACH-000007,-0.0007408349581477018
ACH-000009,-0.11544559306292375
ACH-000011,-0.09712279118238344
ACH-000012,-0.2756312673465867
ACH-000013,-0.08096043249021523
ACH-000014,-0.1901484547045474
ACH-000015,0.057172725267533114
ACH-000017,-0.029687200863204376
ACH-000018,-0.1877652304163604
ACH-000019,0.018056053088830074
ACH-000021,-0.08803137937743205
ACH-000022,-0.028412770257839608
ACH-000025,-0.13047300153579647
ACH-000028,-0.19742065991242408
ACH-000030,-0.2472103107464443
ACH-000035,-0.05383872556649807
ACH-000036,-0.17752444729147196
ACH-000037,-0.30395894630038234
ACH-000039,0.015720363166010106
ACH-000040,-0.03287620757442986
ACH-000041,-0.09131102444291364
ACH-000042,-0.16667263043485406
ACH-000045,-0.058432980377282326
ACH-000047,-0.15630028722453254
ACH-000052,-0.06907211155779612
ACH-000053,-0.10947078836407152
ACH-000054,-0.07878078756492855
ACH-000055,-0.13417044179206072
ACH-000060,-0.127920690049167
ACH-000067,-0.21996116267484436
ACH-000070,-0.03336987098781545
ACH-000075,-0.08654735105410437
ACH-000078,-0.2045847944443193
ACH-000082,-0.08445310877080739
ACH-000085,-0.04187574897748587
ACH-000086,-0.16030153873727632
ACH-000087,-0.16605098973366292
ACH-000092,-0.2933781233437201
ACH-000095,-0.1104438352289034
ACH-000097,0.01392899146804133
ACH-000098,-0.044779584239829626
ACH-000099,-0.20589181083731187
ACH-000108,-0.1890683324114832
ACH-000113,-0.09765123600290644
ACH-000116,-0.1761817340468464
ACH-000118,-0.0868931563363651
ACH-000120,-0.09418204955038642
ACH-000123,-0.2855523774064733
ACH-000127,-0.13753299612405065
ACH-000128,-0.15817996429406592
ACH-000132,-0.23843032851488535
ACH-000133,-0.199333048935626
ACH-000137,-0.0586941145878627
ACH-000138,-0.22005394446524465
ACH-000142,-0.2524744624050911
ACH-000143,-0.11277226491218599
ACH-000146,-0.06987338407041978
ACH-000148,-0.12197573319631562
ACH-000150,0.006201097188644308
ACH-000152,-0.04397971861044868
ACH-000153,0.014808087343673056
ACH-000159,-0.08028462340738858
ACH-000160,-0.27218491193591665
ACH-000163,-0.2283325368632368
ACH-000167,-0.24184868457253855
ACH-000168,-0.15177911847789388
ACH-000169,-0.106033505465574
ACH-000178,-0.13704690390711213
ACH-000183,-0.2784173597210934
ACH-000188,-0.11489917322598653
ACH-000189,-0.2590248217065262
ACH-000190,-0.22521742169975975
ACH-000198,-0.19444318085489368
ACH-000203,-0.05972394732278233
ACH-000204,-0.2547808585228285
ACH-000206,-0.05598797045484713
ACH-000207,-0.19887110866868335
ACH-000208,0.031421937934828184
ACH-000210,-0.13433253426831554
ACH-000211,-0.09567409431414647
ACH-000215,-0.1181609906692642
ACH-000221,-0.09142207699956337
ACH-000222,2.423607204965762e-05
ACH-000223,-0.2124809285130171
ACH-000226,-0.05879023518811041
ACH-000227,0.006294669547091571
ACH-000228,0.002737536920982777
