,MZT2A (653784)
ACH-000444,-0.13828030727146826
ACH-000445,-0.3713728169624973
ACH-000448,-0.27205137402028234
ACH-000450,-0.3208947018999609
ACH-000452,-0.11153012276083472
ACH-000454,-0.2368348961923748
ACH-000458,-0.1849369298284349
ACH-000459,-0.02214609775833772
ACH-000460,-0.23658487757850635
ACH-000461,0.013282452398983235
ACH-000463,-0.2900584987923039
ACH-000464,-0.2634351554720413
ACH-000466,-0.30019563106894503
ACH-000467,-0.2842579258257961
ACH-000468,-0.27233223080145885
ACH-000469,-0.3796530956914496
ACH-000470,-0.24985086956132316
ACH-000471,-0.2614224466870958
ACH-000472,-0.22396685388618107
ACH-000473,-0.022700893324339503
ACH-000475,-0.2886895862438645
ACH-000476,-0.21304970577940716
ACH-000477,-0.23460149912392725
ACH-000479,-0.16983981512173393
ACH-000480,-0.3320473456301378
ACH-000481,-0.4019973405063896
ACH-000483,-0.21423344706414602
ACH-000484,-0.2314741334005102
ACH-000485,-0.25230566480497746
ACH-000486,-0.2329047462175193
ACH-000487,-0.21989722658036215
ACH-000488,-0.14345870893039364
ACH-000490,-0.1419317580772908
ACH-000491,-0.4215305245476743
ACH-000495,-0.33773897181404555
ACH-000496,-0.33108130009833925
ACH-000499,-0.3894641033195788
ACH-000500,-0.44123143770342654
ACH-000502,-0.10175800756704396
ACH-000503,0.013009049907656941
ACH-000505,-0.271094471696881
ACH-000507,-0.21297722162912425
ACH-000510,-0.3495271865654704
ACH-000511,-0.2661719177680167
ACH-000512,-0.27490797953106144
ACH-000516,-0.3361392008916824
ACH-000517,-0.19774971211467765
ACH-000518,-0.13923764808677622
ACH-000520,-0.32726417765227084
ACH-000521,-0.2975909210999217
ACH-000522,-0.31598891888719266
ACH-000524,-0.15823462904469776
ACH-000527,-0.15380858285985036
ACH-000528,-0.2234006405941468
ACH-000537,-0.20757599628791032
ACH-000541,-0.30005439461776817
ACH-000542,-0.17348846320113864
ACH-000544,-0.10717674331453407
ACH-000545,-0.3331984868124604
ACH-000547,-0.25890301566013196
ACH-000548,-0.21911030306594734
ACH-000549,-0.273229529634661
ACH-000550,-0.44380509503467536
ACH-000552,-0.26337392694341377
ACH-000556,-0.3438963894518297
ACH-000557,-0.2895306704499248
ACH-000569,-0.04191682747625442
ACH-000570,-0.26098393075800524
ACH-000571,-0.2200945345762104
ACH-000573,-0.24822063019585966
ACH-000576,-0.04616312466583768
ACH-000579,-0.22072435827508693
ACH-000580,-0.2309490918664453
ACH-000584,-0.2730266901874106
ACH-000585,-0.2469787313881826
ACH-000588,-0.18250321515031467
ACH-000589,-0.1208868074871978
ACH-000591,-0.3553464108126198
ACH-000593,-0.18197376752596972
ACH-000600,-0.2587325106924411
ACH-000601,-0.2595865850899167
ACH-000605,-0.36555771305209706
ACH-000606,-0.3099825224235497
ACH-000608,-0.2646814081764044
ACH-000614,-0.3990954857337117
ACH-000616,-0.21845676694811664
ACH-000618,-0.19273733561580075
ACH-000619,-0.15360478250457513
ACH-000620,-0.2481703120603392
ACH-000621,-0.20023760445797575
ACH-000622,-0.3885238906539829
ACH-000623,-0.4345537915007652
ACH-000624,-0.2653021666103451
ACH-000627,-0.15800458990729727
ACH-000630,-0.334600119445851
ACH-000631,-0.1558156037948998
ACH-000632,-0.3286673088766681
ACH-000633,-0.23204681613686715
ACH-000637,-0.2749066527051325
ACH-000638,-0.2888879324184599
ACH-000646,-0.2897522288083013
ACH-000647,-0.2547227581630489
ACH-000648,-0.15133236423648475
ACH-000649,-0.2788311747922402
ACH-000651,-0.2325000947158563
ACH-000652,-0.3567498892898453
ACH-000653,-0.18815145914987524
ACH-000657,-0.18789495251417948
ACH-000658,-0.3598521363615592
ACH-000661,-0.2284412037176539
ACH-000662,0.01774005870931699
ACH-000663,-0.4348858855173196
ACH-000665,-0.2283453566255469
ACH-000671,-0.0649973721202996
ACH-000672,-0.13171026406563735
ACH-000673,-0.24502347663569796
ACH-000676,-0.30869427793787835
ACH-000677,-0.2376290056800669
ACH-000681,-0.21784453181543664
ACH-000683,-0.3036488159143503
ACH-000684,-0.2639615367232656
ACH-000688,-0.2327423483572001
ACH-000693,-0.19375662173924094
ACH-000694,-0.20438226508032584
ACH-000695,-0.4111328260773788
ACH-000696,-0.27965696182102434
ACH-000697,-0.3804763055764199
ACH-000699,-0.4201543437258941
ACH-000701,-0.2566797330191539
ACH-000706,-0.3442601864644103
ACH-000711,-0.1988272367536458
ACH-000713,-0.2754721640219456
ACH-000714,-0.25119996513019016
ACH-000718,-0.32715971650135983
ACH-000720,-0.14380197181389384
ACH-000721,-0.387658085215329
ACH-000724,-0.20022607669217532
ACH-000725,-0.20504503220510464
ACH-000732,-0.17919141546247028
ACH-000734,-0.3122851450107401
ACH-000735,-0.26746682796214954
ACH-000736,-0.10069992053191737
ACH-000738,-0.29069787628017274
ACH-000746,-0.32576951904277873
ACH-000747,-0.4809218666372453
ACH-000748,-0.26126175499764404
ACH-000753,-0.17651065913894518
ACH-000756,-0.1045153552473238
ACH-000757,-0.1900397196773929
ACH-000758,-0.0961710479510793
ACH-000760,-0.2881282778886641
ACH-000762,-0.3299373337925192
ACH-000763,-0.4399234936990885
ACH-000764,-0.4930505675391086
ACH-000765,-0.4606441251813657
ACH-000766,-0.21396853343005212
ACH-000767,-0.17310138158967064
ACH-000768,-0.29437775948381273
ACH-000769,-0.4403827275881636
ACH-000770,-0.25616989298128984
ACH-000771,-0.21519135649217574
ACH-000773,-0.34363662387212623
ACH-000776,-0.18649566199160605
ACH-000777,-0.17635582811842973
ACH-000778,-0.14150613246601876
ACH-000781,-0.19659242255874088
ACH-000782,-0.21423941906609376
ACH-000783,-0.17580523669201684
ACH-000784,-0.200071513320833
ACH-000785,-0.14634566342041744
ACH-000787,-0.2880402999404317
ACH-000788,-0.24187766904293065
ACH-000791,-0.2099952025040144
ACH-000792,-0.26946594885529346
ACH-000794,-0.08884816342889819
ACH-000796,-0.2398820856228973
ACH-000798,-0.4914639879345833
ACH-000799,-0.19273195680270652
ACH-000800,-0.18239597922069906
ACH-000802,-0.24979583594434085
ACH-000804,-0.26930539985292473
ACH-000805,-0.012082107731377526
ACH-000809,-0.18728224403720464
ACH-000810,-0.13568602374879893
ACH-000811,-0.24025674110096396
ACH-000817,-0.0839372757317161
ACH-000819,-0.3941175846960358
ACH-000820,-0.0994812265349629
ACH-000821,-0.19682069951694156
ACH-000822,-0.2035737671548596
ACH-000823,-0.2241644341453156
ACH-000824,-0.14359914173212285
ACH-000827,-0.25755047357800515
ACH-000829,-0.1016804480775258
ACH-000831,-0.2871799061139906
ACH-000832,-0.21390738791480304
ACH-000833,-0.03469008250744299
ACH-000834,-0.2658100395979233
ACH-000835,-0.3204011976763987
ACH-000836,-0.2225887131984424
ACH-000837,-0.11020663560706488
ACH-000838,-0.15816719012733946
ACH-000839,-0.09788807926319616
ACH-000840,-0.3697997273603866
ACH-000841,-0.11995059541690264
ACH-000843,-0.2184182094140012
ACH-000846,-0.1937681407644117
ACH-000847,-0.4453702536194009
ACH-000848,-0.3296252607286365
ACH-000849,-0.3311459620811539
ACH-000851,-0.4056417451022929
ACH-000855,-0.3742316962696715
ACH-000856,-0.20188521933878664
ACH-000858,-0.23370852920366286
ACH-000859,-0.4277496047797555
ACH-000861,-0.2878942586625343
ACH-000862,-0.44758894163628204
ACH-000865,-0.2984974944163667
ACH-000866,-0.2519542594211988
ACH-000867,-0.07959604758466092
ACH-000869,-0.3598852308310165
ACH-000872,-0.3860351557308305
ACH-000873,-0.4979071470845186
ACH-000876,-0.1624333868434749
ACH-000878,-0.37002031357557824
ACH-000880,-0.11702180549524052
ACH-000881,-0.41040030537463
ACH-000882,-0.27047458974109984
ACH-000884,-0.18890722929524567
ACH-000885,-0.23284569268294145
ACH-000887,-0.1697600971464118
ACH-000889,-0.39287345512993255
ACH-000896,-0.12664017202385536
ACH-000898,-0.3186011942365355
ACH-000900,-0.2303794218282532
ACH-000901,-0.2716072213543496
ACH-000905,-0.2579160855738277
ACH-000906,-0.2648027096875873
ACH-000907,-0.2931292403844056
ACH-000910,-0.2307890661870475
ACH-000911,-0.1441395006360566
ACH-000912,-0.4074596697911688
ACH-000913,-0.17420007732068934
ACH-000915,-0.17996115286344402
ACH-000916,0.1121161648115713
ACH-000917,-0.336745450470822
ACH-000920,-0.15619889025101905
ACH-000921,-0.37264108455123546
ACH-000924,-0.3183112492152678
ACH-000926,-0.2368671157013253
ACH-000928,-0.1956443686846203
ACH-000929,-0.0771542077263474
ACH-000932,-0.3439307357425521
ACH-000935,-0.15742753057071446
ACH-000936,-0.15952427660463056
ACH-000937,-0.13258092283994602
ACH-000938,-0.1977276489786696
ACH-000939,-0.1842762141062785
ACH-000941,-0.376836716694877
ACH-000943,-0.19318497184919348
ACH-000946,-0.2442046823637019
ACH-000947,-0.2455519386922557
ACH-000948,-0.19181598871207728
ACH-000950,-0.3621200427649671
ACH-000953,-0.1430948242319836
ACH-000954,-0.39384947966352013
ACH-000957,-0.12124981986316055
ACH-000958,0.0963900173115988
ACH-000960,-0.25128792145894424
ACH-000963,-0.18337902835598094
ACH-000968,-0.2830708298029499
ACH-000969,-0.22565127070919605
ACH-000972,-0.2980192767352226
ACH-000973,-0.15694471915397995
ACH-000974,-0.002041756538732473
ACH-000978,-0.3525418041674794
ACH-000984,-0.2595620104977441
ACH-000986,-0.3879564829940357
ACH-000988,-0.03133343936470828
ACH-000993,-0.2848869526532407
ACH-000994,-0.25461292830178106
ACH-000996,-0.08952822943739888
ACH-001001,-0.11491310266563932
ACH-001020,-0.2813537707676047
ACH-001028,-0.2650281177585957
ACH-001031,-0.3389288791928346
ACH-001038,-0.2355069099735814
ACH-001048,-0.31888503029184656
ACH-001050,-0.2404800386612373
ACH-001053,-0.26393827223735383
ACH-001054,-0.2910837116203134
ACH-001061,-0.2783500508497055
ACH-001067,-0.20918117316180795
ACH-001075,-0.1445103210541909
ACH-001096,-0.10729907175176907
ACH-001111,-0.17474136741449994
ACH-001119,-0.3906412492074842
ACH-001128,-0.4944992930428637
ACH-001134,-0.5818466082701761
ACH-001151,-0.19365284971724928
ACH-001163,-0.26936320235002914
ACH-001164,-0.08007813486226392
ACH-001183,-0.09209572387556067
ACH-001192,-0.28759002223150304
ACH-001193,-0.273221984932235
ACH-001196,-0.16504681236787944
ACH-001197,-0.21572624539059726
ACH-001205,-0.2772787666981152
ACH-001211,-0.20703388804025086
ACH-001212,-0.5029310349624744
ACH-001228,-0.09721717223886116
ACH-001232,-0.07324045226256141
ACH-001239,-0.43616780226236657
ACH-001270,-0.1262346465039566
ACH-001274,-0.35866155250308623
ACH-001275,-0.23245246241511885
ACH-001277,-0.3555555560379697
ACH-001278,-0.2263488474249919
ACH-001280,-0.09349557497449416
ACH-001283,-0.247756676013862
ACH-001289,-0.056040845318602615
ACH-001300,-0.21399052839298208
ACH-001301,-0.2735028976866221
ACH-001302,-0.4550075772519224
ACH-001306,-0.4329547241715102
ACH-001318,-0.3612675187914301
ACH-001322,-0.14704267172231747
ACH-001328,-0.2270415849822945
ACH-001332,-0.10441727467136992
ACH-001336,-0.27850525603342485
ACH-001346,-0.11416599874773202
ACH-001353,-0.22479013106430487
ACH-001354,-0.544312697529579
ACH-001367,-0.4097906760423507
ACH-001368,-0.256902148483774
ACH-001374,-0.3649946043411625
ACH-001377,-0.1061507020968659
ACH-001380,-0.2212956620897788
ACH-001391,-0.2890045921024552
ACH-001408,-0.2902189358774261
ACH-001430,-0.13679501762954402
ACH-001431,-0.2860275519123777
ACH-001450,-0.20403299822587415
ACH-001496,-0.2595859733987075
ACH-001500,-0.25092229256564874
ACH-001523,-0.2684418025499606
ACH-001532,-0.3633714201560557
ACH-001550,-0.23665483342880506
ACH-001552,-0.2242225493705851
ACH-001554,-0.18470914539931815
ACH-001654,-0.22468828883459727
ACH-001735,-0.21411633298107066
ACH-001736,-0.16606550313907845
ACH-001737,0.17194063386853609
ACH-001740,-0.2516956948304464
ACH-001745,-0.18799385369354454
ACH-001765,-0.3415849583773273
