,PHAX (51808)
ACH-000167,0.04468364024366124
ACH-000168,-0.7137018282985909
ACH-000169,-0.7964081880750619
ACH-000178,-0.6604182416338535
ACH-000183,-0.7410331245726419
ACH-000188,-0.6099446313315989
ACH-000189,-0.674903504628932
ACH-000190,-0.7535686066332994
ACH-000198,-0.8121112986358948
ACH-000203,-1.0062127198143214
ACH-000204,-0.6725740565316893
ACH-000206,-0.5135702038883053
ACH-000207,-0.7150353207629271
ACH-000208,-0.7684553287384842
ACH-000210,-0.6102062023555535
ACH-000211,-0.5901752610316655
ACH-000215,-0.5385500002778258
ACH-000221,-0.6084793900242931
ACH-000222,-0.4186334611187001
ACH-000223,-0.7087303849740219
ACH-000226,-0.5937882004433689
ACH-000227,-0.5904035731667382
ACH-000228,-0.9632553184834308
ACH-000231,-0.5068581411951479
ACH-000232,-0.5066797269971293
ACH-000233,-0.3993359846655625
ACH-000234,-0.762303439529538
ACH-000235,-0.7869657246135597
ACH-000237,-0.8512066614876294
ACH-000238,-0.6872888840598994
ACH-000242,-0.37293206888532304
ACH-000243,-0.8374357342406422
ACH-000244,-0.5952816404454602
ACH-000246,-0.8762661025570769
ACH-000248,-0.7489340735228686
ACH-000250,-1.0031464132700545
ACH-000251,-0.5919691668169645
ACH-000252,-0.6448067500722745
ACH-000253,-0.693537343547464
ACH-000255,-0.9012794600444216
ACH-000256,-0.5449300577416093
ACH-000257,-0.7067725137370207
ACH-000258,-0.7419335989752409
ACH-000259,-0.7356509406458744
ACH-000260,-0.6174309907029505
ACH-000261,-0.5295555175306189
ACH-000262,-0.4031480879979583
ACH-000263,-0.6064849747665773
ACH-000264,-0.6662747347389166
ACH-000265,-0.6190713791094501
ACH-000266,-0.9191423248774352
ACH-000272,-0.7070136007498499
ACH-000274,-0.3726598760196512
ACH-000277,-0.7520395298366617
ACH-000278,-0.8429693904506076
ACH-000279,-0.5978664081714917
ACH-000280,-0.6458305806525545
ACH-000281,-0.7042624078882846
ACH-000288,-0.492194055724739
ACH-000291,-0.6411948223042269
ACH-000293,-0.7709463778969262
ACH-000294,-0.5959474062459268
ACH-000295,-0.5894749383834033
ACH-000296,-0.6518819763503929
ACH-000302,-0.4654113805097473
ACH-000304,-0.42076737680764104
ACH-000307,-0.7257941958642795
ACH-000308,-0.6423290958957208
ACH-000310,-0.450866672549008
ACH-000311,-0.5528963687638582
ACH-000312,-0.6527721131600194
ACH-000315,-0.9821206773548103
ACH-000316,-0.4479268371079783
ACH-000317,-0.4627527702706464
ACH-000318,-0.6520810836724846
ACH-000319,-0.8762584742440479
ACH-000320,-0.5830309682373099
ACH-000322,-0.7637578779844246
ACH-000323,-0.6579859328994342
ACH-000324,-0.6335848841906526
ACH-000329,-0.4650537008381645
ACH-000330,-0.8329302970375291
ACH-000331,-0.8199730839934672
ACH-000332,-0.5501431877751638
ACH-000334,-0.7060904920083617
ACH-000335,-0.497876776519031
ACH-000336,-0.6976983463856297
ACH-000337,-0.83774744277914
ACH-000338,-0.8985910115327299
ACH-000339,-0.7965023614802916
ACH-000341,-0.4870934926539426
ACH-000348,-0.69014376478496
ACH-000350,-0.6098407865333968
ACH-000352,-0.8481692189840793
ACH-000356,-0.5228282182796545
ACH-000361,-0.529431474237308
ACH-000362,-0.6291427235690552
ACH-000363,-0.4686578499633016
ACH-000364,-0.7498585406897923
ACH-000365,-0.6917290549055589
ACH-000366,-0.7838114652013224
ACH-000368,-0.7848030756624954
ACH-000374,-0.5443714473499383
ACH-000375,-0.5869736440922524
ACH-000376,-0.5299057701741235
ACH-000381,-0.6156082060431441
ACH-000383,-0.5327936747744629
ACH-000387,-0.5908608569228032
ACH-000389,-0.6026010241179712
ACH-000390,-0.8076998725378628
ACH-000393,-0.7737388927154106
ACH-000395,-0.6240597403642267
ACH-000396,-0.8867616423950857
ACH-000397,-0.6449425300631816
ACH-000401,-0.8290893714768995
ACH-000402,-1.0050958057210977
ACH-000403,-0.6014982361146248
ACH-000404,-0.7153959158431598
ACH-000406,-0.9674741189260816
ACH-000407,-0.8234585896673978
ACH-000408,-0.6966390062196464
ACH-000410,-0.9512086567055416
ACH-000411,-0.8050134053720439
ACH-000414,-0.7090663914616991
ACH-000415,-0.6635135758157734
ACH-000416,-0.8232412292242891
ACH-000420,-0.8950893481024345
ACH-000421,-0.9152813450525944
ACH-000424,-0.7493457623600505
ACH-000425,-0.9247593659905528
ACH-000426,-0.6849953916026525
ACH-000427,-0.4425928595081013
ACH-000433,-0.5916247088414266
ACH-000435,-0.8593956656684419
ACH-000436,-0.5841336417849776
ACH-000444,-0.6179475537048207
ACH-000445,-0.9727463032250084
ACH-000448,-0.7306270205048347
ACH-000450,-0.4715864435345863
ACH-000452,-0.6490165806509399
ACH-000454,-0.6398958787187271
ACH-000458,-0.6615172665373715
ACH-000459,-0.6102345683427263
ACH-000460,-0.6963157311888688
ACH-000461,-0.5918729741248849
ACH-000463,-0.7479594360730638
ACH-000464,-0.6348020177741734
ACH-000466,-0.5926004561492232
ACH-000467,-0.7232131495757012
ACH-000468,-0.8562744003762467
ACH-000469,-0.5434687146750532
ACH-000470,-0.9016654491853232
ACH-000471,-0.4860023572177545
ACH-000472,-0.5814738081780488
ACH-000473,-0.8645691234986926
ACH-000475,-0.6441382298399134
ACH-000476,-0.8762560281104371
ACH-000477,-0.5815054957026923
ACH-000479,-0.4102411444047372
ACH-000480,-0.5965882058296886
ACH-000481,-0.9886677784850484
ACH-000483,-0.8943421927926183
ACH-000484,-1.0589324132903126
ACH-000485,-0.647082743110687
ACH-000486,-0.6169127158829333
ACH-000487,-0.7652112200253054
ACH-000488,-0.8142615015382387
ACH-000490,-0.6816899864923308
ACH-000491,-0.5839475388264169
ACH-000495,-0.5903273979636944
ACH-000496,-0.4956817155933907
ACH-000499,-0.7578498746170668
ACH-000500,-0.913189984953532
ACH-000502,-0.6839257249565585
ACH-000503,-0.9302356455169462
ACH-000505,-0.5149906217383041
ACH-000507,-0.904909613299186
ACH-000510,-0.5450429109243828
ACH-000511,-0.5660241243215985
ACH-000512,-0.7897274460541559
ACH-000516,-0.461840602681456
ACH-000517,-0.7062868923181148
ACH-000518,-0.6576314091507898
ACH-000520,-0.5425341987660248
ACH-000521,-0.9409954438344954
ACH-000522,-0.5543319732288201
ACH-000524,-1.0838051023288018
ACH-000527,-0.7354702119493512
ACH-000528,-0.6399465544134358
ACH-000537,-0.9632269812500301
ACH-000541,-0.5479732557087921
ACH-000542,-0.5475889112846859
ACH-000544,-0.757896310017054
ACH-000545,-0.6619073979567209
ACH-000547,-0.6877532172786334
ACH-000548,-0.6909883538248781
ACH-000549,-0.6556718908213438
ACH-000550,-0.677688473638234
ACH-000552,-0.5625996013492834
ACH-000556,-0.5395797665068479
ACH-000557,-0.5741203343425306
ACH-000569,-0.5918792398338764
ACH-000570,-0.4897568338205338
ACH-000571,-0.3628125505452999
ACH-000573,-0.9597099053217144
ACH-000576,-0.5419411007430202
ACH-000579,-0.3247747618516051
ACH-000580,-0.8490839073750757
ACH-000584,-1.0438674218456023
ACH-000585,-0.6035939549055307
ACH-000588,-0.5956722999350804
ACH-000589,-0.8106333333534114
ACH-000591,-0.5410164256598953
ACH-000593,-0.7515946665709641
ACH-000600,-0.3129729937790937
ACH-000601,-0.5150268518516626
ACH-000605,-0.7616594573026848
ACH-000606,-0.7603014670645126
ACH-000608,-0.6975019083197661
ACH-000614,-0.7410961323584545
ACH-000616,-0.6744428510012834
ACH-000618,-0.922255809713858
ACH-000619,-0.5014833033198896
ACH-000620,-0.6072630170472075
ACH-000621,-0.468225644620613
ACH-000622,-0.7846534692824885
ACH-000623,-0.4895622406050076
ACH-000624,-0.7202188474964544
ACH-000627,-0.5773081240140177
ACH-000630,-0.5944598891461744
ACH-000631,-0.2125585621674023
ACH-000632,-0.545860120880901
ACH-000633,-0.5499363838020276
ACH-000637,-0.8990096626327506
ACH-000638,-0.6933751203499403
ACH-000646,-0.6255266552383478
ACH-000647,-0.7728018689809248
ACH-000648,-0.4898391037710182
ACH-000649,-0.6850126777138351
ACH-000651,-0.8542492743084439
ACH-000652,-0.612121859241612
ACH-000653,-0.8501846079695755
ACH-000657,-0.7906109433529006
ACH-000658,-0.33333663787665724
ACH-000661,-0.7012942236161706
ACH-000662,-0.9216096763802184
ACH-000663,-0.766895007062008
ACH-000665,-0.8413104458505832
ACH-000671,-0.4063772562599597
ACH-000672,-0.7555286686789048
ACH-000673,-0.6209902689809551
ACH-000676,-0.6061335427361425
ACH-000677,-0.5897649275001999
ACH-000681,-0.6152174196346789
ACH-000683,-0.7976179573057367
ACH-000684,-0.6961291647090602
ACH-000688,-0.5547732652578529
ACH-000693,-0.9479926767446004
ACH-000694,-0.7345379985786534
ACH-000695,-0.6144827886335589
ACH-000696,-0.8012904220725411
ACH-000697,-0.8349446233827533
ACH-000699,-0.8816698263788308
ACH-000701,-0.7077410459725891
ACH-000706,-0.9198502206774368
ACH-000711,-0.502206015236599
ACH-000713,-0.609946326597367
ACH-000714,-0.6364383179415188
ACH-000718,-0.6301309651414103
ACH-000720,-0.5935504431256856
ACH-000721,-0.6465669488548289
ACH-000724,-0.5685283954433652
ACH-000725,-0.6365701122134606
ACH-000732,-0.6559868651816901
ACH-000734,-0.6325261511296286
ACH-000735,-0.6415037731506957
ACH-000736,-0.826952517965829
ACH-000738,-0.6533232570682791
ACH-000746,-0.9210460619997644
ACH-000747,-0.6751192644091459
ACH-000748,-0.4544708643680562
ACH-000753,-0.6807016441677395
ACH-000756,-0.7795314847747254
ACH-000757,-0.6716485515486367
ACH-000758,-0.9139765573737754
ACH-000760,-0.4883294694507336
ACH-000762,-0.4558164105105459
ACH-000763,-0.6028284863666056
ACH-000764,-0.6718053330986121
ACH-000765,-0.7302691703001184
ACH-000766,-0.7849931593617651
ACH-000767,-0.8113134131951779
ACH-000768,-0.5254029342654148
ACH-000769,-0.9562271857675346
ACH-000770,-0.6835011714029641
ACH-000771,-0.7770707929529701
ACH-000773,-0.6101055956244841
ACH-000776,-0.6609863904368638
ACH-000777,-0.6152225854455611
ACH-000778,-0.7713657019535718
ACH-000781,-0.8538984142252989
ACH-000782,-0.7852858750551405
ACH-000783,-0.6133086005358869
ACH-000784,-0.5534538823946705
ACH-000785,-0.7925798899150835
ACH-000787,-0.8533278223255506
ACH-000788,-0.7437844051214948
ACH-000791,-0.8053184546303455
ACH-000792,-0.4551700562623621
ACH-000794,-0.4711810903167789
ACH-000796,-0.6593402639418066
ACH-000798,-0.8442238317453866
ACH-000799,-0.9255048769772718
ACH-000800,-0.6001667895279249
ACH-000802,-0.7959000356310735
ACH-000804,-0.5396846832046028
ACH-000805,-0.7102190018836125
ACH-000809,-0.4476748376307092
ACH-000810,-0.6920096407306507
ACH-000811,-0.7495281545581872
ACH-000817,-0.5818440419368645
ACH-000819,-0.6852326765840728
ACH-000820,-0.8199315586377827
ACH-000821,-0.6567997663248955
ACH-000822,-0.7372533499602717
ACH-000823,-0.7288395943706719
ACH-000824,-0.5576294019516674
ACH-000827,-0.8431499435319851
ACH-000829,-0.6314199921593362
ACH-000831,-0.8668275049182387
ACH-000832,-0.8792123799677327
ACH-000833,-0.4697805015484026
ACH-000834,-0.6419751136058212
ACH-000835,-0.5263152099082286
ACH-000836,-0.5853120861546445
ACH-000837,-0.7911866876704654
ACH-000838,-0.7401216405832615
ACH-000839,-0.5267181434862038
ACH-000840,-0.8431499597372338
ACH-000841,-0.6317462960795893
ACH-000843,-0.6066490142864517
ACH-000846,-0.6965141477117741
ACH-000847,-0.5819462987710518
ACH-000848,-0.8758142343949082
ACH-000849,-0.5777863185725681
ACH-000851,-0.6552786067896565
ACH-000855,-0.7995056064846474
ACH-000856,-0.6234935733505321
ACH-000858,-0.8713138490576703
ACH-000859,-0.6886242968605956
ACH-000861,-0.6532432208232679
ACH-000862,-0.7461786359366673
ACH-000865,-0.8217095855297367
ACH-000866,-0.5347432539219145
ACH-000867,-0.7546253122407617
ACH-000869,-0.6315148530739965
ACH-000872,-0.8793085507011373
ACH-000873,-0.7389973676728347
ACH-000876,-0.7915552490144317
ACH-000878,-0.7876648597443624
ACH-000880,-0.5311129030277095
ACH-000881,-0.5951278215557996
ACH-000882,-0.6232523598973232
ACH-000884,-0.789964855460015
ACH-000885,-0.5794949749823336
ACH-000887,-0.6423959373982949
ACH-000889,-0.3976966474901336
ACH-000896,-0.7614382905885071
ACH-000898,-0.8155515013929086
ACH-000900,-0.7597284673717762
ACH-000901,-0.5522075111500895
ACH-000905,-0.7046745474540365
ACH-000906,-0.6093054248313627
ACH-000907,-0.5800320317606837
ACH-000910,-0.695917997114989
ACH-000911,-0.7683595004787197
ACH-000912,-0.8476870055633233
ACH-000913,-0.6627959987747608
ACH-000915,-0.6396173285165755
ACH-000916,-0.7160852141887387
ACH-000917,-0.8461523846971958
ACH-000920,-0.6391961651018211
ACH-000921,-0.8218545298463149
ACH-000924,-0.753626343626058
ACH-000926,-0.6924637659719042
ACH-000928,-0.5297794183182387
ACH-000929,-0.815032733896119
ACH-000932,-0.6394587453864731
ACH-000935,-0.7050028473769465
ACH-000936,-0.5332994219376888
ACH-000937,-0.4813353388660582
ACH-000938,-0.3401810732640405
ACH-000939,-0.8055447791920854
ACH-000941,-0.5850814255501029
ACH-000943,-0.6888665408526713
ACH-000946,-0.6017766316058791
ACH-000947,-0.7833416754905626
ACH-000948,-0.9155385900361032
ACH-000950,-0.5021265110529142
ACH-000953,-0.5346079562747771
ACH-000954,-0.6062586913994908
ACH-000957,-0.8187429028677409
ACH-000958,-0.5872437564609523
ACH-000960,-0.7725046494387835
ACH-000963,-0.3843906343954541
ACH-000968,-0.5734850061567357
ACH-000969,-0.8318385269565404
ACH-000972,-0.6294924996086563
ACH-000973,-0.5769296855458335
ACH-000974,-0.6256873952003407
ACH-000978,-0.6301320072785802
ACH-000984,-0.6115381303433559
ACH-000986,-0.8425625508539248
ACH-000988,-0.8173823293885604
ACH-000993,-0.8440398692960683
ACH-000994,-0.6928965411905537
ACH-000996,-0.9748328019102458
ACH-001001,-0.5238452477753303
ACH-001020,-0.7944636413032514
ACH-001028,-0.6477753732274447
ACH-001031,-0.7783230731720505
ACH-001038,-0.601283572303145
ACH-001048,-0.5901863806640949
ACH-001050,-0.5701123865813179
ACH-001053,-0.9140807746248568
ACH-001054,-0.878933938184596
ACH-001061,-0.6949466085467084
ACH-001067,-0.6550119760699294
ACH-001075,-0.7654171329294489
ACH-001096,-0.7651310313781401
ACH-001111,-0.4890574323514497
ACH-001119,-0.7244614615767863
ACH-001128,-0.8816018815671658
ACH-001134,-0.7163527875702186
ACH-001151,-0.7239442092200451
ACH-001163,-0.5542301326110689
ACH-001164,-0.7318897962644493
ACH-001183,-0.9097755512734004
ACH-001192,-0.3920779249931073
ACH-001193,-0.7058444612098678
ACH-001196,-0.6174867605462198
ACH-001197,-0.6630979796746104
ACH-001205,-0.6343744366748533
ACH-001211,-0.8281684998222977
ACH-001212,-0.7956533871756786
ACH-001228,-0.5966716708139702
ACH-001232,-0.6839028401378138
ACH-001239,-0.6251188211612353
ACH-001270,-0.7071774772004134
ACH-001274,-0.6069418668637381
ACH-001275,-0.7929630038744938
ACH-001277,-0.5701950295830772
ACH-001278,-0.655611227626297
ACH-001280,-0.891711066623586
ACH-001283,-0.6063856254470985
ACH-001289,-0.9839185181737856
ACH-001300,-0.7811941413072941
ACH-001301,-0.7034968907783703
ACH-001302,-0.8361313376451168
ACH-001306,-0.6699423947657572
ACH-001318,-0.8416483893248952
ACH-001322,-0.7984186775717074
ACH-001328,-0.8351579600635598
ACH-001332,-0.8315521673747936
ACH-001336,-0.6780368170962927
ACH-001346,-0.7207531282071222
ACH-001353,-0.6015127132406346
ACH-001354,-0.3914067583178661
ACH-001367,-1.0391637284129176
ACH-001368,-0.7750386013434659
ACH-001374,-0.4630716968445086
ACH-001377,-0.6084356776947638
ACH-001380,-0.8627990085045978
ACH-001391,-0.6136293224306872
ACH-001408,-0.5717233713004516
ACH-001430,-0.8741731086519561
ACH-001431,-0.8147659611762458
ACH-001450,-0.7346576360842264
ACH-001496,-1.0323346764280614
ACH-001500,-0.7208652335978466
ACH-001523,-0.8085242389950916
ACH-001532,-0.7589051495466194
ACH-001550,-0.5284341831106446
ACH-001552,-0.8930714897167196
ACH-001554,-0.603003460650168
ACH-001654,-0.7043196446724783
ACH-001735,-0.5681054273860117
ACH-001736,-0.5797918645492909
ACH-001737,-0.6641879091511137
ACH-001740,-0.7365958040876164
ACH-001745,-0.9113730802367586
ACH-001765,-0.6944504358114528
