,HSPE1 (3336)
ACH-000330,-1.5993549871953352
ACH-000331,-1.7143437795913503
ACH-000332,-1.6639539490914168
ACH-000334,-1.630823132672262
ACH-000335,-1.6145308125763955
ACH-000336,-1.5774898344173798
ACH-000337,-1.570306396613782
ACH-000338,-1.7990122152293415
ACH-000339,-1.7888872277690158
ACH-000341,-1.6085249897709284
ACH-000348,-2.099803165911766
ACH-000350,-1.8802428169536725
ACH-000352,-1.7268336771401676
ACH-000356,-1.6632010885219355
ACH-000361,-1.9393764319382008
ACH-000362,-1.6012558275510902
ACH-000363,-1.605037942313264
ACH-000364,-1.2977072199071822
ACH-000365,-1.7950504513640002
ACH-000366,-1.5476175514860981
ACH-000368,-1.6441508183659896
ACH-000374,-1.8135043097533272
ACH-000375,-1.7512165294680055
ACH-000376,-1.416101795543219
ACH-000381,-1.7314275282710112
ACH-000383,-1.5750230488666332
ACH-000387,-2.0224683972933235
ACH-000389,-1.5077414307268275
ACH-000390,-1.573731691235078
ACH-000393,-1.378432525075638
ACH-000395,-1.3554085273527945
ACH-000396,-1.5860434669739083
ACH-000397,-1.5307320350967488
ACH-000401,-1.8096528225280053
ACH-000402,-1.4684328144077108
ACH-000403,-1.4421318253335917
ACH-000404,-1.8901355154173625
ACH-000406,-2.0233284578945563
ACH-000407,-1.3476513193410369
ACH-000408,-1.5926598287154203
ACH-000410,-1.5658557700191829
ACH-000411,-1.5685509869661236
ACH-000414,-1.7751356239238896
ACH-000415,-1.6718660351346717
ACH-000416,-1.3155360340261482
ACH-000420,-1.4688892734372836
ACH-000421,-1.6027621991668075
ACH-000424,-1.6612209624716747
ACH-000425,-1.1909939590072391
ACH-000426,-2.039969339622406
ACH-000427,-1.524888021263323
ACH-000433,-1.303935794272564
ACH-000435,-1.6506682472744334
ACH-000436,-1.8051633442834816
ACH-000444,-1.438267554577749
ACH-000445,-1.3980821136870545
ACH-000448,-1.6234430109124147
ACH-000450,-2.1920001577372874
ACH-000452,-1.8738757933005423
ACH-000454,-1.7829304739605851
ACH-000458,-1.6781211802751481
ACH-000459,-1.7805177480433894
ACH-000460,-1.634476665157064
ACH-000461,-1.6259338234557676
ACH-000463,-1.417034160745939
ACH-000464,-1.5550942521785955
ACH-000466,-2.0291568190770746
ACH-000467,-1.6104802825315694
ACH-000468,-1.8108868651907049
ACH-000469,-1.5032888310205752
ACH-000470,-1.7094110731840657
ACH-000471,-1.7105732897712147
ACH-000472,-1.7024527618622305
ACH-000473,-1.6841075947708626
ACH-000475,-1.6689130263663408
ACH-000476,-1.530077244472443
ACH-000477,-1.6857980573015618
ACH-000479,-1.2574681655606408
ACH-000480,-1.5837302472713448
ACH-000481,-1.785468484222025
ACH-000483,-2.010041706716265
ACH-000484,-1.3097527545196466
ACH-000485,-1.5706393786393005
ACH-000486,-1.6510239203450012
ACH-000487,-1.8181297595072845
ACH-000488,-1.5510871648770928
ACH-000490,-1.5865593744676492
ACH-000491,-1.7922684992479319
ACH-000495,-1.3954220776591861
ACH-000496,-1.7059793979545823
ACH-000499,-1.8293005049640885
ACH-000500,-1.5237824643188838
ACH-000502,-1.4750470786351841
ACH-000503,-1.6975831215703456
ACH-000505,-1.6031136191537905
ACH-000507,-1.5275110236991083
ACH-000510,-1.5698049902915867
ACH-000511,-1.3683767897945311
ACH-000512,-1.3115229832587096
ACH-000516,-1.6237900239010306
ACH-000517,-1.6577246316367134
ACH-000518,-1.6475625089143575
ACH-000520,-1.6585742178366043
ACH-000521,-1.6006113386696643
ACH-000522,-1.7548299077273108
ACH-000524,-1.7753070613238064
ACH-000527,-1.6802176911884066
ACH-000528,-1.5160617024929721
ACH-000537,-1.6273198164135252
ACH-000541,-1.8585456146830188
ACH-000542,-1.481570276335595
ACH-000544,-1.6299111775531687
ACH-000545,-1.4880569533565922
ACH-000547,-2.0964353999219125
ACH-000548,-1.6916413708248648
ACH-000549,-1.639319190443293
ACH-000550,-1.7542332599590884
ACH-000552,-1.4861507579640811
ACH-000556,-1.5472002480099445
ACH-000557,-1.8540909827564251
ACH-000569,-1.413766618543267
ACH-000570,-1.5613699080577752
ACH-000571,-2.2519746270211987
ACH-000573,-1.8768686003407282
ACH-000576,-1.7847139318197087
ACH-000579,-1.6964203480406796
ACH-000580,-1.606602197488716
ACH-000584,-1.9575028140590425
ACH-000585,-1.9391228899349295
ACH-000588,-1.6992784808403496
ACH-000589,-1.6284215481233273
ACH-000591,-1.3577433342416465
ACH-000593,-1.5904842936985062
ACH-000600,-1.5471066536531413
ACH-000601,-1.4397989520661338
ACH-000605,-1.6304018565814746
ACH-000606,-1.6019801612388664
ACH-000608,-1.25349562005041
ACH-000614,-1.8156485168851173
ACH-000616,-1.5185908099984315
ACH-000618,-1.661011504668432
ACH-000619,-1.6205663051264343
ACH-000620,-1.729749148982085
ACH-000621,-1.6662126401417232
ACH-000622,-1.3575418931088037
ACH-000623,-1.66098123433393
ACH-000624,-1.556885927994598
ACH-000627,-1.3672841565257532
ACH-000630,-1.4867652148302195
ACH-000631,-1.6279307067861934
ACH-000632,-1.8943020221464872
ACH-000633,-1.5527982048180229
ACH-000637,-1.6716242493702642
ACH-000638,-1.6322019397429737
ACH-000646,-1.3262977113605343
ACH-000647,-1.5719134986883774
ACH-000648,-1.5168657938404642
ACH-000649,-1.4968845957266204
ACH-000651,-1.5534879879061056
ACH-000652,-1.617084836312204
ACH-000653,-1.4872402384246683
ACH-000657,-1.635643176294255
ACH-000658,-1.7761548925507429
ACH-000661,-1.899917216291349
ACH-000662,-1.5066677079865731
ACH-000663,-1.719440661087414
ACH-000665,-1.4369242480746165
ACH-000671,-1.6034321868698354
ACH-000672,-1.9531288388769443
ACH-000673,-1.409354807380239
ACH-000676,-1.7016304558807671
ACH-000677,-1.4296613572820709
ACH-000681,-1.637541935116891
ACH-000683,-1.7507213871505656
ACH-000684,-1.6643374190865867
ACH-000688,-1.5508542636598006
ACH-000693,-1.620989612835838
ACH-000694,-1.5330956620773033
ACH-000695,-1.7948674181152604
ACH-000696,-1.5631732541246046
ACH-000697,-1.538908087221318
ACH-000699,-1.6842011224287816
ACH-000701,-1.8649586065845964
ACH-000706,-1.749574450881673
ACH-000711,-1.667692448937362
ACH-000713,-1.5835502681786235
ACH-000714,-1.4326102228864876
ACH-000718,-1.6088331311381805
ACH-000720,-1.7394879512206745
ACH-000721,-1.6048594317892582
ACH-000724,-2.4200678590442646
ACH-000725,-1.6048839242303243
ACH-000732,-1.4757113865598046
ACH-000734,-1.7355082645682496
ACH-000735,-1.5004294583121625
ACH-000736,-1.4542213005726832
ACH-000738,-1.619203539281494
ACH-000746,-1.7643379103775814
ACH-000747,-1.6605415995700077
ACH-000748,-1.6094538349646326
ACH-000753,-1.8735919464787252
ACH-000756,-1.7730957999619332
ACH-000757,-1.6068402876300043
ACH-000758,-1.5253698889713618
ACH-000760,-1.5118883853400702
ACH-000762,-1.598829116912474
ACH-000763,-2.0855635383534654
ACH-000764,-1.2632223848123614
ACH-000765,-1.7788831487912211
ACH-000766,-1.7393528705525134
ACH-000767,-1.451616159750185
ACH-000768,-1.6774375598398492
ACH-000769,-1.637348136414651
ACH-000770,-1.6027730683321055
ACH-000771,-1.6625979425853958
ACH-000773,-1.4285903036470626
ACH-000776,-1.4182561403038358
ACH-000777,-1.443117165973374
ACH-000778,-2.1168478788746423
ACH-000781,-1.9880949797921543
ACH-000782,-1.5605494974248524
ACH-000783,-1.4473831495070963
ACH-000784,-1.5966220125179424
ACH-000785,-1.8801310430336613
ACH-000787,-1.6738755110320114
ACH-000788,-1.6570995635111054
ACH-000791,-1.572828243584306
ACH-000792,-1.7464884750901108
ACH-000794,-1.5435431494674805
ACH-000796,-1.5744843778798496
ACH-000798,-1.5517445151314466
ACH-000799,-1.491758735868811
ACH-000800,-2.4590982283296534
ACH-000802,-1.5521222845086071
ACH-000804,-1.7012979125666698
ACH-000805,-1.6331391103340562
ACH-000809,-1.5280299819763747
ACH-000810,-1.2010678821555951
ACH-000811,-1.4883452612420685
ACH-000817,-1.5090670620296849
ACH-000819,-1.3372065410217675
ACH-000820,-1.3729707005634582
ACH-000821,-2.0983354531405123
ACH-000822,-1.5618422102251648
ACH-000823,-1.6295332667134883
ACH-000824,-1.7545259056020015
ACH-000827,-1.5535937140814566
ACH-000829,-1.5091522654380778
ACH-000831,-1.8403865705496392
ACH-000832,-1.4206772923450015
ACH-000833,-1.7856166852493922
ACH-000834,-1.5465835000966988
ACH-000835,-1.6147868738572992
ACH-000836,-1.547184110080722
ACH-000837,-1.593788417727403
ACH-000838,-2.106722189113991
ACH-000839,-1.2286195457709277
ACH-000840,-1.6358573129126437
ACH-000841,-1.6033896393485343
ACH-000843,-1.7134639677485948
ACH-000846,-1.6387896781896625
ACH-000847,-1.7093203702544388
ACH-000848,-1.4895593857964924
ACH-000849,-1.7613672907528657
ACH-000851,-1.5776605940017852
ACH-000855,-1.770340581917906
ACH-000856,-1.607951095265232
ACH-000858,-1.4708270338315257
ACH-000859,-1.5837043066145042
ACH-000861,-1.9866684770146013
ACH-000862,-1.850053415107639
ACH-000865,-1.6139939234560956
ACH-000866,-1.830295495969024
ACH-000867,-1.7061427239459082
ACH-000869,-1.775580968060354
ACH-000872,-1.6481540185077797
ACH-000873,-1.462130705117743
ACH-000876,-1.9380386012960304
ACH-000878,-1.8126937468068167
ACH-000880,-1.6125808485273998
ACH-000881,-1.7693666947736235
ACH-000882,-1.4369352710925158
ACH-000884,-1.6017476347077009
ACH-000885,-1.4992518227057137
ACH-000887,-1.4923699083196924
ACH-000889,-1.6739585629543832
ACH-000896,-1.6029548874489667
ACH-000898,-1.4052381654741892
ACH-000900,-1.5021083727556763
ACH-000901,-1.6797239643478248
ACH-000905,-1.5645801421444576
ACH-000906,-1.6144654634076927
ACH-000907,-1.622635484502842
ACH-000910,-1.7866681367778026
ACH-000911,-1.5614488417787564
ACH-000912,-1.5228892231691804
ACH-000913,-1.6789043791398477
ACH-000915,-1.5308752270595862
ACH-000916,-1.5877266644031285
ACH-000917,-1.4861292057159974
ACH-000920,-2.04913055126886
ACH-000921,-1.5725492847893012
ACH-000924,-1.1818868434665055
ACH-000926,-1.380941543927258
ACH-000928,-1.8271331458150637
ACH-000929,-1.6202838489690476
ACH-000932,-1.5265952868368606
ACH-000935,-1.5124683649831898
ACH-000936,-1.650347029323574
ACH-000937,-1.910944981630499
ACH-000938,-1.8753119718195088
ACH-000939,-1.8852787206071235
ACH-000941,-1.8231214382872591
ACH-000943,-1.6896945547676836
ACH-000946,-1.4016352267821175
ACH-000947,-1.6041580919385654
ACH-000948,-1.779981438197392
ACH-000950,-1.539506664988385
ACH-000953,-1.7301994627994608
ACH-000954,-1.1155076852066474
ACH-000957,-1.7662970496986674
ACH-000958,-1.3411550344888552
ACH-000960,-1.847045523018047
ACH-000963,-1.5316336639778798
ACH-000968,-1.788509931126953
ACH-000969,-1.5493848052277828
ACH-000972,-1.52811883032394
ACH-000973,-1.5658654567268724
ACH-000974,-1.4511138827772605
ACH-000978,-2.177499981647098
ACH-000984,-1.5186369306872434
ACH-000986,-1.5337200627133964
ACH-000988,-1.862793506177634
ACH-000993,-1.4707193704057753
ACH-000994,-1.9059102598916344
ACH-000996,-1.3870760080092772
ACH-001001,-1.455166185082453
ACH-001020,-1.4011005823436251
ACH-001028,-1.644281561316222
ACH-001031,-1.6822959447146593
ACH-001038,-1.8682869860971687
ACH-001048,-1.5926382484283548
ACH-001050,-1.4149191653680155
ACH-001053,-1.5147321936472435
ACH-001054,-1.3859709451789075
ACH-001061,-1.51697064047667
ACH-001067,-1.3772351969458418
ACH-001075,-1.5509620180336734
ACH-001096,-1.6336723059529794
ACH-001111,-1.641461357452432
ACH-001119,-1.4999286792907662
ACH-001128,-1.5670433655914051
ACH-001134,-1.488188865237249
ACH-001151,-1.7011695606221082
ACH-001163,-1.6134666486254734
ACH-001164,-1.7485617200185608
ACH-001183,-1.6255030369011572
ACH-001192,-1.5977090774437437
ACH-001193,-1.4802448300162758
ACH-001196,-1.767218343677871
ACH-001197,-1.72421295564164
ACH-001205,-1.5754499262833654
ACH-001211,-1.5752173478504747
ACH-001212,-1.4958329334932463
ACH-001228,-1.6796399366177168
ACH-001232,-1.6159474981380093
ACH-001239,-1.5962178173032726
ACH-001270,-1.510766443376936
ACH-001274,-1.497109274643122
ACH-001275,-1.4173004191362977
ACH-001277,-1.6631725630416982
ACH-001278,-1.6958841003486398
ACH-001280,-1.2645115959009772
ACH-001283,-1.5651738700041529
ACH-001289,-1.6825441389008005
ACH-001300,-1.5657170290988685
ACH-001301,-1.5728631341466717
ACH-001302,-1.53099872570705
ACH-001306,-1.2798438358590938
ACH-001318,-1.8967213446715443
ACH-001322,-1.4691143151698325
ACH-001328,-1.4182887472076184
ACH-001332,-1.7261841885971168
ACH-001336,-1.3440388536863102
ACH-001346,-1.4715444487808005
ACH-001353,-1.6531036934472232
ACH-001354,-1.8827974392789744
ACH-001367,-1.474873915921059
ACH-001368,-1.6023153015799496
ACH-001374,-1.3699381592191622
ACH-001377,-1.636222612978118
ACH-001380,-1.5333244162401818
ACH-001391,-1.6870968439916092
ACH-001408,-1.8604407479069316
ACH-001430,-1.593812954690684
ACH-001431,-1.5850930532054384
ACH-001450,-1.4890156652637063
ACH-001496,-1.913346103217377
ACH-001500,-1.443649851113555
ACH-001523,-1.8592079169712743
ACH-001532,-1.5300954959349509
ACH-001550,-1.837250766147664
ACH-001552,-1.550966421464674
ACH-001554,-1.7941515922459326
ACH-001654,-1.7191732329631813
ACH-001735,-1.534440408357853
ACH-001736,-1.6847441901986349
ACH-001737,-1.9876923598267284
ACH-001740,-1.7549703266759695
ACH-001745,-1.6575197529114654
ACH-001765,-1.7252170755954743
