,APOLD1 (81575)
ACH-000387,-0.20992586375378236
ACH-000389,0.0014181042798105815
ACH-000390,-0.059349114317511636
ACH-000393,-0.09424969116268793
ACH-000395,-0.1835305024895621
ACH-000396,-0.3708372666629863
ACH-000397,-0.04740937110303816
ACH-000401,-0.2645702601285892
ACH-000402,0.016051954712285942
ACH-000403,-0.13321615379273294
ACH-000404,-0.13073572526487054
ACH-000406,-0.12333520083374945
ACH-000407,-0.1254947284722808
ACH-000408,-0.06619311996561843
ACH-000410,-0.2290031480604069
ACH-000411,-0.3534820286217135
ACH-000414,-0.07438809121294128
ACH-000415,-0.05387307934383879
ACH-000416,-0.0936949754885587
ACH-000420,0.06378554266645814
ACH-000421,-0.11144287929312904
ACH-000424,-0.3838833354687069
ACH-000425,-0.13186879329872828
ACH-000426,-0.048717405282768
ACH-000427,-0.3837591385500929
ACH-000433,-0.09499030332916868
ACH-000435,-0.04020118486189448
ACH-000436,0.02850232041779324
ACH-000444,0.023788075748119586
ACH-000445,0.09607065129393448
ACH-000448,-0.15865258452424247
ACH-000450,0.13317244039534196
ACH-000452,-0.13200905492549975
ACH-000454,-0.14659393204036247
ACH-000458,-0.07421804334031726
ACH-000459,0.05764286184501414
ACH-000460,-0.23869884991691415
ACH-000461,-0.24148548584695395
ACH-000463,-0.13530005168753692
ACH-000464,-0.23436750067975784
ACH-000466,-0.1498271530422553
ACH-000467,-0.1441540507868197
ACH-000468,-0.21108801919016826
ACH-000469,-0.1457338237964044
ACH-000470,-0.3672419535828042
ACH-000471,-0.3021865559127379
ACH-000472,-0.09369046944670842
ACH-000473,-0.14018769598390926
ACH-000475,-0.24284049641951405
ACH-000476,-0.11031914342869724
ACH-000477,-0.2860411937055461
ACH-000479,-0.223646036131105
ACH-000480,-0.18742635526431564
ACH-000481,-0.13246781300155552
ACH-000483,-0.09909143943548253
ACH-000484,-0.060505109054912125
ACH-000485,-0.16180730504066287
ACH-000486,-0.2593958161497862
ACH-000487,-0.060671279971929615
ACH-000488,-0.10737141469071614
ACH-000490,-0.1783901875899725
ACH-000491,0.06948942211645702
ACH-000495,0.010684805341863252
ACH-000496,-0.2722045109335697
ACH-000499,-0.24271465104360415
ACH-000500,-0.3315320771915991
ACH-000502,-0.15340978809507438
ACH-000503,-0.030759431187495613
ACH-000505,-0.1593142380087421
ACH-000507,-0.16311805781299027
ACH-000510,0.015680264807795583
ACH-000511,-0.006048578408413005
ACH-000512,0.02950570900136975
ACH-000516,-0.11915986105228987
ACH-000517,-0.24793093089357424
ACH-000518,-0.2236144367985375
ACH-000520,-0.15323789820200334
ACH-000521,-0.1122063693868632
ACH-000522,-0.18365645224049426
ACH-000524,-0.12484011580212695
ACH-000527,-0.12104929016375872
ACH-000528,-0.07245892662036989
ACH-000537,-0.11924680729691033
ACH-000541,0.13318434967111614
ACH-000542,-0.19558316801353187
ACH-000544,-0.17100500542395025
ACH-000545,-0.3178768483069424
ACH-000547,-0.2086374052792976
ACH-000548,-0.11258819010539113
ACH-000549,-0.10726658333428593
ACH-000550,-0.08755249332859989
ACH-000552,0.0037965052788145413
ACH-000556,-0.3111264994332645
ACH-000557,0.01129924002876246
ACH-000569,-0.03818194408968981
ACH-000570,-0.047277607165308384
ACH-000571,-0.09240813078277348
ACH-000573,-0.20040504740090312
ACH-000576,0.0144892020010678
ACH-000579,-0.24873404213207664
ACH-000580,-0.10775643881729002
ACH-000584,-0.03686082639673582
ACH-000585,-0.04958455214506337
ACH-000588,-0.0688874850591685
ACH-000589,-0.22247867646650854
ACH-000591,-0.13864089958791292
ACH-000593,-0.07187817923388702
ACH-000600,-0.16916974421540276
ACH-000601,-0.10816409780448503
ACH-000605,-0.10908669477530468
ACH-000606,-0.1416022103465715
ACH-000608,-0.14047598238113712
ACH-000614,-0.10663034562271567
ACH-000616,0.014703655556316206
ACH-000618,0.07829326053103712
ACH-000619,-0.15046030876485614
ACH-000620,-0.1694145604529125
ACH-000621,-0.22508004557241376
ACH-000622,0.03215584253822139
ACH-000623,-0.1673161230223593
ACH-000624,-0.19326914941928375
ACH-000627,-0.1577282572648721
ACH-000630,-0.3128736290117965
ACH-000631,-0.238868783416652
ACH-000632,-0.15157659443462193
ACH-000633,-0.08222831838301542
ACH-000637,-0.10827502698817748
ACH-000638,-0.22907362985170324
ACH-000646,-0.11074761500718652
ACH-000647,-0.15561869607992526
ACH-000648,-0.2941678848606272
ACH-000649,-0.14250538387547673
ACH-000651,-0.14182879996548153
ACH-000652,-0.1942968310692957
ACH-000653,-0.1814591118961128
ACH-000657,-0.21462003346073127
ACH-000658,0.12535268313033746
ACH-000661,-0.13469539958378307
ACH-000662,0.14585016402298753
ACH-000663,-0.18422010416236234
ACH-000665,-0.2376546222725563
ACH-000671,-0.09025476667373868
ACH-000672,-0.25768850793163384
ACH-000673,-0.13066205271884762
ACH-000676,-0.00986057638163274
ACH-000677,-0.13365128687158226
ACH-000681,-0.08816608503502693
ACH-000683,-0.1743645656231713
ACH-000684,-0.33013109845403604
ACH-000688,-0.04290636777473143
ACH-000693,-0.12069352931916805
ACH-000694,-0.22074190436702612
ACH-000695,-0.09930554108409624
ACH-000696,-0.10098930606352816
ACH-000697,-0.14087491158233614
ACH-000699,-0.21743435402095235
ACH-000701,-0.04424888123511493
ACH-000706,-0.04493801183482196
ACH-000711,-0.19750233369367654
ACH-000713,-0.09449673094480553
ACH-000714,-0.04268452434659602
ACH-000718,-0.12994002557045828
ACH-000720,-0.19849188116516986
ACH-000721,-0.059168674752124124
ACH-000724,-0.12860516946599349
ACH-000725,-0.2396803023801169
ACH-000732,-0.24730347465136146
ACH-000734,-0.2422101838797201
ACH-000735,-0.2147505386065529
ACH-000736,-0.08241087528211895
ACH-000738,-0.13816210090862338
ACH-000746,-0.3208833225228154
ACH-000747,-0.05435589660164418
ACH-000748,-0.43607899921911697
ACH-000753,-0.0629237532339348
ACH-000756,-0.21771607082764574
ACH-000757,0.05079017639106526
ACH-000758,-0.1261174575760057
ACH-000760,-0.1226432425096019
ACH-000762,-0.18951056851120254
ACH-000763,-0.2097137719833578
ACH-000764,0.04909665867976795
ACH-000765,-0.1771423469469087
ACH-000766,-0.2536294884139864
ACH-000767,-0.1430114686973703
ACH-000768,-0.15407696791533546
ACH-000769,-0.32248727353767265
ACH-000770,-0.07991817367711268
ACH-000771,-0.09972300136514343
ACH-000773,-0.27686036093374405
ACH-000776,-0.1535001240092747
ACH-000777,-0.12233448546165775
ACH-000778,-0.10241860896587544
ACH-000781,-0.0923187263964555
ACH-000782,-0.1472897076637292
ACH-000783,-0.20910153940359985
ACH-000784,-0.026872516524294274
ACH-000785,-0.12554453465093535
ACH-000787,0.042479312913882114
ACH-000788,-0.1610965877484316
ACH-000791,-0.1897226324143152
ACH-000792,0.024194516596051333
ACH-000794,-0.06895187368670007
ACH-000796,-0.2876273025427558
ACH-000798,-0.32272592021962504
ACH-000799,-0.3531195737966261
ACH-000800,-0.024796288494519585
ACH-000802,-0.0006209301735332051
ACH-000804,-0.16189064656899627
ACH-000805,-0.053841473846661166
ACH-000809,-0.3074674617015744
ACH-000810,0.06611518381613986
ACH-000811,-0.1719001227824271
ACH-000817,-0.03684408743279737
ACH-000819,0.05265573436987733
ACH-000820,-0.2795983363830881
ACH-000821,-0.010520882535532195
ACH-000822,-0.15030793447323987
ACH-000823,-0.09583193463286184
ACH-000824,-0.07167653325567208
ACH-000827,-0.2867742839683585
ACH-000829,0.1386831682892355
ACH-000831,-0.13771436097398546
ACH-000832,-0.293004347360505
ACH-000833,-0.11489515597831315
ACH-000834,-0.054322789825531737
ACH-000835,-0.1893670099185734
ACH-000836,-0.2596456935970005
ACH-000837,0.05578133025554155
ACH-000838,-0.14663204420645878
ACH-000839,-0.17129815889663247
ACH-000840,-0.12225502130869145
ACH-000841,-0.12058695422357547
ACH-000843,0.04504364336613772
ACH-000846,-0.06610542593681078
ACH-000847,0.17192342024472582
ACH-000848,-0.16765145232009138
ACH-000849,-0.2325445180582084
ACH-000851,-0.0812789851954585
ACH-000855,0.10125491717926084
ACH-000856,-0.1338567330326594
ACH-000858,-0.13722478244145458
ACH-000859,-0.14063105661030914
ACH-000861,-0.17456893522567618
ACH-000862,-0.04438796871947622
ACH-000865,-0.13398873424039204
ACH-000866,-0.13910375385119142
ACH-000867,-0.1600966624709205
ACH-000869,-0.16424275184077328
ACH-000872,-0.02306031796942797
ACH-000873,0.056922667598435624
ACH-000876,-0.20927987447447305
ACH-000878,-0.20162011808218006
ACH-000880,-0.024831307050928376
ACH-000881,-0.16914530440462805
ACH-000882,-0.21327356302505732
ACH-000884,-0.2266914263304153
ACH-000885,-0.10931274304629046
ACH-000887,-0.2211609092036268
ACH-000889,-0.12378065105201992
ACH-000896,-0.11689046626513945
ACH-000898,-0.17459453125531446
ACH-000900,0.05114498855923134
ACH-000901,-0.20203690785810807
ACH-000905,-0.012746367628860113
ACH-000906,-0.17297848850671166
ACH-000907,-0.0828981314895789
ACH-000910,-0.12760963354376234
ACH-000911,-0.1083254748526686
ACH-000912,-0.09766828670334134
ACH-000913,-0.08893483294990864
ACH-000915,-0.11369216601286905
ACH-000916,0.05203498713589566
ACH-000917,0.053336305076354784
ACH-000920,-0.22258423491793616
ACH-000921,-0.07409318697288435
ACH-000924,-0.10088084609475904
ACH-000926,-0.13334099587903986
ACH-000928,-0.189992533141212
ACH-000929,-0.3363951987380088
ACH-000932,-0.16173664958992534
ACH-000935,-0.1938713481434986
ACH-000936,-0.022482283529263115
ACH-000937,-0.1479457225876244
ACH-000938,0.009366547310680795
ACH-000939,-0.19483150145487144
ACH-000941,-0.13343597774790675
ACH-000943,0.05346314542077649
ACH-000946,-0.09775151859631567
ACH-000947,-0.06909549682035328
ACH-000948,-0.233896211275051
ACH-000950,-0.2624073545761702
ACH-000953,-0.08243855689434815
ACH-000954,-0.2670122381751843
ACH-000957,-0.02861328698429473
ACH-000958,0.03329404772370874
ACH-000960,-0.2583583208511825
ACH-000963,-0.11306748352241885
ACH-000968,-0.08726641511432243
ACH-000969,-0.0947800690973434
ACH-000972,-0.4412004119425052
ACH-000973,-0.09424925682847064
ACH-000974,-0.025033511039834082
ACH-000978,-0.24377197207790924
ACH-000984,-0.3607121921455743
ACH-000986,-0.28137985887085665
ACH-000988,-0.03831667646648899
ACH-000993,-0.1846112387275677
ACH-000994,-0.007480968384795179
ACH-000996,-0.18648091051138105
ACH-001001,-0.207049205241274
ACH-001020,0.23422307704538586
ACH-001028,-0.2254157267927621
ACH-001031,-0.02419804911980599
ACH-001038,-0.2267272064604927
ACH-001048,-0.14098130577985066
ACH-001050,-0.21578528009001316
ACH-001053,-0.01983555584603192
ACH-001054,-0.1860572261291695
ACH-001061,-0.14484353319369644
ACH-001067,-0.0570934947951432
ACH-001075,-0.044280492902598535
ACH-001096,-0.05094481515074647
ACH-001111,-0.2653179823695551
ACH-001119,-0.0674057651368764
ACH-001128,-0.4261317232048231
ACH-001134,-0.03034162579279816
ACH-001151,-0.18812456494032315
ACH-001163,-0.20595956906809015
ACH-001164,-0.07022292045652
ACH-001183,-0.07259916236863681
ACH-001192,-0.20774700687977207
ACH-001193,-0.2604864546768413
ACH-001196,-0.2881088580932848
ACH-001197,-0.11851884404900435
ACH-001205,-0.15419981456154286
ACH-001211,-0.1046142305613668
ACH-001212,-0.17913118685433374
ACH-001228,-0.056759911999140364
ACH-001232,-0.32287994845633694
ACH-001239,-0.14017274176758535
ACH-001270,0.07774283984191574
ACH-001274,-0.217428979389333
ACH-001275,-0.05905750518648699
ACH-001277,-0.2158436369488819
ACH-001278,0.04911343039514318
ACH-001280,-0.22010344306745588
ACH-001283,-0.20209215765522692
ACH-001289,-0.17951235061274565
ACH-001300,-0.2193151473085555
ACH-001301,-0.1032283214164956
ACH-001302,-0.18063538258255027
ACH-001306,-0.05982865405660553
ACH-001318,-0.15295346639354565
ACH-001322,-0.1621065125355897
ACH-001328,-0.17888548736040405
ACH-001332,0.009285710655157558
ACH-001336,-0.06468094400258
ACH-001346,-0.10446246648090056
ACH-001353,-0.1076025911082847
ACH-001354,0.012975947976018223
ACH-001367,-0.2323806693569107
ACH-001368,-0.11786567262526627
ACH-001374,-0.052662671498739634
ACH-001377,-0.2886823201974122
ACH-001380,-0.13813131366168468
ACH-001391,-0.09417231163345706
ACH-001408,-0.25773837852467035
ACH-001430,-0.3768609792840292
ACH-001431,-0.16726045108885199
ACH-001450,-0.14168139782240655
ACH-001496,-0.21576803058150112
ACH-001500,-0.019783491286036712
ACH-001523,-0.16795859119704226
ACH-001532,-0.22351588633896974
ACH-001550,-0.1609198901631079
ACH-001552,-0.014067024975956315
ACH-001554,-0.2428801480032883
ACH-001654,-0.11782064133620401
ACH-001735,-0.1630149903674342
ACH-001736,-0.20327678721670134
ACH-001737,-0.20047708707079376
ACH-001740,-0.012244015218010391
ACH-001745,-0.05203470254502192
ACH-001765,-0.1233179392137332
