,ARC (23237)
ACH-000004,0.2319319508604265
ACH-000005,0.3224617462734529
ACH-000007,-0.07254003058480944
ACH-000009,0.08253591245204216
ACH-000011,0.034845983857699304
ACH-000012,0.13465205531485408
ACH-000013,0.14097632242972813
ACH-000014,0.21271275360662853
ACH-000015,0.21277396176146648
ACH-000017,0.08835648798243516
ACH-000018,0.15281937753846714
ACH-000019,0.06757211063257723
ACH-000021,0.12594673319948374
ACH-000022,0.1503850256636367
ACH-000025,0.19243466872070866
ACH-000028,0.09429911214612116
ACH-000030,0.18557662857429236
ACH-000035,0.28475667511213426
ACH-000036,0.003365533245569616
ACH-000037,0.12588515617404392
ACH-000039,0.1873223242320638
ACH-000040,0.08341084616609194
ACH-000041,0.2066582372095588
ACH-000042,0.047212992673391546
ACH-000045,0.07528734750693397
ACH-000047,0.059584315279599336
ACH-000052,-0.034691324728661245
ACH-000053,0.09640625329055297
ACH-000054,0.04571466714390129
ACH-000055,0.2324642847042163
ACH-000060,0.04323497168334277
ACH-000067,0.1007717968997324
ACH-000070,0.13324941935485285
ACH-000075,0.11232065601180806
ACH-000078,0.10194040904619046
ACH-000082,0.15706059939167602
ACH-000085,0.38165573388297613
ACH-000086,0.18531033917230136
ACH-000087,-0.016036233359532255
ACH-000092,0.1143968489049236
ACH-000095,0.19528175035744536
ACH-000097,0.009122539466275052
ACH-000098,0.20056865321580244
ACH-000099,0.19215953251674706
ACH-000108,0.12673825739425598
ACH-000113,0.10301892195713486
ACH-000116,0.116791724116677
ACH-000118,-0.010291853164402908
ACH-000120,0.10739464183938917
ACH-000123,0.22602169136940106
ACH-000127,0.06618129677682237
ACH-000128,0.13398456869765335
ACH-000132,0.10709569888616437
ACH-000133,0.14725819339437732
ACH-000137,0.13816883586645468
ACH-000138,0.09251263816099092
ACH-000142,0.08273811692944924
ACH-000143,0.2597161387091261
ACH-000146,0.2310261288469469
ACH-000148,0.18073226787015603
ACH-000150,-0.04119615583515456
ACH-000152,-3.4796209751933416e-05
ACH-000153,0.17943051666809615
ACH-000159,0.18794805729375166
ACH-000160,0.050292566359590986
ACH-000163,0.14053921254733387
ACH-000167,0.07540721588681785
ACH-000168,0.037101631770396416
ACH-000169,0.14020957579392068
ACH-000178,-0.05958808507266398
ACH-000183,0.2615832697233572
ACH-000188,0.12867251635723653
ACH-000189,0.10158220909837704
ACH-000190,-0.03140807395397352
ACH-000198,0.08865150265944739
ACH-000203,0.31218843598463303
ACH-000204,0.08936044169037388
ACH-000206,0.07741603348437931
ACH-000207,-0.06525728529815825
ACH-000208,0.20601823650853
ACH-000210,0.05598393512586751
ACH-000211,0.1162711591298666
ACH-000215,0.04280846727500407
ACH-000221,0.023987457489037883
ACH-000222,0.06764101802623196
ACH-000223,0.17539640461743675
ACH-000226,0.07751427678153394
ACH-000227,0.2776351953951158
ACH-000228,0.24636523413855124
ACH-000231,0.12338860593643555
ACH-000232,0.08582291401693783
ACH-000233,0.06341840960579885
ACH-000234,0.03192424470608345
ACH-000235,0.1049542714924806
ACH-000237,0.16410719983680438
ACH-000238,0.1301247581065139
ACH-000242,0.4616073751011474
ACH-000243,0.2015344820155502
ACH-000244,0.08090896968461647
ACH-000246,0.05517785035254818
ACH-000248,0.06851312340827889
ACH-000250,0.0851473986889486
ACH-000251,0.19519777163617308
ACH-000252,-0.12065368925090934
ACH-000253,0.1191189509724009
ACH-000255,0.2356909015029705
ACH-000256,0.01575751535910896
ACH-000257,0.021056557862329583
ACH-000258,-0.08196301621959133
ACH-000259,0.08437628325582731
ACH-000260,0.09046239579606953
ACH-000261,0.06093370269835554
ACH-000262,0.3407824874625401
ACH-000263,0.20239869188421394
ACH-000264,0.10307822002222776
ACH-000265,0.10260334816424743
ACH-000266,0.10527646887180724
ACH-000272,0.10391414889734772
ACH-000274,0.21281573625386654
ACH-000277,-0.2094116112243198
ACH-000278,-0.018878017843001124
ACH-000279,0.058265709649887434
ACH-000280,-0.008879398331848611
ACH-000281,0.1516940854168502
ACH-000288,0.2104112197777061
ACH-000291,0.0624205061492459
ACH-000293,0.07054058754616974
ACH-000294,-0.040030984738610206
ACH-000295,-0.0180872419778203
ACH-000296,0.1876255998367012
ACH-000302,0.22780644362924565
ACH-000304,0.04970497077926222
ACH-000307,0.11315600009161035
ACH-000308,0.1419546260723856
ACH-000310,0.08533602191959336
ACH-000311,-0.009275805115862408
ACH-000312,0.13955918341433526
ACH-000315,0.15948611039614669
ACH-000316,0.1268836643359596
ACH-000317,0.0997635951655861
ACH-000318,0.13840124437576967
ACH-000319,0.1526799446532813
ACH-000320,0.17170777143938407
ACH-000322,0.056175148346913464
ACH-000323,0.09041799650171296
ACH-000324,0.12632438818841815
ACH-000329,0.056306874751810725
ACH-000330,0.2663093363006131
ACH-000331,0.1400042728085353
ACH-000332,0.07031357946569977
ACH-000334,0.16608815424852846
ACH-000335,0.14400616960606427
ACH-000336,-0.2207449229144127
ACH-000337,0.2154905777624471
ACH-000338,-0.2200707881338696
