,CYYR1 (116159)
ACH-000004,0.1927185033530878
ACH-000005,0.5172526667401032
ACH-000007,0.2195271280258848
ACH-000009,0.10165038607466936
ACH-000011,0.15555060105259566
ACH-000012,0.0784809141870605
ACH-000013,0.18178296517905487
ACH-000014,0.22770970185077186
ACH-000015,0.19228805033152951
ACH-000017,0.17609588386232564
ACH-000018,0.10998946310519844
ACH-000019,0.007719972063811045
ACH-000021,0.18264224204239574
ACH-000022,0.11130951528724048
ACH-000025,0.2614234177314215
ACH-000028,0.1512957048754991
ACH-000030,0.10034583401192657
ACH-000035,0.1200266896473891
ACH-000036,0.17961794641521325
ACH-000037,0.13706664746842478
ACH-000039,0.1116722533164805
ACH-000040,0.1883672272856396
ACH-000041,0.1746947261337727
ACH-000042,0.08616545188297453
ACH-000045,0.251335253162214
ACH-000047,0.22429321971316926
ACH-000052,0.015072638962610522
ACH-000053,0.20231766364010936
ACH-000054,0.2345640219827148
ACH-000055,0.0951426529725848
ACH-000060,-0.07568067651666249
ACH-000067,0.09384864624252376
ACH-000070,0.11267869367719947
ACH-000075,0.012563675379744649
ACH-000078,0.04432406177484925
ACH-000082,0.1873155565204899
ACH-000085,0.18978546379583916
ACH-000086,0.14529446903425658
ACH-000087,0.1327307424752574
ACH-000092,0.21060483615264253
ACH-000095,0.18001529325073987
ACH-000097,0.13277138810366038
ACH-000098,0.21548516797314554
ACH-000099,0.12143650505147327
ACH-000108,0.21277835906008816
ACH-000113,0.21099080061908698
ACH-000116,0.07275719299197472
ACH-000118,0.199482838080242
ACH-000120,0.018287262451920937
ACH-000123,0.12200821801686045
ACH-000127,0.1866915374316052
ACH-000128,0.19736359937555714
ACH-000132,0.16204506653310313
ACH-000133,0.0668072920446051
ACH-000137,0.2764211846101242
ACH-000138,0.1826173169651754
ACH-000142,0.1691638865193821
ACH-000143,0.12333162558321632
ACH-000146,0.2618969593764982
ACH-000148,0.1189576364522293
ACH-000150,0.04293138947197405
ACH-000152,0.1190833389384748
ACH-000153,-0.04367917296468362
ACH-000159,0.19164484067585347
ACH-000160,0.12488408463480287
ACH-000163,0.2433543981277621
ACH-000167,0.3957764150368213
ACH-000168,0.04685260537234942
ACH-000169,0.0686359872201361
ACH-000178,0.056502642736119185
ACH-000183,-0.009254981793440763
ACH-000188,0.025110925100899874
ACH-000189,0.17742034830320527
ACH-000190,0.2768565470085445
ACH-000198,0.03985605061765808
ACH-000203,-0.1613254932669942
ACH-000204,0.31715363438074523
ACH-000206,0.02613067408236194
ACH-000207,0.1248615253823292
ACH-000208,0.13195051936103627
ACH-000210,0.13825194836437124
ACH-000211,0.3296413961701718
ACH-000215,0.13321699671710086
ACH-000221,0.0699917714888446
ACH-000222,0.167293616516893
ACH-000223,0.13675012362865327
ACH-000226,0.007033300104150053
ACH-000227,-0.02474272075229636
ACH-000228,0.13028707971082445
ACH-000231,0.16300190114648472
ACH-000232,0.1330900040340748
ACH-000233,0.22203635581330675
ACH-000234,0.18397549853864667
ACH-000235,0.09868108212903268
ACH-000237,0.13863851816413506
ACH-000238,0.08502911699782102
ACH-000242,0.4577253945654148
ACH-000243,0.07416613633969474
ACH-000244,0.2248322249739369
ACH-000246,0.21299623837847675
ACH-000248,0.11069834238971328
ACH-000250,0.1353250350262052
ACH-000251,-0.0142070451275433
ACH-000252,0.19477362598355305
ACH-000253,0.1412612003544044
ACH-000255,0.05286253426879298
ACH-000256,0.2669865687182463
ACH-000257,0.3058801015467321
ACH-000258,0.17191164218843494
ACH-000259,0.20106852484623408
ACH-000260,0.1984548949873208
ACH-000261,0.2276200984079797
ACH-000262,0.5004522578276139
ACH-000263,0.08137269169439279
ACH-000264,0.09727037367925476
ACH-000265,0.040461227924154484
ACH-000266,0.14509078757817875
ACH-000272,0.15923046600425084
ACH-000274,0.14108788111280982
ACH-000277,0.26536614606656683
ACH-000278,0.2127651415961799
ACH-000279,0.1845872647723566
ACH-000280,0.11107453473294222
ACH-000281,0.2163018540951138
ACH-000288,0.11993649681591576
ACH-000291,0.1222186454737047
ACH-000293,0.26368790108080953
ACH-000294,0.253293829609072
ACH-000295,0.2971105646178458
ACH-000296,0.1375372846039929
ACH-000302,0.04132652535554437
ACH-000304,0.34074372795829666
ACH-000307,0.08084495728700944
ACH-000308,0.10494727394918033
ACH-000310,0.098008901528079
ACH-000311,0.25117754914630536
ACH-000312,0.1773572304677324
ACH-000315,-0.07883078058078663
ACH-000316,0.3229902734070065
ACH-000317,0.265069395502943
ACH-000318,-0.058137888096089885
ACH-000319,0.13430201083601892
ACH-000320,0.026966743683768144
ACH-000322,-0.043630926829152
ACH-000323,0.1347481017677472
ACH-000324,0.1930129646906732
ACH-000329,0.14526310517338895
ACH-000330,0.08436065117457751
ACH-000331,0.13888348871108985
ACH-000332,0.1639215405373083
ACH-000334,0.14608504565705127
ACH-000335,0.06120354694542245
ACH-000336,0.1720757547231926
ACH-000337,0.1805334126179145
ACH-000338,-0.06670718696525899
ACH-000339,0.11178207657383116
ACH-000341,0.19609748128121396
ACH-000348,0.26579817844082915
ACH-000350,0.2171892814513358
ACH-000352,0.2157111271241631
ACH-000356,0.38078576313871937
ACH-000361,-0.0102817366157384
ACH-000362,0.17816365452889718
ACH-000363,0.09424357506469697
ACH-000364,0.2239755925245005
ACH-000365,0.15811671780432798
ACH-000366,0.18233129944612927
ACH-000368,0.11777440209307112
ACH-000374,0.2503212187825483
ACH-000375,0.021915396595022188
ACH-000376,0.17320382396054612
ACH-000381,0.1076781066549078
ACH-000383,0.17234235703599576
ACH-000387,0.18432785287560435
