,SOGA1 (140710)
ACH-000004,-0.220445951934484
ACH-000005,0.047270103863909466
ACH-000007,0.03828787966793985
ACH-000009,-0.03975181667772553
ACH-000011,-0.1503938162578552
ACH-000012,0.008209052693362648
ACH-000013,0.022020301422068785
ACH-000014,-0.02106527190600495
ACH-000015,-0.002323311615775237
ACH-000017,-0.14191189214846422
ACH-000018,-0.23251951736133505
ACH-000019,-0.073074077907199
ACH-000021,-0.07308312047865746
ACH-000022,-0.042604666385143514
ACH-000025,-0.04303126388084285
ACH-000028,-0.10509594497733953
ACH-000030,-0.06304885205273393
ACH-000035,-0.007378823700587875
ACH-000036,-0.0910425004553765
ACH-000037,0.028768553190261174
ACH-000039,0.044603049417969484
ACH-000040,-0.03390051627540059
ACH-000041,0.08162500986419635
ACH-000042,-0.05637112652612851
ACH-000045,-0.015481556717408857
ACH-000047,-0.07389874035060143
ACH-000052,-0.1725347749869402
ACH-000053,0.044310208436162055
ACH-000054,-0.07238984366169288
ACH-000055,0.12227247653267415
ACH-000060,-0.17710542715809394
ACH-000067,0.19671279901099645
ACH-000070,-0.07430098121375228
ACH-000075,-0.1146182868435562
ACH-000078,0.017389080473517605
ACH-000082,-0.017004522026827916
ACH-000085,0.007615855184040598
ACH-000086,0.05775017772413764
ACH-000087,0.14323396929930382
ACH-000092,0.040123599993969083
ACH-000095,-0.019806967057986586
ACH-000097,-0.10407181543936032
ACH-000098,0.1937932711013702
ACH-000099,-0.037189870532681635
ACH-000108,-0.14279586967015218
ACH-000113,0.005695071063226418
ACH-000116,-0.1353400711133516
ACH-000118,-0.025654666715259827
ACH-000120,-0.0005739856383648298
ACH-000123,-0.02822637789372589
ACH-000127,0.03682344257797132
ACH-000128,-0.073372508762586
ACH-000132,0.06099666128020584
ACH-000133,-0.06704357376337752
ACH-000137,0.12495462574446065
ACH-000138,-0.009177807979705122
ACH-000142,0.05668720695223989
ACH-000143,-0.1804934442574786
ACH-000146,-0.06456382446061654
ACH-000148,-0.06325269947642548
ACH-000150,0.04170548425434068
ACH-000152,0.14710166130459787
ACH-000153,-0.10927747220499248
ACH-000159,0.0019048831038487864
ACH-000160,-0.08402663731264867
ACH-000163,-0.13599905731579834
ACH-000167,0.06979880669968458
ACH-000168,0.06949363127839417
ACH-000169,-0.09882124593555364
ACH-000178,0.002489264723215055
ACH-000183,-0.05981914432073592
ACH-000188,0.1345970862385203
ACH-000189,0.10793769062503362
ACH-000190,-0.18995160542960812
ACH-000198,-0.023394701547240274
ACH-000203,-0.177173674954625
ACH-000204,-0.14154348510445358
ACH-000206,0.01668772125716093
ACH-000207,0.052509203454778684
ACH-000208,0.23580658569953475
ACH-000210,0.009505990999234522
ACH-000211,-0.14138539955249532
ACH-000215,0.04539690671630283
ACH-000221,-0.03521611415573493
ACH-000222,0.03238358330965501
ACH-000223,0.03818049706233224
ACH-000226,0.07238189392033248
ACH-000227,-0.053491651305910964
ACH-000228,-0.13038013560868744
ACH-000231,-0.08257599203471043
ACH-000232,-0.06967861513889526
ACH-000233,0.05145976657439519
ACH-000234,-0.1515253958434494
ACH-000235,-0.05686225588799861
ACH-000237,0.001545808748686684
ACH-000238,-0.02092610209175766
ACH-000242,-0.12918865750159947
ACH-000243,-0.05075499831476269
ACH-000244,-0.020963782802332458
ACH-000246,0.02988250047138225
ACH-000248,-0.014015718688097005
ACH-000250,-0.2180245060000576
ACH-000251,0.11675492793698275
ACH-000252,-0.10235207502541163
ACH-000253,0.01899967397261053
ACH-000255,-0.3693058189482815
ACH-000256,-0.0634023891774706
ACH-000257,0.08010336087414058
ACH-000258,0.0693393182899261
ACH-000259,-0.08692375794760501
ACH-000260,-0.026186452741730343
ACH-000261,-0.11722747565621265
ACH-000262,0.0063113455087845825
ACH-000263,-0.09583735952384087
ACH-000264,-0.1516392708157465
ACH-000265,0.014065079554654141
ACH-000266,-0.0244466655188628
ACH-000272,-0.004498089374055947
ACH-000274,-0.030272637442790018
ACH-000277,-0.3106390350192858
ACH-000278,0.04588249316226496
ACH-000279,-0.019562394260301173
ACH-000280,-0.047354407579230436
ACH-000281,-0.01004882569931037
ACH-000288,0.07306860890977783
ACH-000291,-0.12285420445239995
ACH-000293,-0.14083008235957073
ACH-000294,-0.2348721731790581
ACH-000295,-0.14417767662673808
ACH-000296,-0.0923881760126618
ACH-000302,-0.04256219334345459
ACH-000304,-0.2117254508911672
ACH-000307,-0.026098838272649583
ACH-000308,0.0060721026037250025
ACH-000310,0.05145500430437005
ACH-000311,-0.03840092494148903
ACH-000312,-0.0870856687402234
ACH-000315,0.05532330470493423
ACH-000316,-0.03993780610559498
ACH-000317,0.02489384778535965
ACH-000318,-0.07889279168907444
ACH-000319,0.19482392857306205
ACH-000320,-0.13278736075382652
ACH-000322,-0.16144675701617014
ACH-000323,0.010560699632655374
ACH-000324,0.008179220776291187
ACH-000329,0.0746927965791665
ACH-000330,-0.147770011928456
ACH-000331,-0.07410267279190512
ACH-000332,-0.05622433350018991
ACH-000334,0.21838093079681575
ACH-000335,-0.04952346237567571
ACH-000336,0.007995678223083249
ACH-000337,0.14383454415096986
ACH-000338,-0.17169717219904013
ACH-000339,0.08458709564651204
ACH-000341,-0.06397065704406288
ACH-000348,-0.1854430420549742
ACH-000350,-0.07822863664603233
ACH-000352,-0.041748034035348915
ACH-000356,0.012669118637404
ACH-000361,0.07387680731423384
ACH-000362,0.015982238592351088
ACH-000363,-0.07061571301661046
ACH-000364,0.13294554994679694
ACH-000365,-0.0072972432173852905
ACH-000366,-0.10227550696727024
ACH-000368,0.023355439056805982
ACH-000374,-0.06656783404939466
ACH-000375,-0.1654236176926895
ACH-000376,-0.13525430581790532
ACH-000381,-0.04591675026895934
ACH-000383,-0.02712452769391776
