,RHOC (389)
ACH-000004,-0.07359301809355462
ACH-000005,-0.05119334007812082
ACH-000007,-0.052568384079050456
ACH-000009,-0.009340959838423698
ACH-000011,-0.34760100678261835
ACH-000012,-0.13778559623939973
ACH-000013,-0.22342781789086905
ACH-000014,-0.1483595261325705
ACH-000015,-0.30757263545874897
ACH-000017,-0.1684898403506026
ACH-000018,-0.2894763133342512
ACH-000019,-0.05349994295718092
ACH-000021,-0.13125743205029378
ACH-000022,-0.009848943940245354
ACH-000025,-0.4144827077748775
ACH-000028,-0.13350348830953826
ACH-000030,-0.31312513615210835
ACH-000035,-0.4138998267826432
ACH-000036,-0.2283474354979449
ACH-000037,-0.1049300109475249
ACH-000039,-0.3346484989662121
ACH-000040,-0.2272043898596645
ACH-000041,-0.24264676389477874
ACH-000042,0.05085828718986857
ACH-000045,-0.1785223473094684
ACH-000047,-0.014212601264636669
ACH-000052,-0.1067471814560704
ACH-000053,-0.16766293344880334
ACH-000054,-0.20751385610135728
ACH-000055,-0.11163851217009642
ACH-000060,-0.3031622410398477
ACH-000067,-0.23160746498617585
ACH-000070,-0.21381421093956807
ACH-000075,-0.3408191250328358
ACH-000078,-0.3075437128143386
ACH-000082,-0.272543420730671
ACH-000085,-0.23857111899786396
ACH-000086,-0.227753833198666
ACH-000087,-0.14019927637910135
ACH-000092,-0.3427016480432517
ACH-000095,-0.209881669880508
ACH-000097,0.022381840693662062
ACH-000098,-0.2974877248468483
ACH-000099,-0.23437879461035416
ACH-000108,-0.1265606509793318
ACH-000113,-0.047196020255756
ACH-000116,-0.14523853960501426
ACH-000118,-0.14014043825581876
ACH-000120,-0.2271240150062392
ACH-000123,-0.26108064678268594
ACH-000127,-0.2785440834306963
ACH-000128,-0.19962137463203056
ACH-000132,-0.1577805667108237
ACH-000133,-0.3314346228453257
ACH-000137,-0.17295291073991384
ACH-000138,-0.03980720982441751
ACH-000142,-0.2232624824851824
ACH-000143,-0.0363644081746072
ACH-000146,-0.16795362111199288
ACH-000148,-0.20460002999671675
ACH-000150,-0.15734997883148238
ACH-000152,-0.2427198016823389
ACH-000153,-0.3044887032888016
ACH-000159,-0.22009582633197405
ACH-000160,-0.16082804578744625
ACH-000163,-0.22273584350314876
ACH-000167,0.06433831339867759
ACH-000168,-0.19833864905026266
ACH-000169,-0.2270469129187613
ACH-000178,-0.10790558500367917
ACH-000183,-0.0529154200063894
ACH-000188,-0.2794712465119064
ACH-000189,-0.4465884823950199
ACH-000190,-0.12069451156926822
ACH-000198,-0.17589009305062614
ACH-000203,-0.2620428719768367
ACH-000204,-0.19053309910055807
ACH-000206,-0.2598093959491816
ACH-000207,-0.2944021703541514
ACH-000208,-0.08702399125653049
ACH-000210,-0.3273376562264761
ACH-000211,-0.13322662945385166
ACH-000215,-0.22200001327870086
ACH-000221,-0.25587093997504257
ACH-000222,-0.1136011435698422
ACH-000223,-0.165453480964262
ACH-000226,-0.21195171942927027
ACH-000227,-0.4150968301846849
ACH-000228,-0.2451615217946231
ACH-000231,-0.2002469781844481
ACH-000232,-0.15565783459185972
ACH-000233,-0.05605884620671564
ACH-000234,-0.12781177431664906
ACH-000235,-0.11562500358573725
ACH-000237,-0.13377922683017254
ACH-000238,-0.2829261941221791
ACH-000242,-0.02857468627677026
ACH-000243,-0.0599909457312137
ACH-000244,-0.16430592100515545
ACH-000246,-0.15519184797610333
ACH-000248,-0.11647874923138735
ACH-000250,-0.17974713148464985
ACH-000251,-0.4326672616801749
ACH-000252,-0.08388318192285463
ACH-000253,-0.017487523981517258
ACH-000255,-0.2206390436922979
ACH-000256,-0.008644943827706416
ACH-000257,-0.1047250836928993
ACH-000258,-0.09754512843879892
ACH-000259,-0.2699336509369204
ACH-000260,-0.1854691040073504
ACH-000261,-0.2363950176841037
ACH-000262,-0.10043244503508823
ACH-000263,-0.05773648728917776
ACH-000264,-0.25753979380686703
ACH-000265,-0.28628932433229
ACH-000266,-0.021161426775325263
ACH-000272,-0.2943572774921355
ACH-000274,-0.21531273498870754
ACH-000277,-0.28421482962175204
ACH-000278,-0.1938554294054656
ACH-000279,-0.13104554597907242
ACH-000280,-0.15373401085103633
ACH-000281,0.016395044691705763
ACH-000288,-0.14316014403931615
ACH-000291,-0.19335318405108184
ACH-000293,-0.2720630263336346
ACH-000294,-0.25480964853312915
ACH-000295,0.012109695501106065
ACH-000296,-0.2132708284104194
ACH-000302,-0.2678640953475367
ACH-000304,-0.4782797014090466
ACH-000307,-0.06801480171114943
ACH-000308,-0.2368476840710165
ACH-000310,-0.4578140822019551
ACH-000311,-0.12929342728081689
ACH-000312,-0.2247291322066996
ACH-000315,-0.3752805173806892
ACH-000316,-0.1703753773957838
ACH-000317,-0.2743651120648104
ACH-000318,-0.24710075535585602
ACH-000319,-0.09414875052743786
ACH-000320,-0.2814836571453481
ACH-000322,-0.17759593395081125
ACH-000323,-0.29149436493997183
ACH-000324,-0.2845950692636111
ACH-000329,-0.11446762544829217
ACH-000330,-0.1319822110276892
ACH-000331,-0.4100042576895903
ACH-000332,-0.04788500249869628
ACH-000334,-0.1505089529098902
ACH-000335,-0.367769000517158
ACH-000336,-0.05165529248455194
ACH-000337,-0.1452847583700622
ACH-000338,-0.6056817783428045
ACH-000339,-0.18818227542991756
ACH-000341,-0.4267453010736425
ACH-000348,-0.06276651206837908
ACH-000350,-0.05871364876918129
ACH-000352,-0.1963357209844981
ACH-000356,-0.2860991348335305
ACH-000361,-0.2483554364069436
ACH-000362,-0.1559878719910638
ACH-000363,-0.0789352036353841
ACH-000364,-0.17342830602957082
ACH-000365,-0.0949544006797701
ACH-000366,-0.2676214987587078
ACH-000368,0.045609608391331456
ACH-000374,-0.25274708658538475
ACH-000375,-0.10765174990331944
ACH-000376,-0.23519140519651674
ACH-000381,-0.16293898616116148
ACH-000383,-0.16058691425733898
ACH-000387,-0.08801963657503331
ACH-000389,0.11144057812393048
ACH-000390,-0.1898568778414927
ACH-000393,-0.2343303970003115
ACH-000395,-0.30193220047614777
ACH-000396,-0.3202435981513538
ACH-000397,-0.20253261194456376
ACH-000401,-0.21071310033474494
ACH-000402,-0.303342327498359
ACH-000403,-0.06612862953323508
ACH-000404,-0.1855582302577108
ACH-000406,-0.1727276627773173
ACH-000407,-0.2994906093563203
ACH-000408,-0.334015422205443
ACH-000410,-0.07895098951967063
ACH-000411,-0.22292470090532465
ACH-000414,-0.2427901078351793
ACH-000415,-0.26314566590767313
ACH-000416,-0.2026557070161581
ACH-000420,-0.17535766185841906
ACH-000421,-0.15058351282349006
ACH-000424,-0.02671606681851636
ACH-000425,-0.17182773833883694
ACH-000426,-0.13334394845088499
ACH-000427,-0.27292008272028795
ACH-000433,-0.2516237627872163
ACH-000435,-0.44059361560042576
ACH-000436,-0.11427125022406046
ACH-000444,-0.1407937176619337
ACH-000445,-0.16426955365836174
ACH-000448,-0.3073372020038798
ACH-000450,-0.14959019046558836
ACH-000452,-0.14766454891628586
ACH-000454,-0.3402468152123113
ACH-000458,-0.4592203746883882
ACH-000459,0.0234971333351109
ACH-000460,-0.010747284005278242
ACH-000461,-0.1729053868871857
ACH-000463,-0.10986434043178964
ACH-000464,-0.05352353718282099
ACH-000466,-0.3392174711471216
ACH-000467,-0.1445045436059978
ACH-000468,-0.30823338442754217
ACH-000469,-0.2723720086602112
ACH-000470,0.0540846356400091
ACH-000471,-0.031740648762722035
ACH-000472,-0.11673784602636128
ACH-000473,-0.0542655590781469
ACH-000475,-0.21841140450607605
ACH-000476,-0.20188847531749826
ACH-000477,-0.1513949157397235
ACH-000479,-0.08382447140155834
ACH-000480,-0.18003560985196096
ACH-000481,-0.1367735519640905
ACH-000483,-0.1086358934336744
ACH-000484,-0.12971424327379194
ACH-000485,-0.34642244519235144
ACH-000486,-0.2119423438964109
ACH-000487,-0.2085811879879412
ACH-000488,-0.04938910562233696
ACH-000490,-0.08784699733066498
ACH-000491,-0.24225322888912476
ACH-000495,-0.11486339107782698
ACH-000496,-0.25702990935198555
ACH-000499,-0.4315132244273293
ACH-000500,0.09593395042479406
ACH-000502,-0.1243738979433475
ACH-000503,-0.051000623447120016
ACH-000505,-0.18878341850684616
ACH-000507,-0.11765507499022812
ACH-000510,-0.1319747093152262
ACH-000511,-0.4445865142120581
ACH-000512,-0.2316173232645413
ACH-000516,-0.15248443393460576
ACH-000517,-0.2733906179096658
ACH-000518,-0.17847734318802738
ACH-000520,-0.20570122058540408
ACH-000521,-0.3705841022476396
ACH-000522,-0.5293716387101033
ACH-000524,-0.12887822894548076
ACH-000527,-0.18504028200509667
ACH-000528,-0.12302954242632465
ACH-000537,-0.26267502219629635
ACH-000541,-0.20306178971034536
ACH-000542,-0.20782002614274375
ACH-000544,-0.1322137539471602
ACH-000545,-0.22701645821608876
ACH-000547,0.04569307509593076
ACH-000548,-0.2117198283049169
ACH-000549,-0.3395546672703141
ACH-000550,-0.21598208923339904
ACH-000552,-0.09057496545242652
ACH-000556,-0.2769088832069941
ACH-000557,-0.032119453398775984
ACH-000569,0.008084326171701323
ACH-000570,-0.11015324421182296
ACH-000571,-0.18667843709667065
ACH-000573,-0.1412672589377307
ACH-000576,-0.1520247382068387
ACH-000579,-0.09298372490405804
ACH-000580,-0.05482931034710484
ACH-000584,0.026061451470336974
ACH-000585,-0.07822049308151975
ACH-000588,-0.16375601932743025
ACH-000589,-0.21977002951027488
ACH-000591,-0.09835128860221108
ACH-000593,-0.2377794270984984
ACH-000600,-0.09014264688151148
ACH-000601,-0.0418071985426647
ACH-000605,-0.4308962308712017
ACH-000606,-0.22125092328848808
ACH-000608,-0.08468951651403052
ACH-000614,-0.3751125295612984
ACH-000616,-0.16434864793717618
ACH-000618,-0.16242385431650802
ACH-000619,-0.2839353045821152
ACH-000620,-0.24391161388209764
ACH-000621,-0.28785900103491385
ACH-000622,-0.27194764878525163
ACH-000623,-0.0409564127705646
ACH-000624,-0.25557161641599224
ACH-000627,-0.2867439720747739
ACH-000630,-0.11291818054373305
ACH-000631,-0.008207327164203866
ACH-000632,-0.3419419218363851
ACH-000633,-0.014205853514352869
ACH-000637,-0.12632596379368444
ACH-000638,-0.13910236411274438
ACH-000646,0.1452666999605947
ACH-000647,-0.15520035505406848
ACH-000648,-0.16450236483164202
ACH-000649,-0.12363166263057447
ACH-000651,-0.19350396293986385
ACH-000652,-0.1572467023287805
ACH-000653,-0.11189751060944474
ACH-000657,-0.196061203547648
