,CPSF6 (11052)
ACH-000004,-0.5194299485680605
ACH-000005,-0.5065442263776252
ACH-000007,-0.7402684207495006
ACH-000009,-0.6378855712825915
ACH-000011,-0.8991850600061131
ACH-000012,-0.5072446399841938
ACH-000013,-0.6456140102089426
ACH-000014,-0.6071308101411775
ACH-000015,-0.6119399417780507
ACH-000017,-0.6688373360373755
ACH-000018,-0.6447187222177739
ACH-000019,-0.6198886588445078
ACH-000021,-0.8263376615844937
ACH-000022,-0.5421075906504841
ACH-000025,-0.7732348368597678
ACH-000028,-0.8028771881124962
ACH-000030,-0.6385555145610677
ACH-000035,-0.7238829514097401
ACH-000036,-0.8101999005205014
ACH-000037,-0.8929285025596879
ACH-000039,-0.5258052401406604
ACH-000040,-0.6752873270233628
ACH-000041,-0.2322300093802971
ACH-000042,-0.6454430801235919
ACH-000045,-0.6651509774663752
ACH-000047,-0.8088956298594054
ACH-000052,-0.7056626825873987
ACH-000053,-0.5799554971931142
ACH-000054,-0.4772354184156076
ACH-000055,-0.7800530798950517
ACH-000060,-0.8211869027000849
ACH-000067,-0.9121338668120724
ACH-000070,-0.7628219010620436
ACH-000075,-0.5628054439947997
ACH-000078,-0.6046357752740079
ACH-000082,-0.6515649242746483
ACH-000085,-1.1230302131937298
ACH-000086,-0.6741661715602951
ACH-000087,-0.5392506081734395
ACH-000092,-0.8077063500113811
ACH-000095,-0.6173682580656228
ACH-000097,-0.5567809509412426
ACH-000098,-0.6313706283130753
ACH-000099,-0.40193591889502295
ACH-000108,-0.7922955211324492
ACH-000113,-0.7517213147262034
ACH-000116,-0.6736602474664984
ACH-000118,-0.848591594657532
ACH-000120,-0.6414678035187434
ACH-000123,-0.7963796202406821
ACH-000127,-0.5290325788518481
ACH-000128,-0.6474746771308865
ACH-000132,-0.6327866351514354
ACH-000133,-0.7376658649292138
ACH-000137,-0.5363147793285034
ACH-000138,-0.47774352111610396
ACH-000142,-0.5368701572475131
ACH-000143,-0.4574393221515312
ACH-000146,-0.8741413610359298
ACH-000148,-0.845207310257149
ACH-000150,-0.5689301540002799
ACH-000152,-0.7840008038660331
ACH-000153,-0.5951647313672952
ACH-000159,-0.4397131729510236
ACH-000160,-0.8378001123968699
ACH-000163,-0.7465660511481066
ACH-000167,-0.8870162207759135
ACH-000168,-0.639458001126465
ACH-000169,-0.613383654129469
ACH-000178,-0.7866424487731891
ACH-000183,-0.8238960172886267
ACH-000188,-0.6369211432982215
ACH-000189,-0.5500085084877905
ACH-000190,-0.7954452277677979
ACH-000198,-0.6796811772794532
ACH-000203,-0.7128079305938115
ACH-000204,-0.35038096520332385
ACH-000206,-0.7209629773115287
ACH-000207,-0.8328310489970192
ACH-000208,-0.8022373324898533
ACH-000210,-0.7234349639372075
ACH-000211,-0.7647793994989848
ACH-000215,-0.7023870179439761
ACH-000221,-0.5725947783092271
ACH-000222,-0.735529171703145
ACH-000223,-0.8832432887660959
ACH-000226,-0.7446943059715649
ACH-000227,-0.4898986855028965
ACH-000228,-0.8448136632113686
ACH-000231,-0.5239661404276618
ACH-000232,-0.4793323801821154
ACH-000233,-0.7828163728907056
ACH-000234,-0.6431405187706083
ACH-000235,-0.6886585912375711
ACH-000237,-0.7909552840298824
ACH-000238,-0.6985008674720886
ACH-000242,-0.921595525778154
ACH-000243,-0.9844982028360224
ACH-000244,-0.8366390239699848
ACH-000246,-0.8570687000933253
ACH-000248,-0.8314319249304418
ACH-000250,-0.6137615765146762
ACH-000251,-0.8447291883566431
ACH-000252,-0.876699479073399
ACH-000253,-0.7032129097700497
ACH-000255,-0.4486189069929708
ACH-000256,-0.5832458643672381
ACH-000257,-0.5915907559430673
ACH-000258,-0.9340366677217822
ACH-000259,-0.6828781605916125
ACH-000260,-0.6865929023322186
ACH-000261,-0.6693635676572076
ACH-000262,-0.4832561831570666
ACH-000263,-0.7872943963692969
ACH-000264,-0.7718543602415284
ACH-000265,-0.4709919735845803
ACH-000266,-0.8652076698554321
ACH-000272,-0.4541895206958261
ACH-000274,-0.5413353942639194
ACH-000277,-0.4349388831272637
ACH-000278,-0.8061420569170824
ACH-000279,-0.4710018260874936
ACH-000280,-0.7636063658071763
ACH-000281,-0.7687631689319719
ACH-000288,-0.6523801298587389
ACH-000291,-0.5925744310053608
ACH-000293,-0.6721233437278038
ACH-000294,-0.3982324702457557
ACH-000295,-0.7487710305965721
ACH-000296,-0.6367402416016303
ACH-000302,-0.6332649399403468
ACH-000304,-0.5537394580009504
ACH-000307,-0.6435188375035584
ACH-000308,-0.6833401897614262
ACH-000310,-0.491990776383707
ACH-000311,-0.6477292405864438
ACH-000312,-0.6517959255770129
ACH-000315,-0.9144022942101522
ACH-000316,-0.5827330593340279
ACH-000317,-0.5329948724051503
ACH-000318,-0.5714605728601245
ACH-000319,-0.8114233311139841
ACH-000320,-0.6926337190749503
ACH-000322,-0.648092750166063
ACH-000323,-0.5926065296148597
ACH-000324,-0.5985988403161439
ACH-000329,-0.765609893818886
ACH-000330,-0.5304997453118314
ACH-000331,-0.7002436387575806
ACH-000332,-0.6799031527443693
ACH-000334,-0.4222897111103417
ACH-000335,-0.4970672099249853
ACH-000336,-0.88015300028975
ACH-000337,-0.9371477183157421
ACH-000338,-0.8200406573597481
ACH-000339,-0.8044530979350485
ACH-000341,-0.2859456464744778
ACH-000348,-0.8077210304189668
ACH-000350,-0.6185782344157161
ACH-000352,-0.6154242697128055
ACH-000356,-0.7066118429836958
ACH-000361,-0.7894546520681535
ACH-000362,-0.7996097629398591
ACH-000363,-0.7870845464926612
ACH-000364,-0.8072319026671243
ACH-000365,-0.6485328663721353
ACH-000366,-0.5018445447800262
ACH-000368,-0.8128067960991014
ACH-000374,-0.5846589465429575
ACH-000375,-0.6292899852415288
ACH-000376,-0.6897692529190558
ACH-000381,-0.5558581413696791
ACH-000383,-0.6121770347630879
ACH-000387,-0.6822451676452609
ACH-000389,-0.6398715402956028
ACH-000390,-0.5133958631241916
ACH-000393,-0.4738350371110689
ACH-000395,-0.6777315608283049
ACH-000396,-0.520598631011149
ACH-000397,-0.9829390151065776
ACH-000401,-0.7715399157985084
ACH-000402,-0.572583263932612
ACH-000403,-0.61762975038258
ACH-000404,-0.5521010395695104
ACH-000406,-0.6903796144204457
ACH-000407,-0.5708247433567785
ACH-000408,-0.779061158506017
ACH-000410,-0.8235693016960217
ACH-000411,-0.6341171626131795
ACH-000414,-0.6121238350444012
ACH-000415,-0.5508538539444578
ACH-000416,-0.7995264145767074
ACH-000420,-0.6521005843695685
ACH-000421,-0.7478384205931433
ACH-000424,-0.6408620115322682
ACH-000425,-0.6147041236920965
ACH-000426,-0.7766047132792661
ACH-000427,-0.6566014865226322
ACH-000433,-0.41185149291138257
ACH-000435,-0.5426962390056277
ACH-000436,-0.31002077702222863
ACH-000444,-0.5773797146318542
ACH-000445,-0.6591935666643459
ACH-000448,-0.8136847107173377
ACH-000450,-0.7303802269767398
ACH-000452,-0.5314604290136
ACH-000454,-0.9158532433180051
ACH-000458,-0.9042480522644828
ACH-000459,-0.5073714732413563
ACH-000460,-0.9522934879452692
ACH-000461,-0.7988486327736602
ACH-000463,-0.4857473410684486
ACH-000464,-0.8270538016682081
ACH-000466,-0.8311685876211881
ACH-000467,-0.6502515517644639
ACH-000468,-0.8652333285331832
ACH-000469,-0.7057126664877139
ACH-000470,-0.5554247900437325
ACH-000471,-0.5575187452836018
ACH-000472,-0.8085611779288273
ACH-000473,-0.6944342799882322
ACH-000475,-0.4244588929333698
ACH-000476,-0.6774597019339889
ACH-000477,-0.32850857449118104
ACH-000479,-0.6564827644030662
ACH-000480,-1.012930640575481
ACH-000481,-0.6097190100103471
ACH-000483,-0.7347492847207243
ACH-000484,-0.7054153789710176
ACH-000485,-0.26966955207570553
ACH-000486,-0.7745471558899151
ACH-000487,-0.5429788470811941
ACH-000488,-0.6587129575771044
ACH-000490,-0.6766811798776361
ACH-000491,-0.6803670378435503
ACH-000495,-0.633959682494663
ACH-000496,-0.5530791083616758
ACH-000499,-0.3156525657607474
ACH-000500,-1.1542684796129317
ACH-000502,-0.6299845301917707
ACH-000503,-0.7665331133062796
ACH-000505,-0.7206862608803689
ACH-000507,-0.4553664423972179
ACH-000510,-0.4711608907707132
ACH-000511,-0.5647047155416711
ACH-000512,-0.6900130475550703
ACH-000516,-0.6934972803889411
ACH-000517,-0.7072655242574352
ACH-000518,-0.6952180883324846
ACH-000520,-0.6751209316599192
ACH-000521,-0.7845860029448879
ACH-000522,-0.7364151669246121
ACH-000524,-0.7311801770049761
ACH-000527,-0.7412512806775573
ACH-000528,-0.6790766006012032
ACH-000537,-0.7061784040453618
