,OPA1 (4976)
ACH-000004,-0.32365961826116985
ACH-000005,-0.09076060344590388
ACH-000007,-0.7567626677432985
ACH-000009,-0.3714633531457523
ACH-000011,-0.1260629223357707
ACH-000012,-0.4369867129095703
ACH-000013,-0.5808251288980817
ACH-000014,-0.4077247358939415
ACH-000015,-0.3349206372322143
ACH-000017,-0.34669316196868144
ACH-000018,-0.7163956359887736
ACH-000019,-0.49634931821223
ACH-000021,-0.27044421797358364
ACH-000022,-0.3287753429726155
ACH-000025,-0.391076608399162
ACH-000028,-0.4988033080427256
ACH-000030,-0.3973867031635521
ACH-000035,-0.5759322010488055
ACH-000036,-0.43068666753261226
ACH-000037,-0.2485146052101672
ACH-000039,-0.1519595964552498
ACH-000040,-0.4029003934029982
ACH-000041,-0.5748167483457377
ACH-000042,-0.18715952002440087
ACH-000045,-0.36924695376018224
ACH-000047,-0.1204578581018344
ACH-000052,-0.3539215440243705
ACH-000053,-0.35093805793797106
ACH-000054,-0.3269071987634846
ACH-000055,-0.3541785518185753
ACH-000060,-0.2658793966242448
ACH-000067,-0.3419550471736251
ACH-000070,-0.3943970159108295
ACH-000075,-0.3566827544228646
ACH-000078,-0.43125315191864816
ACH-000082,-0.659764566730021
ACH-000085,-0.4083032150351309
ACH-000086,-0.6615722669222063
ACH-000087,-0.6957395508515964
ACH-000092,-0.6841600741818138
ACH-000095,-0.15785059537202173
ACH-000097,-0.3322645700689608
ACH-000098,-0.2978765820799062
ACH-000099,-0.4169992647063207
ACH-000108,-0.5308937482859203
ACH-000113,-0.3063711931183436
ACH-000116,-0.358034368404034
ACH-000118,-0.4754482624159208
ACH-000120,-0.5005506587629249
ACH-000123,-0.36708199066579256
ACH-000127,-0.5197763472420194
ACH-000128,-0.4780592952443836
ACH-000132,-0.3625619875936861
ACH-000133,-0.5994736770096741
ACH-000137,-0.16460881742732195
ACH-000138,-0.4876625059597926
ACH-000142,-0.5430256401624485
ACH-000143,-0.3932453895565696
ACH-000146,-0.2721610031732857
ACH-000148,-0.5678602518387701
ACH-000150,-0.6876069123042663
ACH-000152,-0.8233687168847544
ACH-000153,-0.5402270926194811
ACH-000159,-0.3512611160037284
ACH-000160,-0.5095426375598002
ACH-000163,-0.3013526157719191
ACH-000167,-0.474132945084316
ACH-000168,-0.18013916974637367
ACH-000169,-0.4709246995838614
ACH-000178,-0.6577063396618512
ACH-000183,-0.11580277960461118
ACH-000188,-0.3690897797414285
ACH-000189,-0.2860485358822314
ACH-000190,-0.6973504284871129
ACH-000198,-0.29279497697195944
ACH-000203,-0.2802792486959541
ACH-000204,-0.06840074391471346
ACH-000206,-0.25424798121568704
ACH-000207,-0.4500103673018746
ACH-000208,-0.3129325209520532
ACH-000210,-0.5874974658441043
ACH-000211,-0.42491863523821505
ACH-000215,-0.4692616237563176
ACH-000221,-0.5234425968392054
ACH-000222,-0.580779812280646
ACH-000223,-0.27866255033010445
ACH-000226,-0.4558381096752875
ACH-000227,-0.2550535889380567
ACH-000228,-0.2442435097842009
ACH-000231,-0.4949080670861736
ACH-000232,-0.4025504194517239
ACH-000233,-0.3429355861176085
ACH-000234,-0.3719387510302693
ACH-000235,-0.2856999441719354
ACH-000237,-0.15766952432150774
ACH-000238,-0.270106041689041
ACH-000242,-0.4011593817108296
ACH-000243,-0.39916582624312014
ACH-000244,-0.15572731419196165
ACH-000246,-0.23752995563834786
ACH-000248,-0.4679863066573526
ACH-000250,-0.24777806472297936
ACH-000251,-0.4981434341329954
ACH-000252,-0.7049077260366201
ACH-000253,-0.3872473608591051
ACH-000255,-0.5271554488935544
ACH-000256,-0.24767788719447714
ACH-000257,-0.3438397734267105
ACH-000258,-0.7124460365873936
ACH-000259,-0.7329115839548388
ACH-000260,-0.2049624266390541
ACH-000261,-0.4413755730885827
ACH-000262,-0.22406320599222013
ACH-000263,-0.3162988858380221
ACH-000264,-0.37367708527015975
ACH-000265,-0.5357326401008758
ACH-000266,-0.2577006405879578
ACH-000272,-0.2140498236593206
ACH-000274,-0.5018079516659966
ACH-000277,-0.6256731228207749
ACH-000278,-0.3265629697127775
ACH-000279,-0.3507145071802651
ACH-000280,-0.282176799081607
ACH-000281,-0.7210601623920379
ACH-000288,-0.6413622377931697
ACH-000291,-0.17228864217828166
ACH-000293,-0.7659042022172121
ACH-000294,0.07520422039141075
ACH-000295,-0.3473823805807896
ACH-000296,-0.6944269606974222
ACH-000302,-0.4193445005118269
ACH-000304,-0.5951948549882957
ACH-000307,-0.3138896922361402
ACH-000308,-0.23412360384115025
ACH-000310,-0.24316487568086803
ACH-000311,-0.2893225773335828
ACH-000312,-0.5590466540269154
ACH-000315,-0.5723257780317451
ACH-000316,-0.3796799593149691
ACH-000317,-0.6214633783713303
ACH-000318,-0.3900195044775285
ACH-000319,-0.24955722834910016
ACH-000320,-0.35485067340113396
ACH-000322,-0.34128907747794485
ACH-000323,-0.6232020554303537
ACH-000324,-0.35366625528785306
ACH-000329,-0.4544375635947975
ACH-000330,-0.21016995585098314
ACH-000331,-0.6104178470715619
ACH-000332,-0.4363979339629352
ACH-000334,-0.3484349777499385
ACH-000335,-0.37067914440174105
ACH-000336,-0.04877662061781566
ACH-000337,-0.3226385473300539
ACH-000338,-0.6916861075761179
ACH-000339,-0.4189580201792683
ACH-000341,-0.39226639512548817
ACH-000348,-0.3140331323073419
ACH-000350,-0.20388009715667169
ACH-000352,-0.4016257527574069
ACH-000356,-0.584788886862718
ACH-000361,-0.4752820277680977
