,HIST1H1T (3010)
ACH-000004,0.1892868401973508
ACH-000005,-0.4596090919985984
ACH-000007,0.09021613053308752
ACH-000009,-0.030461304498876175
ACH-000011,-0.06995574062772608
ACH-000012,0.02415412594631296
ACH-000013,-0.025538281247963014
ACH-000014,0.11816573698217225
ACH-000015,0.028919029114849563
ACH-000017,-0.034815281402667535
ACH-000018,-0.0040198552707544286
ACH-000019,0.22957760885230544
ACH-000021,0.05087596649029808
ACH-000022,0.05899474238070222
ACH-000025,0.1071929413312798
ACH-000028,0.026111079823827155
ACH-000030,0.03314879542889452
ACH-000035,-0.14785279337196106
ACH-000036,0.06255379514070501
ACH-000037,0.09653387623085848
ACH-000039,0.10326390173528233
ACH-000040,-0.12519519100008364
ACH-000041,0.08259829179901591
ACH-000042,0.1125294889288018
ACH-000045,0.08841465276115984
ACH-000047,-0.1321648122291675
ACH-000052,-0.061172585651003974
ACH-000053,0.0322979436191901
ACH-000054,-0.02154820938428607
ACH-000055,0.10129289941651004
ACH-000060,-0.03615554581378515
ACH-000067,0.06115089998793991
ACH-000070,-0.0016114957854307527
ACH-000075,-0.02839926268742037
ACH-000078,-0.004686522649486368
ACH-000082,0.06588948910279854
ACH-000085,0.07145219873350002
ACH-000086,0.09853152299260473
ACH-000087,-0.13245653623800493
ACH-000092,0.12094406591443853
ACH-000095,0.09450779176109564
ACH-000097,0.08072347927291941
ACH-000098,-0.02095764936933629
ACH-000099,0.0636824860899401
ACH-000108,0.02416743823084781
ACH-000113,0.05023169758522037
ACH-000116,0.08382141392970649
ACH-000118,-0.0017948729037322606
ACH-000120,0.17382646608911995
ACH-000123,0.029978970596171238
ACH-000127,0.00859930323735308
ACH-000128,-0.013048863423112057
ACH-000132,0.12530387975555254
ACH-000133,-0.08005697414252322
ACH-000137,0.07355087047593452
ACH-000138,-0.06065185908078359
ACH-000142,0.02745113933556446
ACH-000143,0.17702428622758576
ACH-000146,0.060812761907191634
ACH-000148,0.12373514783813833
ACH-000150,0.0004461999066597458
ACH-000152,-0.03643999574967866
ACH-000153,0.1724636247786806
ACH-000159,0.08276632574160389
