,TRIAP1 (51499)
ACH-000004,-0.9431084642926214
ACH-000005,-1.221800763918674
ACH-000007,-0.9342587156514416
ACH-000009,-1.0846463765124592
ACH-000011,-0.9987748337370008
ACH-000012,-1.0699993904319125
ACH-000013,-1.2784828493717002
ACH-000014,-1.0966170069134324
ACH-000015,-1.2192812185516408
ACH-000017,-0.8176619061771104
ACH-000018,-0.8383622722832892
ACH-000019,-0.8869574099735892
ACH-000021,-0.8852821132327438
ACH-000022,-1.1872365184652631
ACH-000025,-1.1807211863893134
ACH-000028,-1.0817858532155933
ACH-000030,-1.196977888881828
ACH-000035,-1.003613552552849
ACH-000036,-1.286577533726932
ACH-000037,-1.1450765007697934
ACH-000039,-1.012344550056668
ACH-000040,-1.2426427910267226
ACH-000041,-1.2633003778460414
ACH-000042,-1.060783111290701
ACH-000045,-0.941088889916204
ACH-000047,-1.0620397699854796
ACH-000052,-0.9714531631301156
ACH-000053,-1.1056316719836363
ACH-000054,-0.7991046343448596
ACH-000055,-1.151546494303278
ACH-000060,-0.9868282478288832
ACH-000067,-0.916036920124594
ACH-000070,-1.0736672416037556
ACH-000075,-0.6563334000141617
ACH-000078,-0.8730885850368143
ACH-000082,-0.7191652799710069
ACH-000085,-1.0624704505161238
ACH-000086,-1.1604810837747217
ACH-000087,-1.3536160577841387
ACH-000092,-1.0097136219556784
ACH-000095,-0.9102747277557924
ACH-000097,-0.9022267282876121
ACH-000098,-1.1767976112245508
ACH-000099,-1.063440990736443
ACH-000108,-0.9428676390838432
ACH-000113,-0.8321750625616595
ACH-000116,-1.1451725638370047
ACH-000118,-0.986481553856002
ACH-000120,-1.00896264502706
ACH-000123,-0.7690102843355514
ACH-000127,-0.9791140193197369
ACH-000128,-1.3138989778789574
ACH-000132,-1.0616039146318723
ACH-000133,-1.1318911333723245
ACH-000137,-1.0991480112892322
ACH-000138,-1.0980754853521677
ACH-000142,-1.1801843844412452
ACH-000143,-1.2368907717331945
ACH-000146,-0.9757807063329422
ACH-000148,-1.0184305386756576
ACH-000150,-1.1503400258622625
ACH-000152,-1.1588057055952294
ACH-000153,-0.8848088755523179
ACH-000159,-0.8161159525380333
ACH-000160,-1.133778965787588
ACH-000163,-1.2111115157441197
ACH-000167,-1.1213014347501598
ACH-000168,-1.2720295724071122
ACH-000169,-1.1674421058336546
ACH-000178,-1.140390248666756
ACH-000183,-1.109819170330979
ACH-000188,-1.1238207731007381
ACH-000189,-1.198808602831113
ACH-000190,-1.138440938661683
ACH-000198,-0.9027551528593416
ACH-000203,-0.9833412962456418
ACH-000204,-1.178220291796089
ACH-000206,-1.1874946495157164
ACH-000207,-0.9777471987965908
ACH-000208,-1.1117266185280148
ACH-000210,-1.2633610714911203
ACH-000211,-1.272060921290136
ACH-000215,-1.0860625955944987
ACH-000221,-1.2567082964309433
ACH-000222,-1.1971504089578209
ACH-000223,-0.9923142575551605
ACH-000226,-0.9521730180387268
ACH-000227,-0.4760775588398317
ACH-000228,-1.1243765840659867
ACH-000231,-1.109986133656435
ACH-000232,-1.1322094628156163
ACH-000233,-1.0756386449318038
ACH-000234,-0.995030471528904
ACH-000235,-0.9696013145073342
ACH-000237,-1.1655550335307785
ACH-000238,-1.1374338650998899
ACH-000242,-1.017650360259599
ACH-000243,-1.2442049059184914
ACH-000244,-1.2396098424221658
ACH-000246,-0.8775517154039416
ACH-000248,-1.275193673387744
ACH-000250,-1.0617062767943284
ACH-000251,-1.136625716818312
ACH-000252,-1.034698028814114
ACH-000253,-0.9863013310302576
ACH-000255,-0.9594061954653982
ACH-000256,-1.1736514237815827
ACH-000257,-1.1942876048376403
ACH-000258,-0.6426902189020409
ACH-000259,-1.0305284964698125
ACH-000260,-1.1037206485204372
ACH-000261,-1.092257355217936
ACH-000262,-1.062719743065861
ACH-000263,-1.1812501336434198
ACH-000264,-1.0484547335820738
ACH-000265,-1.0535362218220747
ACH-000266,-1.0648412326207042
ACH-000272,-1.0582971628275175
ACH-000274,-1.0636652667938948
ACH-000277,-0.795361505973582
ACH-000278,-1.129524957963888
ACH-000279,-0.9929385986741499
ACH-000280,-1.1056937533910949
ACH-000281,-1.193028380983958
ACH-000288,-1.1268028838449085
ACH-000291,-1.2171329629113858
ACH-000293,-1.0464614723718415
ACH-000294,-1.0872172382292549
ACH-000295,-1.2436034424546725
ACH-000296,-1.1367876268704156
ACH-000302,-0.6305851217806485
ACH-000304,-1.0684257067103355
ACH-000307,-1.1031611850630532
ACH-000308,-0.9779429887857116
ACH-000310,-0.4851722274551469
ACH-000311,-1.1397012234201602
ACH-000312,-1.0591733860243788
ACH-000315,-1.2039133541989346
ACH-000316,-1.1288813351846316
ACH-000317,-1.4266990536077373
ACH-000318,-1.3580679572751158
ACH-000319,-1.0761963890972002
ACH-000320,-1.4415818921877008
ACH-000322,-0.9321380097047024
ACH-000323,-1.2497324187739327
ACH-000324,-1.183413688862483
ACH-000329,-1.0557062181463437
ACH-000330,-0.922745769747958
ACH-000331,-1.0291960196235
ACH-000332,-1.1697472623909169
ACH-000334,-0.9269516171022104
ACH-000335,-1.1743792755992288
ACH-000336,-0.7603950220051271
ACH-000337,-1.2014483210029958
ACH-000338,-1.283574958846281
ACH-000339,-1.1680482093823157
ACH-000341,-0.5415535064450436
ACH-000348,-1.017990233632185
ACH-000350,-0.90545271831085
ACH-000352,-1.1373596520108578
ACH-000356,-1.061324149789787
ACH-000361,-1.0560370372185612
ACH-000362,-1.039512351016728
ACH-000363,-0.4605705363145406
ACH-000364,-1.0484522842371171
ACH-000365,-1.1069832591090811
ACH-000366,-1.1751979482578119
ACH-000368,-1.2495091182040081
ACH-000374,-1.3050673352801299
ACH-000375,-0.9666539852028516
ACH-000376,-1.220452986623022
ACH-000381,-1.1123486750339016
ACH-000383,-0.8309488271391952
ACH-000387,-1.1960179348984281
ACH-000389,-1.0447953072972709
ACH-000390,-1.3475217349330582
ACH-000393,-0.8314870837060051
ACH-000395,-0.9354766305939858
ACH-000396,-0.9476302766194244
ACH-000397,-0.9401950685568076
ACH-000401,-0.7939107603150395
ACH-000402,-1.548914558841746
ACH-000403,-1.0643332219927086
ACH-000404,-1.0400037878832773
ACH-000406,-1.1125301951829052
ACH-000407,-0.9634465325346298
ACH-000408,-1.3359834302557123
ACH-000410,-1.2549722167457753
ACH-000411,-0.8629428600078954
ACH-000414,-1.0051861358336032
ACH-000415,-1.2476343287737537
ACH-000416,-0.8661402434480356
ACH-000420,-0.9265858494961294
ACH-000421,-0.9106523317495512
ACH-000424,-1.059297575710629
ACH-000425,-0.7051063771331613
ACH-000426,-1.2261036133277088
ACH-000427,-0.6207688823787303
ACH-000433,-0.9771381391001752
ACH-000435,-0.8114485234243783
ACH-000436,-0.9819673822413134
ACH-000444,-0.8568303379638829
ACH-000445,-1.198184318439062
ACH-000448,-0.8647891958174803
ACH-000450,-1.2225817308047149
ACH-000452,-1.4289256960562349
ACH-000454,-1.1921052919736923
ACH-000458,-1.2720019265582465
ACH-000459,-1.0788056548717389
ACH-000460,-1.168939684626686
ACH-000461,-0.9724860945250016
ACH-000463,-0.9472704665163408
ACH-000464,-1.1611405427095243
ACH-000466,-0.992659726477752
ACH-000467,-0.918867321440759
ACH-000468,-1.1201480321232158
ACH-000469,-0.903066490169136
ACH-000470,-0.9192051259870384
ACH-000471,-1.1214366791885166
ACH-000472,-1.0937283073108233
ACH-000473,-1.5794912158974836
ACH-000475,-1.0611380866716185
ACH-000476,-1.1177904087254744
ACH-000477,-0.9016731272565658
ACH-000479,-0.9058918037511956
ACH-000480,-1.3266937625235946
ACH-000481,-1.1406100247273023
ACH-000483,-1.2890471441487594
ACH-000484,-0.5900712901422048
ACH-000485,-0.8433261288688328
ACH-000486,-1.0257548190080037
ACH-000487,-1.0067239190152308
ACH-000488,-0.9742102640198692
ACH-000490,-1.2283116379076058
ACH-000491,-1.116859971849722
ACH-000495,-0.9306884798525372
ACH-000496,-1.0693104700246294
ACH-000499,-0.9620192930068094
ACH-000500,-1.1924665251348363
ACH-000502,-1.1211177066847804
ACH-000503,-1.4180922829738132
ACH-000505,-0.8204185341881106
ACH-000507,-1.035578131971462
ACH-000510,-1.1475450457169567
ACH-000511,-1.2555823135002695
ACH-000512,-0.9397817553779102
ACH-000516,-1.0934876446887356
ACH-000517,-0.8543007309164876
ACH-000518,-1.3390543366974852
ACH-000520,-1.0088962081245858
ACH-000521,-0.8777931027418306
ACH-000522,-1.0472915792980495
ACH-000524,-1.1163219748880573
ACH-000527,-0.98657698204025
ACH-000528,-1.1023066284447425
ACH-000537,-1.167507549387141
ACH-000541,-0.9373551045291266
ACH-000542,-1.0164735614414488
ACH-000544,-1.2229635484254608
ACH-000545,-1.1661436792837736
ACH-000547,-1.2054330353459113
ACH-000548,-1.26069132409152
ACH-000549,-1.0893579773978117
ACH-000550,-1.2371526416148364
ACH-000552,-1.177014788178895
ACH-000556,-1.0150685268524564
ACH-000557,-1.1588751302799938
ACH-000569,-0.861629427589943
ACH-000570,-1.1778493976884281
ACH-000571,-0.9285504480960444
ACH-000573,-0.9842911222113004
ACH-000576,-1.0403957785648348
ACH-000579,-0.91601452031836
ACH-000580,-0.99144996209662
ACH-000584,-1.0278703126814774
ACH-000585,-1.1509781783427486
ACH-000588,-1.2002685731405738
ACH-000589,-1.10457595488417
ACH-000591,-1.3200827833189674
ACH-000593,-1.3568624683997843
ACH-000600,-1.01390213197231
ACH-000601,-0.9857381950028341
ACH-000605,-1.4243336232291923
ACH-000606,-1.217607481902791
ACH-000608,-0.8006707297328063
ACH-000614,-1.1387150371876351
ACH-000616,-1.0223146831665144
ACH-000618,-1.2677510648066876
ACH-000619,-1.3080251835446484
ACH-000620,-1.1518613507657054
ACH-000621,-0.7349896704574864
ACH-000622,-1.1479868178952588
ACH-000623,-1.1152359101438616
ACH-000624,-0.9598043410285356
ACH-000627,-1.05703080145005
ACH-000630,-1.0725545575326867
ACH-000631,-1.180546340492856
ACH-000632,-1.1430502047166913
ACH-000633,-1.0418348732665317
ACH-000637,-1.058132062219285
ACH-000638,-1.0162484477211595
ACH-000646,-0.553396669972755
ACH-000647,-1.1207633051955603
ACH-000648,-1.4308395661507518
ACH-000649,-1.1962304425638512
ACH-000651,-1.1655429202975238
ACH-000652,-1.286689042724063
ACH-000653,-1.0380170965725963
ACH-000657,-0.8707436910234744
ACH-000658,-1.0244874258140306
ACH-000661,-1.0151110908045389
ACH-000662,-0.9084596114358512
ACH-000663,-0.9900202467433032
ACH-000665,-1.039741396080548
ACH-000671,-1.1447308031236862
ACH-000672,-1.31375746510587
ACH-000673,-0.9156963440993022
ACH-000676,-1.1900414518945766
ACH-000677,-0.9049462626130171
ACH-000681,-1.1005311617878009
ACH-000683,-1.2109778038211332
ACH-000684,-1.2748778150746147
ACH-000688,-1.028292905380896
ACH-000693,-1.2733209884917918
ACH-000694,-1.3166863641836102
ACH-000695,-0.9211351583647752
ACH-000696,-1.0911097151087326
ACH-000697,-1.1963633226401404
ACH-000699,-0.8488219476448141
ACH-000701,-1.1128311270039506
ACH-000706,-1.148774282908347
ACH-000711,-0.9353176794803943
ACH-000713,-0.9568206179031216
ACH-000714,-1.1153814113468736
ACH-000718,-0.8747711645088764
ACH-000720,-0.9059509379356592
ACH-000721,-0.9998768129439276
ACH-000724,-0.7430138271022622
ACH-000725,-0.7043813553982258
ACH-000732,-1.048708821500223
ACH-000734,-1.1464435101261314
ACH-000735,-1.2093240090180717
ACH-000736,-0.9670541022940904
ACH-000738,-1.0623353834228535
ACH-000746,-0.93934248288596
ACH-000747,-1.20151332552532
ACH-000748,-1.159496709132242
ACH-000753,-1.1394793794096163
ACH-000756,-0.8910971612721669
ACH-000757,-0.9182104982533312
ACH-000758,-1.0211408648725857
ACH-000760,-0.9556360698752838
ACH-000762,-1.2300836096670618
ACH-000763,-0.9623016493516654
ACH-000764,-0.8961348400154522
ACH-000765,-1.2441625893112938
ACH-000766,-1.2061534115368155
ACH-000767,-0.6857814739315352
ACH-000768,-0.9910632981540805
ACH-000769,-1.1524178472011593
ACH-000770,-1.025807985849795
ACH-000771,-1.060700176501314
ACH-000773,-0.7498898131419706
ACH-000776,-0.9259009484264432
ACH-000777,-1.0699260353683515
ACH-000778,-1.21470774594409
ACH-000781,-1.2329626504478224
ACH-000782,-0.7471201057436326
ACH-000783,-0.9573720389940038
ACH-000784,-1.3057159098034332
ACH-000785,-1.1995900313404635
ACH-000787,-1.0882275153922298
ACH-000788,-1.1215387687882803
ACH-000791,-1.1551359363250286
ACH-000792,-1.3224121497253427
ACH-000794,-1.089255846334768
ACH-000796,-0.877121422476135
ACH-000798,-0.919683193038318
ACH-000799,-0.7377564608419559
ACH-000800,-1.10796320436781
ACH-000802,-1.3234915168682564
ACH-000804,-1.3064739472306999
ACH-000805,-0.9590717961455596
ACH-000809,-1.1026615513909892
ACH-000810,-1.4643925956985826
ACH-000811,-0.9333958994269138
ACH-000817,-1.1646289276723074
ACH-000819,-0.935824028183482
ACH-000820,-1.0396418533514609
ACH-000821,-0.8900057889398705
ACH-000822,-0.8317831248104633
ACH-000823,-1.2648623944877582
ACH-000824,-1.1356898424387758
ACH-000827,-1.2097603083693895
ACH-000829,-1.0494676872140638
ACH-000831,-1.066880284282722
ACH-000832,-1.0325511401158078
ACH-000833,-1.1100818242518309
ACH-000834,-1.2924355681933026
ACH-000835,-1.1433421068899647
ACH-000836,-1.1746703102309597
ACH-000837,-1.181718370753894
ACH-000838,-0.8718322385384132
ACH-000839,-1.2105837650906504
ACH-000840,-1.1836788939536944
ACH-000841,-1.3523373306472029
ACH-000843,-1.2075848847870454
ACH-000846,-0.9623849952816076
ACH-000847,-1.0331621852460178
ACH-000848,-1.0456350309280562
ACH-000849,-1.1569859896732198
ACH-000851,-1.191113542521342
ACH-000855,-1.3586021170559242
ACH-000856,-1.112146663726954
ACH-000858,-0.97810382604762
ACH-000859,-1.5512459624023107
ACH-000861,-1.100934490223073
ACH-000862,-1.3322673258955244
ACH-000865,-1.155693566717382
ACH-000866,-1.1698548991363755
ACH-000867,-0.8965402298085502
ACH-000869,-0.9567179429274834
ACH-000872,-1.161938813274366
ACH-000873,-0.9976109743151672
ACH-000876,-1.2925759628440594
ACH-000878,-1.4084985052690182
ACH-000880,-1.0438775170131585
ACH-000881,-1.105382035682802
ACH-000882,-1.2018096100366544
ACH-000884,-1.0517976831993834
ACH-000885,-0.9330804800898708
ACH-000887,-1.087554059940913
ACH-000889,-1.21541056612301
ACH-000896,-1.1000538787816332
ACH-000898,-1.1612841882758158
ACH-000900,-0.9070132415242744
ACH-000901,-1.0677546987551152
ACH-000905,-1.162602825570857
ACH-000906,-1.1965834962570168
ACH-000907,-1.042350319510816
ACH-000910,-1.1423321838619684
ACH-000911,-0.9418144760600584
ACH-000912,-1.039967948123758
ACH-000913,-1.1295487540609987
ACH-000915,-1.1052292579023075
ACH-000916,-1.1202406095065387
ACH-000917,-1.018264735187895
ACH-000920,-1.3538645270374912
ACH-000921,-1.1898673912561697
ACH-000924,-1.2629358149283476
ACH-000926,-0.7624695645680822
ACH-000928,-0.9015097967957418
ACH-000929,-0.7691595994359152
ACH-000932,-0.9306084468896508
ACH-000935,-1.1002820547160288
ACH-000936,-1.2134610163436272
ACH-000937,-0.956445066140062
ACH-000938,-0.8197538004311758
ACH-000939,-1.3161096125276042
ACH-000941,-1.0359833953499464
ACH-000943,-1.104834063380494
ACH-000946,-0.9788481933595344
ACH-000947,-0.9898447590210372
ACH-000948,-1.0300751545906388
ACH-000950,-1.267915969830744
ACH-000953,-0.8439812074754626
ACH-000954,-1.2445126570759073
ACH-000957,-0.7581059503149191
ACH-000958,-1.0164841660542057
ACH-000960,-1.0850592699216624
ACH-000963,-0.8503398577491905
ACH-000968,-1.1619065853318948
ACH-000969,-0.8379825029391157
ACH-000972,-0.486786577771766
ACH-000973,-0.9955525869372608
ACH-000974,-0.8524129566464812
ACH-000978,-1.2100451524061842
ACH-000984,-1.1235752536882633
ACH-000986,-0.9337682753065588
ACH-000988,-0.9344681080266299
ACH-000993,-0.8266896308216635
ACH-000994,-0.8779928554398051
ACH-000996,-1.0393502418225635
ACH-001001,-1.0835112741464408
ACH-001020,-1.1381776893812323
ACH-001028,-1.0697770608463242
ACH-001031,-0.9779174012156016
ACH-001038,-0.8306599136874778
ACH-001048,-1.1613378209922705
ACH-001050,-0.9147458221655228
ACH-001053,-1.3793581277034133
ACH-001054,-1.3716677630786744
ACH-001061,-1.0258562621531249
ACH-001067,-0.7199040519386409
ACH-001075,-1.4523798341426428
ACH-001096,-0.8337829578982487
ACH-001111,-1.1292894547146213
ACH-001119,-1.1048492813677158
ACH-001128,-1.157210872732095
ACH-001134,-0.8861373467286968
ACH-001151,-1.1458378453206266
ACH-001163,-1.14949883173879
ACH-001164,-1.1496078812320227
ACH-001183,-1.0151963850149786
ACH-001192,-1.1094651156899762
ACH-001193,-1.1635602376431988
ACH-001196,-1.2321019432617348
ACH-001197,-1.310167051132926
ACH-001205,-0.9278253278375359
ACH-001211,-1.030531432814557
ACH-001212,-0.9415067299357844
ACH-001228,-1.2933795376346753
