,TTF2 (8458)
ACH-000004,-0.5800350168399804
ACH-000005,-0.7788864008616503
ACH-000007,-0.3731087301157898
ACH-000009,-0.8551141177014858
ACH-000011,-0.6058577393526441
ACH-000012,-0.6453012876427343
ACH-000013,-0.7384054138326449
ACH-000014,-0.6444862518108503
ACH-000015,-0.7253329759913668
ACH-000017,-0.5112410048723992
ACH-000018,-0.475572420173474
ACH-000019,-0.7118741216378471
ACH-000021,-0.918680973874494
ACH-000022,-0.4285882283168822
ACH-000025,-0.5604325034401532
ACH-000028,-0.5811683234107606
ACH-000030,-0.37432225611509584
ACH-000035,-0.5911076364099409
ACH-000036,-0.6550406747615102
ACH-000037,-0.6637512710791366
ACH-000039,-0.7221008866602041
ACH-000040,-0.7405170822405591
ACH-000041,-0.8574560147223167
ACH-000042,-0.3485842340667584
ACH-000045,-0.7075825871316047
ACH-000047,-0.7977436258964585
ACH-000052,-0.7349411173675826
ACH-000053,-0.26615236904870143
ACH-000054,-0.7500130060002661
ACH-000055,-0.9256642784637198
ACH-000060,-0.3019102192216017
ACH-000067,-0.4395105011019643
ACH-000070,-0.7815589020723727
ACH-000075,-0.6458552268080027
ACH-000078,-0.6788475113820727
ACH-000082,-0.4383590112977699
ACH-000085,-0.3253579472929655
ACH-000086,-0.7529201362909104
ACH-000087,-0.8021160020503997
ACH-000092,-0.5951493904014085
ACH-000095,-0.8039840246274188
ACH-000097,-0.5328371768644263
ACH-000098,-0.5658653200328465
ACH-000099,-0.859126094114487
ACH-000108,-0.3352085088809605
ACH-000113,-0.5890379497569933
ACH-000116,-0.4485032631951038
ACH-000118,-0.5175149379584921
ACH-000120,-0.6611462045279324
ACH-000123,-0.641589647622206
ACH-000127,-0.4238542215004412
ACH-000128,-0.6166507937226103
ACH-000132,-0.2334595275089208
ACH-000133,-0.5939876604145821
ACH-000137,-0.6722616520700245
ACH-000138,-0.4950618279606452
ACH-000142,-0.4846850210441501
ACH-000143,-0.6785874307878639
ACH-000146,-0.4737288446850463
ACH-000148,-0.6808295716519841
ACH-000150,-0.930201151447282
ACH-000152,-0.724489526335085
ACH-000153,-0.6578569193606795
ACH-000159,-0.8523333453846229
ACH-000160,-0.24191290699066226
ACH-000163,-0.6460522861040352
ACH-000167,0.09917209510445033
ACH-000168,-0.7470312025282979
ACH-000169,-0.4469742473330284
ACH-000178,-0.4126816555221268
ACH-000183,-0.8339046585730892
ACH-000188,-0.5413811373262553
ACH-000189,-0.7268925418833985
ACH-000190,-0.3318205034614178
ACH-000198,-0.6408725089645667
ACH-000203,-0.8586822958450994
ACH-000204,-0.574342727505203
ACH-000206,-0.44284577515761947
ACH-000207,-0.7585738693353391
ACH-000208,-0.6329353796167277
ACH-000210,-0.6636904570012636
ACH-000211,-0.5833224327651868
ACH-000215,-0.5276271511376985
ACH-000221,-0.8260396534396743
ACH-000222,-0.4241181799019435
ACH-000223,-0.3602134630910775
ACH-000226,-0.7576050772009997
ACH-000227,-0.9045584827670982
ACH-000228,-0.6660063060960127
ACH-000231,-0.6550816532996036
ACH-000232,-0.6690921211044875
ACH-000233,-0.8904120245532533
ACH-000234,-0.7023935512270613
ACH-000235,-0.2822769103411948
ACH-000237,-0.4931246175836042
ACH-000238,-0.7133203326102183
ACH-000242,-0.6618805135127254
ACH-000243,-0.6380606157798274
ACH-000244,-0.3978692079932086
ACH-000246,-0.6511715013259821
ACH-000248,-0.7190604917749129
ACH-000250,-0.7599195346183454
ACH-000251,-0.5074608379814096
ACH-000252,-0.5153343237362713
ACH-000253,-0.6222194388905872
ACH-000255,-0.6477288402240478
ACH-000256,-0.2367721907325994
ACH-000257,-0.9628407644538728
ACH-000258,-0.6916623298851174
ACH-000259,-0.6052512754531895
ACH-000260,-0.7876404013937228
ACH-000261,-0.8731863790965909
ACH-000262,-0.5792889752144357
ACH-000263,-0.5699420885741532
ACH-000264,-0.6186902514621091
ACH-000265,-0.8584044393713118
ACH-000266,-0.3497420524211057
ACH-000272,-0.5529516761011198
ACH-000274,-0.6093814495764204
ACH-000277,-0.40279398583454296
ACH-000278,-0.4055875821524996
ACH-000279,-0.6667592700000811
ACH-000280,-0.6914505680878108
ACH-000281,-0.2866731356816293
ACH-000288,-0.5104276362829451
ACH-000291,-0.8130015349507925
ACH-000293,-0.6036994540882473
ACH-000294,-0.9178196091046736
ACH-000295,-0.8057460027408411
ACH-000296,-0.8961829326199277
ACH-000302,-0.6601826931461172
ACH-000304,-0.8012585616172078
ACH-000307,-0.7020053395545413
ACH-000308,-0.3611050339178837
ACH-000310,-0.7180063642429602
ACH-000311,-0.6401235906627168
ACH-000312,-0.5672305533325566
ACH-000315,-1.0439695807807594
ACH-000316,-0.5302418258824361
ACH-000317,-0.8973809631824079
ACH-000318,-0.4359804644886985
ACH-000319,-0.4028712569529215
ACH-000320,-0.5801080313408424
ACH-000322,-0.5595300534284007
ACH-000323,-0.7668839646003661
ACH-000324,-0.6262669694307863
ACH-000329,-0.4686708409892949
ACH-000330,-0.5320962685915023
ACH-000331,-0.4772564493932824
ACH-000332,-0.8039325578838604
ACH-000334,-0.5691488595568384
ACH-000335,-0.9487847365746516
ACH-000336,-0.3997999095937703
ACH-000337,-0.5659806255993789
ACH-000338,-0.07522664423143316
ACH-000339,-0.3884526875773188
ACH-000341,-0.53532241981421
ACH-000348,-0.4436187231025169
ACH-000350,-0.6356044310445477
ACH-000352,-0.630745365494721
ACH-000356,-0.7445832620680138
ACH-000361,-0.8176796605354645
ACH-000362,-0.5991816027146728
ACH-000363,-0.4911757644187696
ACH-000364,-0.5883943352060552
ACH-000365,-0.6678264234104279
ACH-000366,-0.6439639006405766
ACH-000368,-0.7357098071269995
ACH-000374,-0.5518514923926989
ACH-000375,-0.6503285882208331
ACH-000376,-0.5293154798202367
ACH-000381,-0.6629695175135545
ACH-000383,-0.4520474805022726
ACH-000387,-0.8630139068492959
ACH-000389,-0.7997118544841696
ACH-000390,-0.5017875120301065
ACH-000393,-0.713493235827412
ACH-000395,-0.6257818671556427
ACH-000396,-0.7510939974162706
ACH-000397,-0.5882712438867785
ACH-000401,-0.5322338279961942
ACH-000402,-0.5482339606259328
ACH-000403,-0.3112891846825213
ACH-000404,-0.4482876894949448
ACH-000406,-0.7307652607560078
ACH-000407,-0.7442498687885409
ACH-000408,-0.4130574773353637
ACH-000410,-0.4602911341344302
ACH-000411,-0.8592803979356444
ACH-000414,-0.5027754307526966
ACH-000415,-1.0409626685969977
ACH-000416,-0.56635991134901
ACH-000420,-0.5803764266605418
ACH-000421,-0.861297185122009
ACH-000424,-0.8020350215023329
ACH-000425,-0.6160626029724167
ACH-000426,-0.6331345405394625
ACH-000427,-0.4404549046589373
ACH-000433,-0.762734174105732
ACH-000435,-0.9835760934089516
ACH-000436,-0.8167085002658423
ACH-000444,-0.8565031246725323
ACH-000445,-0.9337646021617754
ACH-000448,-0.7652975386314075
ACH-000450,-0.4900433903936951
ACH-000452,-0.3897584039332556
ACH-000454,-0.4542323799413465
ACH-000458,-0.6364426482367905
ACH-000459,-0.8115951324146948
ACH-000460,-0.5236265287030328
ACH-000461,-0.5786268034118764
ACH-000463,-0.8102631566026472
ACH-000464,-0.6556165270844116
ACH-000466,-0.5494783161778851
ACH-000467,-0.5919683267734843
ACH-000468,-0.8432359760920367
ACH-000469,-0.5615039296572549
ACH-000470,-0.6392914518826507
ACH-000471,-0.7395035101842937
ACH-000472,-0.4734372424931706
ACH-000473,-0.7154863386352399
ACH-000475,-0.6436063823969351
ACH-000476,-0.7789689564457161
ACH-000477,-0.5394031142809198
ACH-000479,-0.19117093891356896
ACH-000480,-0.8431795873897784
ACH-000481,-1.0603164782722692
ACH-000483,-0.7852666996877151
ACH-000484,-0.6453704659101106
ACH-000485,-0.8516092915037368
ACH-000486,-0.6563668819307384
ACH-000487,-0.5129176259434758
ACH-000488,-0.5190970191262109
ACH-000490,-0.8489600525935871
ACH-000491,-0.37692232732235503
ACH-000495,-0.9495958324341288
ACH-000496,-0.6453492879404286
ACH-000499,-0.686284453193193
ACH-000500,-0.4488828400518395
ACH-000502,-0.5695794991293076
ACH-000503,-0.6282417324897244
ACH-000505,-0.4957812720163892
ACH-000507,-0.3043105079170956
ACH-000510,-0.8566056321021671
ACH-000511,-0.4907198787716797
ACH-000512,-0.9722078435448396
ACH-000516,-0.6290656522022479
ACH-000517,-0.2510161553079649
ACH-000518,-0.4888826936310279
ACH-000520,-0.7168514934790523
ACH-000521,-0.5808875951114078
ACH-000522,-0.8284542055469333
ACH-000524,-0.3959880638689507
ACH-000527,-0.8240405242509324
ACH-000528,-0.9162759118554351
ACH-000537,-0.7481019181642994
ACH-000541,-0.651826139720176
ACH-000542,-0.7608190601622268
ACH-000544,-0.8460549050027724
ACH-000545,-0.4734284564185853
ACH-000547,-0.8928131568318637
ACH-000548,-0.5451199391584439
ACH-000549,-0.36663404315845055
ACH-000550,-0.5769961973989732
ACH-000552,-0.695027401640732
ACH-000556,-0.4582429442338018
ACH-000557,-0.6313541861219634
ACH-000569,-0.4958510554696096
ACH-000570,-0.6281548614835697
ACH-000571,-0.37759116238354895
ACH-000573,-0.6264168394900131
ACH-000576,-0.4346707447144453
ACH-000579,-0.633694120022071
ACH-000580,-0.892902665717403
ACH-000584,-0.694267709556478
ACH-000585,-0.4208300638841401
ACH-000588,-0.6475368662411886
ACH-000589,-0.5546080021291158
ACH-000591,-0.6485200426620682
ACH-000593,-0.7275447893015458
ACH-000600,-0.5158036918574627
ACH-000601,-0.5309677286397833
ACH-000605,-0.8185389552653553
ACH-000606,-0.6357026347935766
ACH-000608,-0.3394331239652773
ACH-000614,-0.6693243837688224
ACH-000616,-0.6803748905984311
ACH-000618,-0.5193371680142579
ACH-000619,-0.5140560897706236
ACH-000620,-0.6082277467789384
ACH-000621,-0.6364819390576302
ACH-000622,-0.59713008557826
ACH-000623,-0.3098391636304323
ACH-000624,-0.4553753885774698
ACH-000627,-0.7800140353919282
ACH-000630,-0.4563072662816006
ACH-000631,-0.7209495425401581
ACH-000632,-0.9242661693938548
ACH-000633,-0.5593325116181115
ACH-000637,-0.5851778403656542
ACH-000638,-0.7217190425766147
ACH-000646,-0.4992655560155677
ACH-000647,-0.2922730713960118
ACH-000648,-0.6977080120063484
ACH-000649,-0.4662618480962907
ACH-000651,-0.7395222733659059
ACH-000652,-0.7439681199177187
ACH-000653,-0.5681949671793136
ACH-000657,-0.703185744820398
ACH-000658,-0.3351385765249545
ACH-000661,-0.7638163396177793
ACH-000662,-0.5544172818723088
ACH-000663,-0.7691332440531774
ACH-000665,-0.4924110638897322
ACH-000671,-1.0744134741816949
ACH-000672,-0.6356027328391571
ACH-000673,-0.6102277295731233
ACH-000676,-0.6295098985118004
ACH-000677,-0.8175659170511245
ACH-000681,-0.7596042720954276
ACH-000683,-1.1248693708906936
ACH-000684,-0.7255170171495757
ACH-000688,-0.8658764831371459
ACH-000693,-0.6386633374442624
ACH-000694,-0.4649577456020864
ACH-000695,-0.2859022198059688
ACH-000696,-0.596400013942225
ACH-000697,-0.6596397072980068
ACH-000699,-0.5834566065146616
ACH-000701,-0.6303014637761023
ACH-000706,-0.6128808583501177
ACH-000711,-0.5517578044993072
ACH-000713,-0.7114579839651433
ACH-000714,-0.6544497391107794
ACH-000718,-0.4196395724950837
ACH-000720,-0.9035685935253632
ACH-000721,-0.6478058974372961
ACH-000724,-0.5218074084514125
ACH-000725,-0.8707819660224974
ACH-000732,-0.5304764814301176
ACH-000734,-0.5784209184725997
ACH-000735,-0.3528541854074174
ACH-000736,-0.6855322223735122
ACH-000738,-0.43200831689398206
ACH-000746,-0.952105501897302
ACH-000747,-0.565893631555934
ACH-000748,-0.4216197189388832
ACH-000753,-0.5870287345811608
ACH-000756,-0.7051198351483492
ACH-000757,-0.7749409924961415
ACH-000758,-0.4967778306385425
ACH-000760,-0.6820285211881365
ACH-000762,-0.5176487465642053
ACH-000763,-0.3656395179712036
ACH-000764,-0.6072739576884106
ACH-000765,-0.6195551980417839
ACH-000766,-0.6986082332008493
ACH-000767,-0.5270658825588852
ACH-000768,-0.563992782060287
ACH-000769,-0.6604749622926529
ACH-000770,-0.5298476785020114
ACH-000771,-0.7202639849183973
ACH-000773,-0.8183852836692521
ACH-000776,-0.48558070888538
ACH-000777,-0.7418303887660559
ACH-000778,-0.7795816624850668
ACH-000781,-0.4223516587974561
ACH-000782,-0.6683878123345435
ACH-000783,-0.5664763301591899
ACH-000784,-0.8488492526086995
ACH-000785,-0.6116799561285396
ACH-000787,-0.5238840078922689
ACH-000788,-0.8365849391134256
ACH-000791,-0.4811887666848031
ACH-000792,-0.6478387381933933
ACH-000794,-0.7568534710332275
ACH-000796,-0.6899528092122977
ACH-000798,-0.7833421634027049
ACH-000799,-0.4390903157183257
ACH-000800,-0.6490365765102332
ACH-000802,-0.7312306906370633
ACH-000804,-0.5586577848701912
ACH-000805,-0.3785016061743765
ACH-000809,-0.7073141150358128
ACH-000810,-0.4269016924213708
ACH-000811,-0.5946895492085453
ACH-000817,-0.624628687669713
ACH-000819,-0.6172555140517827
ACH-000820,-0.5188531593476593
ACH-000821,-0.5940547194564173
ACH-000822,-0.31432092115434296
ACH-000823,-0.7642728637855372
ACH-000824,-0.5895898859875125
ACH-000827,-0.5359550756412641
ACH-000829,-0.5154925606692188
ACH-000831,-0.7291239424207728
ACH-000832,-0.7305232157044
ACH-000833,-0.38022611386281935
ACH-000834,-0.681984989397171
ACH-000835,-0.4186238139687397
ACH-000836,-0.2558040554603865
ACH-000837,-0.7091672389791086
ACH-000838,-1.267977403294551
ACH-000839,-0.8561868582269916
ACH-000840,-0.2866322247917102
ACH-000841,-0.760715359999785
ACH-000843,-0.8615151010560743
ACH-000846,-0.8071883956456505
ACH-000847,-0.8473647707646464
ACH-000848,-0.8978292892415067
ACH-000849,-0.7064648557165958
ACH-000851,-0.5470529895188896
ACH-000855,-0.5543020157219729
ACH-000856,-0.7534322121047943
ACH-000858,-0.5376814579801038
ACH-000859,-0.8486379241668871
ACH-000861,-0.557483075986131
ACH-000862,-0.4196317383731693
ACH-000865,-0.6331873744144844
ACH-000866,-0.9600016262277656
ACH-000867,-0.3754647081771856
ACH-000869,-0.5952371318215302
ACH-000872,-0.6949324624226638
ACH-000873,-0.5896683124802248
ACH-000876,-0.4785254564437573
ACH-000878,-0.6046219234695308
ACH-000880,-0.7010689462909597
ACH-000881,-0.5951715629999212
ACH-000882,-0.7559528799824367
ACH-000884,-0.6493173130537622
ACH-000885,-0.7812413393711255
ACH-000887,-0.5736034745247103
ACH-000889,-0.8276678373914256
ACH-000896,-0.4074696562603625
ACH-000898,-0.9539383459478076
ACH-000900,0.08082484008081872
ACH-000901,-0.6430218449137027
ACH-000905,-0.8096734579938281
ACH-000906,-0.719602694637993
ACH-000907,-0.7353585780712458
ACH-000910,-0.5830507328901954
ACH-000911,-0.6161109622423444
ACH-000912,-0.7910360699255155
ACH-000913,-0.27516488688904145
ACH-000915,-0.7338577866230853
ACH-000916,-0.6601020392459617
ACH-000917,-0.5129463814160765
ACH-000920,-0.6552958814031646
ACH-000921,-0.7420314137391891
ACH-000924,-0.4939701712896825
ACH-000926,-0.4646085227708211
ACH-000928,-0.5832467837020863
ACH-000929,-0.8174805625204625
ACH-000932,-0.5039368421868334
ACH-000935,-0.4860623921318911
ACH-000936,-0.5277430906510726
ACH-000937,-0.6867659545840599
ACH-000938,-0.6685973089330135
ACH-000939,-0.30342434747190355
ACH-000941,-0.4657671287425351
ACH-000943,-0.7432299637261192
ACH-000946,-0.6964196618359512
ACH-000947,-0.8692147168510809
ACH-000948,-0.28480855599179344
ACH-000950,-0.42700092150637103
ACH-000953,-0.6039563873998925
ACH-000954,-0.8672988728176455
ACH-000957,-0.8163136862097555
ACH-000958,-0.673784456522714
ACH-000960,-0.8447095723924214
ACH-000963,-0.5998796280839722
ACH-000968,-0.6469599812135748
ACH-000969,-0.4849085144667383
ACH-000972,-0.5174075126796932
ACH-000973,-0.5814792814742928
ACH-000974,-0.6966875365382625
ACH-000978,-0.5746985746784604
ACH-000984,-0.6035551721681095
ACH-000986,-0.3882212623752074
ACH-000988,-0.5452769235937351
ACH-000993,-0.5221923818440516
ACH-000994,-0.5220891264853765
ACH-000996,-0.6657667978048384
ACH-001001,-0.6189689577513077
ACH-001020,-0.24583154773027344
ACH-001028,-0.7916331571096764
ACH-001031,-0.6534199094799296
ACH-001038,-0.7383811786171475
ACH-001048,-0.24426840761109106
ACH-001050,-0.572919561944163
ACH-001053,-0.4574802273086313
ACH-001054,-0.7962458102703452
ACH-001061,-0.5298918958234872
ACH-001067,-0.7315525628677096
ACH-001075,-0.8354840623658399
ACH-001096,-0.8280194513378408
ACH-001111,-0.5073741977917517
ACH-001119,-0.498773854248719
ACH-001128,0.174212250029271
ACH-001134,-0.5322336864185152
ACH-001151,-0.2499364211367302
ACH-001163,-0.6889793069506387
ACH-001164,-0.8618360759335231
ACH-001183,-0.7174685051838701
ACH-001192,-0.7200803798548524
ACH-001193,-0.8479828488585164
ACH-001196,-0.7405947299113301
ACH-001197,-0.5641055441880801
ACH-001205,-0.8637774790927821
ACH-001211,-0.5770200058810857
ACH-001212,-0.3243838094988793
ACH-001228,-0.5621541549512167
ACH-001232,-0.6618079772952382
ACH-001239,-0.7504468212533981
ACH-001270,-0.6471018279274453
ACH-001274,-0.6043694252945313
ACH-001275,-0.7544152652066258
ACH-001277,-0.8298953203312164
ACH-001278,-0.6864561067458621
ACH-001280,-0.6927952059726953
ACH-001283,-0.9153642815621824
ACH-001289,-0.5387598054818168
ACH-001300,-0.6252241745969516
ACH-001301,-0.6361622865863306
ACH-001302,-0.5593183089116354
ACH-001306,-0.6481323566777435
ACH-001318,-0.84167924483105
ACH-001322,-0.7370391490883125
ACH-001328,-0.5144279504214511
ACH-001332,-0.4627096587451533
ACH-001336,-0.5641883008598295
ACH-001346,-0.6786417710463574
ACH-001353,-0.3421041923856917
ACH-001354,-0.3277140776483291
ACH-001367,-0.7034904572212344
ACH-001368,-0.6105982916011738
ACH-001374,-0.9026778885918064
ACH-001377,-0.7834130459099167
ACH-001380,-0.6192112107749469
ACH-001391,-0.8156613138097892
ACH-001408,-0.664219928022247
ACH-001430,-0.4005515663641341
ACH-001431,-0.9781472496644342
ACH-001450,-0.7872426981060974
ACH-001496,-0.2593374533474743
ACH-001500,-0.34341972368278106
ACH-001523,-0.3575457423675233
ACH-001532,-0.7524733136194074
ACH-001550,-0.25220750863371466
ACH-001552,-0.5573997889224821
ACH-001554,-0.6866893847316458
ACH-001654,-0.7436015588898625
ACH-001735,-0.5351104327805304
ACH-001736,-0.5392239308390596
ACH-001737,-0.7388496566297569
ACH-001740,-0.6892986209808267
ACH-001745,-0.7067881598870054
ACH-001765,-0.8303583376472359
