,RNGTT (8732)
ACH-000510,-1.2062727652832703
ACH-000511,-1.3164761998514876
ACH-000512,-1.1117791271948996
ACH-000516,-1.4905547406718804
ACH-000517,-1.4276302023863578
ACH-000518,-1.3072594285027948
ACH-000520,-1.4055897807583384
ACH-000521,-1.2420994558943974
ACH-000522,-1.3583332202147045
ACH-000524,-1.4716851462268898
ACH-000527,-1.25560074418059
ACH-000528,-1.2915967873720642
ACH-000537,-1.400746372325104
ACH-000541,-1.4373641352692104
ACH-000542,-1.215032372072835
ACH-000544,-1.2894085657362868
ACH-000545,-1.2025087411724824
ACH-000547,-1.631294344988807
ACH-000548,-1.355759968565695
ACH-000549,-1.2026126453614008
ACH-000550,-1.465387118280806
ACH-000552,-1.3646291260790593
ACH-000556,-1.3862183703392374
ACH-000557,-1.4981672829822201
ACH-000569,-1.2496079859511162
ACH-000570,-1.4325171408481527
ACH-000571,-1.590719514938369
ACH-000573,-1.4098626235247669
ACH-000576,-1.4795054228627047
ACH-000579,-1.5741749468018726
ACH-000580,-1.5803624279961987
ACH-000584,-1.4834283485643511
ACH-000585,-1.5295341893261885
ACH-000588,-1.3829238573875875
ACH-000589,-1.3030640688672477
ACH-000591,-1.169712993813066
ACH-000593,-1.1982685814179523
ACH-000600,-1.3695571257795798
ACH-000601,-1.2473548976767734
ACH-000605,-1.4994855179466675
ACH-000606,-1.3185330510858968
ACH-000608,-1.1951019284472342
ACH-000614,-1.4852043223236162
ACH-000616,-1.204280801759018
ACH-000618,-1.4457532449500528
ACH-000619,-1.4481665685742775
ACH-000620,-1.316869461036993
ACH-000621,-1.4114397498721158
ACH-000622,-1.4734280789142291
ACH-000623,-1.4075443414178523
ACH-000624,-1.4197602344643097
ACH-000627,-1.194433148896636
ACH-000630,-1.1852988358444638
ACH-000631,-1.2606479010831753
ACH-000632,-1.4961060755900026
ACH-000633,-1.1261484014169436
ACH-000637,-1.23624077625026
ACH-000638,-1.2608329349332523
ACH-000646,-1.4439093525161717
ACH-000647,-1.194852811896856
ACH-000648,-1.403302073071163
ACH-000649,-1.4400488106826388
ACH-000651,-1.3751397442452808
ACH-000652,-1.3817573067650164
ACH-000653,-1.4803606056970493
ACH-000657,-1.3915318922867088
ACH-000658,-1.5089272099609417
ACH-000661,-1.5487417962339245
ACH-000662,-0.993040900086326
ACH-000663,-1.2910083843837217
ACH-000665,-1.3498375542902237
ACH-000671,-1.3545289609311348
ACH-000672,-1.0417647553133205
ACH-000673,-1.2570260407564795
ACH-000676,-1.3138228943783412
ACH-000677,-1.3521012758294606
ACH-000681,-1.257037075028294
ACH-000683,-1.3470019957479222
ACH-000684,-1.243075439187142
ACH-000688,-1.7700734727058522
ACH-000693,-1.4696201150520125
ACH-000694,-1.3553829363125092
ACH-000695,-1.1051178664910335
ACH-000696,-1.277680146012717
ACH-000697,-1.043630115130485
ACH-000699,-1.7038732303025936
ACH-000701,-1.4948166291916107
ACH-000706,-1.417571335093762
ACH-000711,-1.3419918965008242
ACH-000713,-1.2047831591126257
ACH-000714,-1.5186426582257246
ACH-000718,-1.3179242026522189
ACH-000720,-1.4649071017116098
ACH-000721,-1.4118588883028442
ACH-000724,-1.78063009233841
ACH-000725,-1.6444403431621295
ACH-000732,-1.0513013143524683
ACH-000734,-1.2519448902982793
ACH-000735,-1.3322779327169776
ACH-000736,-1.4499770618292152
ACH-000738,-1.332248303816362
ACH-000746,-1.3568899829845256
ACH-000747,-1.2992635399092225
ACH-000748,-1.2400168422744815
ACH-000753,-1.365501071262061
ACH-000756,-1.2521488268723822
ACH-000757,-1.5123324710113837
ACH-000758,-1.1776802410761822
ACH-000760,-1.2685043428764788
ACH-000762,-1.2282131883255931
ACH-000763,-1.5229793833007883
ACH-000764,-1.1305023005359662
ACH-000765,-1.289095138065974
ACH-000766,-1.3632562274956666
ACH-000767,-1.4063089721659492
ACH-000768,-1.4623726762288976
ACH-000769,-1.4029513808117935
ACH-000770,-1.4858048344956811
ACH-000771,-1.2389081424712336
ACH-000773,-1.1313814323218778
ACH-000776,-1.397713523781596
ACH-000777,-1.2770574276090327
ACH-000778,-1.7796988975455013
ACH-000781,-1.3453326656517892
ACH-000782,-1.3879845375276585
ACH-000783,-1.6898667617816123
ACH-000784,-1.321683547724793
ACH-000785,-1.5424093138895232
ACH-000787,-1.3679647314017072
ACH-000788,-1.3899637362465596
ACH-000791,-1.3207302312275029
ACH-000792,-1.1520365501413103
ACH-000794,-1.1566760630425992
ACH-000796,-1.2547433508680934
ACH-000798,-1.417032855486964
ACH-000799,-1.3304851484277742
ACH-000800,-1.732390600155155
ACH-000802,-1.3300721012365406
ACH-000804,-1.5193867369316298
ACH-000805,-1.1986672944471448
ACH-000809,-1.3141778942752491
ACH-000810,-1.6335207880980682
ACH-000811,-1.4111700939260088
ACH-000817,-1.1867337739199495
ACH-000819,-1.3013071297031251
ACH-000820,-1.0315455478655295
ACH-000821,-1.4337738914917628
ACH-000822,-1.5517360264388311
ACH-000823,-1.2584370045335156
ACH-000824,-1.4068534350276702
ACH-000827,-1.298747261730944
ACH-000829,-1.1897942594524602
ACH-000831,-1.4474987741737144
ACH-000832,-1.1703631809457096
ACH-000833,-1.4294707452535396
ACH-000834,-1.2951970567036897
ACH-000835,-1.3600602723009725
ACH-000836,-1.4544636632151149
ACH-000837,-1.361332790471448
ACH-000838,-1.4389246839238576
ACH-000839,-1.1797026131884951
ACH-000840,-1.4259591799160771
ACH-000841,-1.5664960510272041
ACH-000843,-1.0164297319226625
ACH-000846,-1.3383896055647715
ACH-000847,-1.3692024328755399
ACH-000848,-1.4430627495274768
ACH-000849,-1.4190676325237288
ACH-000851,-1.3988914300476638
ACH-000855,-1.2479684380511418
ACH-000856,-1.4316062311850826
ACH-000858,-1.1972586442815851
ACH-000859,-1.2998577830262912
ACH-000861,-1.305634293205039
ACH-000862,-1.3672648937341851
ACH-000865,-1.3664107703078536
ACH-000866,-1.341117912341657
ACH-000867,-1.3025459543320184
ACH-000869,-1.4015576787081752
ACH-000872,-1.3091337449218146
ACH-000873,-1.325878742265262
ACH-000876,-1.4759129651730296
ACH-000878,-1.2858568712783809
ACH-000880,-1.390812917388235
ACH-000881,-1.5912013448243256
ACH-000882,-1.228595601555567
ACH-000884,-1.4553287700674051
ACH-000885,-1.4440266221714562
ACH-000887,-1.1905150130267814
ACH-000889,-1.4851141985080334
ACH-000896,-1.4294256282305688
ACH-000898,-1.4318149616418248
ACH-000900,-1.2362442430990024
ACH-000901,-1.3991911618347628
ACH-000905,-1.326449482784999
ACH-000906,-1.4277526098207314
ACH-000907,-1.3395117231733402
ACH-000910,-1.3346915277656572
ACH-000911,-1.2515611796868675
ACH-000912,-1.4071310621450992
ACH-000913,-1.2069387174879962
ACH-000915,-1.277615525332598
ACH-000916,-0.29287587829923584
ACH-000917,-1.3771809954480991
ACH-000920,-1.5636378576638603
ACH-000921,-1.5649143077784309
ACH-000924,-1.3489348410040878
ACH-000926,-1.5312570126832732
ACH-000928,-1.2590409613999076
ACH-000929,-1.052913417734333
ACH-000932,-1.4332856159644198
ACH-000935,-1.1468160825677285
ACH-000936,-1.5320909630460668
ACH-000937,-1.5176003042076875
ACH-000938,-1.3422368621463463
ACH-000939,-1.3135171486111394
ACH-000941,-1.5269832565790262
ACH-000943,-1.485781810133978
ACH-000946,-1.4377409261799698
ACH-000947,-1.48680584909762
ACH-000948,-1.3508472588961402
ACH-000950,-1.4849479840966504
ACH-000953,-1.544491116849175
ACH-000954,-1.6611345079174988
ACH-000957,-1.4670925613062065
ACH-000958,-1.0776506429504384
ACH-000960,-1.5921493812638428
ACH-000963,-0.9462394219274252
ACH-000968,-1.3620669363243292
ACH-000969,-1.3909090931054482
ACH-000972,-1.2365363633795226
ACH-000973,-1.3122614711192735
ACH-000974,-1.1432658512781206
ACH-000978,-1.6059354018519054
ACH-000984,-1.279226816842614
ACH-000986,-1.292458334856239
ACH-000988,-1.4656448437287557
ACH-000993,-1.2954087068953166
ACH-000994,-1.5256612432172176
ACH-000996,-1.4999379479572903
ACH-001001,-1.3186980741025671
ACH-001020,-1.2145771269051318
ACH-001028,-1.2502230463305466
ACH-001031,-1.3718532569435449
ACH-001038,-1.360846890455908
ACH-001048,-1.3701243724979264
ACH-001050,-1.0195497472859132
ACH-001053,-1.279963870928231
ACH-001054,-1.4078549091231285
ACH-001061,-1.3500773298212778
ACH-001067,-1.2498965573009282
ACH-001075,-1.27283987638752
ACH-001096,-1.6205356247301717
ACH-001111,-1.1538139722153709
ACH-001119,-1.2811446793087111
ACH-001128,-1.541509013761266
ACH-001134,-1.3440243999339951
ACH-001151,-1.2513119434156657
ACH-001163,-1.3378091894642306
ACH-001164,-1.5726745946789151
ACH-001183,-1.1619981204960257
ACH-001192,-1.4853028992476291
ACH-001193,-1.530943982293837
ACH-001196,-1.3014229482356592
ACH-001197,-1.552229193903653
ACH-001205,-1.1750407903839943
ACH-001211,-1.2698028607971843
ACH-001212,-1.2861861429931722
ACH-001228,-1.3844562417968935
ACH-001232,-1.1299525985467591
ACH-001239,-1.3224575353288417
ACH-001270,-1.4545534238568794
ACH-001274,-1.2460962555609156
ACH-001275,-1.233159370952426
ACH-001277,-1.360648361251956
ACH-001278,-1.6393487006548688
ACH-001280,-1.5338057179451494
ACH-001283,-1.4861682443900734
ACH-001289,-1.127541959825425
ACH-001300,-1.44295241412067
ACH-001301,-1.3240038629266109
ACH-001302,-1.4308422840441195
ACH-001306,-1.0510618996659948
ACH-001318,-1.2964493348398682
ACH-001322,-1.115540545728673
ACH-001328,-1.1933793984137364
ACH-001332,-1.1458733415419855
ACH-001336,-1.3599254894911486
ACH-001346,-1.346382216036056
ACH-001353,-1.3123589031228229
ACH-001354,-1.4846276908502176
ACH-001367,-1.4066810960336236
ACH-001368,-1.3223049812069607
ACH-001374,-1.3717131202363015
ACH-001377,-1.4107093220498437
ACH-001380,-1.3021380098969515
ACH-001391,-1.1175072748631754
ACH-001408,-1.2563359878051843
ACH-001430,-1.1221969233788944
ACH-001431,-1.3757090754976484
ACH-001450,-1.4143188580690187
ACH-001496,-1.47188108605545
ACH-001500,-1.4428929989660813
ACH-001523,-1.3513620556054462
ACH-001532,-1.2835827892052656
ACH-001550,-1.3610836958768031
ACH-001552,-1.2890069349453963
ACH-001554,-1.398077199556506
ACH-001654,-1.4117860883101658
ACH-001735,-1.3794437195669866
ACH-001736,-1.5921124866399423
ACH-001737,-2.0624413273762734
ACH-001740,-1.753152343241536
ACH-001745,-1.4613544003653656
ACH-001765,-1.2438555617815947
