,PPFIA1 (8500)
ACH-000004,0.002751598644088643
ACH-000005,0.3185502899002728
ACH-000007,-0.07516322223580252
ACH-000009,0.014887905918943498
ACH-000011,-0.07861205375146407
ACH-000012,-0.2396155790770111
ACH-000013,-0.11844333568166365
ACH-000014,0.13406278831522905
ACH-000015,-0.11771612897022682
ACH-000017,-0.0580541667880946
ACH-000018,-0.1836821375990849
ACH-000019,-0.08979371776457
ACH-000021,-0.11625202419598556
ACH-000022,-0.15110680047230612
ACH-000025,-0.11315614084156107
ACH-000028,-0.1032469679068518
ACH-000030,-0.22121458433447655
ACH-000035,-0.12972941008381073
ACH-000036,-0.1077301812449425
ACH-000037,-0.07042422257513868
ACH-000039,-0.05566911892759849
ACH-000040,-0.06518592141313463
ACH-000041,0.05540785161409072
ACH-000042,-0.19425735753484885
ACH-000045,-0.105663626757314
ACH-000047,-0.1239594620289651
ACH-000052,-0.1350607844745518
ACH-000053,-0.07557313125839936
ACH-000054,-0.1736632542333319
ACH-000055,-0.2281118965347153
ACH-000060,-0.12105398931624542
ACH-000067,0.11532442128700787
ACH-000070,-0.13204496925561318
ACH-000075,-0.11921533960774724
ACH-000078,0.014968943640699724
ACH-000082,-0.10514040060728454
ACH-000085,-0.0777249823211712
ACH-000086,-0.498868877382811
ACH-000087,-0.2459303372873433
ACH-000092,-0.2490479980800737
ACH-000095,-0.12954890984179274
ACH-000097,-0.19946495871913827
ACH-000098,-0.10640638427565667
ACH-000099,-0.2961950801373853
ACH-000108,-0.007538626372600222
ACH-000113,-0.2020122479088726
ACH-000116,-0.13982571129611868
ACH-000118,-0.15280982192218762
ACH-000120,-0.17022358911604127
ACH-000123,-0.02034866948884209
ACH-000127,0.03944294950537162
ACH-000128,-0.09318264363403364
ACH-000132,-0.24855873967894065
ACH-000133,-0.007718939070794734
ACH-000137,-0.0737186398477839
ACH-000138,-0.22879221835013044
ACH-000142,-0.2317542464235921
ACH-000143,0.02023113691491172
ACH-000146,-0.06365611810218143
ACH-000148,-0.09434778529810783
ACH-000150,-0.08045085811574107
ACH-000152,-0.2798038795865009
ACH-000153,-0.19989704887016624
ACH-000159,0.039679204449522415
ACH-000160,-0.7122524552666288
ACH-000163,-0.3075587625321363
ACH-000167,-0.2446060834019348
ACH-000168,0.0828271628683509
ACH-000169,-0.1497699703017207
ACH-000178,-0.1449919333756262
ACH-000183,-0.04497466082739954
ACH-000188,-0.02561819906797174
ACH-000189,-0.26107058551744833
ACH-000190,0.055028057215560124
ACH-000198,-0.005304028719956847
ACH-000203,0.07473416852606359
ACH-000204,-0.2559628392202684
ACH-000206,-0.08038086513556605
ACH-000207,-0.2630702209283252
ACH-000208,0.08304864415056662
ACH-000210,0.16897073595181
ACH-000211,-0.1471304760943144
ACH-000215,-0.09894105939695662
