,SEC62 (7095)
ACH-000004,-0.5334905862833146
ACH-000005,-0.2773290429630707
ACH-000007,-0.2929913395848537
ACH-000009,-0.6935455907173073
ACH-000011,-0.5087884685477297
ACH-000012,-0.2683618996181197
ACH-000013,-0.3810293222057488
ACH-000014,-0.4889194893682538
ACH-000015,-0.4420807067480293
ACH-000017,-0.4483870104780922
ACH-000018,-0.5507161615331638
ACH-000019,-0.1977499888294144
ACH-000021,-0.4944899039782122
ACH-000022,-0.31268283887946724
ACH-000025,-0.30251207917474593
ACH-000028,-0.44291252143871773
ACH-000030,-0.5252178942506894
ACH-000035,-0.6638406725213729
ACH-000036,-0.5379447226690782
ACH-000037,-0.23319764798299125
ACH-000039,-0.40818800920949255
ACH-000040,-0.6660177600468549
ACH-000041,-0.28096704595346444
ACH-000042,-0.4849176645574936
ACH-000045,-0.3889390762632357
ACH-000047,-0.4539499611246189
ACH-000052,-0.8092145517926553
ACH-000053,-0.08652500142182452
ACH-000054,-0.5542095090796639
ACH-000055,-0.6456042829175392
ACH-000060,-0.5882285972988841
ACH-000067,-0.5003294687756268
ACH-000070,-0.326487506575609
ACH-000075,-0.2129908270621762
ACH-000078,-0.2553853497967287
ACH-000082,-0.7062643422218318
ACH-000085,-0.16842692044975593
ACH-000086,-0.3204037888790056
ACH-000087,-0.4328351448554927
ACH-000092,-0.5844807615127677
ACH-000095,-0.6477182249693818
ACH-000097,-0.4503895182071315
ACH-000098,-0.43610627893172704
ACH-000099,-0.3374710742293913
ACH-000108,-0.4812906712994624
ACH-000113,-0.3309913128939551
ACH-000116,-0.3888449803709835
ACH-000118,-0.23306338151264056
ACH-000120,-0.6193413484121301
ACH-000123,-0.557467351348114
ACH-000127,-0.6170893959080173
ACH-000128,-0.7646407383327019
ACH-000132,-0.4608564986706168
ACH-000133,-0.6363004587856044
ACH-000137,-0.3719298985250603
ACH-000138,-0.3515428986642331
ACH-000142,-0.43293123585547133
ACH-000143,-0.5588126658089162
ACH-000146,-0.39982637331569604
ACH-000148,-0.3456957212244066
ACH-000150,-0.43159670483514334
ACH-000152,-0.5072384750707477
ACH-000153,-0.3935991197409954
ACH-000159,-0.4041168628101546
ACH-000160,-0.4983282385990971
ACH-000163,-0.8076096591358775
ACH-000167,-0.4616280431619443
ACH-000168,-0.27719678327244096
ACH-000169,-0.6316866217062013
ACH-000178,-0.5734234444878138
ACH-000183,-0.4580939648987281
ACH-000188,-0.3258367741887361
ACH-000189,-0.27129453286545185
ACH-000190,-0.7127247554274597
