,SHD (56961)
ACH-000004,-0.0505799319688239
ACH-000005,0.20463833416833024
ACH-000007,-0.09912434759149263
ACH-000009,-0.09800010445834648
ACH-000011,-0.05070424750967285
ACH-000012,-0.10090658990278466
ACH-000013,-0.11635965942633515
ACH-000014,-0.18930856444594196
ACH-000015,-0.02671457696910612
ACH-000017,-0.12703084175252344
ACH-000018,0.022279353397698938
ACH-000019,-0.03930603957822757
ACH-000021,-0.16174143483004189
ACH-000022,-0.15448631162131746
ACH-000025,-0.16063521694727134
ACH-000028,-0.1367399389858671
ACH-000030,-0.17107151704460982
ACH-000035,-0.1390539447662234
ACH-000036,0.02689560338924213
ACH-000037,0.04954761176478968
ACH-000039,0.029295317351161282
ACH-000040,-0.05169705696804434
ACH-000041,0.08284774956537003
ACH-000042,0.04872061413374805
ACH-000045,-0.1362553188386319
ACH-000047,-0.10328410945678812
ACH-000052,-0.1813583798240162
ACH-000053,-0.13989516542753913
ACH-000054,-0.08770913697372684
ACH-000055,-0.04542109276266774
ACH-000060,-0.07416876661417596
ACH-000067,-0.17318070011105247
ACH-000070,0.029205994778099008
ACH-000075,-0.1203668151629821
ACH-000078,0.04269412782074918
ACH-000082,-0.04331028377359105
ACH-000085,-0.08200940137500769
ACH-000086,-0.09427005200290914
ACH-000087,-0.2639307490543103
ACH-000092,-0.11728106017645715
ACH-000095,-0.2299581813514681
ACH-000097,0.053249094324677226
ACH-000098,-0.10973378276625673
ACH-000099,-0.0946438578651943
ACH-000108,-0.03883144926150225
ACH-000113,-0.09520786855965636
ACH-000116,-0.08901112376048746
ACH-000118,-0.009816892553460256
ACH-000120,-0.08553022399779926
ACH-000123,-0.20952246888057208
ACH-000127,-0.13196536961370428
ACH-000128,-0.13358545038921268
ACH-000132,-0.09201485773993837
ACH-000133,-0.05669295609224523
ACH-000137,-0.11714633529714855
ACH-000138,-0.10853625526453707
ACH-000142,-0.2671250484460271
ACH-000143,-0.2007684178445888
ACH-000146,-0.049448130324518384
ACH-000148,-0.05149216096784438
ACH-000150,-0.022434058890435083
ACH-000152,0.02875948893760522
ACH-000153,0.1834619848466329
ACH-000159,-0.07831233193265964
ACH-000160,0.039574237890338496
ACH-000163,-0.05303862713335015
ACH-000167,0.08175776919233507
ACH-000168,-0.06934014032694158
ACH-000169,-0.02014337793057629
ACH-000178,-0.03560776615272635
ACH-000183,-0.14817951342519184
ACH-000188,-0.23507431345869784
ACH-000189,-0.19711777785596155
ACH-000190,0.07371844794361436
ACH-000198,-0.11625302625554865
ACH-000203,-0.05030613548604762
ACH-000204,-0.09153649642977106
ACH-000206,0.01866213050798797
ACH-000207,-0.2427093985924796
ACH-000208,-0.12581276033366198
ACH-000210,-0.2723404782879689
ACH-000211,-0.004548382755415175
ACH-000215,-0.02056299566152396
ACH-000221,-0.2106202513049341
ACH-000222,0.06350292737135943
ACH-000223,-0.10834847990819274
ACH-000226,-0.16206397981759288
ACH-000227,-0.14324827329188086
ACH-000228,0.003348934520798031
ACH-000231,0.07780175916958386
ACH-000232,-0.07551105141407029
ACH-000233,-0.1693778820556823
ACH-000234,-0.015580167225232953
ACH-000235,-0.1537751130143417
ACH-000237,-0.059615644199521124
ACH-000238,0.07672739425688578
ACH-000242,0.15777139233784768
ACH-000243,0.026986803184699502
ACH-000244,-0.1430609455318002
ACH-000246,-0.09138328672193838
ACH-000248,-0.04202761418628057
ACH-000250,-0.18260300369567029
ACH-000251,-0.10980891639437433
ACH-000252,-0.055594129199238486
ACH-000253,-0.03634890751164697
ACH-000255,-0.03995417764838136
ACH-000256,0.05417484271804469
ACH-000257,-0.05428993899456495
ACH-000258,-0.15517749347723744
ACH-000259,-0.013603532006537241
ACH-000260,-0.0984974449280418
ACH-000261,-0.089844287225334
ACH-000262,-0.0848829387452654
ACH-000263,0.11354874651072468
ACH-000264,-0.08358534438680129
ACH-000265,-0.034208315815220505
ACH-000266,-0.050450444591731085
ACH-000272,-0.044407223918526965
ACH-000274,-0.19200781162277733
ACH-000277,-0.23053738188236175
ACH-000278,-0.14506732997140204
ACH-000279,-0.10971753327079056
ACH-000280,-0.2924796395104691
ACH-000281,-0.05313041619222827
ACH-000288,0.07823689578468934
ACH-000291,-0.0987358110542272
ACH-000293,-0.22950666810361706
ACH-000294,-0.28481023638197944
ACH-000295,-0.2268061530659052
ACH-000296,-0.0380016695640936
ACH-000302,-0.17488325109634684
ACH-000304,-0.13378170056460584
ACH-000307,-0.07402284139683013
ACH-000308,-0.06248291827009656
ACH-000310,-0.2112363324663534
ACH-000311,0.010661824174021456
ACH-000312,0.08820530338844827
ACH-000315,0.09647956137733836
ACH-000316,-0.2460065865290277
ACH-000317,-0.08833152247460746
ACH-000318,-0.034365366765906916
ACH-000319,-0.10778422175506258
ACH-000320,0.0283585496052591
ACH-000322,0.039270664952217885
ACH-000323,-0.06111703951261911
ACH-000324,-0.2390167560357867
ACH-000329,-0.036668936726833516
ACH-000330,-0.046661531287656224
ACH-000331,0.0006846499717792986
ACH-000332,-0.06340358895636783
ACH-000334,-0.31890582775388704
ACH-000335,-0.005640232375733199
ACH-000336,0.1261679723235191
ACH-000337,-0.16330006371545888
ACH-000338,-0.15969078869450484
ACH-000339,-0.027226720510859708
ACH-000341,-0.2348453041676533
ACH-000348,-0.12471418748402137
ACH-000350,-0.12557515249031753
ACH-000352,-0.10655490211816447
ACH-000356,-0.12721489014160658
ACH-000361,-0.2604445253632464
ACH-000362,-0.17404000071810666
ACH-000363,-0.0935651966075345
ACH-000364,-0.2530901400571857
ACH-000365,-0.1861496995653848
ACH-000366,-0.004412123590852171
ACH-000368,-0.08538457067269045
ACH-000374,-0.09180728261307948
ACH-000375,0.010441759707773751
ACH-000376,-0.11412387328824335
ACH-000381,-0.06954772747566773
ACH-000383,-0.2072592789819676
ACH-000387,-0.016041605708965644
ACH-000389,-0.018057204109921374
ACH-000390,-0.10462338052550388
ACH-000393,-0.2162947451403311
ACH-000395,0.008727406292567486
ACH-000396,0.015042717536901904
ACH-000397,0.0445930092882484
ACH-000401,0.09021357498180313
ACH-000402,-0.4415546698455596
ACH-000403,-0.07420703731896815
ACH-000404,-0.2209527565262211
ACH-000406,-0.009840474660575927
ACH-000407,-0.07869858017187271
ACH-000408,-0.08362264483778935
ACH-000410,-0.06329037514677148
ACH-000411,-0.15955418849213207
ACH-000414,-0.007239892250770667
ACH-000415,-0.04681615493995745
ACH-000416,-0.09063626533046132
ACH-000420,-0.1626976869196521
ACH-000421,-0.22920173023839124
ACH-000424,-0.2393995160553984
ACH-000425,-0.16919725221435045
ACH-000426,-0.10048955877773834
ACH-000427,-0.11611403908476185
ACH-000433,0.019209365487231855
ACH-000435,0.16824542969858158
ACH-000436,-0.0646605916517396
ACH-000444,-0.13475757240934433
ACH-000445,-0.16900865517418373
ACH-000448,-0.2668040698242274
ACH-000450,-0.19517851984047316
ACH-000452,-0.14286114582868245
ACH-000454,-0.10147858882027944
ACH-000458,0.023265528736252608
ACH-000459,-0.2293934840223395
ACH-000460,-0.048821933126421684
ACH-000461,-0.05161762967645126
ACH-000463,-0.1129592072815359
ACH-000464,0.0327910661110094
ACH-000466,-0.11161906952285533
ACH-000467,-0.058991805893984776
ACH-000468,-0.071609716784078
ACH-000469,-0.13512646380267615
ACH-000470,0.1325087289314087
