,ATAT1 (79969)
ACH-000004,-0.11617424646873994
ACH-000005,-0.2203897141156657
ACH-000007,-0.16627626614115498
ACH-000009,-0.1785919024493786
ACH-000011,-0.02418790338581494
ACH-000012,-0.15983621447842253
ACH-000013,-0.0272166318777489
ACH-000014,-0.15453829508264252
ACH-000015,-0.028249764273139667
ACH-000017,-0.1703454502289788
ACH-000018,-0.0947245435010218
ACH-000019,-0.06948655029906886
ACH-000021,0.0076421329397113906
ACH-000022,-0.1425246135469673
ACH-000025,-0.01962953285151996
ACH-000028,-0.12348966817188385
ACH-000030,-0.012646505076307787
ACH-000035,-0.1241865288601774
ACH-000036,-0.07023813986645899
ACH-000037,-0.1925511413351481
ACH-000039,-0.052044027645798685
ACH-000040,-0.1564583835626258
ACH-000041,0.029468317007513664
ACH-000042,-0.08529462522755163
ACH-000045,-0.01886217245670004
ACH-000047,-0.0965332090097812
ACH-000052,-0.24786139956014344
ACH-000053,-0.1367573193185751
ACH-000054,-0.03171455062181272
ACH-000055,-0.14483940653887545
ACH-000060,-0.12605041314759366
ACH-000067,-0.09907415453058388
ACH-000070,-0.16786697104715614
ACH-000075,-0.1770673877528652
ACH-000078,-0.052543927399517035
ACH-000082,-0.10986775047417917
ACH-000085,-0.03666350460633725
ACH-000086,-0.08859800368117235
ACH-000087,0.10516414454767876
ACH-000092,-0.0868711690898017
ACH-000095,-0.08928793175520816
ACH-000097,-0.06642187413210132
ACH-000098,-0.14176366764122564
ACH-000099,-0.036982839069402224
ACH-000108,-0.07704237250909718
ACH-000113,-0.009241831352424786
ACH-000116,-0.06603892019978952
ACH-000118,-0.08093045836020014
ACH-000120,-0.0922319253616747
ACH-000123,-0.09879980921988744
ACH-000127,-0.10199767263853607
ACH-000128,-0.19868731140016152
ACH-000132,-0.02782681941479773
ACH-000133,-0.13993739116219894
ACH-000137,-0.111300860687389
ACH-000138,-0.08660478250467481
ACH-000142,-0.086346084605672
ACH-000143,-0.016323391846169415
ACH-000146,-0.14731585675880626
ACH-000148,0.020858430569273174
ACH-000150,0.03754133028845081
ACH-000152,0.0006815185777664001
ACH-000153,0.10561962814542884
ACH-000159,-0.12224720403648172
ACH-000160,-0.1503402460960749
ACH-000163,0.09209970145554948
ACH-000167,-0.2948847058564225
ACH-000168,-0.17888583646279593
ACH-000169,-0.05598116539272155
ACH-000178,0.018493454129969014
ACH-000183,-0.2669817085015511
ACH-000188,0.03724580722530373
ACH-000189,0.006441736439342614
ACH-000190,-0.13629076448995775
ACH-000198,-0.0883653157300074
ACH-000203,0.10155926383675244
ACH-000204,-0.19167879075270916
ACH-000206,0.1344304306299177
ACH-000207,-0.27853318305432245
ACH-000208,-0.1869944079390572
ACH-000210,-0.21376898489724966
ACH-000211,-0.05283779924062315
ACH-000215,-0.04889860848929252
ACH-000221,0.18587093632226967
ACH-000222,-0.02586605970150916
ACH-000223,-0.2301466555204649
ACH-000226,-0.12125629642807285
ACH-000227,0.12081441548452874
ACH-000228,-0.2732102403958926
ACH-000231,-0.11284662230108328
ACH-000232,-0.06856939247920395
ACH-000233,-0.0268622261472336
ACH-000234,-0.09944040547284194
ACH-000235,-0.05713576744589668
ACH-000237,-0.1066991203414653
ACH-000238,-0.2942040539106629
ACH-000242,-0.03853148391717462
ACH-000243,-0.045255822972312516
ACH-000244,-0.11069723991549532
ACH-000246,-0.03994357883425045
ACH-000248,-0.1169378076186225
ACH-000250,-0.1517030009325182
ACH-000251,-0.2632801123523902
ACH-000252,-0.14142836041597412
ACH-000253,-0.1226697743652971
ACH-000255,-0.05055641388239472
ACH-000256,0.09207547901756097
ACH-000257,-0.1124110151351641
ACH-000258,-0.012926988514946924
ACH-000259,-0.02251049796679088
ACH-000260,-0.04726821010417511
ACH-000261,-0.1686607319721019
ACH-000262,0.08100753078035823
ACH-000263,-0.25718710429644803
ACH-000264,-0.10088918888309968
ACH-000265,-0.11857605011025947
ACH-000266,-0.08152808752574416
ACH-000272,-0.1342387546703475
ACH-000274,-0.07764714821841652
ACH-000277,-0.06965369414556354
ACH-000278,-0.06180235643997833
ACH-000279,-0.06592822777405495
ACH-000280,-0.1323986414841231
ACH-000281,-0.1685693325112898
ACH-000288,-0.10801455187714827
ACH-000291,-0.02335890609465581
ACH-000293,-0.09468506797363303
ACH-000294,-0.1145166633888706
ACH-000295,-0.12565584187304105
ACH-000296,-0.1260457615384435
ACH-000302,-0.11806654132008862
ACH-000304,-0.0733286753779211
ACH-000307,0.05712693680393341
ACH-000308,-0.06130591011684785
ACH-000310,0.04372558414144627
ACH-000311,-0.029822615110163025
ACH-000312,0.0036939926034735946
ACH-000315,-0.12824303164788073
ACH-000316,-0.13225765786378682
ACH-000317,-0.26849694429131404
ACH-000318,-0.11103269985183042
ACH-000319,-0.08761392121578912
ACH-000320,-0.03845139751572635
ACH-000322,-0.047129270860188616
ACH-000323,0.08332277500631309
ACH-000324,-0.1609210988297134
ACH-000329,-0.07767452738950834
ACH-000330,-0.4137394272989383
ACH-000331,-0.054743827769581366
ACH-000332,-0.057816227193781614
ACH-000334,-0.08204510508350253
ACH-000335,-0.11157095758816313
ACH-000336,-0.2575564490197717
ACH-000337,0.04333896666418036
ACH-000338,-0.23498908517376585
ACH-000339,-0.07605293026821441
ACH-000341,-0.04749362546531975
ACH-000348,-0.09678458066408796
ACH-000350,0.010029838486083641
ACH-000352,-0.05221116563365148
ACH-000356,-0.0986817683543798
ACH-000361,-0.05741529560570916
ACH-000362,-0.15254418880566314
ACH-000363,-0.07135771622211916
ACH-000364,-0.07646055290703367
ACH-000365,-0.02020012287910832
ACH-000366,-0.011429424056197093
ACH-000368,0.030662037819188682
ACH-000374,-0.3673446412857235
ACH-000375,-0.2719661221155236
ACH-000376,0.06070874165348425
ACH-000381,-0.037980110854428456
ACH-000383,-0.11936640202622588
ACH-000387,-0.10379344394330267
ACH-000389,0.06183542605251916
ACH-000390,-0.15087609605898447
ACH-000393,-0.16202740661513687
ACH-000395,-0.25358176455766
ACH-000396,0.06650787490540992
ACH-000397,-0.12838581002035354
ACH-000401,-0.0809141965096921
ACH-000402,-0.33316753790768483
ACH-000403,-0.09999136884705873
ACH-000404,-0.3373533682628396
ACH-000406,-0.17944951130915635
ACH-000407,-0.1253828475679653
ACH-000408,0.02360656749496752
ACH-000410,-0.17159118342596116
ACH-000411,-0.08229019236232292
ACH-000414,-0.09128604336370663
ACH-000415,-0.02606682152837326
ACH-000416,-0.0018355481973912344
ACH-000420,-0.04915092313562582
ACH-000421,-0.028492655908721586
ACH-000424,-0.11356971760160038
ACH-000425,-0.028868000078583807
ACH-000426,0.029448464905900223
ACH-000427,-0.03410744498356515
ACH-000433,0.04225957746720821
ACH-000435,-0.31980888501270005
ACH-000436,-0.16811298774857306
ACH-000444,-0.1610198364761108
ACH-000445,-0.036551574235960414
ACH-000448,-0.05350661863639501
ACH-000450,0.032600799986308354
ACH-000452,-0.050685082480988124
ACH-000454,-0.2059005738327261
ACH-000458,-0.1156785762003872
ACH-000459,0.021811255367414486
ACH-000460,-0.12000944814009802
ACH-000461,-0.2676226521114166
ACH-000463,0.0016679365721482676
ACH-000464,-0.0860475155084483
ACH-000466,-0.07751580132431186
ACH-000467,-0.11655931233269852
ACH-000468,-0.049955260470795966
ACH-000469,-0.0767707677892918
ACH-000470,-0.15368153426585182
ACH-000471,-0.09261787980268013
ACH-000472,-0.036408403091000865
ACH-000473,-0.08903061683571177
ACH-000475,-0.029337464533125718
