,NDUFAB1 (4706)
ACH-000232,-0.6877289196008348
ACH-000233,-0.6893795296940548
ACH-000234,-0.3653775074900585
ACH-000235,-0.5918502082728635
ACH-000237,-0.6381874304584222
ACH-000238,-0.4928545480400912
ACH-000242,-0.3858807903496957
ACH-000243,-0.730934844237484
ACH-000244,-0.5801799586876675
ACH-000246,-0.3739528587808389
ACH-000248,-0.7973558929154319
ACH-000250,-0.6115516574656502
ACH-000251,-0.6419575826813424
ACH-000252,-0.7451623420385415
ACH-000253,-0.7347870084148062
ACH-000255,-0.5314287883514182
ACH-000256,-0.5495453840677174
ACH-000257,-0.6586583800831294
ACH-000258,-0.5200018594708178
ACH-000259,-0.8410262832964416
ACH-000260,-0.6681321200809097
ACH-000261,-0.5355211426495909
ACH-000262,-1.088829245381702
ACH-000263,-0.6159522880305345
ACH-000264,-0.5767939798098084
ACH-000265,-0.88787270453686
ACH-000266,-0.6882415647847184
ACH-000272,-0.7005093970845229
ACH-000274,-0.5371493056523035
ACH-000277,-1.0617531481697404
ACH-000278,-0.7389393581737607
ACH-000279,-0.2201172605725247
ACH-000280,-0.5565757273182761
ACH-000281,-0.6909946398971292
ACH-000288,-0.9265861390087698
ACH-000291,-0.8189277544907602
ACH-000293,-0.5249089639027719
ACH-000294,-0.2787039419149687
ACH-000295,-0.6478722441984696
ACH-000296,-0.5661268962860495
ACH-000302,-0.5749748632880958
ACH-000304,-1.0299239590237896
ACH-000307,-0.8799391623594924
ACH-000308,-0.5946510861460612
ACH-000310,-0.5278891860428443
ACH-000311,-0.6965722543285005
ACH-000312,-0.488178066014999
ACH-000315,-0.7597533460476993
ACH-000316,-0.5853337358918249
ACH-000317,-0.6739260478441607
ACH-000318,-0.4320437315899968
ACH-000319,-0.5194977444393023
ACH-000320,-0.7560423222870201
ACH-000322,-0.7253435582287382
ACH-000323,-0.8117672375705556
ACH-000324,-0.5403963492134205
ACH-000329,-0.5674059056931214
ACH-000330,-0.8469525373903071
ACH-000331,-0.4123753442255367
ACH-000332,-0.7733025906651633
ACH-000334,-0.6790244663267175
ACH-000335,-0.7960837059612716
ACH-000336,-0.502192109469636
ACH-000337,-0.5777859034339564
ACH-000338,-0.7639816870459913
ACH-000339,-0.7148669633994099
ACH-000341,-0.4733913905253815
ACH-000348,-0.8765523259774158
ACH-000350,-0.4411461467435127
ACH-000352,-0.8353520887902648
ACH-000356,-0.7333293173780177
ACH-000361,-0.6863006567433708
ACH-000362,-0.472550370688311
ACH-000363,-0.5537085845329077
ACH-000364,-0.9836620766031272
ACH-000365,-0.3898721213985945
ACH-000366,-0.6073314611151489
ACH-000368,-1.0405301706510934
ACH-000374,-0.5671308226008539
ACH-000375,-0.7504504194264814
ACH-000376,-0.8203980881124406
ACH-000381,-0.5150550914052738
ACH-000383,-0.4669007958730597
ACH-000387,-0.78465825349885
ACH-000389,-0.8105847546781026
ACH-000390,-0.4804008269273283
ACH-000393,-0.5793169314178069
ACH-000395,-0.7410469781441759
ACH-000396,-0.5125708798282339
ACH-000397,-0.4371075837963888
ACH-000401,-0.4275033173551757
ACH-000402,-1.0153208298056418
ACH-000403,-0.6132759442852344
ACH-000404,-0.7233019157890266
ACH-000406,-0.6960231659818845
ACH-000407,-0.8525820615311586
ACH-000408,-0.9848741190024816
ACH-000410,-0.5587335395251645
ACH-000411,-0.6954772527078467
ACH-000414,-0.6560993307237604
ACH-000415,-0.7991410905803732
ACH-000416,-0.6399661842501848
ACH-000420,-0.9858364141180306
ACH-000421,-0.7518086283460537
ACH-000424,-0.791494566726234
ACH-000425,-0.8487929145395208
ACH-000426,-0.8443281200791786
ACH-000427,-0.5300165559622431
ACH-000433,-0.7653335968328904
ACH-000435,-0.3400707218550363
ACH-000436,-0.5858425418516364
ACH-000444,-0.9760937227443356
ACH-000445,-0.8640248371659416
ACH-000448,-0.5269875357785391
ACH-000450,-0.8837118797050288
ACH-000452,-0.8062644225648152
ACH-000454,-0.6973198426978602
ACH-000458,-0.4735138476442201
ACH-000459,-0.6330857667450805
ACH-000460,-0.5037399548272655
ACH-000461,-0.9181941526510392
ACH-000463,-0.7806459894659014
ACH-000464,-0.9783858786907892
ACH-000466,-0.6656588074374485
ACH-000467,-0.3861615318619288
ACH-000468,-0.4608620192364633
ACH-000469,-0.6291281036649398
ACH-000470,-0.5052193345554407
ACH-000471,-0.7257373311327386
ACH-000472,-0.3442173659088362
ACH-000473,-0.7462739261525351
ACH-000475,-0.7570144994879594
ACH-000476,-0.9957505653552876
ACH-000477,-0.5635833425800384
ACH-000479,-0.6717524489861687
ACH-000480,-1.0050019455517467
ACH-000481,-0.3010698106688698
ACH-000483,-0.7915084310222501
ACH-000484,-0.4304199470757231
ACH-000485,-0.3556659415851817
ACH-000486,-0.4610616290042846
ACH-000487,-0.7745860259257533
ACH-000488,-0.7274892652341342
ACH-000490,-0.4148522413207079
ACH-000491,-0.4704951826924907
ACH-000495,-0.7410322683277989
ACH-000496,-0.6537781449070331
ACH-000499,-0.8370915418228259
ACH-000500,-0.8151333163369193
ACH-000502,-0.7298780044626159
ACH-000503,-0.8838479960498938
ACH-000505,-0.8246077591979359
ACH-000507,-0.6441431172594464
ACH-000510,-0.9693403670283288
ACH-000511,-0.7026661453786488
ACH-000512,-0.9428112430634285
ACH-000516,-0.776587087178764
ACH-000517,-0.6652202229685865
ACH-000518,-0.7450588747456154
ACH-000520,-0.3951163666890977
ACH-000521,-0.6578144966521461
ACH-000522,-0.8041677768184909
ACH-000524,-0.25566781857628545
ACH-000527,-0.7879081738195445
ACH-000528,-0.7877924638017472
ACH-000537,-0.8733300865036024
ACH-000541,-0.5114691537419523
ACH-000542,-0.5100755883660081
ACH-000544,-0.7770839331300712
ACH-000545,-0.7023227882856221
ACH-000547,-0.6250891069095228
ACH-000548,-0.7348027519371346
ACH-000549,-0.8611429000135887
ACH-000550,-0.5561840306708616
ACH-000552,-0.6979810532666577
ACH-000556,-0.4378190277772527
ACH-000557,-0.36652234797009214
ACH-000569,-0.8890806921096341
ACH-000570,-0.4581625599725654
ACH-000571,-0.3680407560750598
ACH-000573,-0.8650934553870757
ACH-000576,-0.8378882363500954
ACH-000579,-0.7431152403227311
ACH-000580,-0.7379064247270928
ACH-000584,-0.6286407050273555
ACH-000585,-0.937380755406606
ACH-000588,-0.7590699561256793
ACH-000589,-0.6445607252105321
ACH-000591,-0.8656930527081468
ACH-000593,-0.448647113853354
ACH-000600,-0.7217381994165335
ACH-000601,-0.7583348713495481
ACH-000605,-0.5472455898552054
ACH-000606,-0.7612401740140925
ACH-000608,-0.2930803421477447
ACH-000614,-1.0151950153593687
ACH-000616,-1.0210950987129463
ACH-000618,-0.4486819525041365
ACH-000619,-0.7407502494021148
ACH-000620,-0.8208483770859097
ACH-000621,-0.3852998263912436
ACH-000622,-0.5501728576449172
ACH-000623,-0.5491298226947743
ACH-000624,-0.9595569234971096
ACH-000627,-0.7473573725559761
ACH-000630,-0.5849124497597576
ACH-000631,-1.0327651347899771
ACH-000632,-0.8660188984407958
ACH-000633,-0.17512595423126898
ACH-000637,-0.4441653139252243
ACH-000638,-0.9524079768482924
ACH-000646,-0.32409400550135514
ACH-000647,-0.4342753297299791
ACH-000648,-0.7563447443558438
ACH-000649,-0.7048294562151745
ACH-000651,-0.8656455806078245
ACH-000652,-0.5844784930324123
ACH-000653,-0.4513605270071616
ACH-000657,-0.6147751363849425
ACH-000658,-0.3854789803861906
ACH-000661,-0.9208831729271479
ACH-000662,-0.2915345534479073
ACH-000663,-0.6313456362180835
ACH-000665,-0.7117323942230391
ACH-000671,-0.5511613453624834
ACH-000672,-0.7833660287322595
ACH-000673,-0.5772845787710124
ACH-000676,-0.6604886497525599
ACH-000677,-0.9919338050126706
ACH-000681,-0.6798052498612319
ACH-000683,-0.6600397085540749
ACH-000684,-0.5951070033460839
ACH-000688,-0.7426125291227926
ACH-000693,-0.3897289739734104
ACH-000694,-0.3906520851092788
ACH-000695,-0.428920762356532
ACH-000696,-0.7947066513005
ACH-000697,-0.5047851515670705
ACH-000699,-0.6085051377641937
ACH-000701,-0.5456247074701718
ACH-000706,-0.8731455572041885
ACH-000711,-0.6979659922288751
ACH-000713,-0.8561607756186871
ACH-000714,-0.644959094639758
ACH-000718,-0.5239444327726499
ACH-000720,-0.6144006850132789
ACH-000721,-0.5724610955426636
ACH-000724,-0.6043334298898904
ACH-000725,-1.1809655557108112
ACH-000732,-0.9288514190269668
ACH-000734,-0.694028337118915
ACH-000735,-0.31264672021310863
ACH-000736,-0.8714745434648563
ACH-000738,-0.9620241265864491
ACH-000746,-0.6197764081532139
ACH-000747,-0.937597573611236
ACH-000748,-0.4033803013740404
ACH-000753,-0.8849669111277684
ACH-000756,-0.5149862666968211
ACH-000757,-0.8600108545752454
ACH-000758,-0.3994959694783313
ACH-000760,-0.9225787394216619
ACH-000762,-0.5234016812485325
ACH-000763,-0.7810451282617251
ACH-000764,-0.7168842256981366
ACH-000765,-1.1132245167740389
ACH-000766,-0.6862367315129333
ACH-000767,-0.4971774545502343
ACH-000768,-0.9929755281089884
ACH-000769,-0.7147564111577583
ACH-000770,-0.6731644536215481
ACH-000771,-0.5313122881102355
ACH-000773,-0.4194444156055256
ACH-000776,-0.7967561926324581
ACH-000777,-0.6721857089935135
ACH-000778,-0.5262362557520567
ACH-000781,-0.7257846377766133
ACH-000782,-0.6845724622963424
ACH-000783,-0.3172821213634013
ACH-000784,-0.3760854828648709
ACH-000785,-0.44013133296108337
ACH-000787,-0.7781718113091237
ACH-000788,-0.681182192802193
ACH-000791,-0.6763623112878975
ACH-000792,-0.6237056270248444
ACH-000794,-0.4273744495350335
ACH-000796,-0.5619663899869066
ACH-000798,-0.8514935884469557
ACH-000799,-1.054382817770561
ACH-000800,-0.8989046282030784
ACH-000802,-1.197529463307348
ACH-000804,-0.6082364188493127
ACH-000805,-0.8707988300618594
ACH-000809,-0.6841831526893022
ACH-000810,-0.516101724191359
ACH-000811,-0.5928232457569917
ACH-000817,-0.5041866978550867
ACH-000819,-0.825632845529242
ACH-000820,-0.7730616253111473
ACH-000821,-0.5651894294813502
ACH-000822,-0.8823420919384123
ACH-000823,-0.6913534724130936
ACH-000824,-0.23484193268021106
ACH-000827,-0.8035845049664847
ACH-000829,-0.7014489106505283
ACH-000831,-0.9363029502389636
ACH-000832,-0.9479045687804496
ACH-000833,-1.1691398709721132
ACH-000834,-0.5959671466474014
ACH-000835,-0.8303295029370786
ACH-000836,-0.4717703627093722
ACH-000837,-0.6846228270129722
ACH-000838,-0.9769588617576728
ACH-000839,-0.4107833325074743
ACH-000840,-0.6920562578959369
ACH-000841,-0.7832890785150354
ACH-000843,-0.5103393947838297
ACH-000846,-0.7337991021291921
ACH-000847,-0.7637731103939344
ACH-000848,-0.3210816565868501
ACH-000849,-0.6970040113299927
ACH-000851,-0.6859507329021027
ACH-000855,-0.8180074979249291
ACH-000856,-0.536234189770008
ACH-000858,-0.8239757332072417
ACH-000859,-0.4400985037129539
ACH-000861,-0.8531612177591384
ACH-000862,-0.9103350549992952
ACH-000865,-0.7702717992081217
ACH-000866,-0.8445118010655053
ACH-000867,-0.35698861679876875
ACH-000869,-0.9353872837269759
ACH-000872,-0.7756267853131674
ACH-000873,-0.8854938593616978
ACH-000876,-0.8433144614045393
ACH-000878,-0.8893414831162428
ACH-000880,-0.8499947945997787
ACH-000881,-0.8444653786825085
ACH-000882,-0.7375922208160811
ACH-000884,-0.5608618310421841
ACH-000885,-0.684222249749489
ACH-000887,-0.36326630561983897
ACH-000889,-0.8390830936565152
ACH-000896,-0.7177383998563808
ACH-000898,-0.6389977070567416
ACH-000900,-0.8820403106355569
ACH-000901,-0.8714693449389693
ACH-000905,-0.8374003542135627
ACH-000906,-0.5778768349880026
ACH-000907,-0.5922920566191765
ACH-000910,-0.8751321665598493
ACH-000911,-0.7371260688843755
ACH-000912,-0.6381740151701983
ACH-000913,-0.6866192283459437
ACH-000915,-0.33111160541151424
ACH-000916,-0.3602053307748049
ACH-000917,-0.35389692486851315
ACH-000920,-0.544384627690813
ACH-000921,-0.9493047037473124
ACH-000924,-0.3181312309037868
ACH-000926,-0.6360548354493973
ACH-000928,-0.4203202406006089
ACH-000929,-0.7621694294531084
ACH-000932,-0.6758371985043325
ACH-000935,-0.8273834047383027
ACH-000936,-0.9268604396717132
ACH-000937,-0.5758806215886676
ACH-000938,-0.6228713014517371
ACH-000939,-0.7816778855150308
ACH-000941,-0.7501068303697582
ACH-000943,-0.7872205445380526
ACH-000946,-0.38770226956872617
ACH-000947,-0.7220728927172896
ACH-000948,-1.0348628468382053
ACH-000950,-0.9747211987682606
ACH-000953,-0.4384838059180574
ACH-000954,-0.7150951461710454
ACH-000957,-0.7320090214843333
ACH-000958,-0.7042001415966866
ACH-000960,-0.5349295228092427
ACH-000963,-0.7872814895596745
ACH-000968,-0.8887015503572319
ACH-000969,-0.8592470922268983
ACH-000972,-0.901581540189709
ACH-000973,-0.6975994640799849
ACH-000974,-0.7266689024384471
ACH-000978,-0.482617969987145
ACH-000984,-0.4219699085434976
ACH-000986,-0.6617256444887145
ACH-000988,-0.5457519662755886
ACH-000993,-0.15926837864121662
ACH-000994,-1.0495822008297966
ACH-000996,-0.5958653754939716
ACH-001001,-0.5780715441490217
ACH-001020,-0.4962325844431546
ACH-001028,-0.5349852458568882
ACH-001031,-0.4572010868529275
ACH-001038,-0.6640615167661433
ACH-001048,-0.5900487758818623
ACH-001050,-0.8306811919974258
ACH-001053,-0.654910260907043
ACH-001054,-0.5865489804979679
ACH-001061,-0.8876703424644974
ACH-001067,-0.2555426745664084
ACH-001075,-0.8079651619476126
ACH-001096,-0.475642781960365
ACH-001111,-0.6991236765169888
ACH-001119,-0.7095829295343348
ACH-001128,-0.7018011524571903
ACH-001134,-0.7727277850053422
ACH-001151,-0.3362676488986997
ACH-001163,-0.699756838502408
ACH-001164,-1.2296166978027905
ACH-001183,-0.5885026345833888
ACH-001192,-0.7470917977171031
ACH-001193,-0.4366479864403557
ACH-001196,-0.6176826929096735
ACH-001197,-0.7784832441612298
ACH-001205,-0.5968038772523625
ACH-001211,-0.3385127189609502
ACH-001212,-0.9051944753243284
ACH-001228,-0.6892420819207947
ACH-001232,-0.6946656514253811
ACH-001239,-0.8972344159612815
ACH-001270,-0.3122218926203096
ACH-001274,-0.5889497189028475
ACH-001275,-0.7771643295024769
ACH-001277,-0.6602589691627146
ACH-001278,-0.6237119201779951
ACH-001280,-0.4952744337160483
ACH-001283,-0.4606701163385031
ACH-001289,-0.7210546284009209
ACH-001300,-0.8307761812978434
ACH-001301,-0.8186999287721616
ACH-001302,-0.5666816754239372
ACH-001306,-0.7892832422342124
ACH-001318,-0.8496542698839304
ACH-001322,-0.8106606476257084
ACH-001328,-0.6420035611301014
ACH-001332,-0.7407982933558263
ACH-001336,-0.9158080958628404
ACH-001346,-0.6425977045121106
ACH-001353,-0.6170643930764795
ACH-001354,-0.6106673973903403
ACH-001367,-0.354032654527252
ACH-001368,-0.7619502926627916
ACH-001374,-0.9587174221582444
ACH-001377,-0.26633221252219
ACH-001380,-0.8498741858766768
ACH-001391,-0.5775235034417391
ACH-001408,-0.6677158451338499
ACH-001430,-0.3317360974426886
ACH-001431,-0.7122040737009351
ACH-001450,-0.8911261696449773
ACH-001496,-0.9657511569753756
ACH-001500,-0.7454627071751557
ACH-001523,-0.6398239290925445
ACH-001532,-0.6385040535640223
ACH-001550,-0.4574413087251312
ACH-001552,-1.0014332644822788
ACH-001554,-0.8156655176651144
ACH-001654,-0.6667924893145597
ACH-001735,-0.6517072810688181
ACH-001736,-0.8050613119743211
ACH-001737,-0.3438310641641633
ACH-001740,-0.6484540880998858
ACH-001745,-0.7302133598353959
ACH-001765,-0.6482528441859162
