,POTEH (23784)
ACH-000479,-0.4074550885178035
ACH-000480,-0.14409411137460768
ACH-000481,-0.4111892283626993
ACH-000483,-0.10957753971799376
ACH-000484,-0.2697897500572001
ACH-000485,-0.28908361289480045
ACH-000486,-0.20837385363879968
ACH-000487,-0.12689587479250458
ACH-000488,-0.20242092647071855
ACH-000490,-0.3398834486094122
ACH-000491,-0.02110157771919187
ACH-000495,-0.3886652324814265
ACH-000496,-0.23327941069619465
ACH-000499,-0.3957439059105798
ACH-000500,0.0926402588977505
ACH-000502,-0.2347850663662279
ACH-000503,-0.4139886560856649
ACH-000505,-0.2788752703104992
ACH-000507,-0.3915020671251848
ACH-000510,-0.10415842625232333
ACH-000511,-0.11382378313371835
ACH-000512,-0.4425065598692632
ACH-000516,-0.1965827035264386
ACH-000517,-0.2683372699480568
ACH-000518,-0.19973989672607728
ACH-000520,-0.4141665913688448
ACH-000521,-0.2601256915559858
ACH-000522,-0.3737387294431657
ACH-000524,-0.2633689927062325
ACH-000527,-0.1695553980118397
ACH-000528,-0.2608231922823476
ACH-000537,-0.19576666198307494
ACH-000541,-0.7290121052654873
ACH-000542,-0.2352104036631825
ACH-000544,-0.3771634080411607
ACH-000545,-0.07479013221207405
ACH-000547,-0.1580091460209442
ACH-000548,-0.10154459550690433
ACH-000549,-0.25979287425673964
ACH-000550,-0.22257975214716852
ACH-000552,-0.10030585438691036
ACH-000556,-0.17862979020410066
ACH-000557,-0.13418176494691125
ACH-000569,-0.07638479025182979
ACH-000570,-0.4558645001626404
ACH-000571,-0.19092902422309646
ACH-000573,-0.11857389373894
ACH-000576,-0.106991515670535
ACH-000579,-0.06200121985665283
ACH-000580,-0.19157503159103784
ACH-000584,-0.25905389950378616
ACH-000585,-0.14054009990797778
ACH-000588,-0.10699099159580193
ACH-000589,-0.2646727550407766
ACH-000591,-0.21562061551630876
ACH-000593,-0.07579608266993293
ACH-000600,-0.4984032763471258
ACH-000601,-0.04085402441416672
ACH-000605,-0.1745104357572727
ACH-000606,-0.1451464186692428
ACH-000608,-0.1857308673019852
ACH-000614,-0.015810281909907783
ACH-000616,-0.4129239623854913
ACH-000618,-0.01444768414627169
ACH-000619,0.021377289985060118
ACH-000620,-0.21952135883561086
ACH-000621,-0.08586583803043825
ACH-000622,-0.306031489677608
ACH-000623,-0.3254182431831564
ACH-000624,-0.1701588731724636
ACH-000627,-0.21885059704859672
ACH-000630,-0.21681421204186746
ACH-000631,0.029110661656630225
ACH-000632,-0.3839021074309434
ACH-000633,-0.17245091945818672
ACH-000637,-0.2477550509489873
ACH-000638,-0.0968198466889046
ACH-000646,-0.06429939161876265
ACH-000647,-0.06436373554037148
ACH-000648,-0.5955477965263132
ACH-000649,-0.32424792302585803
ACH-000651,-0.11910165758553047
ACH-000652,-0.1678488192740384
ACH-000653,-0.1163733312279494
ACH-000657,-0.16224531727854904
ACH-000658,-0.2222084463580252
ACH-000661,-0.02501964788258575
ACH-000662,-0.3311372657367741
ACH-000663,-0.04948215538335138
ACH-000665,-0.052142501813874
ACH-000671,-0.2878697056513729
ACH-000672,-0.5542061687437699
ACH-000673,-0.1890463228660997
ACH-000676,-0.3080490312972448
ACH-000677,-0.13705776329891944
ACH-000681,-0.2744311535732655
ACH-000683,-0.3965820047763807
ACH-000684,-0.5902656324804811
ACH-000688,-0.15010647357950269
ACH-000693,-0.2151098855457492
ACH-000694,-0.17370217374037694
ACH-000695,0.003781378706469987
ACH-000696,-0.07875962482202363
ACH-000697,-0.0026400545695161016
ACH-000699,-0.16077338351620574
ACH-000701,-0.18742653375259866
ACH-000706,-0.10134639860893226
ACH-000711,-0.2217980908878852
ACH-000713,-0.047257070081381566
ACH-000714,-0.11079938202841556
ACH-000718,-0.1975425076887777
ACH-000720,-0.15621213330525435
ACH-000721,-0.5062233045633889
ACH-000724,-0.08249924560682982
ACH-000725,-0.2677423170659599
ACH-000732,-0.041941021068477205
ACH-000734,-0.30689545605091745
ACH-000735,-0.23056590997226786
ACH-000736,-0.1763630290867198
ACH-000738,-0.14401346019137315
ACH-000746,-0.490191907375156
ACH-000747,0.13553982930866942
ACH-000748,-0.10720656530886864
ACH-000753,-0.301329067379541
ACH-000756,-0.31241142015529105
ACH-000757,-0.20113913022623534
ACH-000758,-0.34081970437500525
ACH-000760,-0.4140663311176049
ACH-000762,-0.3020952980059541
ACH-000763,-0.09581321632428444
ACH-000764,-0.4149256443013729
ACH-000765,-0.04959619800508745
ACH-000766,-0.16878970419009914
ACH-000767,-0.11669240915378674
ACH-000768,-0.30025192443848503
ACH-000769,-0.2889014933292031
ACH-000770,-0.11421330048206607
ACH-000771,-0.13820029813507145
ACH-000773,-0.27884837419499564
ACH-000776,-0.09968714932806856
ACH-000777,-0.20403424621155847
ACH-000778,-0.3060924917983269
ACH-000781,-0.23920790900768624
ACH-000782,0.0314479125130302
ACH-000783,-0.10335401744104
ACH-000784,-0.12042883669810248
ACH-000785,-0.23620836385123986
ACH-000787,-0.2500544907744973
ACH-000788,-0.13111708329847546
ACH-000791,-0.2914638045633242
ACH-000792,-0.11808051899759925
ACH-000794,-0.19822839003411916
ACH-000796,-0.10530500424182178
ACH-000798,-0.2424405555974985
ACH-000799,-0.3035594025502784
ACH-000800,-0.20511440960335836
ACH-000802,-0.01049330741723761
ACH-000804,-0.12290524147319268
ACH-000805,-0.10899887797677743
ACH-000809,-0.10573214998016624
ACH-000810,-0.1939607574463717
ACH-000811,-0.14171041043285668
ACH-000817,-0.25380336810274856
ACH-000819,-0.10285590316834016
ACH-000820,-0.2687724991914033
ACH-000821,-0.2688188194119395
ACH-000822,-0.31379634407552104
ACH-000823,-0.14982232253494127
ACH-000824,-0.07375635807532338
ACH-000827,-0.22001474782674496
ACH-000829,-0.15517956354111453
ACH-000831,-0.13771412406163233
ACH-000832,-0.029326912173744182
ACH-000833,0.056308642780249475
ACH-000834,-0.12018207809887302
ACH-000835,-0.09075518364932017
ACH-000836,-0.2211497131617363
ACH-000837,-0.01966827066934505
ACH-000838,-0.361385805119609
ACH-000839,-0.3619412356746649
ACH-000840,-0.043206732769997466
ACH-000841,-0.5228034592429072
ACH-000843,-0.030000754908796383
ACH-000846,-0.3077572736493153
ACH-000847,-0.15484648176479324
ACH-000848,-0.09319460387135124
ACH-000849,-0.3782656173428954
ACH-000851,0.036949933789679784
ACH-000855,-0.20659589642155
ACH-000856,-0.2256517722359736
ACH-000858,-0.20831277719441912
ACH-000859,-0.13479250163700612
ACH-000861,-0.14756447301564746
ACH-000862,-0.10718404530955272
ACH-000865,-0.2640018537105101
ACH-000866,-0.09425916998828526
ACH-000867,-0.15409996431392187
ACH-000869,-0.11418817318189277
ACH-000872,-0.16060607696974652
ACH-000873,-0.1742284825783742
ACH-000876,-0.36350815624412985
ACH-000878,0.043194439186739715
ACH-000880,-0.09573366786998076
ACH-000881,-0.20979951484336376
ACH-000882,0.016516328704832613
ACH-000884,-0.1446195042917279
ACH-000885,-0.31422563399487635
ACH-000887,-0.21237992926666271
ACH-000889,-0.16206548337778834
ACH-000896,-0.20902227244919253
ACH-000898,-0.22636695211228475
ACH-000900,-0.21026396179908985
ACH-000901,-0.26336634018402544
ACH-000905,-0.03951219353309993
ACH-000906,-0.1815072223147362
ACH-000907,-0.4691253783686131
ACH-000910,-0.00641521711950855
ACH-000911,-0.27464955863237284
ACH-000912,-0.23972233484464986
ACH-000913,-0.047802527220061515
ACH-000915,-0.05859848501871043
ACH-000916,-0.00018380276195542651
ACH-000917,-0.22274290747194156
ACH-000920,-0.0406503125636946
ACH-000921,0.011305973630637263
ACH-000924,-0.2043927057019852
ACH-000926,-0.0711466907751167
ACH-000928,-0.2691306385204851
ACH-000929,-0.17847750465393353
ACH-000932,-0.2646757200340424
ACH-000935,-0.20269556620045445
ACH-000936,-0.44030289099519465
ACH-000937,-0.2028456960475224
ACH-000938,-0.10858243571002696
ACH-000939,-0.00966322565797984
ACH-000941,-0.17266202464982972
ACH-000943,-0.3017589847821764
ACH-000946,-0.12307950650430792
ACH-000947,-0.033863559746976746
ACH-000948,-0.26167077277312273
ACH-000950,-0.2791139505434631
ACH-000953,-0.13230042660764868
ACH-000954,-0.3671199012978539
ACH-000957,-0.0355132882776586
ACH-000958,-0.03964706902627877
ACH-000960,-0.1669418473267522
ACH-000963,-0.15807199080590473
ACH-000968,-0.14583613021476075
ACH-000969,-0.12093911384307793
ACH-000972,-0.3837594096406003
ACH-000973,0.05436002211637383
ACH-000974,-0.17765967826211146
ACH-000978,-0.4450039767093546
ACH-000984,-0.2600623210108462
ACH-000986,-0.2863875352852936
ACH-000988,-0.22209994991820528
ACH-000993,-0.01954137975757409
ACH-000994,-0.23939845059514156
ACH-000996,-0.3212969331693162
ACH-001001,-0.18050915693192526
ACH-001020,0.1166956270671562
ACH-001028,-0.2818894730778012
ACH-001031,-0.0633710718822775
ACH-001038,-0.28255846871441903
ACH-001048,-0.26415335263064177
ACH-001050,-0.00809481786742238
ACH-001053,-0.11134650450710157
ACH-001054,-0.2907274496814425
ACH-001061,-0.2538027154673706
ACH-001067,-0.31990395485629664
ACH-001075,-0.2024029474619348
ACH-001096,-0.013891577680223095
ACH-001111,-0.17126285072596198
ACH-001119,-0.2144686344170731
ACH-001128,-0.34149200028098536
ACH-001134,-0.28278239576624986
ACH-001151,-0.028411770372854982
ACH-001163,-0.15597439437557556
ACH-001164,-0.3428538699360296
ACH-001183,-0.2963120175394657
ACH-001192,-0.23488033000405395
ACH-001193,-0.15892272990592024
ACH-001196,-0.35281441671479424
ACH-001197,-0.028034670725688427
ACH-001205,-0.19537485891650766
ACH-001211,-0.16022329654631468
ACH-001212,0.0193117802092966
ACH-001228,-0.07101014538694145
ACH-001232,-0.09784963340976398
ACH-001239,-0.14250139032230935
ACH-001270,-0.09346200792851883
ACH-001274,-0.1701827533640963
ACH-001275,-0.050359528651586334
ACH-001277,-0.3584880464444604
ACH-001278,-0.09357550224766556
ACH-001280,-0.05972295240873907
ACH-001283,-0.5056657627029906
ACH-001289,-0.3206746059888531
ACH-001300,-0.37942117829404304
ACH-001301,-0.1850112933090456
ACH-001302,-0.4254155661369433
ACH-001306,-0.20024758040442525
ACH-001318,-0.2833973082689683
ACH-001322,-0.3222278314539278
ACH-001328,-0.34772311438340536
ACH-001332,-0.5580063075095604
ACH-001336,-0.3206091693291309
ACH-001346,-0.2802152444269955
ACH-001353,-0.4597649670471883
ACH-001354,0.09825865215552668
ACH-001367,-0.06833878293860596
ACH-001368,-0.4507796800276957
ACH-001374,-0.17326911280985474
ACH-001377,-0.14525020652692466
ACH-001380,-0.392600281188566
ACH-001391,-0.17624971565400632
ACH-001408,-0.1358843099017665
ACH-001430,-0.08280832222519159
ACH-001431,-0.21032334194106306
ACH-001450,-0.3129015982415459
ACH-001496,-0.13863335257562118
ACH-001500,-0.18904213287888705
ACH-001523,-0.195711057217528
ACH-001532,-0.30833788309448656
ACH-001550,-0.1963784200747317
ACH-001552,-0.4044038383803341
ACH-001554,-0.19764878674001185
ACH-001654,-0.020525074928916674
ACH-001735,-0.049823765492215566
ACH-001736,-0.22853316201691434
ACH-001737,-0.3393050478569125
ACH-001740,-0.18143180106542914
ACH-001745,-0.18996667554913585
ACH-001765,-0.2331362812044737
