,FOXRED1 (55572)
ACH-000004,-0.1109327739868676
ACH-000005,-0.2232088693424285
ACH-000007,-0.5183324753062329
ACH-000009,-0.3681034208118794
ACH-000011,-0.030732889236740363
ACH-000012,-0.4807677039487547
ACH-000013,-0.272496979336478
ACH-000014,-0.4314866190302015
ACH-000015,-0.2841921144524895
ACH-000017,-0.1820009652202432
ACH-000018,-0.1568334905275332
ACH-000019,-0.337757642676536
ACH-000021,-0.27452063953287115
ACH-000022,-0.27793054946700035
ACH-000025,-0.3094491782822989
ACH-000028,-0.7142342319346626
ACH-000030,-0.22244960226104032
ACH-000035,-0.3381827057825451
ACH-000036,-0.01844658322308733
ACH-000037,-0.4072686906110645
ACH-000039,-0.2029934439546338
ACH-000040,-0.10215090404731456
ACH-000041,-0.3712886831536412
ACH-000042,-0.09996270045000648
ACH-000045,-0.5743054238268333
ACH-000047,-0.6871627450042089
ACH-000052,-0.4611747918334242
ACH-000053,-0.15619373193362346
ACH-000054,-0.4034198344467884
ACH-000055,-0.24944984872576176
ACH-000060,-0.27251571581900724
ACH-000067,-0.0991288172188104
ACH-000070,-0.13096032937016336
ACH-000075,-0.02973705027449815
ACH-000078,-0.271362063757544
ACH-000082,-0.2473074242320615
ACH-000085,-0.1865639975485372
ACH-000086,-0.4834140138132053
ACH-000087,-0.3942649160053838
ACH-000092,-0.24376715744038385
ACH-000095,-0.02488253108537191
ACH-000097,-0.2269405199105137
ACH-000098,-0.24134868315933844
ACH-000099,-0.34891768333650497
ACH-000108,-0.31247087511464794
ACH-000113,-0.5347951665237988
ACH-000116,-0.2077350645163296
ACH-000118,-0.8019865815182438
ACH-000120,-0.2884784684685557
ACH-000123,-0.3090826544337369
ACH-000127,-0.3728077996005716
ACH-000128,-0.3375617268740127
ACH-000132,-0.34674912698871696
ACH-000133,-0.2203838252573749
ACH-000137,-0.19381416677734545
ACH-000138,-0.5210592267894688
ACH-000142,-0.300167754661238
ACH-000143,-0.4005967939888685
ACH-000146,-0.1769491854424562
ACH-000148,-0.29817247810013536
ACH-000150,-0.44991353117792654
ACH-000152,-0.3011310937653631
ACH-000153,-0.3421219707306624
ACH-000159,-0.1966418541880263
ACH-000160,-0.4507871164166221
ACH-000163,-0.2145563340578693
ACH-000167,-0.09535343058053472
ACH-000168,-0.0558788603362194
ACH-000169,-0.3404834209860084
ACH-000178,-0.16306068228785467
ACH-000183,-0.18115154614841192
ACH-000188,-0.2428217208034377
ACH-000189,-0.13124142117757973
ACH-000190,-0.5208754630581932
ACH-000198,-0.5865259398864072
ACH-000203,-0.3752223546188916
ACH-000204,-0.2691987210362167
ACH-000206,-0.06043292205052288
ACH-000207,-0.4050621220224284
ACH-000208,-0.5548353426434625
ACH-000210,-0.11685376853057015
ACH-000211,-0.1962693755840854
ACH-000215,-0.21301467004438
ACH-000221,-0.6708401886909292
ACH-000222,-0.21762945286189164
ACH-000223,-0.2774205975060322
ACH-000226,-0.2355009915716623
ACH-000227,-0.4142673391539504
ACH-000228,-0.27816631400035696
ACH-000231,-0.15827638996822396
ACH-000232,-0.24299274422233624
ACH-000233,-0.5493965950085439
ACH-000234,-0.2728262786208183
ACH-000235,-0.2387917538963516
ACH-000237,-0.1389073465323363
ACH-000238,-0.2811075686686125
ACH-000242,-0.28291241487328844
ACH-000243,-0.18870459625886432
ACH-000244,-0.33807359431887857
ACH-000246,-0.4252298045566287
ACH-000248,-0.2898262434937605
ACH-000250,-0.13134157595695392
ACH-000251,-0.1151096809814576
ACH-000252,-0.35824635075888955
ACH-000253,-0.2020545298072995
ACH-000255,-0.09234556539252443
ACH-000256,-0.1348902017666061
ACH-000257,-0.1967663883907755
ACH-000258,-0.3015278660077725
ACH-000259,-0.4265669916915637
ACH-000260,-0.2429836831532601
ACH-000261,-0.25906442604211866
ACH-000262,-0.21287135913486266
ACH-000263,-0.481563895277402
ACH-000264,-0.1564517686160682
ACH-000265,-0.4175243669425388
ACH-000266,-0.1608361946172023
ACH-000272,-0.26381818851006594
ACH-000274,-0.3259080233995973
ACH-000277,-0.42320491065044574
ACH-000278,-0.11691308552595517
ACH-000279,-0.2981878610173805
ACH-000280,-0.1971105045925839
ACH-000281,-0.3627300051291745
ACH-000288,-0.35715347062218783
ACH-000291,-0.3997822858514699
ACH-000293,-0.3092149173379323
ACH-000294,0.034054093319649766
ACH-000295,-0.3399986745484948
ACH-000296,-0.023513925895447825
ACH-000302,-0.3550118462254854
ACH-000304,-0.43481209744351146
ACH-000307,-0.23188272861895476
ACH-000308,-0.27934322236723186
ACH-000310,-0.08010049907800844
ACH-000311,-0.3249244858609869
ACH-000312,-0.4818200749203888
ACH-000315,-0.4257654661781104
ACH-000316,-0.4203113860531445
ACH-000317,-0.6557877988429934
ACH-000318,-0.2937419562148356
ACH-000319,-0.16483203161242618
ACH-000320,-0.2575106837470009
ACH-000322,-0.4875001022741803
ACH-000323,-0.3649178808012469
ACH-000324,-0.15227594474356265
ACH-000329,-0.4197319004880665
ACH-000330,-0.2523265638678552
ACH-000331,-0.12379095948177965
ACH-000332,-0.15816379406292494
ACH-000334,-0.2713192747360623
ACH-000335,-0.4663318091294924
ACH-000336,-0.15830851905735768
ACH-000337,-0.16746293126138395
ACH-000338,-0.4435656359606331
ACH-000339,-0.2407244487756964
ACH-000341,-0.1515591579001332
ACH-000348,-0.3513256373914249
ACH-000350,-0.27195706931553576
ACH-000352,-0.2724061629387737
ACH-000356,-0.09186767714350427
ACH-000361,-0.3847192178162328
ACH-000362,-0.276872225102734
ACH-000363,-0.31731453515290337
ACH-000364,-0.4155301065206224
ACH-000365,-0.3767294802029769
ACH-000366,-0.2284223979488267
ACH-000368,-0.3828364225225664
ACH-000374,-0.7013418326067297
ACH-000375,-0.3277082198099444
ACH-000376,-0.43052954411932604
ACH-000381,-0.2242427557854866
ACH-000383,-0.42044142686199226
ACH-000387,-0.01663174357061069
ACH-000389,0.04847020296314895
ACH-000390,-0.2924557363992432
ACH-000393,-0.18681927591012704
ACH-000395,-0.1466598358901496
ACH-000396,-0.4067048211924961
ACH-000397,-0.1940472611915356
ACH-000401,-0.18042414765883427
ACH-000402,-0.3271595850060312
ACH-000403,-0.2922242776020705
ACH-000404,-0.5929374421068591
ACH-000406,-0.4987133460551007
ACH-000407,-0.24750249110669126
ACH-000408,-0.34186551733851783
ACH-000410,-0.0999492694416518
ACH-000411,-0.18621611088005505
ACH-000414,-0.3206933457041147
ACH-000415,-0.19670060699722686
ACH-000416,-0.2052497543329201
ACH-000420,-0.2348471851978278
ACH-000421,-0.2250553490147092
ACH-000424,-0.6079431534049753
ACH-000425,-0.2868971053422841
ACH-000426,0.005368241204814247
ACH-000427,-0.31253719130062874
ACH-000433,-0.22544371301747315
ACH-000435,-0.5509183472244112
ACH-000436,0.09068991554608444
ACH-000444,-0.2838336002079287
ACH-000445,-0.3040055743551952
ACH-000448,-0.15396633085202424
ACH-000450,-0.6890875320854285
ACH-000452,-0.21750141567708609
ACH-000454,-0.4875112977309751
ACH-000458,-0.1190895014675094
ACH-000459,-0.7443120522291405
ACH-000460,-0.19981451957994653
ACH-000461,-0.5691529702287629
ACH-000463,-0.19903022580692026
ACH-000464,-0.3711805490425495
ACH-000466,-0.13942444607906102
ACH-000467,-0.7137353590668406
ACH-000468,-0.31028977880750325
ACH-000469,-0.5483884304971008
ACH-000470,-0.12319199569165412
ACH-000471,-0.16303594989507594
ACH-000472,-0.25387264255909986
ACH-000473,-0.5105173375044247
ACH-000475,-0.377557514176982
ACH-000476,-0.2103848401789639
ACH-000477,-0.3437563757676301
ACH-000479,-0.36347869846990016
ACH-000480,-0.1547327736394628
ACH-000481,-0.3392873568695127
ACH-000483,-0.4019859688865081
ACH-000484,-0.3080418259346734
ACH-000485,-0.16969718344741438
ACH-000486,-0.299064059368413
ACH-000487,-0.1447023051936656
ACH-000488,-0.5537329674467308
ACH-000490,-0.2362379797666664
ACH-000491,-0.4071539184080136
ACH-000495,-0.33616447302659663
ACH-000496,-0.0940574624371301
ACH-000499,-0.3321104588197339
ACH-000500,-0.14411700906503264
ACH-000502,-0.2344926145605235
ACH-000503,-0.2992044338144021
ACH-000505,-0.2445064668641676
ACH-000507,-0.5192436993329753
ACH-000510,-0.2490220844021831
ACH-000511,-0.1631743035241959
ACH-000512,-0.2960095719339298
ACH-000516,-0.16134237669835694
ACH-000517,-0.16933573761694715
ACH-000518,-0.12391527464907715
ACH-000520,-0.11572372587155948
ACH-000521,-0.3853229652659536
ACH-000522,-0.44460899483258176
ACH-000524,-0.17598900083718613
ACH-000527,-0.18877926119245475
ACH-000528,-0.35417085016530675
ACH-000537,-0.5580292791436092
ACH-000541,-0.18935697100139898
ACH-000542,-0.2044344189636176
ACH-000544,-0.4815162007251867
ACH-000545,-0.249543391963435
ACH-000547,-0.7004638144060956
ACH-000548,-0.230240904518512
ACH-000549,-0.446126355735468
ACH-000550,-0.3035312975835245
ACH-000552,-0.16324029810387458
ACH-000556,-0.17842282582712496
ACH-000557,-0.1423727704763949
ACH-000569,-0.4776033097345288
ACH-000570,-0.1755355869869731
ACH-000571,-0.3284328987221413
ACH-000573,-0.3035898628436565
ACH-000576,0.1490693758915164
ACH-000579,-0.5526823045220023
ACH-000580,-0.4765001805813078
ACH-000584,-0.21232723044235466
ACH-000585,-0.1952602572564135
ACH-000588,-0.3851608251871994
ACH-000589,-0.6845538635894373
ACH-000591,-0.17682328020425736
ACH-000593,-0.4480539175404507
ACH-000600,-0.3712380607234157
ACH-000601,-0.2516845613063549
ACH-000605,-0.23463380027280106
ACH-000606,-0.4440529990783526
ACH-000608,-0.28565293909120515
ACH-000614,-0.5915827323617376
ACH-000616,-0.0530408369140768
ACH-000618,-0.74347829764761
ACH-000619,-0.3408319986631167
ACH-000620,-0.26866595943035976
ACH-000621,-0.22583880117478897
ACH-000622,-0.22712999413402624
ACH-000623,-0.2654789974518273
ACH-000624,-0.15013232766630974
ACH-000627,-0.23976121490819305
ACH-000630,-0.26548393592282343
ACH-000631,-0.4613007063282368
ACH-000632,-0.3775921463933081
ACH-000633,-0.6575913620488651
ACH-000637,-0.3751392842955013
ACH-000638,-0.3504317738886781
ACH-000646,-0.37365564785241495
ACH-000647,-0.35647232458778705
ACH-000648,-0.3085359992427659
ACH-000649,-0.03593253418185564
ACH-000651,-0.7770335509965525
ACH-000652,-0.2466701437235291
ACH-000653,-0.3227995267933661
ACH-000657,-0.44653539038910606
ACH-000658,-0.33303267321593416
ACH-000661,-0.3531620053803044
ACH-000662,-0.687979022194681
ACH-000663,-0.3645713928972611
ACH-000665,-0.2397342192935749
ACH-000671,-0.5663626478442834
ACH-000672,-0.12463933034520625
ACH-000673,-0.1932889785244012
ACH-000676,-0.5405740860998178
ACH-000677,-0.5590688101469127
ACH-000681,-0.2626567546876692
ACH-000683,-0.3302348481265324
ACH-000684,-0.33307864638961304
ACH-000688,-0.3995540424268891
ACH-000693,-0.5472430103590012
ACH-000694,-0.5988051722998323
ACH-000695,-0.3611065100637597
