,PTCRA (171558)
ACH-000004,0.10320172940875537
ACH-000005,0.36489163267114505
ACH-000007,-0.11275845896027492
ACH-000009,-0.022303961665961863
ACH-000011,-0.15743611856474474
ACH-000012,-0.035941538028028665
ACH-000013,-0.1821238185882912
ACH-000014,-0.04988029629154191
ACH-000015,-0.017461061263352343
ACH-000017,0.011813147561925405
ACH-000018,0.018637762384642632
ACH-000019,0.12773943457637674
ACH-000021,-0.014241570882956398
ACH-000022,0.09358560729861616
ACH-000025,0.070373000167745
ACH-000028,0.07677283891467157
ACH-000030,0.05451037799115052
ACH-000035,-0.17917062886850832
ACH-000036,0.06487587360985769
ACH-000037,0.1337840474857938
ACH-000039,0.11407301107071395
ACH-000040,0.104415983478744
ACH-000041,-0.018513481215862472
ACH-000042,0.043191938749088256
ACH-000045,0.010219698041432504
ACH-000047,-0.12783229094438298
ACH-000052,0.13156654639948515
ACH-000053,0.167043005955872
ACH-000054,-0.0521219788767208
ACH-000055,0.07685579126413197
ACH-000060,-0.2328677398208557
ACH-000067,0.11375962884510855
ACH-000070,0.0023217837555099
ACH-000075,0.08295404218113782
ACH-000078,0.17890643987021773
ACH-000082,0.06152009510521924
ACH-000085,0.021361943356616533
ACH-000086,-0.04380792761802682
ACH-000087,0.1965851533846827
ACH-000092,0.14522150102618814
ACH-000095,0.01707038007926031
ACH-000097,0.06037420126667613
ACH-000098,0.05146834939257213
ACH-000099,0.08705906434964329
ACH-000108,-0.056222400443269635
ACH-000113,-0.12093737608428608
ACH-000116,-0.04832356626821484
ACH-000118,-0.07905525659176114
ACH-000120,-0.07684830760852311
ACH-000123,0.10061040048473596
ACH-000127,-0.058696034342051076
ACH-000128,-0.05197465776544668
ACH-000132,0.08366235694506956
ACH-000133,-0.06576005538589688
ACH-000137,-0.038229191252249065
ACH-000138,0.007084746110951009
ACH-000142,0.09290917725339744
ACH-000143,-0.09804494220946428
ACH-000146,-0.007698495222210247
ACH-000148,0.04032454825458893
ACH-000150,0.002178599384123762
ACH-000152,0.07115991432740232
ACH-000153,-0.06408161283049638
ACH-000159,0.002053647987133068
ACH-000160,0.07721959788918482
ACH-000163,-0.0007614308584974875
ACH-000167,0.09191664895081927
ACH-000168,0.056998660761270366
ACH-000169,0.033456449990862135
ACH-000178,0.1487407287206186
ACH-000183,0.012130217608318044
ACH-000188,0.09384717820615608
ACH-000189,0.21811751519291672
ACH-000190,-0.052530960225997264
ACH-000198,0.03397738791795536
ACH-000203,0.10727467380894444
ACH-000204,0.11664875844711856
ACH-000206,0.15408528490351694
ACH-000207,-0.02526555492531532
ACH-000208,-0.08578933210210266
ACH-000210,0.11961532369853682
ACH-000211,0.019569398157262583
ACH-000215,0.04373192286739205
ACH-000221,0.02981805630970486
ACH-000222,0.10674800054828748
ACH-000223,-0.07136813916879556
ACH-000226,0.10095921274409812
ACH-000227,0.10405735795443297
ACH-000228,-0.14964951013847252
ACH-000231,0.11895329950835627
ACH-000232,0.1510826388423208
ACH-000233,-0.014945573734864562
ACH-000234,-0.017858051440735302
ACH-000235,0.005776500576996785
ACH-000237,0.08960018591013652
ACH-000238,0.024194032529104226
ACH-000242,-0.10899817520809728
ACH-000243,-0.013111591408991886
ACH-000244,0.2201825997638512
ACH-000246,-0.005277236075838249
ACH-000248,-0.17905896462237933
ACH-000250,0.08235183614635871
ACH-000251,0.034075625591194834
ACH-000252,-0.06658600398528203
ACH-000253,0.08878263645843472
ACH-000255,-0.035442468508974895
ACH-000256,-0.003252778178490428
ACH-000257,0.1930057929173376
ACH-000258,0.15335987303856682
ACH-000259,-0.07764991372809607
ACH-000260,0.04322765903674551
ACH-000261,-0.022942183111185056
ACH-000262,0.021452642637149952
ACH-000263,0.07260953512325187
ACH-000264,0.04181871163176019
ACH-000265,-0.17049323805292935
ACH-000266,0.06349980658917719
ACH-000272,0.022967796954466026
ACH-000274,0.10031622012916808
ACH-000277,-0.0840223906574385
ACH-000278,0.16042411712808596
ACH-000279,0.01844931772127766
ACH-000280,0.03546055729372146
ACH-000281,-0.2262459329445156
ACH-000288,0.15219437761951646
ACH-000291,0.0351375703462066
ACH-000293,-0.10919773074930818
ACH-000294,0.16969796217092106
ACH-000295,0.08665074621209884
ACH-000296,0.0747418641384684
ACH-000302,0.0657647425172997
ACH-000304,-0.0026028362523061303
ACH-000307,0.015468337788209082
ACH-000308,0.0343953699849576
ACH-000310,0.2446697855906312
ACH-000311,0.11537523210784485
ACH-000312,-0.004499344206067958
ACH-000315,0.17728261489726885
ACH-000316,0.07797515231282669
ACH-000317,-0.11518400196840572
ACH-000318,-0.07388294315100294
ACH-000319,-0.07187613695545945
ACH-000320,0.011743951999149288
ACH-000322,0.14814087505701526
ACH-000323,-0.08119390572228906
ACH-000324,0.007667893199798541
ACH-000329,0.14516757901947028
ACH-000330,0.04400306658456988
ACH-000331,-0.007265468565339503
ACH-000332,0.059488073627217725
ACH-000334,0.11177485200560806
ACH-000335,-0.13307067205123382
ACH-000336,0.2210518489098708
ACH-000337,0.06878382043007453
ACH-000338,0.2580289924873381
ACH-000339,0.011524838001911248
ACH-000341,-0.056388807455600265
ACH-000348,0.016386488177135273
ACH-000350,0.1917907314572429
ACH-000352,-0.07719224724223456
ACH-000356,-0.13397838793732267
ACH-000361,-0.224810495662697
ACH-000362,0.04488008898983334
ACH-000363,0.08964789741315991
ACH-000364,-0.11589009988540395
ACH-000365,0.13141911830266462
ACH-000366,0.1155721560650398
ACH-000368,0.04710069416735694
ACH-000374,0.03944273452160724
ACH-000375,-0.04554098151954429
ACH-000376,-0.02606422018508965
ACH-000381,0.00406337743360664
ACH-000383,-0.006351026615677984
ACH-000387,-0.04879716915432047
ACH-000389,-0.09076251256054126
ACH-000390,-0.055347754168567166
ACH-000393,-0.07307704276263073
ACH-000395,0.059036823775133175
ACH-000396,-0.07331853087188257
ACH-000397,0.011314741508687635
ACH-000401,-0.05359958210897755
ACH-000402,-0.2423649771326887
ACH-000403,0.004472826053270811
ACH-000404,0.2828890695065641
ACH-000406,0.14378198037295906
ACH-000407,0.15947153530622046
ACH-000408,0.14485132383753307
ACH-000410,0.15086547632849176
ACH-000411,0.143012544287763
ACH-000414,-0.049125290593935236
ACH-000415,-0.01938345140058684
ACH-000416,0.01880007257453551
ACH-000420,-0.028086331576870027
ACH-000421,-0.11737799535105152
ACH-000424,0.05193565171875969
ACH-000425,-0.025701508305787883
ACH-000426,-0.08201491173446797
ACH-000427,-0.00592336633289001
ACH-000433,0.06475968875641977
ACH-000435,-0.1625861591172441
ACH-000436,0.1369780788324169
ACH-000444,0.06590046524088848
ACH-000445,0.1145620210312495
ACH-000448,0.07761494337289929
ACH-000450,-0.2168774794002614
ACH-000452,-0.02207528802989429
ACH-000454,-0.08721754363922668
ACH-000458,0.19523394867251054
ACH-000459,0.029323028713004518
