,RGSL1 (353299)
ACH-000004,-0.04192224582710275
ACH-000005,-0.2480125935492127
ACH-000007,0.16900294038892444
ACH-000009,-0.08417661314789059
ACH-000011,0.14273851617111175
ACH-000012,0.09161484617517396
ACH-000013,0.043732945440732036
ACH-000014,0.04752260985213352
ACH-000015,0.06114998724737208
ACH-000017,0.07071172660005205
ACH-000018,0.20211331496481053
ACH-000019,0.1086159130936926
ACH-000021,0.0866578205228909
ACH-000022,-0.011134360588489142
ACH-000025,0.03168338078433206
ACH-000028,0.0721455454363797
ACH-000030,0.02537452989545949
ACH-000035,-0.049480772078035994
ACH-000036,0.14033537819550887
ACH-000037,0.07948971501487861
ACH-000039,0.0694224408391772
ACH-000040,0.06981525241031032
ACH-000041,-0.06165237665076302
ACH-000042,0.05539972289168975
ACH-000045,0.07950601841214383
ACH-000047,0.12143647454851075
ACH-000052,0.19599832433369307
ACH-000053,0.025243969700116838
ACH-000054,0.02677355362607156
ACH-000055,0.050157661668481665
ACH-000060,0.02777122593041949
ACH-000067,-0.05550917114233697
ACH-000070,-0.00019316774708464396
ACH-000075,0.18922320507552015
ACH-000078,0.13442629646105367
ACH-000082,0.16464877298127606
ACH-000085,0.2676462802057859
ACH-000086,-0.037398529516011164
ACH-000087,0.03295811748059392
ACH-000092,-0.032554892853986085
ACH-000095,-0.08850776745917295
ACH-000097,0.05120205364567063
ACH-000098,-0.02449712836280085
ACH-000099,0.03383049777242673
ACH-000108,-0.01388410401910715
ACH-000113,0.05939639358164805
ACH-000116,0.048685744305651625
ACH-000118,0.025892153305776603
ACH-000120,0.09419531259249796
ACH-000123,0.06474080251192686
ACH-000127,0.022048241314154886
ACH-000128,0.08387573579104256
ACH-000132,-0.07790496336818062
ACH-000133,-0.06144798921086485
ACH-000137,0.108217602453266
ACH-000138,0.017902852113869324
ACH-000142,0.03275478012014348
ACH-000143,0.03474346004591672
ACH-000146,0.09469501683528464
ACH-000148,-0.07047684024060841
ACH-000150,-0.030086573678032275
ACH-000152,0.12828808755942558
ACH-000153,-0.05905956935855616
ACH-000159,0.0418294359633012
ACH-000160,0.14028255062541595
ACH-000163,0.023547208796834647
ACH-000167,-0.10760790960742253
ACH-000168,0.06814708200648954
ACH-000169,-0.01611963861149829
