,EFTUD2 (9343)
ACH-000004,-0.8937729166916085
ACH-000005,-0.9244882182572032
ACH-000007,-0.968208424828652
ACH-000009,-0.9852983487356431
ACH-000011,-0.7152581383995436
ACH-000012,-0.797242686073323
ACH-000013,-1.1464970230872578
ACH-000014,-0.6095501348082232
ACH-000015,-0.8355457004221407
ACH-000017,-1.1287940723697414
ACH-000018,-0.9513537965116048
ACH-000019,-0.893489737442697
ACH-000021,-0.8837198389245695
ACH-000022,-1.339340508950846
ACH-000025,-0.9450773451382868
ACH-000028,-1.0313391931244078
ACH-000030,-1.029543498725169
ACH-000035,-1.1237127967399627
ACH-000036,-0.8967171706803789
ACH-000037,-1.1881321227309265
ACH-000039,-0.8816145131999432
ACH-000040,-0.9686571600914188
ACH-000041,-0.9824787064431882
ACH-000042,-0.7687754175120777
ACH-000045,-0.8743605138137958
ACH-000047,-0.8587283655724516
ACH-000052,-1.0340061933244191
ACH-000053,-0.97260423292686
ACH-000054,-0.8225053553871038
ACH-000055,-0.8356181502785528
ACH-000060,-0.6563743053360604
ACH-000067,-0.6789429475876972
ACH-000070,-0.8092993650007054
ACH-000075,-0.8423498765487063
ACH-000078,-0.8646508192745315
ACH-000082,-0.9815402112747641
ACH-000085,-0.8981159132071234
ACH-000086,-1.0666493620575193
ACH-000087,-0.6283176389529411
ACH-000092,-0.7692025755066302
ACH-000095,-0.6832084332314519
ACH-000097,-0.993806045392398
ACH-000098,-0.8650321017786453
ACH-000099,-0.8298857481328168
ACH-000108,-1.0018092354664152
ACH-000113,-0.7797078080306993
ACH-000116,-1.0473179653456357
ACH-000118,-0.7916331797743249
ACH-000120,-0.7817763232442588
ACH-000123,-0.9010959537583112
ACH-000127,-1.0545144529368884
ACH-000128,-0.7719861465014604
ACH-000132,-0.7482092135975995
ACH-000133,-1.0944825741808422
ACH-000137,-0.7942746586128409
ACH-000138,-0.7291016792894265
ACH-000142,-0.8861271436003804
ACH-000143,-0.9099082559326468
ACH-000146,-0.8521650382006466
ACH-000148,-1.0178147062958691
ACH-000150,-0.8838964440493347
ACH-000152,-0.8632797898445748
ACH-000153,-1.0308989027650264
ACH-000159,-0.7734747088423042
ACH-000160,-1.1475667891033778
ACH-000163,-0.9010347193584444
ACH-000167,-1.0848368315143222
ACH-000168,-0.7511006734277689
ACH-000169,-0.9300455662178628
ACH-000178,-0.8943999170464416
ACH-000183,-1.1209939474255473
ACH-000188,-0.8836785218247313
ACH-000189,-0.5940626913309837
ACH-000190,-0.8660088356919288
ACH-000198,-0.9683941585756384
ACH-000203,-0.8482688609198917
ACH-000204,-0.8727039662756654
ACH-000206,-0.8655567010442411
ACH-000207,-1.0649656067433189
ACH-000208,-0.9172238257131724
ACH-000210,-0.900114578355934
ACH-000211,-0.9208167406556388
ACH-000215,-0.998413832966125
ACH-000221,-0.9226159069265664
ACH-000222,-0.8467309230719023
ACH-000223,-1.1769565904562964
ACH-000226,-1.060095480025382
ACH-000227,-1.0502424103486503
ACH-000228,-0.8908555510969289
ACH-000231,-1.1029594722975131
ACH-000232,-0.8967722231832316
ACH-000233,-1.027454307091611
ACH-000234,-0.8930187247607697
ACH-000235,-0.9814411334324716
ACH-000237,-0.8927895288237634
ACH-000238,-1.108963983324338
ACH-000242,-0.8514294688931313
ACH-000243,-0.9133361775677782
ACH-000244,-1.0173898328846809
ACH-000246,-0.7134813484767758
ACH-000248,-0.9981911213666864
ACH-000250,-0.8313383433702829
ACH-000251,-0.6059279862468515
ACH-000252,-0.7977741162689336
ACH-000253,-0.8423731578206596
ACH-000255,-0.9891247224511548
ACH-000256,-0.9906278619737462
ACH-000257,-1.1049003368769628
ACH-000258,-1.0699714419631323
ACH-000259,-0.7923593839568072
ACH-000260,-0.8515610483084786
ACH-000261,-0.7560385675946212
ACH-000262,-0.8782093378905294
ACH-000263,-0.9552897355214834
ACH-000264,-1.0408288661840055
ACH-000265,-1.0588254053365964
ACH-000266,-0.8099833887468807
ACH-000272,-0.6927406170073925
ACH-000274,-1.0196851683055788
ACH-000277,-1.256223355637998
ACH-000278,-0.8771993445052702
ACH-000279,-0.9608691673036708
ACH-000280,-1.0872394026099323
ACH-000281,-0.8347539672522996
ACH-000288,-0.8681665918842737
ACH-000291,-0.8368711963832892
ACH-000293,-1.1222376850717979
ACH-000294,-0.5924723378065548
ACH-000295,-0.8687196468220022
ACH-000296,-1.1302576060707434
ACH-000302,-0.9193100269412372
ACH-000304,-0.6908396912261424
