,TGOLN2 (10618)
ACH-000004,-0.09548129129993906
ACH-000005,-0.18662143980824505
ACH-000007,-0.035797611348492214
ACH-000009,-0.030445144574452382
ACH-000011,-0.17078465482000846
ACH-000012,-0.10137233290128116
ACH-000013,-0.2164094589953299
ACH-000014,-0.08077560478138801
ACH-000015,-0.03457946243266105
ACH-000017,-0.13541270213832188
ACH-000018,-0.12183245563540135
ACH-000019,-0.45584412936919005
ACH-000021,-0.21092930221535086
ACH-000022,-0.05858980722681829
ACH-000025,-0.1894353627664852
ACH-000028,-0.16817794827305438
ACH-000030,-0.10187225653748724
ACH-000035,-0.1193429894847494
ACH-000036,-0.26689334203237675
ACH-000037,-0.2375052687142423
ACH-000039,-0.12140079163744305
ACH-000040,-0.13410722499246047
ACH-000041,0.048923675355175854
ACH-000042,-0.12335339873735306
ACH-000045,-0.12471124523113135
ACH-000047,-0.16704357994418573
ACH-000052,-0.18720776968715608
ACH-000053,-0.18211601475196
ACH-000054,-0.042793558618397814
ACH-000055,-0.1526631595058369
ACH-000060,-0.041158051205665264
ACH-000067,-0.10899222766593523
ACH-000070,0.01940889444964289
ACH-000075,0.12620734872563424
ACH-000078,-0.11465359842611618
ACH-000082,-0.1638797450465077
ACH-000085,0.04701634974232336
ACH-000086,-0.27601141676132185
ACH-000087,-0.10699185614350104
ACH-000092,-0.40962010110996
ACH-000095,-0.1677089917431596
ACH-000097,-0.19139981039600407
ACH-000098,-0.11557557382610817
ACH-000099,-0.13970053372883906
ACH-000108,-0.019300622415256263
ACH-000113,-0.11103877072900308
ACH-000116,-0.2175944181628809
ACH-000118,-0.12719910488778507
ACH-000120,0.02779698817674776
ACH-000123,-0.1694659716726654
ACH-000127,-0.15938321483008094
ACH-000128,-0.2306202230675017
ACH-000132,-0.20006700873451694
ACH-000133,-0.2925512152444492
ACH-000137,-0.06659304083534752
ACH-000138,0.05269542843131405
ACH-000142,-0.2119515114965964
ACH-000143,-0.1310499732651138
ACH-000146,-0.13144442763322528
ACH-000148,-0.11565373183117
ACH-000150,-0.15610432686235465
ACH-000152,-0.3220639107081854
ACH-000153,0.2591711811125171
ACH-000159,-0.08333106201174012
ACH-000160,-0.2325423707385525
ACH-000163,-0.28737137756456915
ACH-000167,-0.2349385286797471
ACH-000168,0.017377488714481516
ACH-000169,-0.12147215987239444
ACH-000178,-0.07195120838213881
ACH-000183,-0.08798969144496828
ACH-000188,-0.16558519486634393
ACH-000189,0.03364997684025784
ACH-000190,-0.14101127653345666
ACH-000198,0.008953491953890284
ACH-000203,0.1631537336086102
ACH-000204,0.035952963874437645
ACH-000206,-0.02673687840195297
ACH-000207,-0.12547201671164998
ACH-000208,-0.10128164933035352
ACH-000210,0.2086680632339258
ACH-000211,-0.049740364517171384
ACH-000215,-0.1990196652683339
ACH-000221,-0.10200045550878536
ACH-000222,-0.12575529166287253
ACH-000223,-0.2363260774841625
