,CA6 (765)
ACH-000004,-0.22684587672523698
ACH-000005,0.026416619539035426
ACH-000007,-0.14338184456334316
ACH-000009,-0.2787131669889109
ACH-000011,0.031853448883024604
ACH-000012,-0.17746311780122284
ACH-000013,-0.08087360032196987
ACH-000014,-0.20880288347874876
ACH-000015,-0.178403362072745
ACH-000017,-0.2099420549451428
ACH-000018,-0.2078079513778088
ACH-000019,0.025157451829913545
ACH-000021,-0.15933670458182492
ACH-000022,-0.2612007389539431
ACH-000025,-0.1409838881702403
ACH-000028,-0.00557873241599546
ACH-000030,-0.11984315409767478
ACH-000035,-0.2100893956564988
ACH-000036,-0.10773192123067724
ACH-000037,-0.3090261406415736
ACH-000039,-0.3183514149539353
ACH-000040,-0.17340927720085075
ACH-000041,-0.2749256825995212
ACH-000042,-0.17503847048831087
ACH-000045,-0.1403881961026973
ACH-000047,-0.03705630632537228
ACH-000052,-0.23830557312241185
ACH-000053,-0.2007724192826364
ACH-000054,-0.19230127356474114
ACH-000055,-0.23986012763774406
ACH-000060,-0.19661468906066565
ACH-000067,0.01676947068518224
ACH-000070,-0.27239334722230746
ACH-000075,-0.22299652151380986
ACH-000078,-0.06469747217063887
ACH-000082,-0.1261299172962183
ACH-000085,-0.2919220966273976
ACH-000086,-0.16355161429995574
ACH-000087,-0.3408442765374411
ACH-000092,-0.2780707533778717
ACH-000095,-0.2042697236923772
ACH-000097,-0.11779612845903345
ACH-000098,-0.244132771424998
ACH-000099,-0.17283964231230803
ACH-000108,-0.24363440858747776
ACH-000113,-0.12739613477570194
ACH-000116,-0.11607805502376815
ACH-000118,-0.050150050857221684
ACH-000120,-0.12171718845634236
ACH-000123,-0.17133331087789805
ACH-000127,-0.20412526014731028
ACH-000128,-0.2244644157732418
ACH-000132,-0.25528463505215043
ACH-000133,-0.10641535412627796
ACH-000137,-0.05296005441902952
ACH-000138,-0.1463029882565775
ACH-000142,-0.2191190229023611
ACH-000143,-0.26479830700882545
ACH-000146,-0.16310365119084688
ACH-000148,-0.2034262265161294
ACH-000150,-0.2509386262025408
ACH-000152,-0.19218610946217515
ACH-000153,-0.3715044060052185
ACH-000159,-0.12638153242304054
ACH-000160,-0.21668890948406572
ACH-000163,-0.1703850765115038
ACH-000167,-0.21767565708591266
ACH-000168,-0.09442453149186177
