,TDGF1 (6997)
ACH-000004,-0.4756922102368705
ACH-000005,-0.8356943440489694
ACH-000007,-0.2649843467066807
ACH-000009,-0.5631685350991005
ACH-000011,-0.5230261638930273
ACH-000012,-0.6447878244058561
ACH-000013,-0.7094061559842371
ACH-000014,-0.6648336291984163
ACH-000015,-0.4407754953682846
ACH-000017,-0.3847141920822292
ACH-000018,-0.5885244983436578
ACH-000019,-0.3725315448723862
ACH-000021,-0.4819483483908726
ACH-000022,-0.467414734331227
ACH-000025,-0.44611137877779705
ACH-000028,-0.43423391117438187
ACH-000030,-0.6382417158767372
ACH-000035,-0.4540845443922829
ACH-000036,-0.5962674073135754
ACH-000037,-0.4648921380226485
ACH-000039,-0.490488824105505
ACH-000040,-0.4339247768848366
ACH-000041,-0.5127769293888511
ACH-000042,-0.6354845116695548
ACH-000045,-0.5273880568738599
ACH-000047,-0.3635258957350598
ACH-000052,-0.4204946199562159
ACH-000053,-0.5735707641928085
ACH-000054,-0.6256896369996043
ACH-000055,-0.480638706886505
ACH-000060,-0.4488010039426568
ACH-000067,-0.6451311857529729
ACH-000070,-0.446778996748456
ACH-000075,-0.4830743980267933
ACH-000078,-0.2922240626570498
ACH-000082,-0.3928959331921792
ACH-000085,-0.6093659292426309
ACH-000086,-0.528630616288057
ACH-000087,-0.3208836845596875
ACH-000092,-0.5020136146632287
ACH-000095,-0.5689534715204665
ACH-000097,-0.3777128031082092
ACH-000098,-0.6180189170456414
ACH-000099,-0.5419757329684395
ACH-000108,-0.3843371968679293
ACH-000113,-0.5284386630291689
ACH-000116,-0.3467818920313649
ACH-000118,-0.3303494327296687
ACH-000120,-0.4296964308126325
ACH-000123,-0.6392395505906739
ACH-000127,-0.4196590419735627
ACH-000128,-0.4987429636665798
ACH-000132,-0.2632939257330245
ACH-000133,-0.4472526325794765
ACH-000137,-0.5232560400346907
ACH-000138,-0.5576091119331072
ACH-000142,-0.5919011341890146
ACH-000143,-0.5039970383956389
ACH-000146,-0.3905733565356554
ACH-000148,-0.30049896926788144
ACH-000150,-0.6351605846337642
ACH-000152,-0.5081406854065621
ACH-000153,-0.5982573396661844
ACH-000159,-0.4537540569905616
ACH-000160,-0.493373426753247
ACH-000163,-0.4103666836308985
ACH-000167,-0.36363511810176
ACH-000168,-0.5759339293345009
ACH-000169,-0.3199409036728858
ACH-000178,-0.4501749870043513
ACH-000183,-0.7363649675030361
ACH-000188,-0.4850810395416997
ACH-000189,-0.4979752148840717
ACH-000190,-0.5645694764520155
ACH-000198,-0.5480804691824795
ACH-000203,-0.6764519617162589
ACH-000204,-0.5685752505794888
ACH-000206,-0.4770588281622438
ACH-000207,-0.5562246283645836
ACH-000208,-0.2901462329370139
ACH-000210,-0.3150345931831918
ACH-000211,-0.5907486496493978
ACH-000215,-0.359583807355824
ACH-000221,-0.5505679296610843
ACH-000222,-0.21334352510209265
ACH-000223,-0.6022370150010936
ACH-000226,-0.5510779347163549
ACH-000227,-0.6398798519392789
ACH-000228,-0.5240003289667503
ACH-000231,-0.4489057237613237
ACH-000232,-0.4257063941169163
ACH-000233,-0.3939940462881181
ACH-000234,-0.4255467076125956
ACH-000235,-0.5086834191609922
ACH-000237,-0.4879397196668633
ACH-000238,-0.4149745353857167
ACH-000242,-1.0977466535045357
ACH-000243,-0.3586464759902153
ACH-000244,-0.5185121737714573
ACH-000246,-0.599492880899119
ACH-000248,-0.3422540962804675
ACH-000250,-0.5540002614451786
ACH-000251,-0.41361919132350655
ACH-000252,-0.6644838545492363
ACH-000253,-0.4058783174439731
ACH-000255,-0.5769920640011976
ACH-000256,-0.7138650382661375
ACH-000257,-0.557494678888985
ACH-000258,-0.5317377053604785
ACH-000259,-0.37285577341015264
ACH-000260,-0.5331673503048784
ACH-000261,-0.4646367902960101
ACH-000262,-0.3960191677647117
ACH-000263,-0.3204670245504143
ACH-000264,-0.4569289773679364
ACH-000265,-0.4678261162035551
ACH-000266,-0.5083535203435461
ACH-000272,-0.5210713336005799
ACH-000274,-0.4433428925879189
ACH-000277,-0.5258643462363848
ACH-000278,-0.5007658369274762
ACH-000279,-0.4531765978573585
ACH-000280,-0.5474076979411803
ACH-000281,-0.5842344056232723
ACH-000288,-0.519136312166332
ACH-000291,-0.5258446401255447
ACH-000293,-0.7391428674388529
ACH-000294,-0.6782410308671838
ACH-000295,-0.6703348934273756
ACH-000296,-0.3475703021711153
ACH-000302,-0.5160462241888151
ACH-000304,-0.2597854098087332
ACH-000307,-0.3490658961851392
ACH-000308,-0.5897148932332176
ACH-000310,-0.6110511015495674
ACH-000311,-0.3559290276579956
ACH-000312,-0.45022713142122
ACH-000315,-0.5270145752890382
ACH-000316,-0.3242453337730276
ACH-000317,-0.5474094229424136
ACH-000318,-0.5870103482305604
ACH-000319,-0.4401371150217242
ACH-000320,-0.3156840415394116
ACH-000322,-0.42919307617378144
ACH-000323,-0.5957730792152988
ACH-000324,-0.5663956605245095
ACH-000329,-0.5135962373001498
ACH-000330,-0.3747225177634813
ACH-000331,-0.3654056988834299
ACH-000332,-0.4723070807028622
ACH-000334,-0.5555765702255198
ACH-000335,-0.27703797494677096
ACH-000336,-0.4450426421252965
ACH-000337,-0.39016140681637856
ACH-000338,-0.0391782583954025
ACH-000339,-0.4853931476632355
ACH-000341,-0.3917562427445713
ACH-000348,-0.4261839703131345
ACH-000350,-0.4075948458280683
ACH-000352,-0.4193848318290498
ACH-000356,-0.5694891365117691
ACH-000361,-0.4416267972955633
ACH-000362,-0.6164066966768919
ACH-000363,-0.5424997723139898
ACH-000364,-0.457649706497756
ACH-000365,-0.502670545990857
ACH-000366,-0.6277994804002432
ACH-000368,-0.3361910348611267
ACH-000374,-0.34664657474306904
ACH-000375,-0.31551706979917865
ACH-000376,-0.4353462678376524
ACH-000381,-0.4362830815844058
ACH-000383,-0.5548815258307754
ACH-000387,-0.5963819605310462
ACH-000389,-0.4540488815802819
ACH-000390,-0.4004914001704227
ACH-000393,-0.6367808769605109
ACH-000395,-0.4487447660049039
ACH-000396,-0.2987502685862049
ACH-000397,-0.5227296866363357
ACH-000401,-0.344761427954136
ACH-000402,-0.1953775145310869
ACH-000403,-0.6370340001519335
ACH-000404,-0.5621490210691448
ACH-000406,-0.4563899684902522
ACH-000407,-0.4313391350815016
ACH-000408,-0.567915616566544
ACH-000410,-0.6661550670562538
ACH-000411,-0.4653869937238019
ACH-000414,-0.5137891725845818
ACH-000415,-0.4835829531204482
ACH-000416,-0.6029752979443724
ACH-000420,-0.4799026413392615
ACH-000421,-0.4449071270427004
ACH-000424,-0.4068930753210048
ACH-000425,-0.5307718509441743
ACH-000426,-0.4611967901057238
ACH-000427,-0.4179531192917051
ACH-000433,-0.22007406515740688
ACH-000435,-0.8578738158175739
ACH-000436,-0.43893845106946267
ACH-000444,-0.4807464316484021
ACH-000445,-0.7029833243939209
ACH-000448,-0.5918307360043763
ACH-000450,-0.5113468611479579
ACH-000452,-0.38939962186038135
ACH-000454,-0.5792718336848307
ACH-000458,-0.4800179701067495
ACH-000459,-0.29649805191185025
ACH-000460,-0.6505394618056713
ACH-000461,-0.4065234988610747
ACH-000463,-0.4078450075748087
ACH-000464,-0.4989079374820541
ACH-000466,-0.559365479788369
ACH-000467,-0.4629396614638179
ACH-000468,-0.5237148986551916
ACH-000469,-0.386012646696144
ACH-000470,-0.5170791611920734
ACH-000471,-0.4758198553798095
ACH-000472,-0.42346827889170097
ACH-000473,-0.4767504739523151
ACH-000475,-0.4614880084430098
ACH-000476,-0.5424436700896255
ACH-000477,-0.4496005622425865
ACH-000479,-0.5435978805916433
ACH-000480,-0.5106030437017092
ACH-000481,-0.5109277643739479
ACH-000483,-0.5400983095084534
ACH-000484,-0.6742571802361059
ACH-000485,-0.6200188336046748
ACH-000486,-0.4509405005919371
ACH-000487,-0.5226142537071732
ACH-000488,-0.4274231833905359
ACH-000490,-0.600336259349593
ACH-000491,-0.39944830533448655
ACH-000495,-0.4680422588972022
ACH-000496,-0.4407520482443768
ACH-000499,-0.5848948918031259
ACH-000500,-0.1881467013450011
ACH-000502,-0.4386025427545319
ACH-000503,-0.4047494790279399
ACH-000505,-0.5400019592955354
ACH-000507,-0.3668193056594101
ACH-000510,-0.6629866137370674
ACH-000511,-0.3568232029767676
ACH-000512,-0.7919784459989793
ACH-000516,-0.4833253925871273
ACH-000517,-0.6196166082190055
ACH-000518,-0.3247033402276025
ACH-000520,-0.5392658162046728
ACH-000521,-0.3583552293027014
ACH-000522,-0.4771482355555048
ACH-000524,-0.6662755467047943
ACH-000527,-0.6081510793753038
ACH-000528,-0.5804924495831546
ACH-000537,-0.4023620219633132
ACH-000541,-0.7193368444095293
ACH-000542,-0.5110476751306702
ACH-000544,-0.4441960939440863
ACH-000545,-0.4256233329844662
ACH-000547,-0.7022475302030541
ACH-000548,-0.4358614512908811
ACH-000549,-0.4296863296293755
ACH-000550,-0.6024060636295487
ACH-000552,-0.4302071708283642
ACH-000556,-0.5755126315720506
ACH-000557,-0.5378652259743932
ACH-000569,-0.3459003069902005
ACH-000570,-0.6245314369964982
ACH-000571,-0.4745467436377597
ACH-000573,-0.4509298558284685
ACH-000576,-0.39660049800016745
ACH-000579,-0.3399550728599902
ACH-000580,-0.5386411581513462
ACH-000584,-0.4634558006501843
ACH-000585,-0.3850036063025553
ACH-000588,-0.3988509726157996
ACH-000589,-0.4103154682664569
ACH-000591,-0.3612075355627004
ACH-000593,-0.41063588810251067
ACH-000600,-0.4594138576181074
ACH-000601,-0.5433686110395387
ACH-000605,-0.4304911846144505
ACH-000606,-0.35563409618678954
ACH-000608,-0.6264491910066169
ACH-000614,-0.4668970146433139
ACH-000616,-0.555065788171929
ACH-000618,-0.4182023087708933
ACH-000619,-0.4289023907832409
ACH-000620,-0.6974677175112707
ACH-000621,-0.5468017150234069
ACH-000622,-0.41746814815227895
ACH-000623,-0.45818409616173295
ACH-000624,-0.4749050959082034
ACH-000627,-0.6548593253872286
ACH-000630,-0.5566014537413223
ACH-000631,-0.4622402488788381
ACH-000632,-0.3603289586370685
ACH-000633,-0.4422858515708085
ACH-000637,-0.27305232974183496
ACH-000638,-0.5243800899665506
ACH-000646,-0.5645519361014213
ACH-000647,-0.44405379189765504
ACH-000648,-0.4419146020048973
ACH-000649,-0.5810745674660369
ACH-000651,-0.4433144536075531
ACH-000652,-0.3962149075397148
ACH-000653,-0.4320672842119077
ACH-000657,-0.4856350082190942
ACH-000658,-0.6120022633586566
ACH-000661,-0.4446032278892424
ACH-000662,-0.4667248946952247
ACH-000663,-0.30112309994698433
ACH-000665,-0.4271316170016726
ACH-000671,-0.4572751063219813
ACH-000672,-0.6593058499589889
ACH-000673,-0.529994316259073
ACH-000676,-0.3872467941510889
ACH-000677,-0.3409587065343333
ACH-000681,-0.4596453622870361
ACH-000683,-0.4286841967928725
ACH-000684,-0.4091967219163132
ACH-000688,-0.6349678794312614
ACH-000693,-0.5084435321402613
ACH-000694,-0.5357441352374819
ACH-000695,-0.2825969429702901
ACH-000696,-0.4322193509856343
ACH-000697,-0.3042340951637516
ACH-000699,-0.4921249558412139
ACH-000701,-0.53487467228684
ACH-000706,-0.4604730675950606
ACH-000711,-0.4652025411191882
ACH-000713,-0.4847041635946282
ACH-000714,-0.6017458692334949
ACH-000718,-0.6974076420042982
ACH-000720,-0.4990598349993919
ACH-000721,-0.5718968161572251
ACH-000724,-0.5701321279677989
ACH-000725,-0.6465940601692763
ACH-000732,-0.4974264896166364
ACH-000734,-0.4175134700631461
ACH-000735,-0.5982029151293243
ACH-000736,-0.5796175259348135
ACH-000738,-0.4017647547080792
ACH-000746,-0.4928574024761187
ACH-000747,-0.5809010307182629
ACH-000748,-0.4693441878153593
ACH-000753,-0.488567380502733
ACH-000756,-0.4557951965051069
ACH-000757,-0.3984366788950141
ACH-000758,-0.4665859229731691
ACH-000760,-0.3742835935201784
ACH-000762,-0.4843078377611333
ACH-000763,-0.5602755219058596
ACH-000764,-0.5851880693976929
ACH-000765,-0.3981804509948229
ACH-000766,-0.43818238155434025
ACH-000767,-0.6610752197587604
ACH-000768,-0.5682404509447647
ACH-000769,-0.5711984107042559
ACH-000770,-0.4926314644006521
ACH-000771,-0.4790290446824499
ACH-000773,-0.5595163446110702
ACH-000776,-0.5651072078920327
ACH-000777,-0.5841985100120205
ACH-000778,-0.3906072307414904
ACH-000781,-0.4970538676335841
ACH-000782,-0.4856068473443098
ACH-000783,-0.4785123946824624
ACH-000784,-0.3004691084396969
ACH-000785,-0.5269112712260218
ACH-000787,-0.5199480569981236
ACH-000788,-0.3712604644919039
ACH-000791,-0.42508406243169145
ACH-000792,-0.4398900998400172
ACH-000794,-0.6818251978414052
ACH-000796,-0.5801185243242429
ACH-000798,-0.2350896507852213
ACH-000799,-0.35066971451310736
ACH-000800,-0.5165555968608969
ACH-000802,-0.478677238359617
ACH-000804,-0.4656331800054791
ACH-000805,-0.4978445922572989
ACH-000809,-0.5145945598024481
ACH-000810,-0.6379593785406713
ACH-000811,-0.497274766561809
ACH-000817,-0.5632377342062039
ACH-000819,-0.6027221486427673
ACH-000820,-0.8371265887529798
ACH-000821,-0.4019547206707321
ACH-000822,-0.6300943580073426
ACH-000823,-0.4584173178598201
ACH-000824,-0.5543119667259794
ACH-000827,-0.5120608127230362
ACH-000829,-0.4615475091262296
ACH-000831,-0.4564603488661579
ACH-000832,-0.4719361271052385
ACH-000833,-0.4412227445687456
ACH-000834,-0.4325997622933928
ACH-000835,-0.5472305333006839
ACH-000836,-0.6413753585358424
ACH-000837,-0.4384794864919929
ACH-000838,-0.2608804834796528
ACH-000839,-0.5237691808451503
ACH-000840,-0.5546751476734799
ACH-000841,-0.6474807135777659
ACH-000843,-0.4412884466251324
ACH-000846,-0.35681984259855937
ACH-000847,-0.4542210778205582
ACH-000848,-0.4993511974672005
ACH-000849,-0.5123170759092244
ACH-000851,-0.5528281482943151
ACH-000855,-0.4230625591086754
ACH-000856,-0.5034032129293599
ACH-000858,-0.3719480092932235
