,TDGF1 (6997)
ACH-000859,-0.4872466860834052
ACH-000861,-0.6918808015706157
ACH-000862,-0.5153867475858984
ACH-000865,-0.4698853233591477
ACH-000866,-0.3913906607133321
ACH-000867,-0.38240717996876494
ACH-000869,-0.4801512262606458
ACH-000872,-0.487672814495232
ACH-000873,-0.3728359910242992
ACH-000876,-0.3889368455264372
ACH-000878,-0.5418700488188521
ACH-000880,-0.5555238733455898
ACH-000881,-0.377518014184955
ACH-000882,-0.5126382009889972
ACH-000884,-0.42151971948120504
ACH-000885,-0.4686323277664561
ACH-000887,-0.4411040629546361
ACH-000889,-0.5689476112404465
ACH-000896,-0.5284134352501251
ACH-000898,-0.46004760341412104
ACH-000900,-0.369879784799641
ACH-000901,-0.7330292209627125
ACH-000905,-0.4739464516355976
ACH-000906,-0.6781861507570492
ACH-000907,-0.6167758307952524
ACH-000910,-0.26711091767394346
ACH-000911,-0.5846695823186656
ACH-000912,-0.6479925606317734
ACH-000913,-0.5280527188465737
ACH-000915,-0.3602374280719767
ACH-000916,-0.5067160998740873
ACH-000917,-0.4601827508000477
ACH-000920,-0.5977656582461978
ACH-000921,-0.4851957252594689
ACH-000924,-0.5066279709550738
ACH-000926,-0.6909910698019137
ACH-000928,-0.3717795157432014
ACH-000929,-0.6069280906283653
ACH-000932,-0.5808887080097667
ACH-000935,-0.2947821205809028
ACH-000936,-0.5589540091873479
ACH-000937,-0.3382235355239325
ACH-000938,-0.3894642215514101
ACH-000939,-0.5081692897707998
ACH-000941,-0.4567855401142433
ACH-000943,-0.40459384649249736
ACH-000946,-0.5225819157538584
ACH-000947,-0.4567812012873417
ACH-000948,-0.4531683674561157
ACH-000950,-0.5005063648909135
ACH-000953,-0.506507083523165
ACH-000954,-0.6432891639075439
ACH-000957,-0.28401663046642184
ACH-000958,-0.3918668803291989
ACH-000960,-0.3454626927384545
ACH-000963,-0.4843304043185736
ACH-000968,-0.33515278903297563
ACH-000969,-0.670135248396438
ACH-000972,-0.4725334773298083
ACH-000973,-0.4188080553442561
ACH-000974,-0.49311776735338303
ACH-000978,-0.4582097022909637
ACH-000984,-0.5180257414218442
ACH-000986,-0.3137235773290009
ACH-000988,-0.5417747418312814
ACH-000993,-0.3146181682010768
ACH-000994,-0.3886469836956337
ACH-000996,-0.37286629259094906
ACH-001001,-0.3122484165328456
ACH-001020,-0.3432237269696273
ACH-001028,-0.6469830391465036
ACH-001031,-0.6669916340649619
ACH-001038,-0.3926005606892539
ACH-001048,-0.5066474290410747
ACH-001050,-0.29433138044962986
ACH-001053,-0.6729076758416489
ACH-001054,-0.5531183379175971
ACH-001061,-0.3649984307761277
ACH-001067,-0.5234489871983885
ACH-001075,-0.4475070048847705
ACH-001096,-0.4116003878962689
ACH-001111,-0.25681060084550217
ACH-001119,-0.7248319647825796
ACH-001128,-0.17389994011949322
ACH-001134,-0.4966511506026485
ACH-001151,-0.4463008605920248
ACH-001163,-0.431083320031344
ACH-001164,-0.4770071719162611
ACH-001183,-0.4197419871090617
ACH-001192,-0.3794355478027347
ACH-001193,-0.5949411855385806
ACH-001196,-0.316994694141313
ACH-001197,-0.5778490657708345
ACH-001205,-0.5629963345805185
ACH-001211,-0.5398638734779152
ACH-001212,-0.4807236240588879
ACH-001228,-0.5148954990869392
ACH-001232,-0.3171028127971756
ACH-001239,-0.3833462259050841
ACH-001270,-0.517671225107753
ACH-001274,-0.5683503684803467
ACH-001275,-0.5719779161970096
ACH-001277,-0.27368292534838456
ACH-001278,-0.4827973497631346
ACH-001280,-0.41856145147019613
ACH-001283,-0.5449770714514774
ACH-001289,-0.3829855514516262
ACH-001300,-0.49711839712428796
ACH-001301,-0.4608679361338126
ACH-001302,-0.5655480720769432
ACH-001306,-0.3532936871477151
ACH-001318,-0.5181619854966614
ACH-001322,-0.5090385379044615
ACH-001328,-0.5692426743468422
ACH-001332,-0.3347071372075631
ACH-001336,-0.4423212861692497
ACH-001346,-0.5327799920025582
ACH-001353,-0.452639412288164
ACH-001354,-0.7079334505275131
ACH-001367,-0.4638766763954031
ACH-001368,-0.4696849660042841
ACH-001374,-0.9285819834213996
ACH-001377,-0.5089922077434046
ACH-001380,-0.5649229598300082
ACH-001391,-0.3875585620733553
ACH-001408,-0.5652398218790581
ACH-001430,-0.6745382582446804
ACH-001431,-0.5070177806084177
ACH-001450,-0.4646617303336267
ACH-001496,-0.3215783133194881
ACH-001500,-0.6685257300994962
ACH-001523,-0.3877887159452198
ACH-001532,-0.5588745375077652
ACH-001550,-0.3769470707507082
ACH-001552,-0.43778895314621097
ACH-001554,-0.4449136107017317
ACH-001654,-0.34443005053993664
ACH-001735,-0.5430146186946728
ACH-001736,-0.3898277049588333
ACH-001737,-0.5699389432382754
ACH-001740,-0.4242398984115275
ACH-001745,-0.5379392403828267
ACH-001765,-0.4384715401828884
