,PRKRIP1 (79706)
ACH-000477,-0.6691415806940035
ACH-000479,-0.3305816370139998
ACH-000480,-0.4207324086730261
ACH-000481,-0.36258538327663603
ACH-000483,-0.5260252784882352
ACH-000484,-0.38355933573619133
ACH-000485,-0.4695515107521916
ACH-000486,-0.5491166269869076
ACH-000487,-0.6195890293311852
ACH-000488,-0.6805604924882744
ACH-000490,-0.6470021287438196
ACH-000491,-0.2280582976339288
ACH-000495,-0.3822126839733493
ACH-000496,-0.7059514522382957
ACH-000499,-0.5993570551236784
ACH-000500,-0.6378787525594874
ACH-000502,-0.5946451837017371
ACH-000503,-0.4993369722657803
ACH-000505,-0.4354393979854389
ACH-000507,-0.483356457686522
ACH-000510,-0.5739891805226454
ACH-000511,-0.536005095646044
ACH-000512,-0.503507686376149
ACH-000516,-0.4817748662557497
ACH-000517,-0.34741102449261346
ACH-000518,-0.7466562504369076
ACH-000520,-0.44147221277644394
ACH-000521,-0.13190790676557007
ACH-000522,-0.5668646313858949
ACH-000524,-0.2609036379027578
ACH-000527,-0.5575340630992153
ACH-000528,-0.7026222337997139
ACH-000537,-0.4665109098526199
ACH-000541,-0.5102115062856644
ACH-000542,-0.659726006177662
ACH-000544,-1.0082161645981154
ACH-000545,-0.7155563923134438
ACH-000547,-0.40789007202521055
ACH-000548,-0.6198125788516519
ACH-000549,-0.548376471036811
ACH-000550,-0.2372913388141884
ACH-000552,-0.5698211361898871
ACH-000556,-0.3372954851553948
ACH-000557,-0.40489444875940295
ACH-000569,-0.7121475025908165
ACH-000570,-0.5107683868642586
ACH-000571,-0.5227822363699027
ACH-000573,-0.8848953553497224
ACH-000576,-0.6485146763910349
ACH-000579,-0.39936539579118335
ACH-000580,-0.6542090276676745
ACH-000584,-0.7918308365996463
ACH-000585,-0.7356167422899194
ACH-000588,-0.4530604039937759
ACH-000589,-0.6496261869474258
ACH-000591,-0.30633542577497264
ACH-000593,-0.22842335314465184
ACH-000600,-0.3162626764610909
ACH-000601,-0.6930201346998015
ACH-000605,-0.6475590378514984
ACH-000606,-0.7655989056671307
ACH-000608,-0.5274852365473034
ACH-000614,-0.4591305131022545
ACH-000616,-0.5789122597741301
ACH-000618,-0.7701563646004891
ACH-000619,-0.6165721883621289
ACH-000620,-0.3872517316448521
ACH-000621,-0.6253190057316491
ACH-000622,-0.4643960113148789
ACH-000623,-0.5529398641968488
ACH-000624,-0.7820740839540595
ACH-000627,-0.5006968441597177
ACH-000630,-0.7696817910096211
ACH-000631,-0.7269855482532016
ACH-000632,-0.63951481553664
ACH-000633,-0.4923520973225128
ACH-000637,-0.5604042547332478
ACH-000638,-0.5593200715026174
ACH-000646,-0.21409998514749914
ACH-000647,-0.3870611827293634
ACH-000648,-0.4401001336305706
ACH-000649,-0.5875816977468382
ACH-000651,-0.5392917372748107
ACH-000652,-0.6310735332680975
ACH-000653,-0.2896041489648357
ACH-000657,-0.5064157077587527
ACH-000658,-0.7612176625766609
ACH-000661,-0.36831859471255696
ACH-000662,-0.4821201322244944
ACH-000663,-0.2437799463827342
ACH-000665,-0.6377092551437554
ACH-000671,-0.44917239054256425
ACH-000672,-0.7602173441528195
ACH-000673,-0.5849420027359821
ACH-000676,-0.6335631397588889
ACH-000677,-0.4086595494988669
ACH-000681,-0.4178884583904584
ACH-000683,-0.7233069934285864
ACH-000684,-0.6712110025603291
ACH-000688,-0.4177223489635235
ACH-000693,-0.7648235077489417
ACH-000694,-0.8683509296494234
ACH-000695,-0.2533515668157253
ACH-000696,-0.7644074589838371
ACH-000697,-0.4589235812883756
ACH-000699,-0.7165711475353581
ACH-000701,-0.4695840940160095
ACH-000706,-0.633950875345449
ACH-000711,-0.631032688756571
ACH-000713,-0.4647350366377293
ACH-000714,-0.5674928906648334
ACH-000718,-0.4028673643703596
ACH-000720,-0.5300947643995775
ACH-000721,-0.3825649884781184
ACH-000724,-0.5284859513473953
ACH-000725,-0.4518164106305291
ACH-000732,-0.5844496863853542
ACH-000734,-0.4887522865642184
ACH-000735,-0.5510319338887153
ACH-000736,-0.2606878815205428
ACH-000738,-0.496153911023549
ACH-000746,-0.2811207347586369
ACH-000747,-0.7052657152505337
ACH-000748,-0.29200994622407683
ACH-000753,-0.9828271835528872
ACH-000756,-0.2781381809127313
ACH-000757,-0.3783327524918205
ACH-000758,-0.3766921992014118
ACH-000760,-0.5159768686959499
ACH-000762,-0.7086958602656437
ACH-000763,-0.4728820245668976
ACH-000764,-0.377718954223938
ACH-000765,-0.4873076852729445
ACH-000766,-0.4578522868405242
ACH-000767,-0.5242303962823571
ACH-000768,-0.9465580625862344
ACH-000769,-0.5729134580749828
ACH-000770,-0.4027130070297914
ACH-000771,-0.8342997524153952
ACH-000773,-0.38192188948641537
ACH-000776,-0.5762404741637855
ACH-000777,-0.5147064835072788
ACH-000778,-0.5328108341279668
ACH-000781,-0.4279521545095722
ACH-000782,-0.5274502794420329
ACH-000783,-0.5475989634673916
ACH-000784,-0.5320203817241151
ACH-000785,-0.5045798569721924
ACH-000787,-0.8299465535031655
ACH-000788,-0.5941030573339059
ACH-000791,-0.4774029488929477
ACH-000792,-0.6544914294089386
ACH-000794,-0.6947719673916458
ACH-000796,-0.21294214611060308
ACH-000798,-0.5529218757352826
ACH-000799,-0.9419830494760942
ACH-000800,-0.6677730338616369
ACH-000802,-0.5494151378401473
ACH-000804,-0.2923046782514363
ACH-000805,-0.3457567935974996
ACH-000809,-0.3967585605642879
ACH-000810,-0.5122493569394865
ACH-000811,-0.5212186014284104
ACH-000817,-0.5972077789586752
ACH-000819,-0.4984303632231744
ACH-000820,-0.8167655011465436
ACH-000821,-0.5329178515159375
ACH-000822,-0.32064611643818985
ACH-000823,-0.8056151966197546
ACH-000824,-0.4500677272815439
ACH-000827,-0.5476676634729781
ACH-000829,-0.5381195580818043
ACH-000831,-0.5541005718448282
ACH-000832,-0.7552900048793649
ACH-000833,-0.4288518958072751
ACH-000834,-0.6692821262733526
ACH-000835,-0.7730942698594677
ACH-000836,-0.43362847777422703
ACH-000837,-0.6515307077876494
ACH-000838,-0.4040864159749911
ACH-000839,-0.5030981594032902
ACH-000840,-0.17897983877998955
ACH-000841,-0.5011604197772823
ACH-000843,-0.6713452950215398
ACH-000846,-0.4658122840836477
ACH-000847,-0.7701203199776471
ACH-000848,-0.8450715359969742
ACH-000849,-0.4027133887277041
ACH-000851,-0.4560033934539903
ACH-000855,-0.7125625222970291
ACH-000856,-0.5647545046689282
ACH-000858,-0.5236711659234017
ACH-000859,-0.7051163523255415
ACH-000861,-0.7029359352853822
ACH-000862,-0.6658138687963752
ACH-000865,-0.7094662020134112
ACH-000866,-0.6907056914650462
ACH-000867,-0.3933839833674331
ACH-000869,-0.4372808616508674
ACH-000872,-0.4952539258510447
ACH-000873,-0.5541623444221795
ACH-000876,-0.31090122804396153
ACH-000878,-0.5399204931749836
ACH-000880,-0.6779996112607469
ACH-000881,-0.35073167530461474
ACH-000882,-0.6456520054925711
ACH-000884,-0.4256786631119739
ACH-000885,-0.11286600393918453
ACH-000887,-0.6159128243650723
ACH-000889,-0.688502392077076
ACH-000896,-0.6425787266126386
ACH-000898,-0.3575498400344105
ACH-000900,-0.5357273688778875
ACH-000901,-0.5416493050042551
ACH-000905,-0.7363837482211562
ACH-000906,-0.7184707432077191
ACH-000907,-0.6347330150098738
ACH-000910,-0.6591201728841309
ACH-000911,-0.3795263284169424
ACH-000912,-0.7117376058818735
ACH-000913,-0.4589321748497213
ACH-000915,-0.4668802226642277
ACH-000916,-0.2561952898503183
ACH-000917,-0.3136630631153353
ACH-000920,-0.07819261845363827
ACH-000921,-0.6253251450714118
ACH-000924,-0.4914055514059004
ACH-000926,-0.6383725812244632
ACH-000928,-0.3722025860794968
ACH-000929,-0.5554995088378767
ACH-000932,-0.6849738946168125
ACH-000935,-0.30439554360431165
ACH-000936,-0.3341495928515061
ACH-000937,-0.4662645273794162
ACH-000938,-0.8396493863469024
ACH-000939,-0.8058218817553914
ACH-000941,-0.6994556316832843
ACH-000943,-0.5234748912400381
ACH-000946,-0.5674055550686556
ACH-000947,-0.7407918084027412
ACH-000948,-0.8186266170974194
ACH-000950,-0.4848798066185448
ACH-000953,-0.23432825351438286
ACH-000954,-0.6796525498808949
ACH-000957,-0.5924383587228526
ACH-000958,-0.5163786745522441
ACH-000960,-0.803654075745443
ACH-000963,-0.6573445524689465
ACH-000968,-0.5162354054372882
ACH-000969,-0.3577485301070426
ACH-000972,-0.5608192810543741
ACH-000973,-0.31265862988246124
ACH-000974,-0.9497929904302456
ACH-000978,-0.34900052314520097
ACH-000984,-0.529047868989895
ACH-000986,-0.6790916563331835
ACH-000988,-0.5300633655444428
ACH-000993,-0.6053772255202853
ACH-000994,-0.3408893050964193
ACH-000996,-0.4044635089719385
ACH-001001,-0.5641356729796432
ACH-001020,-0.6732075836118842
ACH-001028,-0.4999972817903305
ACH-001031,-0.6541386098959774
ACH-001038,-0.4568455716721104
ACH-001048,-0.7026859022130055
ACH-001050,-0.7132242228252899
ACH-001053,-0.5676140870375216
ACH-001054,-0.5219106591450718
ACH-001061,-0.5096258625532656
ACH-001067,-0.3937047940131106
ACH-001075,-0.8068323585632228
ACH-001096,-0.4833803156172911
ACH-001111,-0.5441296427698222
ACH-001119,-0.5882246493025071
ACH-001128,-0.4890629886400693
ACH-001134,-0.656559584987967
ACH-001151,-0.5245165199683985
ACH-001163,-0.37461606334782704
ACH-001164,-0.5861582105781719
ACH-001183,-0.8327899153357048
ACH-001192,-0.5395494887430443
ACH-001193,-0.5808735043934841
ACH-001196,-0.7563889701925155
ACH-001197,-0.7098865943707009
ACH-001205,-0.5565919535373135
ACH-001211,-0.62722379249453
ACH-001212,-0.5494347480835718
ACH-001228,-0.7215419321977263
ACH-001232,-0.4725089347812614
ACH-001239,-0.3703459477467652
ACH-001270,-0.7589705289323678
ACH-001274,-0.4733521374743517
ACH-001275,-0.5149520450183037
ACH-001277,-0.5032562044820921
ACH-001278,-0.3659370382962093
ACH-001280,-0.7125465481367285
ACH-001283,-0.2966338172705818
ACH-001289,-0.30110782844673484
ACH-001300,-0.4670334618877362
ACH-001301,-0.7968341770445156
ACH-001302,-0.16949147709424245
ACH-001306,-0.5417973753319192
ACH-001318,-0.5114740179316883
ACH-001322,-0.5775828233554193
ACH-001328,-0.6193336299340703
ACH-001332,-0.7131075645903221
ACH-001336,-0.6873096489350264
ACH-001346,-0.7395813110084708
ACH-001353,-0.5240185627459861
ACH-001354,-0.2959580640476257
ACH-001367,-0.5380552975229177
ACH-001368,-0.5006457750077674
ACH-001374,-0.929644946950042
ACH-001377,-0.4320620786636255
ACH-001380,-0.4163486439892029
ACH-001391,-0.26388143057327845
ACH-001408,-0.5309432457755209
ACH-001430,-0.3770326077178355
ACH-001431,-0.6981809518361335
ACH-001450,-0.4675298117326366
ACH-001496,-0.5232177735089792
ACH-001500,-0.2323096705140869
ACH-001523,-0.6837122537543867
ACH-001532,-0.4718666230774306
ACH-001550,-0.8638042006032678
ACH-001552,-0.6278305789667211
ACH-001554,-0.64875403351434
ACH-001654,-0.6797802689440167
ACH-001735,-0.4039974305846596
ACH-001736,-0.6556567402538258
ACH-001737,-0.20612049393756174
ACH-001740,-0.5318801764286722
ACH-001745,-0.5055972432401089
ACH-001765,-0.5335711343749784
