,GPHN (10243)
ACH-000004,0.010139474738485805
ACH-000005,-0.10956561479010388
ACH-000007,-0.04329536415268199
ACH-000009,0.01006390945759182
ACH-000011,-0.007680455456894102
ACH-000012,0.05125048260398468
ACH-000013,-0.049848264252602296
ACH-000014,0.01632103614170835
ACH-000015,-0.029722687597078887
ACH-000017,-0.07333698622366147
ACH-000018,0.03419398577230947
ACH-000019,0.0021640430545074897
ACH-000021,0.08390740927477948
ACH-000022,0.0033075557379060763
ACH-000025,-0.08172063664680297
ACH-000028,-0.16813546393226295
ACH-000030,0.031887636573021405
ACH-000035,-0.09592464292221094
ACH-000036,0.0020513075874850325
ACH-000037,0.123325321903465
ACH-000039,-0.04441514459078125
ACH-000040,0.0044538836435447345
ACH-000041,0.12554785620131084
ACH-000042,-0.03823683249550856
ACH-000045,-0.021100064527904347
ACH-000047,-0.132401501433194
ACH-000052,-0.09265768473227484
ACH-000053,0.02925536350188321
ACH-000054,-0.033185510412674
ACH-000055,-0.07691057926190797
ACH-000060,-0.12336152119746932
ACH-000067,-0.005924632011647878
ACH-000070,-0.048612997387737764
ACH-000075,0.058785042131244115
ACH-000078,0.054160377059576895
ACH-000082,0.04686406969296318
ACH-000085,0.040476004461798616
ACH-000086,-0.03419449053684976
ACH-000087,0.019200732686190883
ACH-000092,0.04788133112753039
ACH-000095,0.006107348267388667
ACH-000097,-0.05048997590419932
ACH-000098,-0.05708569269521707
ACH-000099,0.024052853236979616
ACH-000108,0.058019805368155264
ACH-000113,-0.035919457281519344
ACH-000116,0.09510831058688413
ACH-000118,-0.029102078995313942
ACH-000120,-0.0900879722784972
ACH-000123,0.03018265033524572
ACH-000127,-0.06055994149185569
ACH-000128,-0.10412973305352308
ACH-000132,-0.014254255374286788
ACH-000133,-0.032729487545063864
ACH-000137,-0.08614430782214169
ACH-000138,0.0059622508712485435
ACH-000142,-0.0038939278752464345
ACH-000143,-0.18529740843582707
ACH-000146,-0.03270264683410573
ACH-000148,0.019040547245381026
ACH-000150,0.027297475826854538
ACH-000152,-0.027652724842299983
ACH-000153,-0.18853968054905032
ACH-000159,-0.001654668383157046
ACH-000160,-0.1551470625991362
ACH-000163,0.017422951181617526
ACH-000167,0.16222777224371254
ACH-000168,-0.11859015207193355
ACH-000169,-0.021030468309003063
ACH-000178,0.13353774045028655
ACH-000183,0.03262670436966249
ACH-000188,0.09921530244929597
ACH-000189,-0.053226816298406116
ACH-000190,-0.03524283272329685
ACH-000198,-0.04207896784884715
ACH-000203,-0.3665943192189564
ACH-000204,-0.1461273699910659
ACH-000206,-0.12464458073956385
ACH-000207,-0.043236823215058576
ACH-000208,0.06821779702331504
ACH-000210,-0.19615649658593987
ACH-000211,-0.053986474175064726
ACH-000215,0.0377507218215614
ACH-000221,0.06620713283177115
ACH-000222,-0.08250099900984788
ACH-000223,0.002703914937463793
ACH-000226,0.052025138902779294
ACH-000227,0.050085884115223515
ACH-000228,-0.06191510258774342
ACH-000231,0.004782420645707835
ACH-000232,-0.09106090667118684
ACH-000233,0.024315431738139444
ACH-000234,0.003380688390774157
ACH-000235,-0.14222942490995
ACH-000237,0.18136973645988927
ACH-000238,-0.1290815936890009
ACH-000242,-0.03061019511759142
ACH-000243,-0.03922372054475343
ACH-000244,0.030510870082024338
ACH-000246,-0.1414485004644661
ACH-000248,0.07762323040982806
ACH-000250,0.0017454235728397367
ACH-000251,-0.07597492262515708
ACH-000252,0.05322698154016342
ACH-000253,0.02002085366848357
ACH-000255,0.015532268126136244
ACH-000256,-0.09001451200329239
ACH-000257,-0.11133394175358433
ACH-000258,0.06285532087096568
ACH-000259,-0.05626016006113994
ACH-000260,-0.017656184311342932
ACH-000261,-0.04040924870755437
ACH-000262,0.06683191825072626
ACH-000263,-0.07812626816651352
ACH-000264,0.012940697513462008
ACH-000265,0.019685883819822943
ACH-000266,-0.056328111722861375
ACH-000272,-0.060846631244866965
ACH-000274,0.04702926704655787
ACH-000277,0.0337815886933128
ACH-000278,0.09751914209665123
ACH-000279,0.02414992099364761
ACH-000280,-0.010926846485060005
