,CRAT (1384)
ACH-000337,-0.04165508875625927
ACH-000338,-0.3202037648420444
ACH-000339,-0.1380900034966403
ACH-000341,-0.2603843073219464
ACH-000348,-0.12711823829605198
ACH-000350,0.0002965485214938538
ACH-000352,-0.1818102414473922
ACH-000356,-0.02059158794720566
ACH-000361,-0.0986609068721722
ACH-000362,-0.028971687928084664
ACH-000363,-0.1063539482916812
ACH-000364,-0.1521041733586153
ACH-000365,-0.042099431595898434
ACH-000366,-0.19989711824706444
ACH-000368,-0.3627351269821813
ACH-000374,-0.08882887413277872
ACH-000375,-0.2380094160622098
ACH-000376,-0.15722902235609332
ACH-000381,-0.008041038512323144
ACH-000383,-0.19919414021241533
ACH-000387,-0.12901258164256615
ACH-000389,-0.20558806662561824
ACH-000390,-0.19935663679269708
ACH-000393,-0.2362997882985877
ACH-000395,-0.3761563047373812
ACH-000396,-0.05044642660299044
ACH-000397,-0.1795777508706115
ACH-000401,-0.21411858417240426
ACH-000402,-0.3228465089020451
ACH-000403,-0.2549468426955731
ACH-000404,-0.3969378298574219
ACH-000406,-0.13274103456905428
ACH-000407,-0.1556095141376271
ACH-000408,-0.17506012689095612
ACH-000410,-0.11582893855253168
ACH-000411,-0.2279828377311829
ACH-000414,-0.22667359514265226
ACH-000415,-0.15532269440837845
ACH-000416,-0.1927933987471865
ACH-000420,-0.08864200888167736
ACH-000421,-0.12742777599936014
ACH-000424,0.00770576953867725
ACH-000425,-0.2055457383798259
ACH-000426,-0.13905814113849246
ACH-000427,-0.17262649417515402
ACH-000433,-0.17104566830176918
ACH-000435,0.11239964517093676
ACH-000436,-0.15658722595198926
ACH-000444,-0.07820990821240056
ACH-000445,-0.3449613302968598
ACH-000448,-0.18096729911328008
ACH-000450,-0.2382778395356501
ACH-000452,-0.17982869239044774
ACH-000454,-0.2830286028351265
ACH-000458,-0.28393136175815303
ACH-000459,0.019121711319242816
ACH-000460,-0.005467307801181988
ACH-000461,-0.11944380693736935
ACH-000463,-0.04893284048431182
ACH-000464,0.07426285704624039
ACH-000466,-0.14208365458545838
ACH-000467,-0.2836372310106309
ACH-000468,-0.13344940012470444
ACH-000469,-0.1871673943228281
ACH-000470,-0.3411667334669077
ACH-000471,-0.3425810023880086
ACH-000472,-0.13905117347209206
ACH-000473,-0.30192400954523835
ACH-000475,-0.1822223952761905
ACH-000476,-0.11258663080127364
ACH-000477,-0.21570407867151206
ACH-000479,-0.11772105553339525
ACH-000480,-0.26718033700216365
ACH-000481,-0.1677824533861488
ACH-000483,-0.25405035449592417
ACH-000484,-0.10717021817810256
ACH-000485,-0.022637300030971023
ACH-000486,-0.10606397976306876
ACH-000487,-0.06957687619496761
ACH-000488,-0.08902374520285215
ACH-000490,-0.16184939459067912
ACH-000491,-0.23269872384967624
ACH-000495,-0.0922644064203949
ACH-000496,-0.08884960922238325
ACH-000499,-0.2949011089508606
ACH-000500,0.012938733820027698
ACH-000502,-0.1876272154356451
ACH-000503,-0.09301955009319128
ACH-000505,-0.2144450270342539
ACH-000507,-0.2575057609120489
ACH-000510,-0.12701425883117756
ACH-000511,-0.1888868629129812
ACH-000512,-0.09974980297317072
ACH-000516,-0.20918897427004848
ACH-000517,-0.20754263016766028
ACH-000518,-0.2419212706976797
ACH-000520,-0.06277943627436222
ACH-000521,-0.3557935375775999
ACH-000522,-0.18425450636525567
ACH-000524,-0.17754776445765827
ACH-000527,-0.21278539030835625
ACH-000528,-0.15811986409033266
ACH-000537,-0.3499196567501441
ACH-000541,0.07267243563936016
ACH-000542,-0.186814952370538
ACH-000544,-0.10928356199078756
ACH-000545,-0.17246599768672816
ACH-000547,-0.10694571677061797
ACH-000548,-0.11990302666282847
ACH-000549,-0.005847088176375693
ACH-000550,-0.16878997937026738
ACH-000552,-0.18390813027142586
ACH-000556,-0.240968294533442
ACH-000557,-0.17894508109571214
ACH-000569,-0.12144826432302153
ACH-000570,-0.2767749394988328
ACH-000571,-0.15363173948355727
ACH-000573,-0.10433403422880982
ACH-000576,-0.09280833245429827
ACH-000579,-0.12385297443126735
ACH-000580,-0.27428337406046466
ACH-000584,-0.1117780921358222
ACH-000585,-0.17673269552433613
ACH-000588,0.13394009851192026
ACH-000589,-0.22132027566966764
ACH-000591,-0.2808458504130283
ACH-000593,-0.06357265419950431
ACH-000600,-0.11783421119317357
ACH-000601,-0.1951245518910972
ACH-000605,0.03604760959415468
ACH-000606,-0.11321582406892446
ACH-000608,-0.2561598554330892
ACH-000614,-0.4395944692031738
ACH-000616,0.006239394557456121
ACH-000618,-0.14335622255938066
ACH-000619,-0.07519886506822496
ACH-000620,-0.18115615570639867
ACH-000621,-0.13031849764574147
ACH-000622,-0.2706987029402737
ACH-000623,-0.1831466758003566
ACH-000624,-0.1653559155307074
ACH-000627,-0.15838528061500673
ACH-000630,-0.15672293335220833
ACH-000631,-0.16158983170478014
ACH-000632,-0.1147655170963263
ACH-000633,-0.2820098796161211
ACH-000637,-0.19866645613520287
ACH-000638,-0.20628985558935511
ACH-000646,-0.4236263960194114
ACH-000647,-0.15978672686753734
ACH-000648,-0.243697791862608
ACH-000649,-0.1668084135328423
ACH-000651,-0.1315016953984111
ACH-000652,-0.028816887431722688
ACH-000653,-0.1921419975625249
ACH-000657,-0.20935369927486408
ACH-000658,-0.1921520368597175
ACH-000661,-0.20028467431294636
ACH-000662,-0.2376349610126568
ACH-000663,0.057646029879420475
ACH-000665,-0.13320923496663578
ACH-000671,-0.22440436404722156
ACH-000672,-0.33933023377107685
ACH-000673,-0.13580371526354582
ACH-000676,-0.27162153434198577
ACH-000677,-0.1537603139620059
ACH-000681,-0.21405619460700592
ACH-000683,-0.1846977698817379
ACH-000684,-0.2251134014826511
ACH-000688,-0.14611054939436618
ACH-000693,-0.16340974020814206
ACH-000694,-0.2326814592098752
ACH-000695,0.03500942213132883
ACH-000696,-0.14047819279377302
ACH-000697,-0.03662430995329024
ACH-000699,-0.21777723646124533
ACH-000701,-0.3221430452598659
ACH-000706,-0.3524933176676593
ACH-000711,-0.12489397765567728
ACH-000713,0.036375752882635365
ACH-000714,-0.2842806345709065
ACH-000718,-0.2736367525464432
ACH-000720,-0.14595075667923274
ACH-000721,-0.21107326701400708
ACH-000724,-0.01959500965673596
ACH-000725,-0.09726579848504484
ACH-000732,0.041777339797043664
ACH-000734,-0.15088016783300462
ACH-000735,-0.21037680285465546
ACH-000736,-0.1057734383463578
ACH-000738,-0.22521522375600406
ACH-000746,-0.19477348634475786
ACH-000747,-0.42567651605623824
ACH-000748,-0.3005439033617719
ACH-000753,-0.2248815909273638
ACH-000756,-0.19804779453001375
ACH-000757,-0.4200949483038195
ACH-000758,-0.12786758599227702
ACH-000760,-0.18782273849135556
ACH-000762,-0.2005675221440432
ACH-000763,-0.025525464482604773
ACH-000764,-0.2672527400261714
ACH-000765,-0.1335636598978233
ACH-000766,-0.18698476977378986
ACH-000767,-0.20405135550919454
ACH-000768,-0.16481137984533226
ACH-000769,-0.055727984002833415
ACH-000770,-0.08390044011701607
ACH-000771,-0.18905017264346224
ACH-000773,-0.27677474952524866
ACH-000776,-0.1615778087108028
ACH-000777,-0.20450438306609284
ACH-000778,-0.06723371861581992
ACH-000781,-0.3237550437564367
ACH-000782,-0.1564227798268369
ACH-000783,-0.3731531348042064
ACH-000784,-0.2064605184702045
ACH-000785,-0.2539199747632073
ACH-000787,-0.31532162734944186
ACH-000788,-0.2669770122222352
ACH-000791,-0.3691979080987735
ACH-000792,-0.1520264432318382
ACH-000794,-0.08971023545793809
ACH-000796,-0.11290194687369845
ACH-000798,-0.3258175124028993
ACH-000799,-0.11428680481440255
ACH-000800,-0.1201583211568114
ACH-000802,-0.016224664821045346
ACH-000804,-0.14218339608923974
ACH-000805,-0.04000482591844669
ACH-000809,-0.2516576202062626
ACH-000810,-0.07545181230502132
ACH-000811,-0.1209680276631864
ACH-000817,-0.09571370556325304
ACH-000819,-0.3280752509483071
ACH-000820,0.05829216744176315
ACH-000821,-0.21889975597747352
ACH-000822,-0.03741067315677346
ACH-000823,-0.19497357449710365
ACH-000824,-0.18724500289915527
ACH-000827,-0.21385523251733726
ACH-000829,-0.0217200787393987
ACH-000831,-0.11330070952592892
ACH-000832,-0.15790371804558964
ACH-000833,-0.14752857042087555
ACH-000834,-0.11361829730734604
ACH-000835,-0.21219897222661552
ACH-000836,-0.16390569145807507
ACH-000837,-0.2684628722456173
ACH-000838,0.052286504881774484
ACH-000839,-0.2117907092058205
ACH-000840,-0.025039622623028262
ACH-000841,-0.26662538835665345
ACH-000843,-0.12744567832165052
ACH-000846,-0.05793384882267151
ACH-000847,-0.1895478242209335
ACH-000848,-0.28241429196399864
ACH-000849,-0.15284304007030594
ACH-000851,-0.2980146139996852
ACH-000855,0.05140363530224137
ACH-000856,-0.059928136946373625
ACH-000858,-0.27165857397341403
ACH-000859,0.051102306240271775
ACH-000861,0.042624067905544134
ACH-000862,-0.08619228686163424
ACH-000865,-0.1515206804606819
ACH-000866,-0.14379210768901654
ACH-000867,-0.14591092326854868
ACH-000869,-0.1606936455759687
ACH-000872,-0.18271581903635853
ACH-000873,-0.03936387933192767
ACH-000876,-0.1031649494673175
ACH-000878,-0.13257788757380562
ACH-000880,-0.10531616496368294
ACH-000881,-0.2946084712997857
ACH-000882,-0.21611238193065294
ACH-000884,-0.005904215173381832
ACH-000885,-0.10717122075589444
ACH-000887,-0.30718328503137604
ACH-000889,-0.17431215713846915
ACH-000896,-0.1151764386856062
ACH-000898,0.00898641741525135
ACH-000900,-0.272142619870574
ACH-000901,-0.1466019831992715
ACH-000905,-0.10748410599455284
ACH-000906,-0.15731866139689185
ACH-000907,-0.16469506976986414
ACH-000910,-0.21105352478536132
ACH-000911,-0.2103646357477393
ACH-000912,-0.1553658490727875
ACH-000913,-0.04797196013323194
ACH-000915,-0.1791226874067627
ACH-000916,-0.3273054720128882
ACH-000917,0.08452491612297583
ACH-000920,-0.10993856855477503
ACH-000921,-0.2129429081632112
ACH-000924,-0.2642922676523425
ACH-000926,-0.16284305223456555
ACH-000928,-0.288230512548743
ACH-000929,-0.21516140141312406
ACH-000932,0.03849564904428851
ACH-000935,-0.16757304358624991
ACH-000936,-0.1291787978344004
ACH-000937,-0.2301458442793565
ACH-000938,-0.04394428791088875
ACH-000939,-0.11513424569011015
ACH-000941,-0.13792751320948987
ACH-000943,-0.18103943616972004
ACH-000946,-0.05085329911620262
ACH-000947,-0.06401852820838083
ACH-000948,-0.17395050996442665
ACH-000950,-0.06600577255353048
ACH-000953,-0.08015965893932732
ACH-000954,-0.3114651802353025
ACH-000957,-0.3042579774335101
ACH-000958,-0.031879353031380585
ACH-000960,-0.19463021644072465
ACH-000963,-0.383209973954486
ACH-000968,-0.2803190529744441
ACH-000969,-0.031304905805139664
ACH-000972,-0.11490536968829228
ACH-000973,-0.11156578092022132
ACH-000974,-0.23424115988191505
ACH-000978,0.1213914191604478
ACH-000984,-0.12380245940285688
ACH-000986,-0.06831802071191677
ACH-000988,-0.19847407699167288
ACH-000993,-0.2654620276599385
ACH-000994,-0.2167381114635266
ACH-000996,-0.13338821120831415
ACH-001001,-0.2863059637175588
ACH-001020,-0.08671401569171412
ACH-001028,-0.2447845526431751
ACH-001031,-0.11501529074733965
ACH-001038,-0.20180952067536048
ACH-001048,-0.24318079776637616
ACH-001050,-0.2049024228079096
ACH-001053,-0.15400033486830778
ACH-001054,-0.05066591776514482
ACH-001061,-0.040751385661949836
ACH-001067,-0.2954571437745202
ACH-001075,-0.128787314761385
ACH-001096,-0.2287184966379381
ACH-001111,-0.09333818206898084
ACH-001119,-0.34874157047109744
ACH-001128,-0.3540037897191297
ACH-001134,-0.15989684883973054
ACH-001151,-0.12976714721307894
ACH-001163,-0.3724583475289888
ACH-001164,-0.11932892277557924
ACH-001183,-0.2733565591616779
ACH-001192,-0.10577601820959458
ACH-001193,-0.15289467628084075
ACH-001196,-0.1860014395194606
ACH-001197,-0.20954949578756368
ACH-001205,-0.07032893498063487
ACH-001211,-0.26296652632234085
ACH-001212,-0.2535451001649549
ACH-001228,-0.13942628913368982
ACH-001232,-0.1500008929023205
ACH-001239,-0.1651513628111761
ACH-001270,-0.3142221169529608
ACH-001274,-0.1433131607300613
ACH-001275,-0.2159389838167305
ACH-001277,-0.18906810351314254
ACH-001278,-0.32240488422917823
ACH-001280,-0.2291363348127194
ACH-001283,-0.05664205925275091
ACH-001289,-0.05225046753865189
ACH-001300,-0.16351421188123216
ACH-001301,-0.21918027939256324
ACH-001302,-0.2336509057304749
ACH-001306,-0.2853716743656177
ACH-001318,-0.2998746204929962
ACH-001322,-0.2047791610041969
ACH-001328,-0.06596270381529044
ACH-001332,-0.4125392509130015
ACH-001336,-0.2353571725799282
ACH-001346,-0.16588155125601908
ACH-001353,-0.2686145619133739
ACH-001354,-0.10812425211951268
ACH-001367,-0.2763136144699431
ACH-001368,-0.17397216277313268
ACH-001374,-0.1325320202554038
ACH-001377,-0.019553159048218447
ACH-001380,-0.09871292201231348
ACH-001391,-0.21025589093122435
ACH-001408,-0.22824760387298065
ACH-001430,-0.13627100199357367
ACH-001431,-0.2891699222801206
ACH-001450,-0.2651792921525466
ACH-001496,-0.09019693868977224
ACH-001500,-0.2116673943309943
ACH-001523,-0.17463910648678346
ACH-001532,-0.1408477543180589
ACH-001550,-0.23650853445481396
ACH-001552,-0.23521136425941624
ACH-001554,-0.11476670065504245
ACH-001654,-0.21368909240069475
ACH-001735,-0.06723752338686563
ACH-001736,-0.05128714959685865
ACH-001737,-0.4224665063102728
ACH-001740,-0.2974608086368393
ACH-001745,-0.2304314615725672
ACH-001765,-0.21458540736986695
