,HEATR1 (55127)
ACH-000004,-1.073123032675687
ACH-000005,-0.9955190346375417
ACH-000007,-0.8413714956015127
ACH-000009,-1.0579980230406054
ACH-000011,-1.1644378146950618
ACH-000012,-1.065576296982376
ACH-000013,-1.140311846983707
ACH-000014,-0.8150888027684933
ACH-000015,-0.9760350630657206
ACH-000017,-1.1548877796098669
ACH-000018,-1.2642999342084025
ACH-000019,-0.9407676664171936
ACH-000021,-1.0099894478857598
ACH-000022,-1.0834557849916076
ACH-000025,-1.3578253796931652
ACH-000028,-1.062435336317989
ACH-000030,-1.137080509819375
ACH-000035,-1.1489764734839698
ACH-000036,-1.2036252490146846
ACH-000037,-1.1777444244988862
ACH-000039,-0.982797520251648
ACH-000040,-1.1042782015072727
ACH-000041,-0.7507657743718232
ACH-000042,-0.8081307047440912
ACH-000045,-1.2030211325142648
ACH-000047,-0.9982582002842812
ACH-000052,-1.0690553150352784
ACH-000053,-1.0642987291274928
ACH-000054,-1.158916311677487
ACH-000055,-1.2086319710520406
ACH-000060,-0.6964663753603917
ACH-000067,-1.1329565383537183
ACH-000070,-1.1929156526592135
ACH-000075,-1.305999187935467
ACH-000078,-1.1249657330713896
ACH-000082,-1.3101367909077168
ACH-000085,-1.080076918991088
ACH-000086,-0.8945029469578085
ACH-000087,-0.9781982964686546
ACH-000092,-1.0791399827033503
ACH-000095,-1.0410790318337373
ACH-000097,-1.1079342932867062
ACH-000098,-1.1986997482192598
ACH-000099,-1.175860884532332
ACH-000108,-1.0523134431901628
ACH-000113,-0.7906068995729829
ACH-000116,-1.0573229234149215
ACH-000118,-0.9163254652764926
ACH-000120,-1.1635615533384285
ACH-000123,-1.182769412741656
ACH-000127,-1.119734296893896
ACH-000128,-0.975302817140729
ACH-000132,-0.9402022825381856
ACH-000133,-1.1369046839179398
ACH-000137,-0.999354475098882
ACH-000138,-1.195765931685658
ACH-000142,-1.1574264395226752
ACH-000143,-1.0797688771066145
ACH-000146,-0.8575484474107528
ACH-000148,-1.0576846932724104
ACH-000150,-1.0600587355027815
ACH-000152,-1.15374462249572
ACH-000153,-1.5199872675854558
ACH-000159,-0.950784491384972
ACH-000160,-1.1911754088050723
ACH-000163,-1.1668756181214537
ACH-000167,-1.4009141217872658
ACH-000168,-1.0034997789153521
ACH-000169,-1.1426613440698337
ACH-000178,-1.118723636388537
ACH-000183,-1.1292788356581993
ACH-000188,-1.178478458458721
ACH-000189,-1.4271741468203878
ACH-000190,-1.3788679105526618
ACH-000198,-1.039528476583928
ACH-000203,-0.948481810070689
ACH-000204,-1.0026416382962833
ACH-000206,-1.1762962337367249
ACH-000207,-1.0511618333603443
ACH-000208,-1.1663132024590517
ACH-000210,-0.9998658169952316
ACH-000211,-0.8539887214084558
ACH-000215,-0.9650317169252256
ACH-000221,-0.770146851647695
ACH-000222,-0.993929523096697
ACH-000223,-0.8797981312346387
ACH-000226,-1.0068842854303703
