,TRIM42 (287015)
ACH-000004,0.09229953645590304
ACH-000005,0.13347098524002332
ACH-000007,0.13985815307207733
ACH-000009,0.19014088781597244
ACH-000011,0.031218409361073705
ACH-000012,0.07208284920535188
ACH-000013,0.16030937605028855
ACH-000014,0.04452898717641293
ACH-000015,0.2061914456326197
ACH-000017,-0.06444610339483957
ACH-000018,0.018743538697757387
ACH-000019,0.007039131079744806
ACH-000021,0.1252143433101448
ACH-000022,0.15353032888891305
ACH-000025,-0.0007086578985981168
ACH-000028,0.17786012877410182
ACH-000030,0.09192161306746316
ACH-000035,0.06180569135165556
ACH-000036,0.10387972174510483
ACH-000037,0.21120152135510906
ACH-000039,-0.04452941236370965
ACH-000040,0.1890302051328456
ACH-000041,0.017568525773985013
ACH-000042,0.15018530764985416
ACH-000045,0.043752734944611314
ACH-000047,-0.0932694817338954
ACH-000052,0.12574627842260316
ACH-000053,0.08192384205603237
ACH-000054,0.04643644494128031
ACH-000055,-0.11784456394941488
ACH-000060,-0.21160102901284736
ACH-000067,-0.02957112778375834
ACH-000070,0.0044070429333271975
ACH-000075,0.15387590436347245
ACH-000078,0.061027206739348965
ACH-000082,0.09449933778584184
ACH-000085,-0.05801565773154513
ACH-000086,0.16688103875146826
ACH-000087,0.20708023892844116
ACH-000092,0.05470219062497377
ACH-000095,0.08030061923643203
ACH-000097,0.1121364188936533
ACH-000098,0.08274538581613944
ACH-000099,0.07068010438358853
ACH-000108,0.044979233608376835
ACH-000113,0.02839323240257465
ACH-000116,0.1858435324616769
ACH-000118,0.12269199606651145
ACH-000120,0.09648677429688997
ACH-000123,0.2043895527967208
ACH-000127,0.05221005693251538
ACH-000128,0.058394999646706615
ACH-000132,0.0615029083748363
ACH-000133,0.03901779927896296
ACH-000137,0.14552202519789803
ACH-000138,0.04669411501551208
ACH-000142,0.03213770346845558
ACH-000143,0.1661237686357287
ACH-000146,0.06665961530133635
ACH-000148,0.15637148269870715
ACH-000150,0.11514271797169695
ACH-000152,0.07948753686692282
ACH-000153,0.09819499091274853
ACH-000159,0.06653109518305032
ACH-000160,0.11150357856349033
ACH-000163,0.16610294025578876
ACH-000167,0.4980547779720798
ACH-000168,0.3065853568683105
ACH-000169,0.13349510819552454
ACH-000178,0.11672616645191695
ACH-000183,-0.053882906433833616
ACH-000188,0.10016400266673216
ACH-000189,-0.058530236035193466
ACH-000190,0.1716421305464834
ACH-000198,-0.01164296306969418
ACH-000203,0.2338730056436411
ACH-000204,-0.0281004375851369
ACH-000206,0.0007313099162887003
ACH-000207,0.040808015415514855
ACH-000208,-0.01269515811000395
ACH-000210,-0.1383777422878019
ACH-000211,0.13062023559871475
ACH-000215,0.1978673186441643
