,ZCCHC10 (54819)
ACH-000004,-0.06653170007894789
ACH-000005,-0.058337778325750975
ACH-000007,-0.12949812354067775
ACH-000009,-0.3257295603322033
ACH-000011,-0.02640696413195091
ACH-000012,-0.1372706879591958
ACH-000013,-0.0451013232049739
ACH-000014,0.018208266553268817
ACH-000015,-0.13555940668523928
ACH-000017,-0.07908255544097888
ACH-000018,-0.1098124799838506
ACH-000019,-0.029852095851777095
ACH-000021,-0.06335056351546971
ACH-000022,-0.045974342942031315
ACH-000025,-0.02758895284481124
ACH-000028,-0.14309436019788369
ACH-000030,-0.03309901944322877
ACH-000035,-0.01711359532643749
ACH-000036,-0.17208545543899664
ACH-000037,-0.2539873765544301
ACH-000039,-0.17102911012419136
ACH-000040,-0.06455302253469952
ACH-000041,-0.1539913919678534
ACH-000042,-0.0993047078593056
ACH-000045,-0.0255651901143383
ACH-000047,-0.2003352484746272
ACH-000052,0.0967145094835594
ACH-000053,-0.039308312726946765
ACH-000054,-0.14396990229978804
ACH-000055,-0.17967118921852307
ACH-000060,-0.08605388639121198
ACH-000067,-0.15630988930563952
ACH-000070,-0.06406898953548097
ACH-000075,-0.10870858674783028
ACH-000078,-0.030347130798929544
ACH-000082,-0.0873366598917522
ACH-000085,-0.08405663258147028
ACH-000086,-0.0022345281413085442
ACH-000087,0.06133561346595291
ACH-000092,-0.014377510363680727
ACH-000095,-0.06634844526641892
ACH-000097,-0.036439969601116916
ACH-000098,-0.08668175242450696
ACH-000099,-0.1998811739225754
ACH-000108,0.003425625865440368
ACH-000113,-0.11226720745365668
ACH-000116,-0.0651015611242682
ACH-000118,-0.08200083795093513
ACH-000120,0.0025500517216062203
ACH-000123,0.057179817223997724
ACH-000127,-0.1035058977487122
ACH-000128,-0.05389635927151667
ACH-000132,-0.011891257945182152
ACH-000133,0.05983769938523025
ACH-000137,-0.13603265191922004
ACH-000138,-0.07140677801589786
ACH-000142,0.03682688660070387
ACH-000143,-0.028514900870338637
ACH-000146,-0.0763331176884804
ACH-000148,-0.10173061710443317
ACH-000150,-0.11362308646200467
ACH-000152,-0.2284261132957101
ACH-000153,-0.013348850667005266
ACH-000159,-0.1168728444951776
ACH-000160,-0.04236759232650655
ACH-000163,-0.1413923522619606
ACH-000167,-0.3500974410807749
ACH-000168,-0.13323842011331108
ACH-000169,-0.16938548422104968
ACH-000178,-0.22337805227853966
ACH-000183,-0.09396516940825443
ACH-000188,-0.0994182195961289
ACH-000189,-0.27206855910157635
ACH-000190,-0.29775514914125273
ACH-000198,-0.08712486636621014
ACH-000203,0.05807354889115144
ACH-000204,-0.05020322852683763
ACH-000206,-0.19431814136012995
ACH-000207,-0.06050467357086025
ACH-000208,-0.26220126236007824
ACH-000210,-0.05958129268022552
ACH-000211,-0.18903203365152788
ACH-000215,-0.10632454720848464
ACH-000221,0.007963514922453866
ACH-000222,-0.17054649626286333
ACH-000223,-0.1263064908816082
ACH-000226,-0.3355823004233903
ACH-000227,-0.2886326860702205
ACH-000228,-0.013353207505464494
ACH-000231,-0.09755276405121496
ACH-000232,-0.12541114768078865
ACH-000233,-0.21044234997946493
ACH-000234,-0.0946069049374298
