,SULT1C4 (27233)
ACH-000004,0.13367170692949004
ACH-000005,-0.2288377337264118
ACH-000007,-0.021358133654526875
ACH-000009,0.03963989308558394
ACH-000011,0.02643965801485529
ACH-000012,0.021224464423547643
ACH-000013,-0.02284284253592454
ACH-000014,-0.03419340626623466
ACH-000015,-0.027917999298990342
ACH-000017,-0.03010163407418815
ACH-000018,-0.05928563706289279
ACH-000019,-0.043230440448150574
ACH-000021,0.11642781204635592
ACH-000022,-0.0711720737259233
ACH-000025,-0.07254287014280263
ACH-000028,-0.05523529614005774
ACH-000030,-0.04776459272946431
ACH-000035,-0.21188098327962104
ACH-000036,-0.09010733000850342
ACH-000037,0.04542930207114716
ACH-000039,-0.03814257302542326
ACH-000040,-0.11060298599652617
ACH-000041,-0.06941770988201179
ACH-000042,-0.002761240431926422
ACH-000045,0.0163615410116072
ACH-000047,0.013775861695340579
ACH-000052,-0.01726110212377031
ACH-000053,-0.0036906705468188116
ACH-000054,0.0010162332474943547
ACH-000055,-0.1023499912482222
ACH-000060,-0.0039700827812814594
ACH-000067,-0.13311577798230112
ACH-000070,0.0759296969897078
ACH-000075,-0.08694514832004327
ACH-000078,0.02758267627359631
ACH-000082,0.07871654072472603
ACH-000085,0.17670106865203994
ACH-000086,-0.07107037944437371
ACH-000087,-0.09824909108742601
ACH-000092,-0.1814843456454807
ACH-000095,-0.010935422727898998
ACH-000097,-0.02262975252741
ACH-000098,-0.11034926084325783
ACH-000099,0.0019726214652853787
ACH-000108,-0.08991456395021134
ACH-000113,0.038154432034084834
ACH-000116,0.016072052668426123
ACH-000118,0.015580950838277437
ACH-000120,0.06267477463435925
ACH-000123,-0.0983263407360291
ACH-000127,0.01949934059252427
ACH-000128,-0.021910173374629437
ACH-000132,0.020924938081543158
ACH-000133,-0.1682562768605822
ACH-000137,-0.11967764264733782
ACH-000138,-0.017147538938059717
ACH-000142,0.0008919005495622502
ACH-000143,-0.12881717520359964
ACH-000146,0.029581078974186256
ACH-000148,-0.003810939288789575
ACH-000150,0.15892473588313807
ACH-000152,-0.07530866108665046
ACH-000153,-0.01305848997472807
ACH-000159,-0.04082168320140736
ACH-000160,0.01630422765183067
ACH-000163,0.016878936191221196
ACH-000167,-0.28979993048027464
ACH-000168,-0.007944063149579017
ACH-000169,-0.030867741697908038
ACH-000178,-0.050234193168287616
ACH-000183,-0.0018275321176415634
ACH-000188,-0.07043338790402794
ACH-000189,-0.1622427892661239
ACH-000190,-0.06653523486781374
ACH-000198,-0.09821715590801494
ACH-000203,0.4976006953687625
ACH-000204,-0.00972390600007842
