,NXPH1 (30010)
ACH-000004,0.02787503249283416
ACH-000005,0.08290913989354208
ACH-000007,0.0027351147178310657
ACH-000009,0.03416260638637345
ACH-000011,0.06150439551544285
ACH-000012,0.1208621024134437
ACH-000013,0.14984793723985795
ACH-000014,0.14844249010179364
ACH-000015,0.013066750196343927
ACH-000017,0.010197435391020656
ACH-000018,0.11642302785875175
ACH-000019,0.0792818275152434
ACH-000021,0.1071619798615204
ACH-000022,-0.005759440703099099
ACH-000025,0.09237482358658856
ACH-000028,0.1079870698585166
ACH-000030,0.1016327233196586
ACH-000035,0.0810728656545958
ACH-000036,0.10034846866492413
ACH-000037,0.2554411369905065
ACH-000039,0.016172355750531817
ACH-000040,0.0071074022836079675
ACH-000041,-0.0187928740841768
ACH-000042,-0.00391003273022293
ACH-000045,0.05663154577593925
ACH-000047,0.04816035470095188
ACH-000052,0.03791111942667083
ACH-000053,0.08242672727497274
ACH-000054,-0.053364313556386336
ACH-000055,0.13341022035823386
ACH-000060,0.038308924698516114
ACH-000067,0.11000104315187567
ACH-000070,0.2959810150903288
ACH-000075,0.06999375498697295
ACH-000078,0.09573868629618666
ACH-000082,0.13285192019469202
ACH-000085,0.02783667178716607
ACH-000086,0.22202411220812265
ACH-000087,0.2997628356230256
ACH-000092,-0.05526255860168272
ACH-000095,0.015717491555574906
ACH-000097,0.12670723646872745
ACH-000098,0.10424982030908952
ACH-000099,-0.025036106434170063
ACH-000108,0.14709842924632152
ACH-000113,0.20951701514978807
ACH-000116,0.03992166925249086
ACH-000118,-0.06085912663386187
ACH-000120,0.11886109932840548
ACH-000123,0.15629048836170625
ACH-000127,-0.01666266116681182
ACH-000128,-0.045251243864488484
ACH-000132,0.04855165498679607
ACH-000133,0.19307965467942675
ACH-000137,0.07625251459306284
ACH-000138,0.09164525179531624
ACH-000142,0.02873444261013076
ACH-000143,-0.035939956601863214
ACH-000146,0.07784400040011538
ACH-000148,0.1607917004235811
ACH-000150,-0.03843246704836314
ACH-000152,0.13536493026932964
ACH-000153,-0.08185663397753805
ACH-000159,-0.025483493306133597
ACH-000160,0.09494730071513983
ACH-000163,0.04313798737987739
ACH-000167,0.12869588234628335
ACH-000168,-0.028739952544007262
ACH-000169,0.20904883006193886
ACH-000178,-0.07181697013643354
ACH-000183,-0.015113287536466225
ACH-000188,0.25817638037224083
ACH-000189,0.17731257820503882
ACH-000190,0.20150588090927407
ACH-000198,0.047495478380021716
ACH-000203,-0.1549732871248466
ACH-000204,0.04903939109901012
ACH-000206,0.10840566398375834
ACH-000207,0.031470886585420806
ACH-000208,0.12835595669917382
ACH-000210,0.1527172750137836
ACH-000211,0.01288143159851429
ACH-000215,0.1012347802693628
ACH-000221,-0.04343130759478028
ACH-000222,0.030363102636196005
ACH-000223,0.12473608446280153
ACH-000226,0.12689748368746318
ACH-000227,0.12519857928394054
ACH-000228,0.11219065580383032
ACH-000231,0.06282911548422261
ACH-000232,0.13107990452425666
ACH-000233,-0.06043203134624145
ACH-000234,0.17573819566441098
ACH-000235,0.07427683899459851
ACH-000237,0.07132733199166176
ACH-000238,0.10051440458070207
ACH-000242,0.06199525025226471
ACH-000243,0.08520351308382691
ACH-000244,0.0432001930955998
ACH-000246,0.010218744761697702
ACH-000248,0.06777031973727317
ACH-000250,0.06448740871805997
ACH-000251,0.10747424132862653
ACH-000252,-0.12612736253247692
ACH-000253,0.0117938256605327
ACH-000255,0.18754777862666375
ACH-000256,0.031814144032074436
ACH-000257,0.11148003875873462
ACH-000258,0.2200101234994324
ACH-000259,0.03134566185188045
ACH-000260,0.0922582087038568
ACH-000261,0.14259187483238642
ACH-000262,-0.11146065821146632
ACH-000263,0.07952394422698214
ACH-000264,0.14458845568875586
ACH-000265,0.09443619290547686
ACH-000266,0.044463216519204006
ACH-000272,0.08258502314393637
ACH-000274,0.0915439398948237
ACH-000277,0.14950591193284307
ACH-000278,0.0091978564842538
ACH-000279,0.060675591077446474
ACH-000280,0.0919788803837092
ACH-000281,-0.08104837136920291
