,ZWINT (11130)
ACH-000004,-0.39690349805559416
ACH-000005,-0.5446861836007847
ACH-000007,-0.20780314194642208
ACH-000009,-0.19683924916600626
ACH-000011,-0.4086310173347463
ACH-000012,-0.670074790942468
ACH-000013,0.08883619132105297
ACH-000014,-0.7540889199000852
ACH-000015,-0.2001034427270239
ACH-000017,-0.3960870111963008
ACH-000018,-0.5764347201441837
ACH-000019,-0.6031586665253553
ACH-000021,-0.4031205137541298
ACH-000022,-0.19223549531614567
ACH-000025,-0.559635792800897
ACH-000028,-0.4918085152706872
ACH-000030,-0.317666993004482
ACH-000035,-0.795212496237021
ACH-000036,-0.4870428518814913
ACH-000037,-0.35568700487971056
ACH-000039,-0.4250144791396913
ACH-000040,-0.4657563027344445
ACH-000041,-0.2368033481229034
ACH-000042,-0.24826236547864944
ACH-000045,-0.4124276021086818
ACH-000047,-0.6072133912449726
ACH-000052,-0.5164054072837782
ACH-000053,-0.9988188252092371
ACH-000054,-0.5074336737362672
ACH-000055,-0.26302219801991383
ACH-000060,-0.2147825839782033
ACH-000067,-0.05391075137958342
ACH-000070,-0.13411324737747315
ACH-000075,-0.4414987398254007
ACH-000078,-0.1567551263724059
ACH-000082,-0.5923269275176544
ACH-000085,-0.6398083391745929
ACH-000086,-0.4333580095266076
ACH-000087,-0.3156550824670593
ACH-000092,-0.3321913419421397
ACH-000095,-0.4010214340687647
ACH-000097,-0.5689965530700961
ACH-000098,-0.22032457173598569
ACH-000099,-0.4362600278533836
ACH-000108,-0.6116571448590692
ACH-000113,-0.4198529401308341
ACH-000116,-0.44547997565194203
ACH-000118,-0.6172741506402346
ACH-000120,-0.623825930200595
ACH-000123,-0.48909520526118605
ACH-000127,-0.08768698453653999
ACH-000128,-0.4832585377704491
ACH-000132,-0.6853511791134521
ACH-000133,-0.5492433761839388
ACH-000137,-0.7446824913779644
ACH-000138,-0.5654900842117964
ACH-000142,-0.2397173456445769
ACH-000143,-0.6666732187498708
ACH-000146,-0.2962761500716797
ACH-000148,-0.629726454313539
ACH-000150,-0.4156190756488672
ACH-000152,-0.4956979796084448
ACH-000153,-0.5282381510849469
ACH-000159,-0.6830570989207346
ACH-000160,-0.3464489896725034
ACH-000163,-0.8162833655230506
ACH-000167,-0.948485366460475
ACH-000168,-0.7964609948115852
ACH-000169,-0.2640817721018445
ACH-000178,-0.375850634949276
ACH-000183,-0.5803645306852353
ACH-000188,-0.6614045865613939
ACH-000189,-0.7032209707700756
ACH-000190,-0.5613070573666041
ACH-000198,-0.4882018352295064
ACH-000203,-0.2319153108031242
ACH-000204,-0.4351028878659878
ACH-000206,-0.5329969489518939
ACH-000207,-0.4821174898810431
ACH-000208,-0.3373643083474753
ACH-000210,-0.6907476198783253
ACH-000211,-0.6272429219651025
ACH-000215,-0.6907496162408727
ACH-000221,-0.12791040456923428
ACH-000222,-0.34492435869783783
ACH-000223,-0.47811583192596
ACH-000226,-0.5981356748111418
ACH-000227,-0.32767666833458303
ACH-000228,-0.34205717836447713
ACH-000231,-0.2801128376274904
ACH-000232,-0.4044464119841548
ACH-000233,-0.6424123473300171
ACH-000234,-0.27609297242375946
ACH-000235,-0.2537029256110436
ACH-000237,-0.2803145188497664
ACH-000238,-0.35715378346894283
ACH-000242,-0.6399270277768085
ACH-000243,-0.6837871950510456
ACH-000244,0.1433723013247766
ACH-000246,-0.3557573693547343
ACH-000248,-0.5663172979179073
ACH-000250,-0.20530754208971946
ACH-000251,-0.3671404272369812
ACH-000252,-0.2989759228763135
ACH-000253,-0.7459737484399722
ACH-000255,-0.4580065294756453
ACH-000256,-0.5391070478814677
ACH-000257,-0.9339494803629736
ACH-000258,-0.4266999271224807
