,TMED9 (54732)
ACH-000004,0.03758056592955547
ACH-000005,0.030012705359289918
ACH-000007,-0.2499508151165072
ACH-000009,-0.3682498650200844
ACH-000011,-0.1394311386547116
ACH-000012,-0.2083362598180645
ACH-000013,-0.18062280293760055
ACH-000014,-0.2592304895469761
ACH-000015,-0.2852069817059732
ACH-000017,-0.2584145572753785
ACH-000018,-0.2154281391643774
ACH-000019,-0.22463691418904397
ACH-000021,-0.251076678706888
ACH-000022,-0.19146080069514093
ACH-000025,-0.13417339691503988
ACH-000028,-0.32401867901087017
ACH-000030,-0.14050740060441155
ACH-000035,-0.054595488058063316
ACH-000036,0.002577912414564651
ACH-000037,-0.4244004356597335
ACH-000039,-0.2210754595150327
ACH-000040,-0.15944605392925945
ACH-000041,-0.015266951639191275
ACH-000042,-0.20204394013549498
ACH-000045,-0.340386808372018
ACH-000047,-0.19904713534422844
ACH-000052,-0.3218248676088171
ACH-000053,-0.24567246585035915
ACH-000054,-0.3134495781747048
ACH-000055,-0.3508993837481019
ACH-000060,-0.2367457052491381
ACH-000067,-0.2451099997721047
ACH-000070,-0.2640202573577361
ACH-000075,-0.18599430891762053
ACH-000078,-0.22662514574687395
ACH-000082,-0.4513639914402916
ACH-000085,-0.3910864723576803
ACH-000086,-0.244001648632497
ACH-000087,-0.4427980183569515
ACH-000092,-0.2857520925088116
ACH-000095,-0.261557716053065
ACH-000097,-0.3859940831552805
ACH-000098,-0.2318790440748927
ACH-000099,-0.2563302223363905
ACH-000108,-0.3408443437939561
ACH-000113,-0.28083414832561804
ACH-000116,-0.2471920741944831
ACH-000118,-0.1349941538668763
ACH-000120,-0.2237875425701536
ACH-000123,-0.11143761627836477
ACH-000127,-0.2529220514131933
ACH-000128,-0.4007068325512833
ACH-000132,-0.3649537124720956
ACH-000133,-0.23899461197762475
ACH-000137,-0.1555395334430326
ACH-000138,-0.23811341285757545
ACH-000142,-0.34764826592454817
ACH-000143,-0.3062210694800862
ACH-000146,-0.2408324861805608
ACH-000148,-0.3360882221255094
ACH-000150,-0.4886613083261505
ACH-000152,-0.251214101906478
ACH-000153,-0.7081930382869944
ACH-000159,-0.21464546987494112
ACH-000160,-0.20270014154782334
ACH-000163,-0.2169757287047635
ACH-000167,-0.1689894381770895
ACH-000168,-0.09962689663134457
ACH-000169,-0.2807047919883743
ACH-000178,-0.3738723228914351
ACH-000183,-0.4011877610731141
ACH-000188,-0.22403508076814693
ACH-000189,-0.3272880029915999
ACH-000190,-0.5208259737620399
ACH-000198,-0.26970259880906217
ACH-000203,-0.2395404670837628
ACH-000204,-0.3212549618279388
ACH-000206,-0.5251064497871393
ACH-000207,-0.26599142981175244
ACH-000208,-0.18695393977334196
ACH-000210,-0.6450359740376418
ACH-000211,-0.27670016199582365
ACH-000215,-0.20027045491997547
ACH-000221,-0.22253569416599492
ACH-000222,-0.20909363444216575
ACH-000223,-0.39133409260226665
ACH-000226,-0.2422001986463877
ACH-000227,-0.14114551560843822
ACH-000228,-0.2806488263062793
ACH-000231,-0.2247870026844802
ACH-000232,-0.18782222448333927
ACH-000233,-0.2595998643871512
ACH-000234,-0.2945893934745128
ACH-000235,-0.3169723358066188
ACH-000237,-0.3710565078385557
ACH-000238,-0.3282412349553885
ACH-000242,-0.04625353860637271
ACH-000243,-0.3270494014766097
ACH-000244,-0.20158094836475465
ACH-000246,-0.3404585207320326
ACH-000248,-0.2757812298290561
ACH-000250,-0.3290396449148075
ACH-000251,-0.30663624993014565
