,ACO2 (50)
ACH-000004,-0.6965161613025745
ACH-000005,-0.9332927050559608
ACH-000007,-0.5664105326642517
ACH-000009,-0.9710633759869499
ACH-000011,0.020131495308201224
ACH-000012,-0.4488368992322925
ACH-000013,-0.6137970933026674
ACH-000014,-0.347009334169164
ACH-000015,-0.5003624257317941
ACH-000017,-1.1482368809076648
ACH-000018,-0.30650751214129984
ACH-000019,-0.7837577214469575
ACH-000021,-1.1349098323400817
ACH-000022,-0.8733947562087904
ACH-000025,-0.11734458431452267
ACH-000028,-0.7470619605412387
ACH-000030,-1.0486067979863585
ACH-000035,-0.6064512307390709
ACH-000036,-0.16465499934455236
ACH-000037,-0.1678190660523465
ACH-000039,0.20521282048515987
ACH-000040,-0.13909779231714084
ACH-000041,-0.5367253567890232
ACH-000042,-1.1098775427463865
ACH-000045,-0.4333711592444585
ACH-000047,-0.8824400403268579
ACH-000052,-0.479427951871498
ACH-000053,-0.5479917462229417
ACH-000054,-0.1821307085154264
ACH-000055,-0.22958931337720664
ACH-000060,-0.7754349544647615
ACH-000067,-0.24196728036552645
ACH-000070,-0.6826783736382889
ACH-000075,-0.24855009251399104
ACH-000078,-0.6105122472183399
ACH-000082,-0.1130855645550682
ACH-000085,-0.6247863172270325
ACH-000086,-0.2797945792469935
ACH-000087,-0.6465196305950722
ACH-000092,-0.20427328488397573
ACH-000095,-0.14796078041389796
ACH-000097,-0.9231030295836962
ACH-000098,-0.33839439046001113
ACH-000099,-0.5900847758882712
ACH-000108,-0.9413785887958868
ACH-000113,-0.511998947116217
ACH-000116,-0.2814970702295171
ACH-000118,-0.7191325618003391
ACH-000120,-0.4436385281517766
ACH-000123,-0.5808476520728159
ACH-000127,-0.4320965164568335
ACH-000128,-0.4753151162834021
ACH-000132,-0.31107974600935523
ACH-000133,-0.15849721803605685
ACH-000137,-0.2690754906890984
ACH-000138,-0.18180336756120516
ACH-000142,-0.4988012452064817
ACH-000143,-0.2664881712648413
ACH-000146,-0.547265810586518
ACH-000148,-0.030120940304829532
ACH-000150,-0.1462346358133498
ACH-000152,-0.3389267899523399
ACH-000153,-0.3423600062243445
ACH-000159,-0.043886188312378616
ACH-000160,-0.5693388654910079
ACH-000163,-0.2744469020321917
ACH-000167,-0.4645872754465199
ACH-000168,-0.4311884620975856
ACH-000169,-0.6013093089592518
ACH-000178,-0.3918036849645121
ACH-000183,-0.594225288340449
ACH-000188,-0.5062811424435931
ACH-000189,-0.5254771020502081
ACH-000190,-0.18787948360731144
ACH-000198,-0.6296566462397651
ACH-000203,-1.1168438822242552
ACH-000204,-0.0077383232329977965
ACH-000206,-0.6187725965190793
ACH-000207,-0.4446441068037976
ACH-000208,-0.21320961678804654
ACH-000210,-0.6695649541169959
ACH-000211,-0.30604635266263763
ACH-000215,-0.2178782688946288
ACH-000221,-0.1564139672624321
ACH-000222,-0.7610883339701515
ACH-000223,-0.7278014442028347
ACH-000226,-0.375722831374152
ACH-000227,-0.9704019708602714
ACH-000228,-0.43497010530318025
ACH-000231,-0.2006582514463457
ACH-000232,-0.2865139327226301
ACH-000233,-0.5644906248183604
ACH-000234,-0.20953557434099784
ACH-000235,-0.44563943384082894
ACH-000237,-0.07409641682252167
ACH-000238,-0.4116617026713107
ACH-000242,-0.025554838103176776
ACH-000243,-0.1979538008664096
ACH-000244,-0.4206665462048619
ACH-000246,0.0442959931397434
ACH-000248,-0.7165523969375279
ACH-000250,-0.05033573618072689
ACH-000251,-0.6231475362497619
ACH-000252,-0.5275805399128891
ACH-000253,-0.4088263735461281
ACH-000255,-0.2534471669585568
ACH-000256,-0.8315100309973595
ACH-000257,-0.5667339543337546
ACH-000258,-1.0476499237108314
ACH-000259,-0.7437797620631585
ACH-000260,-0.2962810887879337
ACH-000261,0.0861827868124816
ACH-000262,-0.2805999260721304
ACH-000263,-0.1256204127064112
ACH-000264,-0.5183469020177969
ACH-000265,-0.6613746064038252
ACH-000266,-1.1607395456396021
ACH-000272,-1.0218758194306456
ACH-000274,-0.3028065906435616
ACH-000277,-0.6788196470554407
ACH-000278,-0.9446464998034759
ACH-000279,-0.7668914051695361
ACH-000280,-0.07974425012280895
ACH-000281,-0.32107089733815586
ACH-000288,-0.4377081095087533
ACH-000291,-0.7603429295594407
ACH-000293,-0.9632984285581906
ACH-000294,-1.1109598520778703
ACH-000295,-0.4755075509503072
ACH-000296,-0.9709217802022264
ACH-000302,-0.7576619841974265
ACH-000304,-0.5024038801151076
ACH-000307,-0.7939756151488266
ACH-000308,-1.1385568163581816
ACH-000310,-0.7827998464231787
