,FNIP2 (57600)
ACH-000004,0.05398970633267018
ACH-000005,0.20415314753028835
ACH-000007,-0.19238916581180945
ACH-000009,0.04683275654140005
ACH-000011,0.005213477784070271
ACH-000012,0.10571009355650338
ACH-000013,0.18768798898862715
ACH-000014,0.04616550863558442
ACH-000015,0.04250070120583346
ACH-000017,0.05093739886639834
ACH-000018,-0.11750826815887927
ACH-000019,0.0319964163038318
ACH-000021,0.15171095037293875
ACH-000022,0.19969209335829333
ACH-000025,0.13168985802244326
ACH-000028,0.1150767255287145
ACH-000030,0.0954260539591714
ACH-000035,0.13515177280698654
ACH-000036,0.1844519882633772
ACH-000037,0.1154193854527466
ACH-000039,0.21862598210014594
ACH-000040,-0.05053634786880038
ACH-000041,0.0007522491353953351
ACH-000042,0.09409150784562033
ACH-000045,0.1819236408675124
ACH-000047,0.2238088202626465
ACH-000052,-0.1337929830151438
ACH-000053,0.11079452427149322
ACH-000054,0.1030491099580622
ACH-000055,0.11607591531241808
ACH-000060,0.03805393002007265
ACH-000067,0.1518116327369972
ACH-000070,0.13170251077527567
ACH-000075,-0.055093108108207424
ACH-000078,0.06504996202078174
ACH-000082,0.1077402983643118
ACH-000085,-0.03621803529390573
ACH-000086,0.06768253307383981
ACH-000087,0.263771427042887
ACH-000092,0.040476948185897366
ACH-000095,0.05079111378117578
ACH-000097,0.097671437243489
ACH-000098,-0.037010243517410314
ACH-000099,0.12429701480902144
ACH-000108,0.0753990028638405
ACH-000113,0.06143673330885035
ACH-000116,0.17802570659553374
ACH-000118,0.16116031617225887
ACH-000120,0.10528651783947236
ACH-000123,-0.05601726105681401
ACH-000127,0.05064134861233825
ACH-000128,0.1590068451930698
ACH-000132,-0.05658324351286052
ACH-000133,0.09146481075537248
ACH-000137,0.08823469952812599
ACH-000138,0.07885394937241097
ACH-000142,0.1526513004414603
ACH-000143,0.0077189908287400456
ACH-000146,0.10052298102731973
ACH-000148,0.055846911855133664
ACH-000150,0.22106287388139956
ACH-000152,0.0779542842082934
ACH-000153,0.17984146082973165
ACH-000159,0.17120789528433128
ACH-000160,0.009999595810915649
ACH-000163,0.07280545886580653
ACH-000167,0.0830954045968311
ACH-000168,0.07104521009881701
ACH-000169,0.14268567742138238
ACH-000178,0.040365304675417116
ACH-000183,0.049543209166996935
ACH-000188,0.1850152222826541
ACH-000189,0.013509358923833032
ACH-000190,0.11573963092120132
ACH-000198,0.005342827492938443
ACH-000203,-0.39063521467101375
ACH-000204,0.13144271846204625
ACH-000206,0.14492054916633598
ACH-000207,0.12994940932753854
ACH-000208,0.07828009113045238
ACH-000210,0.10431580276898884
ACH-000211,0.1033200864104124
ACH-000215,0.0802854171737925
ACH-000221,0.1122881815294864
ACH-000222,0.44214904099634494
ACH-000223,0.055863416598042434
ACH-000226,0.06220179677593645
ACH-000227,0.23624450376420866
ACH-000228,0.03790562643603748
ACH-000231,0.11402850854942685
ACH-000232,0.07683319945705125
ACH-000233,0.14095051604192438
ACH-000234,0.13896871300901115
ACH-000235,0.14236213596188846
ACH-000237,0.0731885835051452
ACH-000238,0.16838142991141375
ACH-000242,0.10380421560165884
ACH-000243,-0.08236214960880757
ACH-000244,-0.07446043416367673
ACH-000246,0.17137772825395226
ACH-000248,0.19630134259056525
ACH-000250,-0.053942069586327114
ACH-000251,-0.4020102983089015
ACH-000252,0.016913656123505292
ACH-000253,0.09241733113470686
ACH-000255,0.043451011518343116
ACH-000256,0.13727732127739162
ACH-000257,0.2053633185409407
ACH-000258,0.007086401382669358
ACH-000259,0.02591867601699815
ACH-000260,0.030221521019709888
ACH-000261,0.10744577996832168
ACH-000262,-0.0894813124680983
ACH-000263,0.14237876673621344
ACH-000264,0.0660081308557597
ACH-000265,0.11733391596536034
ACH-000266,0.1025082522161254
ACH-000272,0.02664280267900781
ACH-000274,0.0643994901602511
ACH-000277,0.04146323820735659
ACH-000278,0.12302750501310294
ACH-000279,0.08937152127226504
ACH-000280,0.1989043107333396
ACH-000281,0.1118469489568621
ACH-000288,0.15250816280046695
ACH-000291,0.10869495366367524
ACH-000293,-0.06904869865055738
ACH-000294,0.021489657221347814
ACH-000295,-0.05378327102412367
ACH-000296,0.1174675180942686
ACH-000302,0.15384812410340068
ACH-000304,0.5357619634592145
ACH-000307,0.015322667758291391
ACH-000308,0.06476497130133284
ACH-000310,-0.13034827129774282
ACH-000311,0.17911562908244935
ACH-000312,0.16040013742143228
ACH-000315,0.012626950908401238
ACH-000316,0.03836390879866623
ACH-000317,0.1234427147016335
ACH-000318,-0.032457859228918154
ACH-000319,0.06652270697004023
ACH-000320,0.056794544415149764
ACH-000322,-0.01147990390441958
ACH-000323,0.14194170109697968
ACH-000324,0.10792374882291347
ACH-000329,0.08402567513169798
ACH-000330,0.022963970068542856
ACH-000331,0.0860738709010264
ACH-000332,0.15903773423200016
ACH-000334,0.17608625030140515
ACH-000335,-0.03739634882749877
ACH-000336,0.09888582680519993
ACH-000337,0.11015474751396034
ACH-000338,0.6237566994074893
ACH-000339,0.053995665245438695
ACH-000341,0.3378133848169909
ACH-000348,0.11492046527037908
ACH-000350,0.08457794883245454
ACH-000352,0.13266131909675472
ACH-000356,0.1936567670540192
ACH-000361,0.36119454804086426
ACH-000362,0.07143222236500144
ACH-000363,0.04628243405467825
ACH-000364,0.0030873486043498355
ACH-000365,0.07118272403771682
ACH-000366,0.12083290750373757
