,DEXI (28955)
ACH-000004,-0.2645005732818769
ACH-000005,-0.11810673656214195
ACH-000007,-0.1420908733668912
ACH-000009,-0.1582333833649449
ACH-000011,-0.16211898079807613
ACH-000012,-0.26147201417094523
ACH-000013,-0.15016413953768698
ACH-000014,-0.3156946603725133
ACH-000015,-0.21907061699757147
ACH-000017,-0.29996160559677026
ACH-000018,-0.10353730406893387
ACH-000019,-0.058388727731841686
ACH-000021,-0.21575009531983166
ACH-000022,-0.1968817716337693
ACH-000025,-0.3930641949729577
ACH-000028,-0.10035367501458944
ACH-000030,-0.17661516963132656
ACH-000035,-0.5229867419582438
ACH-000036,-0.17627792320829405
ACH-000037,-0.2592728257127674
ACH-000039,-0.5149872856276289
ACH-000040,-0.05299003387681455
ACH-000041,-0.10957192561608503
ACH-000042,-0.07083626744245454
ACH-000045,-0.168360391652982
ACH-000047,-0.2507799736325189
ACH-000052,-0.5334937974721241
ACH-000053,-0.2724004054561126
ACH-000054,-0.15839820199275706
ACH-000055,-0.14583995967180635
ACH-000060,-0.0952346192075528
ACH-000067,-0.14492954214312667
ACH-000070,-0.3370931983177311
ACH-000075,-0.17840267059044146
ACH-000078,-0.11320757911701085
ACH-000082,-0.22238994510120827
ACH-000085,-0.2224831833664262
ACH-000086,-0.12926828749828578
ACH-000087,-0.14359348865233298
ACH-000092,-0.1592093471051035
ACH-000095,-0.29715838793133004
ACH-000097,-0.21050752824780772
ACH-000098,-0.09865008849722284
ACH-000099,-0.1893214534311182
ACH-000108,-0.12583752775392618
ACH-000113,-0.2437242097021117
ACH-000116,-0.2406203738224993
ACH-000118,-0.15980934032476554
ACH-000120,-0.2442083316144978
ACH-000123,-0.21966920118588606
ACH-000127,-0.1525664685847007
ACH-000128,-0.2421381200474105
ACH-000132,-0.3145143207281404
ACH-000133,-0.2370119292383431
ACH-000137,-0.13237935866550013
ACH-000138,0.06422819535030838
ACH-000142,-0.2668617806001337
ACH-000143,-0.23626613763728244
ACH-000146,-0.2901742455276771
ACH-000148,-0.3042645602199765
ACH-000150,-0.3126195716739237
ACH-000152,-0.1618210178990154
ACH-000153,-0.1890398260973948
ACH-000159,-0.15989642117323927
ACH-000160,-0.1000363854029039
ACH-000163,-0.16593602875688854
ACH-000167,-0.03686969861581249
ACH-000168,-0.5279595211242739
ACH-000169,-0.18381276998819648
ACH-000178,-0.2583131268975821
ACH-000183,-0.3727284994477089
ACH-000188,-0.1565936397969967
ACH-000189,-0.042568360623913185
ACH-000190,-0.4008848199778308
ACH-000198,-0.2189158297051192
ACH-000203,-0.0781901390760579
ACH-000204,-0.5744128615974065
ACH-000206,-0.252355394405847
ACH-000207,-0.1740140991173415
ACH-000208,-0.1344059673166687
ACH-000210,-0.35601627904478045
ACH-000211,-0.21628507944710584
ACH-000215,-0.0974193876841232
ACH-000221,-0.2692525126369109
ACH-000222,-0.12283143478693592
ACH-000223,-0.2020195912620424
ACH-000226,-0.4242323087141982
ACH-000227,-0.2371298881750997
ACH-000228,-0.2085584288168768
ACH-000231,-0.3753201966989876
ACH-000232,-0.13304888964501846
ACH-000233,-0.2859035605680518
ACH-000234,-0.2874879725848648
ACH-000235,-0.17139935443567522
ACH-000237,-0.3071114703884173
ACH-000238,-0.026858429357301147
ACH-000242,0.02967652372618805
ACH-000243,-0.2972052239858387
ACH-000244,-0.12297927975751567
ACH-000246,-0.07467461031867861
ACH-000248,-0.2435596159103738
ACH-000250,-0.13048080484632293
ACH-000251,-0.1130444673893638
ACH-000252,-0.3119460655500878
ACH-000253,-0.1534225643551469
ACH-000255,-0.3973654611006019
ACH-000256,-0.1809709824895169
ACH-000257,-0.17990728811108184
ACH-000258,-0.17430652052641415
ACH-000259,-0.2003827017921325
ACH-000260,-0.29101347183074394
ACH-000261,-0.3392262206841775
ACH-000262,-0.2799147049405807
ACH-000263,-0.11936035571542933
ACH-000264,-0.025437121466809327
ACH-000265,-0.2673801541717466
ACH-000266,-0.19001710638277133
ACH-000272,-0.22132759756667866
ACH-000274,-0.2565468352871192
ACH-000277,-0.2553267412728471
ACH-000278,-0.2206839799215537
ACH-000279,-0.30850052681844603
ACH-000280,-0.028334535932061183
ACH-000281,-0.08529345439976876
ACH-000288,-0.3601972924523148
ACH-000291,-0.07295060722809793
ACH-000293,-0.19575879254439735
ACH-000294,-0.4013896141157501
ACH-000295,-0.2012817190408056
ACH-000296,-0.5831519115692843
ACH-000302,-0.19466123264997706
ACH-000304,-0.3843902206772437
ACH-000307,-0.25722067918083785
ACH-000308,-0.16493921987827434
ACH-000310,-0.20397491417540856
ACH-000311,-0.041514580991045436
ACH-000312,-0.13530189929764785
ACH-000315,-0.4833686715336518
ACH-000316,-0.24032049728718125
ACH-000317,-0.20934928772548492
ACH-000318,-0.29706836805218395
ACH-000319,-0.3612500483305038
ACH-000320,0.06433260718546886
ACH-000322,-0.2041846440654456
ACH-000323,-0.2690309963840805
ACH-000324,-0.20732509463760398
ACH-000329,-0.154872039705016
ACH-000330,-0.21480767447375826
ACH-000331,-0.26499998929502194
ACH-000332,-0.16589274714279234
ACH-000334,-0.204941102693715
ACH-000335,-0.29623803028650914
ACH-000336,-0.3260288154624125
ACH-000337,-0.009128818851570207
ACH-000338,-0.03211556200912563
ACH-000339,-0.2599708457026201
ACH-000341,-0.248715563536844
ACH-000348,-0.2415139340339388
ACH-000350,-0.3850266065362515
ACH-000352,-0.20589985337391775
ACH-000356,-0.214016886062455
ACH-000361,-0.2278644607049159
ACH-000362,-0.3592534300052759
ACH-000363,-0.2650114152454904
ACH-000364,-0.37916015270813397
ACH-000365,-0.2421375106603012
ACH-000366,-0.15752685753912454
ACH-000368,-0.31960795552865223
ACH-000374,-0.37017970609018
ACH-000375,-0.17826689831555714
ACH-000376,-0.31720348754421823
ACH-000381,-0.1814490345606936
ACH-000383,-0.15123011427141916
ACH-000387,-0.40085041764294266
ACH-000389,-0.09187744066793324
ACH-000390,-0.2240876951313586
ACH-000393,-0.2276175740812881
ACH-000395,-0.022289202662620952
ACH-000396,-0.39045037494069396
ACH-000397,-0.3126897783239399
ACH-000401,-0.2950385107178579
ACH-000402,0.2560324034827269
ACH-000403,-0.19817744267957849
ACH-000404,-0.03939975108577416
ACH-000406,-0.11987326126891144
ACH-000407,-0.31051171064237426
ACH-000408,-0.2530312037347152
ACH-000410,-0.2518991618505353
ACH-000411,-0.13977122991412033
ACH-000414,-0.12943225898102725
ACH-000415,-0.2882484028780948
ACH-000416,-0.2268769894034904
ACH-000420,-0.2277079997342403
ACH-000421,-0.2695114881100195
ACH-000424,-0.3596050232035812
ACH-000425,-0.3952277000438389
ACH-000426,-0.30043057614084984
ACH-000427,-0.26703094633042324
ACH-000433,-0.5187771883252885
ACH-000435,0.08015311326779724
ACH-000436,-0.2987463973795775
ACH-000444,-0.3098699277586942
ACH-000445,-0.20400021058066625
ACH-000448,-0.2113007570425709
ACH-000450,-0.36769219546288456
ACH-000452,-0.16638182710811555
ACH-000454,-0.30138380147738675
ACH-000458,-0.3516356898343781
ACH-000459,-0.3275717886319613
ACH-000460,-0.1804374635530536
ACH-000461,-0.07628960273809507
ACH-000463,-0.11583029634122878
ACH-000464,-0.4618988761502489
ACH-000466,-0.36184844182149
ACH-000467,-0.15189263829027386
ACH-000468,-0.3740580083051071
ACH-000469,-0.16455817157181415
ACH-000470,-0.2472203456410755
ACH-000471,-0.29881483528486363
ACH-000472,-0.2427050401244075
ACH-000473,-0.23075025465111726
ACH-000475,-0.024543641698927702
ACH-000476,-0.06488667783308523
ACH-000477,-0.4273743463636447
ACH-000479,-0.1857583588359791
ACH-000480,-0.23217696733694346
ACH-000481,-0.4149277881266069
ACH-000483,-0.5406577402950383
ACH-000484,-0.26212147924577306
ACH-000485,-0.2409539163447713
ACH-000486,-0.29956461704848153
ACH-000487,-0.2437865247200266
ACH-000488,-0.1990605653261439
ACH-000490,-0.25753111863322997
ACH-000491,-0.4143232929303404
ACH-000495,-0.31932278910398
ACH-000496,-0.2435296008797993
ACH-000499,-0.11450125863321657
ACH-000500,0.5000557588818513
ACH-000502,-0.2326965543725247
ACH-000503,-0.5605341267640929
ACH-000505,-0.2731651763727587
ACH-000507,-0.22452460544921748
ACH-000510,-0.2127426218086213
ACH-000511,-0.17073799344834942
ACH-000512,-0.26788345726181695
ACH-000516,-0.258500243161664
ACH-000517,-0.2771239265195634
ACH-000518,-0.28821941291349606
ACH-000520,-0.2729238799148518
ACH-000521,-0.09422677620461054
ACH-000522,-0.4172304590936516
ACH-000524,-0.2070348774802198
ACH-000527,-0.26772672445095397
ACH-000528,-0.15898605273976674
ACH-000537,-0.29160655683666303
ACH-000541,-0.2357050587771128
ACH-000542,-0.28223108144142484
ACH-000544,-0.18127132195035392
ACH-000545,-0.056746839641540175
ACH-000547,-0.6026153080191761
ACH-000548,-0.3586625967780861
ACH-000549,-0.4650742498911023
ACH-000550,-0.2717933385380993
ACH-000552,-0.14675105553657938
ACH-000556,-0.1842885693367554
ACH-000557,-0.3578967680478496
ACH-000569,-0.1056671638959317
ACH-000570,-0.2362606036790133
ACH-000571,-0.15697571939023378
ACH-000573,-0.3158965110000673
ACH-000576,-0.3125978818932436
ACH-000579,0.0007670743261662244
ACH-000580,-0.27771555925956753
ACH-000584,-0.2784902425643313
ACH-000585,-0.3709907768241381
ACH-000588,-0.16763784344875696
ACH-000589,-0.11309482417967093
ACH-000591,-0.3020295258430121
ACH-000593,-0.2902496023298619
ACH-000600,-0.2358522668955679
ACH-000601,-0.2939846619171105
ACH-000605,-0.11683420486421092
ACH-000606,-0.165680118563654
ACH-000608,-0.3393244226479759
ACH-000614,-0.08536773608076947
ACH-000616,-0.1606344014711857
ACH-000618,-0.16649750119916076
ACH-000619,-0.16113761851166825
ACH-000620,-0.27682537714768873
ACH-000621,-0.2504461220246289
ACH-000622,-0.0007637907997262429
ACH-000623,-0.3106256830089237
ACH-000624,-0.2965495561990964
ACH-000627,-0.01308606574245951
ACH-000630,-0.14512092872570398
ACH-000631,-0.3349438512926117
ACH-000632,-0.2478497412537975
ACH-000633,-0.1474372447825058
ACH-000637,-0.21647966302531751
ACH-000638,-0.1975500724946017
ACH-000646,-0.15925260508844513
ACH-000647,-0.2306569159196493
ACH-000648,-0.1016761691135899
ACH-000649,-0.3339289180918394
ACH-000651,-0.29511479071326746
ACH-000652,-0.05506827343339705
ACH-000653,-0.2444433756514911
ACH-000657,-0.17217141695927515
ACH-000658,-0.16126172265563432
ACH-000661,-0.22062699236673555
ACH-000662,0.028192045979156314
ACH-000663,-0.18430900719039234
ACH-000665,-0.2455740372526936
ACH-000671,-0.2418522339284212
ACH-000672,-0.10958875494556287
ACH-000673,-0.17067584281578882
ACH-000676,-0.14341245534679534
ACH-000677,-0.2140618017947037
ACH-000681,-0.3310898650356357
ACH-000683,-0.22363275026748325
ACH-000684,-0.6274744891577447
ACH-000688,-0.2549213425249513
ACH-000693,-0.2928761742078512
ACH-000694,-0.11294492280935288
ACH-000695,-0.4451955600333461
ACH-000696,-0.29552559070140905
ACH-000697,-0.3426179173230491
ACH-000699,-0.38435152203596334
ACH-000701,-0.17764713438216007
ACH-000706,-0.3426154873570445
ACH-000711,-0.16641198848294095
ACH-000713,-0.5222028875220645
ACH-000714,-0.2382458962516136
ACH-000718,-0.2299905882267174
ACH-000720,-0.2387828836745351
ACH-000721,-0.18857401305901586
ACH-000724,-0.8559445026084382
ACH-000725,-0.5217073273076711
ACH-000732,-0.32919545882698026
ACH-000734,-0.13786320415712885
ACH-000735,-0.1234706637437502
ACH-000736,-0.21377673662957225
ACH-000738,-0.16243575324716206
ACH-000746,-0.2124554918335421
ACH-000747,-0.30654317429050226
ACH-000748,-0.1637394966186088
ACH-000753,-0.4158896405032659
ACH-000756,-0.5816451438883481
ACH-000757,-0.28107266760442234
ACH-000758,-0.2678288732790556
ACH-000760,-0.2018457921328772
ACH-000762,-0.33060551745235456
ACH-000763,-0.401015207174264
ACH-000764,-0.35543261714005664
ACH-000765,-0.2334370384965909
ACH-000766,-0.2915615732099352
ACH-000767,-0.2137461302466035
ACH-000768,-0.2788678934683669
ACH-000769,-0.2744794051418402
ACH-000770,-0.21841101580094416
ACH-000771,-0.09619184787395724
ACH-000773,-0.5044005331428638
ACH-000776,-0.2764572560642184
ACH-000777,-0.18672059292493964
ACH-000778,-0.27799567688709537
ACH-000781,-0.2374485824968477
ACH-000782,-0.25182360001416565
ACH-000783,-0.1280920831997484
ACH-000784,-0.3229480597942984
ACH-000785,-0.17017642156012755
ACH-000787,-0.28085466858741176
ACH-000788,-0.1874712420883328
ACH-000791,-0.14486301216272227
ACH-000792,-0.09256389375794892
ACH-000794,-0.06653770839174539
ACH-000796,-0.14899417255034486
ACH-000798,-0.4620937169192283
ACH-000799,-0.2644589429042161
ACH-000800,-0.1461938556965309
ACH-000802,-0.21242152784035231
ACH-000804,-0.3880974970096692
ACH-000805,-0.2382277624455117
ACH-000809,-0.2061503363287072
ACH-000810,-0.4080807464375743
ACH-000811,-0.2776385765993226
ACH-000817,-0.2935844170229095
ACH-000819,-0.18976523087973293
ACH-000820,0.09361875725458922
ACH-000821,-0.1757790584125815
ACH-000822,0.010078054665394891
ACH-000823,-0.1568841845901954
ACH-000824,-0.02445144127796256
ACH-000827,-0.20994819747999802
ACH-000829,-0.3560706995369469
ACH-000831,-0.2496514071989467
ACH-000832,-0.3491058261127008
ACH-000833,-0.1151148733462728
ACH-000834,-0.2908293914327296
ACH-000835,-0.13024738799675745
ACH-000836,-0.16920708703669188
ACH-000837,-0.08680535695153076
ACH-000838,-0.2129868619949689
ACH-000839,-0.1932013063645414
ACH-000840,-0.3047591768940624
ACH-000841,-0.30059911274655976
ACH-000843,-0.1897592967182412
ACH-000846,-0.3618000483240291
ACH-000847,-0.12251465965502485
ACH-000848,-0.20314332489582332
ACH-000849,-0.18579188688446246
ACH-000851,-0.15077591821768296
ACH-000855,-0.35393003729245914
ACH-000856,-0.2676908340175756
ACH-000858,-0.1126212458747488
ACH-000859,0.060950364113865875
ACH-000861,-0.34783871972888397
ACH-000862,-0.07173006228594707
ACH-000865,-0.19648175445562055
ACH-000866,-0.14596739877894954
ACH-000867,-0.30244411970705537
ACH-000869,-0.3223764079795209
ACH-000872,-0.21484325450358333
ACH-000873,0.03577548970070296
ACH-000876,-0.21792264811245293
ACH-000878,-0.19723438101233506
ACH-000880,-0.2420582479930547
ACH-000881,-0.2149168146373663
ACH-000882,-0.25673777969244754
ACH-000884,-0.31086805520306604
ACH-000885,-0.3961774810956021
ACH-000887,-0.1358306893057235
ACH-000889,-0.08435312553525008
ACH-000896,-0.17148316651071718
ACH-000898,-0.2667066879015401
ACH-000900,-0.2079860012504532
ACH-000901,-0.3383581795835129
ACH-000905,-0.2143380480621806
ACH-000906,-0.2770238120271518
ACH-000907,-0.2870927277375517
ACH-000910,-0.13445491983320454
ACH-000911,-0.2966503753802384
ACH-000912,-0.25299449638038113
ACH-000913,-0.11932000901765352
ACH-000915,-0.25447474034072864
ACH-000916,-0.18762433809890694
ACH-000917,-0.23001079909211244
ACH-000920,-0.19822874838591015
ACH-000921,-0.12054460919948935
ACH-000924,-0.2169289186885701
ACH-000926,-0.17975227144551806
ACH-000928,-0.14963998703250778
ACH-000929,-0.11749427413873208
ACH-000932,-0.1892883287027359
ACH-000935,-0.3244315515011827
ACH-000936,-0.3305747319323261
ACH-000937,-0.19909971556806
ACH-000938,-0.3259685239053419
ACH-000939,-0.34031993094725216
ACH-000941,-0.2922243493481965
ACH-000943,-0.09777754100630577
ACH-000946,-0.19286958852268404
ACH-000947,-0.20514828906098806
ACH-000948,-0.06269304614095075
ACH-000950,-0.06234511448854047
ACH-000953,-0.22317021127961664
ACH-000954,-0.3992192174172878
ACH-000957,-0.2447221005242681
ACH-000958,-0.11336248822364894
ACH-000960,-0.21820031910838505
ACH-000963,-0.03566204571945508
ACH-000968,-0.2329250148936708
ACH-000969,-0.3181788619411477
ACH-000972,-0.3144697346402321
ACH-000973,-0.3600210786842073
ACH-000974,-0.034607008418264903
ACH-000978,-0.005463241842393964
ACH-000984,-0.3161284848367612
ACH-000986,-0.3995782161764373
ACH-000988,-0.2762667004891368
ACH-000993,-0.4163354408638672
ACH-000994,-0.28182345612694365
ACH-000996,-0.3572761408607506
ACH-001001,-0.1564747674429494
ACH-001020,-0.1961080148811904
ACH-001028,-0.16664952588959356
ACH-001031,-0.34476086629806746
ACH-001038,-0.3079686365558502
ACH-001048,-0.15722300567442876
ACH-001050,-0.3133751243897224
ACH-001053,-0.3403917154245497
ACH-001054,-0.2562385211251913
