,DEXI (28955)
ACH-001061,-0.17467591151329204
ACH-001067,-0.2911623622100899
ACH-001075,-0.14074124391625642
ACH-001096,-0.1587372131780345
ACH-001111,-0.2496272996777313
ACH-001119,-0.4406059385412171
ACH-001128,-0.2582124182880827
ACH-001134,-0.28690599582561804
ACH-001151,-0.16878378397161758
ACH-001163,-0.2826934878938789
ACH-001164,-0.4737709889878012
ACH-001183,-0.2429689456783601
ACH-001192,-0.2728468075697091
ACH-001193,-0.4050873306773747
ACH-001196,-0.2519501862467193
ACH-001197,-0.16603026461528056
ACH-001205,-0.34930452948844976
ACH-001211,-0.21521039091533156
ACH-001212,-0.03299676090799725
ACH-001228,-0.20311830391291072
ACH-001232,-0.3103853171366905
ACH-001239,-0.09739749324584096
ACH-001270,-0.18649145499608588
ACH-001274,-0.10893323232282294
ACH-001275,-0.2169313411992136
ACH-001277,-0.4334955740214992
ACH-001278,-0.2536121060441979
ACH-001280,-0.3314147889307532
ACH-001283,-0.18096142505036944
ACH-001289,-0.2500882679202934
ACH-001300,-0.09955910087069007
ACH-001301,-0.2830966585902441
ACH-001302,-0.4387348942187556
ACH-001306,-0.2683301920299422
ACH-001318,-0.11536614241214345
ACH-001322,-0.11684115699497495
ACH-001328,-0.13340573294368285
ACH-001332,-0.06608298266466245
ACH-001336,-0.2422331779261051
ACH-001346,-0.15473887064715652
ACH-001353,-0.20622024616742055
ACH-001354,-0.432675048285156
ACH-001367,-0.2718154051266219
ACH-001368,-0.2617535375057343
ACH-001374,-0.4551692241022334
ACH-001377,-0.20409858004423734
ACH-001380,-0.2270735567551392
ACH-001391,-0.034821196348783216
ACH-001408,-0.3584802343512116
ACH-001430,-0.2257267088898271
ACH-001431,-0.31765073791474635
ACH-001450,-0.21267699918810695
ACH-001496,-0.2895620835758729
ACH-001500,-0.22947730354682705
ACH-001523,-0.1741020485675569
ACH-001532,-0.2424314433028393
ACH-001550,-0.051096433138296725
ACH-001552,-0.14236015512726846
ACH-001554,-0.0622257267751043
ACH-001654,-0.3035580215173386
ACH-001735,-0.14038095492867467
ACH-001736,-0.2751925210940823
ACH-001737,-0.6353014428426311
ACH-001740,-0.2026789212993828
ACH-001745,-0.3265937941495455
ACH-001765,-0.3846346529537023
